query_fips,query_name,query_state,window,variant,k,query_peak,query_mean,query_oof_peak,query_oof_mean,neighbors_low_count,neighbors_moderate_count,neighbors_high_count,neighbors_ge010_count,neighbor_peak_median,neighbor_peak_max,neighbor_mean_median,pool_high_fraction,pool_peak_max,query_above_all_matched_peaks,nearest_low_rank_in_full_ranking,excluded_fold,candidate_count,nearest_distance,fifth_distance,nearest_distance_percentile,fifth_distance_percentile,reference_d5_q95,is_focus
18137,Ripley County,IN,early,context,10,0.0,0.0,0.0010402610664217368,4.5228742018336384e-05,10,0,0,0,0.00015000000000000001,0.0041,1.0869565217391305e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.31234911072717214,0.4302848298835483,0.16230366492146597,0.07853403141361257,1.0026659553864583,False
18147,Spencer County,IN,early,context,5,0.0,0.0,0.0,0.0,5,0,0,0,0.0001,0.0002,4.347826086956522e-06,0.2094240837696335,0.5447,False,1.0,0,191,0.3055935994462362,0.35063995749206306,0.1518324607329843,0.0,1.0026659553864583,False
18147,Spencer County,IN,early,context,10,0.0,0.0,0.0,0.0,10,0,0,0,0.0001,0.0002,6.521739130434784e-06,0.2094240837696335,0.5447,False,1.0,0,191,0.3055935994462362,0.35063995749206306,0.1518324607329843,0.0,1.0026659553864583,False
18159,Tipton County,IN,early,context,5,0.0005,5.217391304347826e-05,0.0030331763750883027,0.0008064806216056962,5,0,0,0,0.0001,0.0041,4.347826086956522e-06,0.2094240837696335,0.5447,False,1.0,0,191,0.32071771073227184,0.5793878447087915,0.193717277486911,0.42408376963350786,1.0026659553864583,False
18159,Tipton County,IN,early,context,10,0.0005,5.217391304347826e-05,0.0030331763750883027,0.0008064806216056962,10,0,0,0,0.00030000000000000003,0.0058,4.3478260869565214e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.32071771073227184,0.5793878447087915,0.193717277486911,0.42408376963350786,1.0026659553864583,False
18161,Union County,IN,early,context,5,0.0004,6.0869565217391306e-05,0.001671981254568587,0.0002353114290373301,5,0,0,0,0.0001,0.0041,4.347826086956522e-06,0.2094240837696335,0.5447,False,1.0,0,191,0.3722108212300165,0.6337322208496823,0.33507853403141363,0.518324607329843,1.0026659553864583,False
18161,Union County,IN,early,context,10,0.0004,6.0869565217391306e-05,0.001671981254568587,0.0002353114290373301,10,0,0,0,0.00015000000000000001,0.0063,1.0869565217391305e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.3722108212300165,0.6337322208496823,0.33507853403141363,0.518324607329843,1.0026659553864583,False
18171,Warren County,IN,early,context,5,0.0004,2.608695652173913e-05,0.0014374355394197894,0.0003581381151162153,5,0,0,0,0.0001,0.0058,4.347826086956522e-06,0.2094240837696335,0.5447,False,1.0,0,191,0.5651695781529656,0.8532379340007853,0.7382198952879581,0.8481675392670157,1.0026659553864583,False
18171,Warren County,IN,early,context,10,0.0004,2.608695652173913e-05,0.0014374355394197894,0.0003581381151162153,10,0,0,0,0.00015000000000000001,0.0058,1.739130434782609e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.5651695781529656,0.8532379340007853,0.7382198952879581,0.8481675392670157,1.0026659553864583,False
18179,Wells County,IN,early,context,5,0.0097,0.003913043478260869,0.008911075771912197,0.003000671041297792,4,1,0,0,0.0005,0.0216,5.652173913043478e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.46697947256903244,0.5039810726948751,0.5654450261780105,0.25654450261780104,1.0026659553864583,False
18179,Wells County,IN,early,context,10,0.0097,0.003913043478260869,0.008911075771912197,0.003000671041297792,9,1,0,0,0.00045,0.0216,5.8695652173913045e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.46697947256903244,0.5039810726948751,0.5654450261780105,0.25654450261780104,1.0026659553864583,False
39027,Clinton County,OH,early,context,5,0.0046,0.0009608695652173915,0.0024713371659371678,0.0008434648244533922,3,2,0,0,0.0079,0.0207,0.004256521739130436,0.2094240837696335,0.5447,False,1.0,0,191,0.5276953570412294,0.6012516516216337,0.6858638743455497,0.4712041884816754,1.0026659553864583,False
39027,Clinton County,OH,early,context,10,0.0046,0.0009608695652173915,0.0024713371659371678,0.0008434648244533922,7,3,0,0,0.0051,0.0207,0.0018782608695652172,0.2094240837696335,0.5447,False,1.0,0,191,0.5276953570412294,0.6012516516216337,0.6858638743455497,0.4712041884816754,1.0026659553864583,False
39037,Darke County,OH,early,context,5,0.0075,0.00401304347826087,0.006262727706672513,0.0036750589835635853,2,2,1,0,0.0216,0.0533,0.009039130434782609,0.2094240837696335,0.5447,False,2.0,0,191,0.36930179086420656,0.6209128194103334,0.32460732984293195,0.49214659685863876,1.0026659553864583,False
39037,Darke County,OH,early,context,10,0.0075,0.00401304347826087,0.006262727706672513,0.0036750589835635853,5,4,1,0,0.0099,0.0533,0.005793478260869566,0.2094240837696335,0.5447,False,2.0,0,191,0.36930179086420656,0.6209128194103334,0.32460732984293195,0.49214659685863876,1.0026659553864583,False
39055,Geauga County,OH,early,context,5,0.1471,0.11096521739130433,0.16819865456670208,0.10088879267779666,0,1,4,2,0.086,0.1269,0.05576956521739129,0.2094240837696335,0.5447,True,,0,191,0.7459720666964369,0.8285060479255155,0.93717277486911,0.7958115183246073,1.0026659553864583,False
39055,Geauga County,OH,early,context,10,0.1471,0.11096521739130433,0.16819865456670208,0.10088879267779666,0,1,9,6,0.1149,0.1714,0.06135869565217391,0.2094240837696335,0.5447,False,,0,191,0.7459720666964369,0.8285060479255155,0.93717277486911,0.7958115183246073,1.0026659553864583,False
39059,Guernsey County,OH,early,context,5,0.2697,0.2222347826086956,0.25354177484764984,0.20302583622124112,0,0,5,5,0.191,0.3293,0.13041739130434782,0.2094240837696335,0.5447,False,,0,191,0.49342665837291333,0.7270883844639061,0.6073298429319371,0.643979057591623,1.0026659553864583,False
39059,Guernsey County,OH,early,context,10,0.2697,0.2222347826086956,0.25354177484764984,0.20302583622124112,0,0,10,8,0.17620000000000002,0.3293,0.12027391304347826,0.2094240837696335,0.5447,False,,0,191,0.49342665837291333,0.7270883844639061,0.6073298429319371,0.643979057591623,1.0026659553864583,False
39063,Hancock County,OH,early,context,5,0.0105,0.004334782608695652,0.011712398229842954,0.008580078795898761,0,4,1,0,0.0207,0.08,0.009039130434782609,0.2094240837696335,0.5447,False,9.0,0,191,0.34997263287601654,0.6327636999451193,0.2670157068062827,0.518324607329843,1.0026659553864583,False
39063,Hancock County,OH,early,context,10,0.0105,0.004334782608695652,0.011712398229842954,0.008580078795898761,1,6,3,0,0.021150000000000002,0.08,0.00913695652173913,0.2094240837696335,0.5447,False,9.0,0,191,0.34997263287601654,0.6327636999451193,0.2670157068062827,0.518324607329843,1.0026659553864583,False
39069,Henry County,OH,early,context,5,0.0126,0.009573913043478263,0.015178548060462052,0.00959753985532551,1,4,0,0,0.0158,0.027,0.008517391304347827,0.2094240837696335,0.5447,False,1.0,0,191,0.5464785717326879,0.6050598412874485,0.7120418848167539,0.4712041884816754,1.0026659553864583,False
39069,Henry County,OH,early,context,10,0.0126,0.009573913043478263,0.015178548060462052,0.00959753985532551,5,5,0,0,0.00885,0.027,0.004280434782608696,0.2094240837696335,0.5447,False,1.0,0,191,0.5464785717326879,0.6050598412874485,0.7120418848167539,0.4712041884816754,1.0026659553864583,False
39099,Mahoning County,OH,early,context,5,0.0217,0.005421739130434782,0.0072596529541793155,0.00441070929618527,1,4,0,0,0.0191,0.0498,0.00892608695652174,0.2094240837696335,0.5447,False,5.0,0,191,0.5206567563098984,0.7464127444120329,0.6858638743455497,0.6910994764397905,1.0026659553864583,False
39099,Mahoning County,OH,early,context,10,0.0217,0.005421739130434782,0.0072596529541793155,0.00441070929618527,5,5,0,0,0.00855,0.0498,0.003969565217391305,0.2094240837696335,0.5447,False,5.0,0,191,0.5206567563098984,0.7464127444120329,0.6858638743455497,0.6910994764397905,1.0026659553864583,False
39101,Marion County,OH,early,context,5,0.065,0.032230434782608695,0.054370135697671566,0.028550002894080332,0,4,1,0,0.0158,0.0601,0.008517391304347827,0.2094240837696335,0.5447,True,,0,191,0.8050631489709977,0.9295214446327411,0.9476439790575916,0.9267015706806283,1.0026659553864583,False
39101,Marion County,OH,early,context,10,0.065,0.032230434782608695,0.054370135697671566,0.028550002894080332,0,6,4,2,0.030699999999999998,0.191,0.019821739130434786,0.2094240837696335,0.5447,False,,0,191,0.8050631489709977,0.9295214446327411,0.9476439790575916,0.9267015706806283,1.0026659553864583,False
39123,Ottawa County,OH,early,context,5,0.0058,0.003973913043478262,0.01247064416543257,0.005285197131888636,3,2,0,0,0.0004,0.0158,6.956521739130436e-05,0.2094240837696335,0.5447,False,3.0,0,191,0.38479098337652096,0.6465112014154016,0.3507853403141361,0.5654450261780105,1.0026659553864583,False
39123,Ottawa County,OH,early,context,10,0.0058,0.003973913043478262,0.01247064416543257,0.005285197131888636,8,2,0,0,0.00030000000000000003,0.0158,6.304347826086957e-05,0.2094240837696335,0.5447,False,3.0,0,191,0.38479098337652096,0.6465112014154016,0.3507853403141361,0.5654450261780105,1.0026659553864583,False
39127,Perry County,OH,early,context,5,0.1607,0.09517826086956523,0.15616683602385237,0.10252256347818213,0,1,4,3,0.1675,0.2711,0.13565217391304343,0.2094240837696335,0.5447,False,,0,191,0.6630538174669804,0.8391360597280489,0.8691099476439791,0.8219895287958116,1.0026659553864583,False
39127,Perry County,OH,early,context,10,0.1607,0.09517826086956523,0.15616683602385237,0.10252256347818213,0,3,7,4,0.06964999999999999,0.2711,0.044236956521739125,0.2094240837696335,0.5447,False,,0,191,0.6630538174669804,0.8391360597280489,0.8691099476439791,0.8219895287958116,1.0026659553864583,False
39133,Portage County,OH,early,context,5,0.0543,0.039865217391304344,0.05853304794597504,0.03435024784292461,0,4,1,0,0.0479,0.086,0.02062173913043478,0.2094240837696335,0.5447,False,,0,191,0.5224005189465823,0.6597053316304412,0.6858638743455497,0.5916230366492147,1.0026659553864583,False
39133,Portage County,OH,early,context,10,0.0543,0.039865217391304344,0.05853304794597504,0.03435024784292461,0,5,5,1,0.05075,0.1029,0.029754347826086956,0.2094240837696335,0.5447,False,,0,191,0.5224005189465823,0.6597053316304412,0.6858638743455497,0.5916230366492147,1.0026659553864583,False
39135,Preble County,OH,early,context,5,0.0111,0.004391304347826088,0.005888425398065946,0.002678236715696438,4,1,0,0,0.0005,0.0119,5.652173913043478e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.4363703032246921,0.5285076392457658,0.4816753926701571,0.31413612565445026,1.0026659553864583,False
39135,Preble County,OH,early,context,10,0.0111,0.004391304347826088,0.005888425398065946,0.002678236715696438,8,2,0,0,0.0006000000000000001,0.0151,5.8695652173913045e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.4363703032246921,0.5285076392457658,0.4816753926701571,0.31413612565445026,1.0026659553864583,False
39137,Putnam County,OH,early,context,5,0.116,0.07330869565217392,0.08428290930959514,0.04949689305022092,0,2,3,1,0.0533,0.1808,0.03270434782608696,0.2094240837696335,0.5447,False,,0,191,0.521867755276887,0.6777154874005784,0.6858638743455497,0.6020942408376964,1.0026659553864583,False
39137,Putnam County,OH,early,context,10,0.116,0.07330869565217392,0.08428290930959514,0.04949689305022092,0,2,8,4,0.07719999999999999,0.2157,0.03727391304347826,0.2094240837696335,0.5447,False,,0,191,0.521867755276887,0.6777154874005784,0.6858638743455497,0.6020942408376964,1.0026659553864583,False
39153,Summit County,OH,early,context,5,0.0351,0.021395652173913045,0.05374198080224207,0.03046414805213497,0,2,3,0,0.0517,0.0736,0.025499999999999995,0.2094240837696335,0.5447,False,,0,191,0.3864602474744818,0.6855543815731779,0.3507853403141361,0.6073298429319371,1.0026659553864583,False
39153,Summit County,OH,early,context,10,0.0351,0.021395652173913045,0.05374198080224207,0.03046414805213497,0,4,6,0,0.055900000000000005,0.08,0.027867391304347823,0.2094240837696335,0.5447,False,,0,191,0.3864602474744818,0.6855543815731779,0.3507853403141361,0.6073298429319371,1.0026659553864583,False
42007,Beaver County,PA,early,context,5,0.1203,0.09076521739130436,0.11341350928057863,0.07785267666607905,0,2,3,1,0.0517,0.1029,0.037026086956521743,0.2094240837696335,0.5447,True,,0,191,0.478039683413373,0.7319029197799143,0.5654450261780105,0.6596858638743456,1.0026659553864583,False
42007,Beaver County,PA,early,context,10,0.1203,0.09076521739130436,0.11341350928057863,0.07785267666607905,0,3,7,2,0.06505,0.1675,0.04359782608695652,0.2094240837696335,0.5447,False,,0,191,0.478039683413373,0.7319029197799143,0.5654450261780105,0.6596858638743456,1.0026659553864583,False
42009,Bedford County,PA,early,context,5,0.0868,0.0564608695652174,0.07928603101023518,0.04822341514070197,1,0,4,2,0.0765,0.1317,0.030204347826086966,0.2094240837696335,0.5447,False,4.0,0,191,0.7599506924714202,1.0282213848789277,0.93717277486911,0.9528795811518325,1.0026659553864583,False
42009,Bedford County,PA,early,context,10,0.0868,0.0564608695652174,0.07928603101023518,0.04822341514070197,2,3,5,2,0.0486,0.1317,0.021504347826086956,0.2094240837696335,0.5447,False,4.0,0,191,0.7599506924714202,1.0282213848789277,0.93717277486911,0.9528795811518325,1.0026659553864583,False
42013,Blair County,PA,early,context,5,0.0104,0.006091304347826088,0.008499289205344387,0.0041269171582648,5,0,0,0,0.0014,0.006,0.00015652173913043477,0.2094240837696335,0.5447,True,1.0,0,191,0.7649139732445943,0.8293830339070697,0.93717277486911,0.806282722513089,1.0026659553864583,False
42013,Blair County,PA,early,context,10,0.0104,0.006091304347826088,0.008499289205344387,0.0041269171582648,9,0,1,0,0.0029,0.0589,0.0006173913043478261,0.2094240837696335,0.5447,False,1.0,0,191,0.7649139732445943,0.8293830339070697,0.93717277486911,0.806282722513089,1.0026659553864583,False
42027,Centre County,PA,early,context,5,0.0047,0.002730434782608696,0.006542950853274999,0.0037716914696995013,3,1,1,1,0.006,0.1648,0.0018869565217391308,0.2094240837696335,0.5447,False,2.0,0,191,0.5499230476679364,0.7185896397261969,0.7172774869109948,0.6335078534031413,1.0026659553864583,False
42027,Centre County,PA,early,context,10,0.0047,0.002730434782608696,0.006542950853274999,0.0037716914696995013,7,2,1,1,0.00365,0.1648,0.0006130434782608696,0.2094240837696335,0.5447,False,2.0,0,191,0.5499230476679364,0.7185896397261969,0.7172774869109948,0.6335078534031413,1.0026659553864583,False
42043,Dauphin County,PA,early,context,5,0.0016,0.0005956521739130434,0.003174151105048041,0.001987862993270734,5,0,0,0,0.0009,0.002,0.00015217391304347825,0.2094240837696335,0.5447,False,1.0,0,191,0.3370823081422722,0.5425506746078335,0.24083769633507854,0.3403141361256545,1.0026659553864583,False
42043,Dauphin County,PA,early,context,10,0.0016,0.0005956521739130434,0.003174151105048041,0.001987862993270734,10,0,0,0,0.0017000000000000001,0.004,0.0004239130434782608,0.2094240837696335,0.5447,False,1.0,0,191,0.3370823081422722,0.5425506746078335,0.24083769633507854,0.3403141361256545,1.0026659553864583,False
42049,Erie County,PA,early,context,5,0.0226,0.008595652173913042,0.016953862171672565,0.008979371971010789,2,2,1,0,0.0124,0.0589,0.006843478260869567,0.2094240837696335,0.5447,False,1.0,0,191,0.6861022822959245,0.8064898929041542,0.8848167539267016,0.7853403141361257,1.0026659553864583,False
42049,Erie County,PA,early,context,10,0.0226,0.008595652173913042,0.016953862171672565,0.008979371971010789,6,3,1,0,0.0025,0.0589,0.0005978260869565217,0.2094240837696335,0.5447,False,1.0,0,191,0.6861022822959245,0.8064898929041542,0.8848167539267016,0.7853403141361257,1.0026659553864583,False
42065,Jefferson County,PA,early,context,5,0.0414,0.0171,0.07047453455359937,0.03762296720754358,0,3,2,2,0.0498,0.1391,0.029273913043478258,0.2094240837696335,0.5447,False,8.0,0,191,1.0467022827058385,1.265486389439177,0.9842931937172775,0.9738219895287958,1.0026659553864583,False
42065,Jefferson County,PA,early,context,10,0.0414,0.0171,0.07047453455359937,0.03762296720754358,1,3,6,4,0.06495,0.1714,0.037780434782608695,0.2094240837696335,0.5447,False,8.0,0,191,1.0467022827058385,1.265486389439177,0.9842931937172775,0.9738219895287958,1.0026659553864583,False
42081,Lycoming County,PA,early,context,5,0.001,0.0003304347826086957,0.011001955219635635,0.004461931156960732,4,0,1,1,0.0014,0.1648,0.00015217391304347825,0.2094240837696335,0.5447,False,2.0,0,191,0.48647615097847385,0.5811607876315118,0.6073298429319371,0.42408376963350786,1.0026659553864583,False
42081,Lycoming County,PA,early,context,10,0.001,0.0003304347826086957,0.011001955219635635,0.004461931156960732,9,0,1,1,0.0011,0.1648,0.00010869565217391303,0.2094240837696335,0.5447,False,2.0,0,191,0.48647615097847385,0.5811607876315118,0.6073298429319371,0.42408376963350786,1.0026659553864583,False
42095,Northampton County,PA,early,context,5,0.0023,0.0004956521739130434,0.0037164473483106975,0.001035556942100617,5,0,0,0,0.0011,0.004,0.0002565217391304348,0.2094240837696335,0.5447,False,1.0,0,191,0.3282701634710425,0.5948745353413263,0.225130890052356,0.45549738219895286,1.0026659553864583,False
42095,Northampton County,PA,early,context,10,0.0023,0.0004956521739130434,0.0037164473483106975,0.001035556942100617,9,1,0,0,0.00125,0.0124,0.0002521739130434783,0.2094240837696335,0.5447,False,1.0,0,191,0.3282701634710425,0.5948745353413263,0.225130890052356,0.45549738219895286,1.0026659553864583,False
42101,Philadelphia County,PA,early,context,5,0.0004,5.652173913043479e-05,0.002275581039521225,0.0004935908396258198,5,0,0,0,0.0006,0.0011,0.00021304347826086963,0.2094240837696335,0.5447,False,1.0,0,191,0.5819089789441051,0.9136275066872368,0.7486910994764397,0.9109947643979057,1.0026659553864583,False
42101,Philadelphia County,PA,early,context,10,0.0004,5.652173913043479e-05,0.002275581039521225,0.0004935908396258198,9,1,0,0,0.00075,0.0152,0.0002347826086956522,0.2094240837696335,0.5447,False,1.0,0,191,0.5819089789441051,0.9136275066872368,0.7486910994764397,0.9109947643979057,1.0026659553864583,False
42103,Pike County,PA,early,context,5,0.0015,0.0003652173913043478,0.004974908263643214,0.0016382693495094294,5,0,0,0,0.0033,0.006,0.0006304347826086957,0.2094240837696335,0.5447,False,1.0,0,191,0.25524095111909695,0.5535783562695333,0.04712041884816754,0.3612565445026178,1.0026659553864583,False
42103,Pike County,PA,early,context,10,0.0015,0.0003652173913043478,0.004974908263643214,0.0016382693495094294,10,0,0,0,0.00115,0.006,0.0001543478260869565,0.2094240837696335,0.5447,False,1.0,0,191,0.25524095111909695,0.5535783562695333,0.04712041884816754,0.3612565445026178,1.0026659553864583,False
54009,Brooke County,WV,early,context,5,0.1948,0.1610695652173913,0.1996937527850305,0.1190616335957696,0,0,5,4,0.1379,0.3293,0.0968173913043478,0.2094240837696335,0.5447,False,,0,191,0.6347599105019202,0.8870933710217289,0.8219895287958116,0.900523560209424,1.0026659553864583,False
54009,Brooke County,WV,early,context,10,0.1948,0.1610695652173913,0.1996937527850305,0.1190616335957696,0,0,10,7,0.1218,0.3293,0.0746586956521739,0.2094240837696335,0.5447,False,,0,191,0.6347599105019202,0.8870933710217289,0.8219895287958116,0.900523560209424,1.0026659553864583,False
54025,Greenbrier County,WV,early,context,5,0.0001,8.695652173913044e-06,0.003797593994988279,0.000612526541188813,5,0,0,0,0.0003,0.0026,8.260869565217392e-05,0.2094240837696335,0.5447,False,1.0,0,191,0.48461789653216075,0.641655904976225,0.5916230366492147,0.5445026178010471,1.0026659553864583,False
54025,Greenbrier County,WV,early,context,10,0.0001,8.695652173913044e-06,0.003797593994988279,0.000612526541188813,10,0,0,0,0.0015,0.0048,0.00013695652173913042,0.2094240837696335,0.5447,False,1.0,0,191,0.48461789653216075,0.641655904976225,0.5916230366492147,0.5445026178010471,1.0026659553864583,False
54035,Jackson County,WV,early,context,5,0.0024,0.0008956521739130435,0.003690219571559845,0.0017376702752496277,4,1,0,0,0.0027,0.0451,0.0005652173913043478,0.2094240837696335,0.5447,False,1.0,0,191,0.3237271099596049,0.6594354899516736,0.19895287958115182,0.5916230366492147,1.0026659553864583,False
54035,Jackson County,WV,early,context,10,0.0024,0.0008956521739130435,0.003690219571559845,0.0017376702752496277,7,2,1,0,0.0045000000000000005,0.0921,0.0017282608695652175,0.2094240837696335,0.5447,False,1.0,0,191,0.3237271099596049,0.6594354899516736,0.19895287958115182,0.5916230366492147,1.0026659553864583,False
54055,Mercer County,WV,early,context,5,0.0105,0.002573913043478261,0.0,0.0,5,0,0,0,0.0021,0.0026,0.0001826086956521739,0.2094240837696335,0.5447,True,1.0,0,191,0.4132633693952322,0.6274557844966949,0.44502617801047123,0.5130890052356021,1.0026659553864583,False
54055,Mercer County,WV,early,context,10,0.0105,0.002573913043478261,0.0,0.0,9,1,0,0,0.0023,0.0251,0.00035217391304347823,0.2094240837696335,0.5447,False,1.0,0,191,0.4132633693952322,0.6274557844966949,0.44502617801047123,0.5130890052356021,1.0026659553864583,False
54057,Mineral County,WV,early,context,5,0.0081,0.002508695652173913,0.004379040957986055,0.00210330890735605,5,0,0,0,0.0062,0.0092,0.001917391304347826,0.2094240837696335,0.5447,False,1.0,0,191,0.494617714929937,0.7507799448221013,0.6230366492146597,0.7015706806282722,1.0026659553864583,False
54057,Mineral County,WV,early,context,10,0.0081,0.002508695652173913,0.004379040957986055,0.00210330890735605,9,1,0,0,0.00475,0.0269,0.001273913043478261,0.2094240837696335,0.5447,False,1.0,0,191,0.494617714929937,0.7507799448221013,0.6230366492146597,0.7015706806282722,1.0026659553864583,False
54071,Pendleton County,WV,early,context,5,0.0011,0.00035652173913043475,0.0033520881972712627,0.001632705253654449,5,0,0,0,0.0066,0.0092,0.001917391304347826,0.2094240837696335,0.5447,False,1.0,0,191,0.5139227299348968,0.9276951324303155,0.680628272251309,0.9214659685863874,1.0026659553864583,False
54071,Pendleton County,WV,early,context,10,0.0011,0.00035652173913043475,0.0033520881972712627,0.001632705253654449,9,1,0,0,0.0060999999999999995,0.0413,0.0018195652173913044,0.2094240837696335,0.5447,False,1.0,0,191,0.5139227299348968,0.9276951324303155,0.680628272251309,0.9214659685863874,1.0026659553864583,False
54077,Preston County,WV,early,context,5,0.0219,0.007360869565217392,0.004807593660992334,0.0027300176235981097,5,0,0,0,0.0024,0.0072,0.00022173913043478262,0.2094240837696335,0.5447,True,1.0,0,191,0.41250481136211653,0.4953660921421242,0.44502617801047123,0.2356020942408377,1.0026659553864583,False
