case,horizon,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
AB_P06,osi_target_t06h,2,6624,0.012514969699033504,0.003774114383757264,1.037480466544622,-0.0007607836400169652,0.012688807942972615,-0.00017383824393911104,-1.3700124134622627,0.029022264073762072
AB_P06,osi_target_t06h,3,6624,0.012045775156805515,0.0032505737067187283,0.9611470310259448,0.0004708401194720005,0.01219396978873611,-0.00014819463193059546,-1.215310801142766,0.02379473333188098
AB_P06,osi_target_t06h,4,6624,0.008005512595111616,0.0027835325515756827,0.42452044817509044,2.607109516948453e-05,0.00806893369197394,-6.342109686232472e-05,-0.7859910526394454,0.0067528965152375275
AB_P06,osi_target_t24h,0,5760,0.004722006437624519,0.0021059088433387193,0.12843270603053222,0.0004342643061164664,0.004722006437624519,0.0,0.0,0.0
AB_P06,osi_target_t24h,1,5640,0.008926834627565224,0.0029095390774955274,0.4494424432789421,-0.0005011371074237945,0.008926834627565224,0.0,0.0,0.0
AB_P06,osi_target_t24h,2,5760,0.012860189555137309,0.0038187202582121555,0.9526145782698012,-0.0010054195428662632,0.012860189555137309,0.0,0.0,0.0
AB_P06,osi_target_t24h,3,5760,0.0061831058424843465,0.002799674455534234,0.220209395669937,0.0010566893098766035,0.0061831058424843465,0.0,0.0,0.0
AB_P06,osi_target_t24h,4,5760,0.007428758397301128,0.0024404211477509086,0.31787395963471893,-0.0004080801392518454,0.007428758397301128,0.0,0.0,0.0
AB_P06,osi_target_t48h,0,4608,0.0036632306388987446,0.0015956445257807718,0.06183594415303605,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
AB_P06,osi_target_t48h,1,4512,0.005855181393125153,0.0019970723373512436,0.15468556894855234,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
AB_P06,osi_target_t48h,2,4608,0.013066410316828946,0.0032591786642496433,0.7867288100401179,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
AB_P06,osi_target_t48h,3,4608,0.0053724652793763,0.002168728024357481,0.13300246968470258,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
AB_P06,osi_target_t48h,4,4608,0.006925166870368426,0.0021494377477357354,0.22099016992872228,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
AB_P24,osi_target_t01h,0,6864,0.006640192708821667,0.0026851951099210883,0.30264858081941975,0.0001643020447974824,0.00649627007224563,0.000143922636576037,2.2154657207206663,-0.012977314238351412
AB_P24,osi_target_t01h,1,6721,0.009772583539242815,0.0034022918407122173,0.6418782776805745,-0.0004137401793003417,0.009869159421452112,-9.657588220929672e-05,-0.9785623890052331,0.012749190277280054
AB_P24,osi_target_t01h,2,6864,0.012659161458631961,0.0038688303019321353,1.0999859876883333,-0.0005713300578640361,0.012634175404294012,2.4986054337948482e-05,0.19776561222553113,-0.004337915450978391
AB_P24,osi_target_t01h,3,6864,0.015428077769893092,0.0037082465310500174,1.6338076063374396,0.0004432172687752029,0.015387133227847715,4.094454204537669e-05,0.26609597407836194,-0.008660409716821693
AB_P24,osi_target_t01h,4,6864,0.008312000272127983,0.0029363209734770052,0.4742292882677454,-6.149231916757137e-05,0.008221230589243267,9.076968288471675e-05,1.1040887601848848,-0.010300915463786475
AB_P24,osi_target_t06h,0,6624,0.006556975690874919,0.0026083677441682608,0.28479179371583996,0.00016438077776440583,0.0064058406635748265,0.0001511350273000929,2.3593316667940734,-0.012977314238351467
AB_P24,osi_target_t06h,1,6486,0.009486736433793214,0.0032836440063056882,0.5837281187133876,-0.00036339543769150714,0.009589776626990655,-0.00010304019319744111,-1.0744795964009457,0.012749190277280054
AB_P24,osi_target_t06h,2,6624,0.012714587116927927,0.0038090606334957766,1.0708406460693622,-0.0007159104033782442,0.012688807942972615,2.577917395531204e-05,0.20316466346699258,-0.004337915450978169
AB_P24,osi_target_t06h,3,6624,0.01224746211309724,0.0034387947174589436,0.9936021740746472,0.0005981724282548623,0.01219396978873611,5.349232436113044e-05,0.43867850493235494,-0.008660409716821471
AB_P24,osi_target_t06h,4,6624,0.00816472784729335,0.0028438034924279814,0.4415742601541144,-3.590745965184223e-05,0.00806893369197394,9.579415531940985e-05,1.1871972056815228,-0.01030091546378642
AB_P24,osi_target_t24h,0,5760,0.005485307127018568,0.00230119735853713,0.1733103030396712,0.0004949729533352896,0.004722006437624519,0.0007633006893940485,16.16475325641529,-0.044877597009138986
AB_P24,osi_target_t24h,1,5640,0.008536108063766612,0.0028540620621005965,0.41095939454233976,-0.00037601143755380253,0.008926834627565224,-0.0003907265637986112,-4.376988933928317,0.038483048736602354
AB_P24,osi_target_t24h,2,5760,0.013074627481704631,0.0038528287862746985,0.9846482906035928,-0.0010732215353428203,0.012860189555137309,0.00021443792656732248,1.6674554107303896,-0.0320337123337916
AB_P24,osi_target_t24h,3,5760,0.0066167754989751625,0.002918245716265074,0.25218269570210694,0.0010784838522156779,0.0061831058424843465,0.00043366965649081594,7.013783485818026,-0.03197330003216994
AB_P24,osi_target_t24h,4,5760,0.007928331636598122,0.0025664432056493047,0.362064629029724,-0.00011808554497527704,0.007428758397301128,0.0004995732392969934,6.724855118164674,-0.0441906693950051
AB_P24,osi_target_t48h,0,4608,0.0036632306388987446,0.0015956445257807718,0.06183594415303605,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
AB_P24,osi_target_t48h,1,4512,0.005855181393125153,0.0019970723373512436,0.15468556894855234,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
AB_P24,osi_target_t48h,2,4608,0.013066410316828946,0.0032591786642496433,0.7867288100401179,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
AB_P24,osi_target_t48h,3,4608,0.0053724652793763,0.002168728024357481,0.13300246968470258,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
AB_P24,osi_target_t48h,4,4608,0.006925166870368426,0.0021494377477357354,0.22099016992872228,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
AB_P48,osi_target_t01h,0,6864,0.006543837219932975,0.0026859531473765537,0.2939288733705676,0.00018307173666460075,0.00649627007224563,4.756714768734509e-05,0.7322224470095451,-0.004257606789499269
AB_P48,osi_target_t01h,1,6721,0.009835142565082809,0.0034110187792290316,0.6501225267606601,-0.0004195080788430627,0.009869159421452112,-3.4016856369303156e-05,-0.344678355234207,0.0045049411971944675
AB_P48,osi_target_t01h,2,6864,0.012774582437568993,0.00392788483448219,1.1201358611019456,-0.0005318573400044833,0.012634175404294012,0.00014040703327498037,1.111327243622573,-0.024487788864590687
AB_P48,osi_target_t01h,3,6864,0.01538030710367113,0.0036574147438899725,1.6237056030846162,0.0004233697722908505,0.015387133227847715,-6.826124176585388e-06,-0.04436254678181761,0.0014415935360017063
AB_P48,osi_target_t01h,4,6864,0.008235082326114113,0.0028799849202701274,0.4654930114203079,-0.00016445026968533487,0.008221230589243267,1.385173687084608e-05,0.16848739030590476,-0.001564638616348979
AB_P48,osi_target_t06h,0,6624,0.006455815150333997,0.0026091532467489233,0.27607208626698776,0.00018383053093105734,0.0064058406635748265,4.997448675917067e-05,0.780139397524171,-0.004257606789499269
AB_P48,osi_target_t06h,1,6486,0.009553494224386486,0.0032926871382470252,0.5919723677934732,-0.00036937231910171817,0.009589776626990655,-3.628240260416908e-05,-0.37834460608864307,0.0045049411971944675
AB_P48,osi_target_t06h,2,6624,0.012833654001987103,0.003870254823022283,1.0909905194829745,-0.0006750075145817508,0.012688807942972615,0.0001448460590144883,1.1415261359890572,-0.024487788864590465
AB_P48,osi_target_t06h,3,6624,0.012185042771127745,0.0033861211988800567,0.9835001708218236,0.0005776058195790477,0.01219396978873611,-8.927017608365007e-06,-0.07320846092805366,0.0014415935360021503
AB_P48,osi_target_t06h,4,6624,0.008083557289093478,0.002785426277873029,0.43283798330667694,-0.00014259577069561155,0.00806893369197394,1.462359711953791e-05,0.18123332868733577,-0.001564638616348979
AB_P48,osi_target_t24h,0,5760,0.004722006437624519,0.0021059088433387193,0.12843270603053222,0.0004342643061164664,0.004722006437624519,0.0,0.0,0.0
AB_P48,osi_target_t24h,1,5640,0.008926834627565224,0.0029095390774955274,0.4494424432789421,-0.0005011371074237945,0.008926834627565224,0.0,0.0,0.0
AB_P48,osi_target_t24h,2,5760,0.012860189555137309,0.0038187202582121555,0.9526145782698012,-0.0010054195428662632,0.012860189555137309,0.0,0.0,0.0
AB_P48,osi_target_t24h,3,5760,0.0061831058424843465,0.002799674455534234,0.220209395669937,0.0010566893098766035,0.0061831058424843465,0.0,0.0,0.0
AB_P48,osi_target_t24h,4,5760,0.007428758397301128,0.0024404211477509086,0.31787395963471893,-0.0004080801392518454,0.007428758397301128,0.0,0.0,0.0
AB_P48,osi_target_t48h,0,4608,0.004387030548019223,0.0019100898714481643,0.0886857386308017,0.0006492658809344867,0.0036632306388987446,0.0007237999091204783,19.758513194191618,-0.02684979447776565
AB_P48,osi_target_t48h,1,4512,0.0054582026056534325,0.0019437160293134426,0.134421394287841,-0.00015834537317598323,0.005855181393125153,-0.00039697878747172073,-6.779957115211365,0.020264174660711343
AB_P48,osi_target_t48h,2,4608,0.013883235841454563,0.0035342678781892945,0.8881654460748991,-0.0011889265585846162,0.013066410316828946,0.0008168255246256174,6.251338392255934,-0.10143663603478126
AB_P48,osi_target_t48h,3,4608,0.005330086426773542,0.0020921158205105903,0.13091245662816253,0.00039034558175707356,0.0053724652793763,-4.2378852602757526e-05,-0.7888157558772924,0.002090013056540052
AB_P48,osi_target_t48h,4,4608,0.006976226483197396,0.0019770021612115496,0.22426092723393654,-0.0003720388325870665,0.006925166870368426,5.105961282896986e-05,0.7373051622401317,-0.003270757305214256
