case,horizon,space,P71_group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
AB_P48,osi_target_t24h,component_clipped,.1<=p<.5,4320,0.014852721592596976,0.006866775120785665,0.9530064232150887,0.00016856933256543722,0.014852721592596976,0.0,0.0,0.0
AB_P48,osi_target_t24h,component_clipped,.5<=p<=1,240,0.01686317109813775,0.009898314909437012,0.06824796947641643,-0.003020038273807508,0.01686317109813775,0.0,0.0,0.0
AB_P48,osi_target_t24h,aligned,p=0,6360,0.016093179726639924,0.004203241505397208,1.6471791584206221,-0.0005541946770061514,0.01580211125919468,0.0002910684674452442,1.8419593601828543,-0.059044417643550284
AB_P48,osi_target_t24h,aligned,0<p<.01,10440,0.012686882271959271,0.003418812836144554,1.6803908898098685,-0.0003231383978807839,0.012485840774709338,0.00020104149724993296,1.6101558627685808,-0.052834354561312136
AB_P48,osi_target_t24h,aligned,.01<=p<.1,7320,0.012316002349401039,0.004143873569167191,1.1103262495317079,0.0010281964439228322,0.012351257307499154,-3.525495809811492e-05,-0.2854361885628376,0.00636578826498746
AB_P48,osi_target_t24h,aligned,.1<=p<.5,4320,0.013141252716010035,0.006597893539181192,0.7460316991268976,0.0009344341714896982,0.013110176138693475,3.107657731656055e-05,0.23704164602975641,-0.00352427569260505
AB_P48,osi_target_t24h,aligned,.5<=p<=1,240,0.018558291712671798,0.009808860030228036,0.08265844591022944,-0.0024324120322760084,0.018715589218052903,-0.0001572975053811057,-0.8404624804939531,0.0014071412367060998
AB_P48,osi_target_t48h,component_clipped,p=0,5088,0.017308333347226916,0.003988099715680401,1.5242549157804048,-0.0013094836072540513,0.01578495889674735,0.0015233744504795643,9.650797702067315,-0.2565037653116513
AB_P48,osi_target_t48h,component_clipped,0<p<.01,8352,0.012752097231932182,0.0034510390018330176,1.3581686968032731,-0.00014840691580950504,0.011597304138948545,0.0011547930929836376,9.957426994652696,-0.23484588339456058
AB_P48,osi_target_t48h,component_clipped,.01<=p<.1,5856,0.011770757882439222,0.0033151843856567666,0.8113531400397418,0.0008321925203335489,0.011819436195316968,-4.8678312877746197e-05,-0.4118497030935697,0.006724625446846932
AB_P48,osi_target_t48h,component_clipped,.1<=p<.5,3456,0.01015177928546356,0.00470573268631388,0.35617059991561084,0.0014876206347937,0.008954253481607003,0.0011975258038565573,13.373820679930537,-0.07907316680872822
AB_P48,osi_target_t48h,component_clipped,.5<=p<=1,192,0.00805291050285348,0.004887582894525019,0.012451078572857831,-0.0008140136810557344,0.007644089322720343,0.000408821180133136,5.34819993426825,-0.001232115070702219
AB_P48,osi_target_t48h,aligned,p=0,5088,0.016182095181779516,0.0038491465109071477,1.3323447203544103,-0.000900186121146131,0.01581946783680516,0.0003626273449743554,2.2922853582386438,-0.059044417643550506
AB_P48,osi_target_t48h,aligned,0<p<.01,8352,0.01208844187272084,0.003177768914119544,1.2204813255535771,-0.0002582841809699778,0.011823894218750448,0.0002645476539703921,2.2373986867276763,-0.05283435456131258
AB_P48,osi_target_t48h,aligned,.01<=p<.1,5856,0.01154952016999613,0.0034140691581060908,0.7811401330162556,0.0009688660100390316,0.011596485250460446,-4.696508046431527e-05,-0.4049940947620345,0.006365788264987238
AB_P48,osi_target_t48h,aligned,.1<=p<.5,3456,0.008769363083728063,0.004051725150734136,0.2657723750585369,0.001030490335866403,0.00871102595542918,5.833712829888399e-05,0.669692968398583,-0.00352427569260505
AB_P48,osi_target_t48h,aligned,.5<=p<=1,192,0.006191551918597803,0.0038732906208538147,0.007360380510852889,-0.0008761091753117997,0.0067575273413088225,-0.0005659754227110196,-8.37548106170739,0.0014071412367060773
