horizon,n,A_rmse,B_rmse,C_rmse,A_mae,B_mae,C_mae,C_minus_B_rmse_delta,C_minus_B_rmse_change_pct,C_minus_A_rmse_change_pct,C_minus_B_sse_reduction,changed_predictions_C_vs_B
osi_target_t01h,34177,0.01144658086857706,0.01142626207696064,0.01132776337201061,0.0034632316437298036,0.0034624957737206244,0.003457308704214013,-9.849870495003132e-05,-0.8620378588080846,-1.038017360211263,0.07659892917113176,16870
osi_target_t06h,32982,0.01001049575133449,0.01001049575133449,0.010029440966010272,0.0032462450567294922,0.0032462450567294922,0.0032534330044916918,1.8945214675781738e-05,0.18925351097878185,0.18925351097878185,-0.012521975909314698,16031
osi_target_t24h,28680,0.008094958237266874,0.008094958237266874,0.008094958237266874,0.002818108889202019,0.002818108889202019,0.002818108889202019,0.0,0.0,0.0,0.0,0
osi_target_t48h,22944,0.007386039443917857,0.007386039443917857,0.007386039443917857,0.0022817618160767186,0.0022817618160767186,0.0022817618160767186,0.0,0.0,0.0,0.0,0
