comparison,horizon,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
C_minus_B,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.001845504676363744,-6.2392002295898035,0.10111723542650841,645
C_minus_B,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.010944635628997003,0.0033719375717289578,3.979379114540235,-0.00011967308812174344,-9.414055462248633e-06,-0.0859413252032648,0.006848689808827135,16475
C_minus_B,osi_target_t01h,C1_component_osi,changed_predictions,17120,0.01640265170735667,0.006684992013599752,4.606084349522404,0.00013721962737969824,0.01620927395555707,0.006625553995707576,4.498118424287069,8.744906929359722e-05,-0.0001933777517995998,-1.1789420104120651,0.10796592523533466,17120
C_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.0022479485302167625,-7.497752785503453,0.12403244522776746,666
C_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.010944635628997003,0.0033719375717289578,3.979379114540235,-0.00011967308812174344,-9.414055462248633e-06,-0.0859413252032648,0.006848689808827135,16475
C_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,17141,0.016434144669396716,0.00668425659251951,4.629460323902297,0.00013162315677442478,0.016200171324768527,0.006621104332099412,4.498579188865702,8.774606969598336e-05,-0.000233973344628189,-1.4237025980663787,0.13088113503659482,17141
B_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,-0.0004024438538530184,-1.3423014298037605,0.02291520980125905,54
B_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,54,0.05029183755049481,0.012631486308335906,0.1365805219070894,-0.010889353836369194,0.04587933289777666,0.01142937465006139,0.11366531210583063,-0.009037968561878764,-0.004412504652718148,-8.773798826276401,0.022915209801258787,54
C_minus_B,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.001845504676363744,-6.2392002295898035,0.10111723542650841,645
C_minus_B,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.010818964286160058,0.0033343745331009026,3.888517658829595,-0.00010480584579571237,3.141195952217901e-06,0.02904259736886683,-0.002257669478157087,16399
C_minus_B,osi_target_t01h,C3_aligned_component,changed_predictions,17044,0.016326681821907094,0.006672160669378221,4.5432578320642625,4.747443462593642e-05,0.016148073667044502,0.006634249401823195,4.444398266115911,3.482348632303983e-05,-0.00017860815486259174,-1.0939648166777838,0.09885956594835132,17044
C_minus_A,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.0022479485302167625,-7.497752785503453,0.12403244522776746,666
C_minus_A,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.010818964286160058,0.0033343745331009026,3.888517658829595,-0.00010480584579571237,3.141195952217901e-06,0.02904259736886683,-0.002257669478157087,16399
C_minus_A,osi_target_t01h,C3_aligned_component,changed_predictions,17065,0.016358555334644736,0.00667143776316622,4.5666338064441545,4.1963479243741145e-05,0.016138971311739334,0.006629769220901077,4.444859030694544,3.518656989407278e-05,-0.00021958402290540163,-1.3423191621350528,0.1217747757496106,17065
B_minus_A,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,-0.0004024438538530184,-1.3423014298037605,0.02291520980125905,54
B_minus_A,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t01h,C3_aligned_component,changed_predictions,54,0.05029183755049481,0.012631486308335906,0.1365805219070894,-0.010889353836369194,0.04587933289777666,0.01142937465006139,0.11366531210583063,-0.009037968561878764,-0.004412504652718148,-8.773798826276401,0.022915209801258787,54
C_minus_B,osi_target_t01h,v18_rule,first_four_target_hours,956,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.001845504676363744,-6.2392002295898035,0.10111723542650841,645
C_minus_B,osi_target_t01h,v18_rule,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.010818964286160058,0.0033343745331009026,3.888517658829595,-0.00010480584579571237,3.141195952217901e-06,0.02904259736886683,-0.002257669478157087,16399
C_minus_B,osi_target_t01h,v18_rule,changed_predictions,17044,0.016326681821907094,0.006672160669378221,4.5432578320642625,4.747443462593642e-05,0.016148073667044502,0.006634249401823195,4.444398266115911,3.482348632303983e-05,-0.00017860815486259174,-1.0939648166777838,0.09885956594835132,17044
C_minus_A,osi_target_t01h,v18_rule,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,-0.0022479485302167625,-7.497752785503453,0.12403244522776746,666
C_minus_A,osi_target_t01h,v18_rule,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.010818964286160058,0.0033343745331009026,3.888517658829595,-0.00010480584579571237,3.141195952217901e-06,0.02904259736886683,-0.002257669478157087,16399
C_minus_A,osi_target_t01h,v18_rule,changed_predictions,17065,0.016358555334644736,0.00667143776316622,4.5666338064441545,4.1963479243741145e-05,0.016138971311739334,0.006629769220901077,4.444859030694544,3.518656989407278e-05,-0.00021958402290540163,-1.3423191621350528,0.1217747757496106,17065
B_minus_A,osi_target_t01h,v18_rule,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,-0.0004024438538530184,-1.3423014298037605,0.02291520980125905,54
B_minus_A,osi_target_t01h,v18_rule,later_target_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t01h,v18_rule,changed_predictions,54,0.05029183755049481,0.012631486308335906,0.1365805219070894,-0.010889353836369194,0.04587933289777666,0.01142937465006139,0.11366531210583063,-0.009037968561878764,-0.004412504652718148,-8.773798826276401,0.022915209801258787,54
