comparison,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
C_minus_B,osi_target_t01h,v18_rule,39117,Morrow County,4,143,0.049467221782080226,0.019994027754621065,0.3499218624097643,-0.017212059378916997,0.04447448967599983,0.019187059809541912,0.2828511731675081,-0.016339744249115027,-0.004992732106080394,-10.093010939799818,0.06707068924225623,143,0.6784440999599087
C_minus_B,osi_target_t01h,v18_rule,39075,Holmes County,3,143,0.013570669915981281,0.006831717621791496,0.026335320721498273,-0.0048276508068191,0.011606072854234475,0.006194301989441163,0.019262232574985168,-0.004119513010086527,-0.001964597061746806,-14.476787615571062,0.007073088146513105,109,0.07154682582976774
C_minus_B,osi_target_t01h,v18_rule,39119,Muskingum County,1,143,0.028815581500698715,0.019757810962833352,0.11873829642294764,0.019734034739057126,0.027990515863629134,0.019051462093068273,0.11203606389862661,0.01902768586929205,-0.0008250656370695809,-2.8632621453416607,0.0067022325243210334,122,0.0677954880746958
C_minus_B,osi_target_t01h,v18_rule,42021,Cambria County,2,143,0.01440549605089821,0.005761880301319259,0.02967511925555948,0.0046211717711853095,0.013180139867182968,0.005360536490793123,0.02484140042934634,0.004145833684626576,-0.0012253561837152413,-8.506171390320416,0.00483371882621314,88,0.04889480122478495
C_minus_B,osi_target_t01h,v18_rule,42125,Washington County,4,143,0.0159403963166085,0.008319032968027825,0.03633576156646805,0.007820369174600002,0.014888530899955253,0.007885273797417052,0.0316985743873259,0.007390271332543839,-0.0010518654166532457,-6.598740682233184,0.0046371871791421465,98,0.04690681306010221
C_minus_B,osi_target_t01h,v18_rule,39089,Licking County,1,143,0.0255806559944743,0.011644217744237758,0.09357490443839164,-0.011359845041426881,0.024987455002060684,0.011322758105823534,0.08928532576964107,-0.011050820830561702,-0.0005932009924136152,-2.3189436288958087,0.004289578668750571,79,0.04339062818656977
C_minus_B,osi_target_t01h,v18_rule,39081,Jefferson County,4,143,0.011987116244380307,0.006772360378110589,0.020547806687448933,0.000761380832378597,0.010841758019801414,0.006245028776493847,0.016808751525269745,7.962100037030188e-06,-0.0011453582245788928,-9.554910465774869,0.0037390551621791883,101,0.0378218852805064
C_minus_B,osi_target_t01h,v18_rule,39111,Monroe County,2,143,0.02511920575845465,0.013051160120987037,0.09022935320478812,0.012252891930634434,0.02464253564910459,0.0129225687990988,0.08683740254008686,0.012130708171208116,-0.00047667010935005874,-1.8976320904956157,0.003391950664701257,92,0.03431079867853533
C_minus_B,osi_target_t01h,v18_rule,54009,Brooke County,0,143,0.022918928129630513,0.011256340543266727,0.07511464912539714,-0.0031805756866086204,0.022401508888074295,0.011099888000416596,0.07176134686613345,-0.002946303680269782,-0.0005174192415562176,-2.257606632516451,0.0033533022592636963,106,0.03391985618281617
C_minus_B,osi_target_t01h,v18_rule,42063,Indiana County,2,143,0.008200622837197158,0.0049235241431637026,0.009616780733268219,-0.0007284385837104539,0.007190519255783034,0.004436175845698679,0.007393610104993483,-0.001388828503160477,-0.0010101035814141244,-12.317400781223608,0.002223170628274736,91,0.022488169019842023
C_minus_B,osi_target_t01h,v18_rule,39137,Putnam County,0,143,0.012071858847167763,0.0056067932474799164,0.02083935797170979,-0.002355591484989359,0.011521527746736066,0.005426474709547798,0.018982621031489694,-0.002144926042984187,-0.0005503311004316971,-4.558793367276759,0.001856736940220094,88,0.018781560716037767
C_minus_B,osi_target_t01h,v18_rule,42007,Beaver County,0,143,0.007248135212389454,0.004411253311591302,0.0075125713601624285,-0.004290033291937439,0.0064070436717573445,0.0038565694417441163,0.005870179831488234,-0.003716046397902607,-0.0008410915406321098,-11.604247382063281,0.0016423915286741947,92,0.016613379928577265
C_minus_B,osi_target_t01h,v18_rule,42121,Venango County,1,143,0.022392841955259195,0.008752280299222669,0.07170583002914996,-0.0069879840138051584,0.02216674005654422,0.008665790493549744,0.0702651041570195,-0.006915070802614358,-0.00022610189871497335,-1.0097061336239666,0.001440725872130455,108,0.014573459414976188
C_minus_B,osi_target_t01h,v18_rule,42031,Clarion County,4,143,0.011847570572189825,0.006831322709627589,0.02007218477021162,0.0028745068769938553,0.0114538145947219,0.006737275584602257,0.018760151234147808,0.002961529484304476,-0.00039375597746792515,-3.323516623671363,0.001312033536063812,112,0.013271690235310983
C_minus_B,osi_target_t01h,v18_rule,39125,Paulding County,1,143,0.022116037177177535,0.012200874862097772,0.06994403136038874,0.0034617347828286974,0.021937306645397375,0.0121942682787333,0.06881809546815,0.0038516629405321865,-0.00017873053178016005,-0.8081489931867192,0.0011259358922387358,138,0.011389245759251857
C_minus_B,osi_target_t01h,v18_rule,54103,Wetzel County,3,143,0.0117620143839702,0.00811980444112289,0.019783332478727232,0.006590487427942702,0.011464202375827843,0.007923111328931946,0.018794194864292957,0.006419582649647537,-0.00029781200814235805,-2.531981329220523,0.0009891376144342753,138,0.010005482068887987
C_minus_B,osi_target_t01h,v18_rule,39161,Van Wert County,3,143,0.006850549271212282,0.0037790956406900064,0.006710993620374919,-0.001087811198549776,0.006446851139076317,0.003606182379187633,0.0059433502141455746,-0.0008086461731888618,-0.0004036981321359646,-5.892930860776446,0.0007676434062293446,71,0.0077649886368143526
