fipsCode,timestamp_et,hour_idx,stateAbbr,fold,split_id,gated_identity_hash,source_u_identity_hash,baseline_identity_hash,target_timestamp,scoreable,K,use_U,pred_U_raw,A_D1,B_D1,C_D1,G_D1,original_D_model_id,U_model_id,selected_model_id,selected_rule,D_changed_vs_A,D_changed_vs_B,D_changed_vs_C,actual_D,actual_osi,A_osi,B_osi,C_osi,G_osi,sse_reduction_G_vs_B
18009,2026-03-14 00:00:00,72,IN,3,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 01:00:00,True,0.07493480583333333,True,0.04788952986852386,0.09715116144764559,0.09715116144764559,0.12282433570185719,0.12282433570185719,319f6d0beeeabb4531aaf6cd4e7535f9a5665575c05a0dbbc9239b3f2a5c69b3,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,U_reconstruction,True,True,False,0.110165158,0.0675,0.059550394391027495,0.059550394391027495,0.0659686879545804,0.0659686879545804,6.0851312757760016e-05
18009,2026-03-14 01:00:00,73,IN,3,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 02:00:00,True,0.05650150833333334,True,0.05793335247741588,0.09212892118130138,0.09212892118130138,0.11443486081074922,0.11443486081074922,319f6d0beeeabb4531aaf6cd4e7535f9a5665575c05a0dbbc9239b3f2a5c69b3,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,U_reconstruction,True,True,False,0.108528915,0.0671,0.0563356411493012,0.0563356411493012,0.061912126056663165,0.061912126056663165,8.895738541466434e-05
18009,2026-03-14 02:00:00,74,IN,3,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 03:00:00,True,0.03765915016666666,True,0.06703277915668052,0.08945679720418147,0.08945679720418147,0.10469192932334717,0.10469192932334717,319f6d0beeeabb4531aaf6cd4e7535f9a5665575c05a0dbbc9239b3f2a5c69b3,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,U_reconstruction,True,True,False,0.106483612,0.0669,0.053716924103499035,0.053716924103499035,0.057525707133290464,0.057525707133290464,8.591612334206345e-05
18009,2026-03-14 03:00:00,75,IN,3,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 04:00:00,True,0.018816792,True,0.07877263420129707,0.08750225596359773,0.08750225596359773,0.09758942620129707,0.09758942620129707,319f6d0beeeabb4531aaf6cd4e7535f9a5665575c05a0dbbc9239b3f2a5c69b3,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,U_reconstruction,True,True,False,0.104463875,0.0665,0.052316177980612576,0.052316177980612576,0.05483797054003741,0.05483797054003741,6.517787595262424e-05
18013,2026-03-14 00:00:00,72,IN,0,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 01:00:00,True,0.03164497683333333,True,-0.010750801365610218,0.015717990969074117,0.03164497683333333,0.03164497683333333,0.03164497683333333,4cc8f118bf5a47052d513c812312737633cbf55a5fdf257fd783d83b1d539497,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,U_reconstruction,True,False,False,0.031660581,0.0079,0.013350352868676762,0.017332099334741564,0.017332099334741564,0.017332099334741564,0.0
18013,2026-03-14 01:00:00,73,IN,0,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 02:00:00,True,0.00024966433333333335,True,-0.007097075826683067,0.014354237835057081,0.014354237835057081,0.00024966433333333335,0.00024966433333333335,4cc8f118bf5a47052d513c812312737633cbf55a5fdf257fd783d83b1d539497,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,U_reconstruction,True,True,False,0.000265269,0.0001,0.013680447461427714,0.013680447461427714,0.010154304085996779,0.010154304085996779,8.333952259890692e-05
18013,2026-03-14 02:00:00,74,IN,0,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 03:00:00,True,0.00014043616666666668,True,-0.003269699627345556,0.01730007608590404,0.01730007608590404,0.00014043616666666668,0.00014043616666666668,4cc8f118bf5a47052d513c812312737633cbf55a5fdf257fd783d83b1d539497,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,U_reconstruction,True,True,False,0.00015604,0.0,0.013902744620559243,0.013902744620559243,0.0096128346407499,0.0096128346407499,0.0001008797181540877
18013,2026-03-14 03:00:00,75,IN,0,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 04:00:00,True,3.1208e-05,True,0.005716293307402685,0.01523967055384527,0.01523967055384527,0.005747501307402684,0.005747501307402684,4cc8f118bf5a47052d513c812312737633cbf55a5fdf257fd783d83b1d539497,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,bb7aadc6112ba771dd1e70af23ec8a1449b435b88bbc686e3fe703cf934bb122,U_reconstruction,True,True,False,4.68e-05,0.0,0.012340704885932178,0.012340704885932178,0.00996766257432153,0.00996766257432153,5.2938699886140214e-05
18025,2026-03-14 00:00:00,72,IN,1,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 01:00:00,True,0.000577812,True,7.698502230956126e-05,0.0005379588996155555,0.000577812,0.0006547970223095612,0.0006547970223095612,307b127fe05c7234b143ba305f6593cdf0e13ee4e2200cc0f5ff77ceff539285,4ef836ecba15f06a4675e447ace7580ea2f9bded603f3ce36207c6aef83d15e0,4ef836ecba15f06a4675e447ace7580ea2f9bded603f3ce36207c6aef83d15e0,U_reconstruction,True,True,False,0.000577812,0.0001,0.0,0.0,0.0,0.0,0.0
18029,2026-03-14 00:00:00,72,IN,3,841e20daaacce2c43a63eed3ebb296c01b05e7811456f09ee16cc5c32bc98a0e,2bf269caf05becca632ae7532a00683a5faa7bdaa969068e688d8753e5b85ab0,d2e249194035fec424ed110fe747d785f8d30061f150b77a916c34398ae32f73,5183d8644fd36b8e48db0da824cab6582ceb8637d7e85ace5be6cd52e301e9bc,2026-03-14 01:00:00,True,8.066666666666667e-06,True,0.0001479809115313364,0.0004152787278597092,0.0004152787278597092,0.00015604757819800304,0.00015604757819800304,319f6d0beeeabb4531aaf6cd4e7535f9a5665575c05a0dbbc9239b3f2a5c69b3,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,3b9b87150f0bac6c82c14ffc7b5ca456d31c5d1a17ca4ecf8c47257c97cb78a5,U_reconstruction,True,True,False,8.07e-06,0.0,0.0,0.0,0.0,0.0,0.0
