comparison,horizon,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
C_minus_B,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,-0.001699052941624788,-5.689200332107635,0.0942578279065246,673
C_minus_B,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010378389588297543,0.0033181388700563026,3.5782661492026064,-6.71324312510437e-05,3.872512604894719e-05,0.3745298137123987,-0.026653515746943857,16681
C_minus_B,osi_target_t01h,C1_component_osi,changed_predictions,17354,0.015756147737329355,0.0065270829851030426,4.308237947647607,0.00018133763375062837,0.015632037215307242,0.00652990985049078,4.240633635488026,0.0001191065598288698,-0.00012411052202211323,-0.7876958511125909,0.06760431215958107,17354
C_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,-0.001975938171066654,-6.555558702492426,0.11014153839875007,681
C_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010378389588297543,0.0033181388700563026,3.5782661492026064,-6.71324312510437e-05,3.872512604894719e-05,0.3745298137123987,-0.026653515746943857,16681
C_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,17362,0.015781838148840568,0.0065267454768004945,4.324291103414335,0.0001763227054949767,0.01562874759713801,0.006528122483633525,4.240803080762528,0.00011867823082907661,-0.00015309055170255673,-0.9700425911021271,0.08348802265180755,17362
B_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,-0.00027688522944186583,-0.9186205327869068,0.015883710492225478,51
B_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,51,0.04747449943760387,0.011406557161682526,0.11494523293940358,-0.010124901682584033,0.04407247205548971,0.01091342325376667,0.099061522447178,-0.008573241139665639,-0.0034020273821141617,-7.166010010459356,0.015883710492225575,51
C_minus_B,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,-0.001699052941624788,-5.689200332107635,0.0942578279065246,673
