target,n,rmse,mae,sse,bias,negative_predictions,D_upper_clipped,D_lower_bound_violations
U_D_t_target_t01h,34177,0.016224702839148286,0.005297134423024376,8.996787049287363,-0.00018482891239455455,5662,0,0
