split_seed,window,n,B_sse,C_sse,sse_reduction_C_vs_B,B_rmse,C_rmse
42,target73_76,956,0.8364314338841938,0.7353141984576854,0.10111723542650841,0.0295791865696395,0.027733681893275755
42,target77,239,0.30002817091241407,0.30338100781604066,-0.003352836903626588,0.03543089041287886,0.035628311800319085
42,target78_215,32982,3.5862318184390243,3.5851366510135545,0.0010951674254697785,0.010427511705922264,0.010425919401839094
20260917,target73_76,956,1.062561345633247,0.9329688386086961,0.12959250702455094,0.033338653882732,0.031239539481185442
20260917,target77,239,0.3590785553679523,0.36817007956366427,-0.009091524195711964,0.038761072402052066,0.03924870168487597
20260917,target78_215,32982,3.897502779293824,3.937185882159442,-0.039683102865617936,0.010870630226386284,0.010925830680753895
20260918,target73_76,956,0.8526469871161629,0.7583891592096383,0.0942578279065246,0.029864530029571866,0.028165477087947078
20260918,target77,239,0.3043567992114953,0.30949372203757336,-0.005136922826078083,0.035685563060245507,0.03598545278126554
20260918,target78_215,32982,3.30512705073366,3.317649026642975,-0.012521975909314698,0.01001049575133449,0.010029440966010272
