horizon,fipsCode,countyName,sse_reduction_split42,sse_reduction_split20260917,sse_reduction_split20260918,confirmation_improved_splits,confirmation_worsened_splits
osi_target_t01h,18165,Vermillion County,-3.8624829734518196e-05,-4.379597128397611e-06,-0.000114139187982535,0,2
osi_target_t01h,18167,Vigo County,9.593201866020876e-06,9.621349304251182e-06,4.073617719874031e-06,2,0
osi_target_t01h,18169,Wabash County,-1.2800526838213015e-05,3.614479613954654e-06,-5.042072223264231e-07,1,1
osi_target_t01h,18171,Warren County,2.095791342517474e-05,1.8393049937200654e-05,8.61730568779747e-05,2,0
osi_target_t01h,18173,Warrick County,1.3963435260034858e-05,5.2059579638126475e-06,3.278404614748205e-06,2,0
osi_target_t01h,18175,Washington County,5.7908345977335934e-05,-1.626279872380689e-05,-7.848247552515999e-06,0,2
osi_target_t01h,18177,Wayne County,1.8903096737405865e-05,9.228175922149692e-05,3.407685849596287e-05,2,0
osi_target_t01h,18179,Wells County,-4.415254675446071e-05,-3.144081575338735e-05,-7.33606361429974e-07,0,2
osi_target_t01h,18181,White County,9.649838787012424e-06,-4.094462144370141e-05,1.0987397387895656e-05,1,1
osi_target_t01h,18183,Whitley County,3.5854747343876114e-06,7.686119669083041e-07,2.8229951204426264e-06,2,0
osi_target_t01h,39017,Butler County,-2.810106400580507e-06,2.3782997498258686e-06,4.1340178382735673e-07,2,0
osi_target_t01h,39023,Clark County,0.00021309593309037835,0.00025758388133749434,0.00017691161073379576,2,0
osi_target_t01h,39025,Clermont County,2.327002386525324e-06,1.0930606984763049e-05,5.2259794692499336e-06,2,0
osi_target_t01h,39027,Clinton County,-2.8398914060196953e-06,5.655599064762775e-06,-9.872278213167852e-06,1,1
osi_target_t01h,39029,Columbiana County,-0.0025645726786578792,6.134622103667886e-05,0.0006780982001621198,2,0
osi_target_t01h,39031,Coshocton County,-0.0007062075936942712,-0.0018659476203849099,-0.0006380845658360244,0,2
osi_target_t01h,39033,Crawford County,-0.00039441399815596644,6.338060020510874e-05,0.0002727883818148939,2,0
osi_target_t01h,39035,Cuyahoga County,-0.0004787921287368732,-0.00018856172527815032,-0.00036016172768625187,0,2
osi_target_t01h,39037,Darke County,9.304316747150743e-05,-9.743349050577983e-05,2.8947305219920822e-05,1,1
osi_target_t01h,39039,Defiance County,-8.861938687708751e-05,0.00034349166341283294,-6.0487910056649524e-05,1,1
osi_target_t01h,39045,Fairfield County,-0.00017514739936335668,-0.00019405182236524013,4.9611518677824184e-05,1,1
osi_target_t01h,39049,Franklin County,9.72337381068538e-05,0.00031326235365165475,-0.0003228404476837291,1,1
osi_target_t01h,39051,Fulton County,-9.254839639336954e-05,2.5459258535177887e-05,0.0001037200060534909,2,0
osi_target_t01h,39053,Gallia County,7.781505219925464e-07,-1.4704042471533818e-05,-1.4959355887358364e-06,0,2
osi_target_t01h,39055,Geauga County,0.00020440451706181528,0.003611857268433792,0.00043640791882253865,2,0
osi_target_t01h,39059,Guernsey County,0.0007346690765732168,-0.0014871665684028784,-0.00035251588583035814,0,2
osi_target_t01h,39061,Hamilton County,9.345901703549406e-06,2.2873277336392047e-06,-7.694221914346638e-07,1,1
osi_target_t01h,39063,Hancock County,2.7573175170466377e-05,0.00011832799739552207,-4.076206183747228e-05,1,1
osi_target_t01h,39065,Hardin County,0.00012368489992280055,1.3188089298042183e-05,5.008275056198183e-05,2,0
osi_target_t01h,39069,Henry County,4.613104070235992e-05,-2.83533438626886e-05,6.6077828610145665e-06,1,1
osi_target_t01h,39073,Hocking County,-6.036504899782505e-05,-3.5044043980382404e-05,0.00010049537456201002,1,1
osi_target_t01h,39075,Holmes County,0.007073088146513105,0.0059437410694231935,0.00888795082863212,2,0
osi_target_t01h,39077,Huron County,0.0002884012647258478,6.950024981896771e-05,7.178508857680864e-06,2,0
osi_target_t01h,39081,Jefferson County,0.0037390551621791883,6.844326192996866e-05,-0.0005715685256978929,1,1
osi_target_t01h,39085,Lake County,-8.59817278632709e-06,-7.957833689887584e-07,-5.523904201346205e-05,0,2
osi_target_t01h,39087,Lawrence County,-8.050997086351533e-06,-1.2240254706742193e-05,-1.3659582082212358e-06,0,2
osi_target_t01h,39089,Licking County,0.004289578668750571,0.00040571262538635633,-0.0031819407823220763,1,1
osi_target_t01h,39091,Logan County,-0.0009222301629336765,0.002186465372532864,0.003878957207351895,2,0
osi_target_t01h,39093,Lorain County,0.00022033384884606426,5.238508401900145e-05,0.00033655876360521035,2,0
osi_target_t01h,39095,Lucas County,-1.3154739440726236e-05,-2.794449898552834e-06,-2.045133048797867e-05,0,2
osi_target_t01h,39097,Madison County,0.00018593760505469271,0.0005662077758869077,0.0023627429258550776,2,0
osi_target_t01h,39099,Mahoning County,2.0258004460786553e-05,-1.0358343343869962e-05,-6.178110354138826e-05,0,2
osi_target_t01h,39101,Marion County,-0.0003799674646976052,-0.00024892351648936415,-0.00044802603779514616,0,2
osi_target_t01h,39103,Medina County,-1.5409476979843725e-05,-0.00018967585562558106,-0.00021453190772469967,0,2
osi_target_t01h,39105,Meigs County,-4.008063303005379e-05,2.39469665218922e-05,-2.0358750672231675e-05,1,1
osi_target_t01h,39107,Mercer County,-0.0006207622428091308,0.0010511293133697308,0.00023813484013929243,2,0
