case,horizon,start,end,common_target,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,73,76,False,956,0.023564781526417063,0.00639516555292622,0.5308657755387052,-0.00042991651861295414,0.023564781526417063,0.0,0.0,0.0
B0,osi_target_t01h,77,95,False,4541,0.018705630165985636,0.006338736593989799,1.5888986241760152,-0.00023549356638295424,0.018705630165985636,0.0,0.0,0.0
B0,osi_target_t01h,96,143,False,11472,0.010243757552777533,0.004552897720332377,1.2038093732745954,0.0001420597239324634,0.010243757552777533,0.0,0.0,0.0
B0,osi_target_t01h,144,215,False,17208,0.006841537592880292,0.00149399900411888,0.8054486032115395,-0.00021603126139926212,0.006841537592880292,0.0,0.0,0.0
B0,osi_target_t01h,120,215,True,22944,0.007738439927520654,0.0022094994375028896,1.3739659344317916,-0.00012252600600626414,0.007738439927520654,0.0,0.0,0.0
B0,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t06h,77,95,False,4302,0.017660413432723704,0.006243311725541747,1.341751651648559,-0.00018870767107998974,0.017660413432723704,0.0,0.0,0.0
B0,osi_target_t06h,96,143,False,11472,0.010243757552777533,0.004552897720332377,1.2038093732745954,0.0001420597239324634,0.010243757552777533,0.0,0.0,0.0
B0,osi_target_t06h,144,215,False,17208,0.006841537592880292,0.00149399900411888,0.8054486032115395,-0.00021603126139926212,0.006841537592880292,0.0,0.0,0.0
B0,osi_target_t06h,120,215,True,22944,0.007738439927520654,0.0022094994375028896,1.3739659344317916,-0.00012252600600626414,0.007738439927520654,0.0,0.0,0.0
B0,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
B0,osi_target_t24h,96,143,False,11472,0.010616169485079483,0.004753144773278289,1.292929441636221,4.1102281061094314e-05,0.010616169485079483,0.0,0.0,0.0
B0,osi_target_t24h,144,215,False,17208,0.006713761658672963,0.001521997783465929,0.7756436412477103,-0.00016572547623682578,0.006713761658672963,0.0,0.0,0.0
B0,osi_target_t24h,120,215,True,22944,0.007738976522688962,0.0022723063915952883,1.3741564868041627,-0.00011090911790532663,0.007738976522688962,0.0,0.0,0.0
B0,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
B0,osi_target_t48h,96,143,False,5736,0.009851380342539039,0.00431227695207857,0.5566770485316992,-5.147371735132227e-05,0.009851380342539039,0.0,0.0,0.0
B0,osi_target_t48h,144,215,False,17208,0.006820769116646474,0.0015425792030725142,0.8005659142234318,-0.00019162948224700884,0.006820769116646474,0.0,0.0,0.0
B0,osi_target_t48h,120,215,True,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
AB_P06,osi_target_t01h,73,76,False,956,0.023564781526417063,0.00639516555292622,0.5308657755387052,-0.00042991651861295414,0.023564781526417063,0.0,0.0,0.0
AB_P06,osi_target_t01h,77,95,False,4541,0.01817013743080561,0.005990448524231025,1.4992288338090627,-0.0002877164727915715,0.018705630165985636,-0.0005354927351800265,-2.862735606490119,0.08966979036695255
AB_P06,osi_target_t01h,96,143,False,11472,0.01018711961213732,0.004510761189371733,1.1905344015401416,0.00011199823399273683,0.010243757552777533,-5.66379406402133e-05,-0.5529020024966913,0.0132749717344538
AB_P06,osi_target_t01h,144,215,False,17208,0.006839871177132626,0.0014896721866701896,0.8050562794817964,-0.00021443307152560178,0.006841537592880292,-1.6664157476654548e-06,-0.024357327940427442,0.0003923237297431825
AB_P06,osi_target_t01h,120,215,True,22944,0.007719715877085945,0.002202999203899708,1.3673250393869707,-0.00012206482314400291,0.007738439927520654,-1.8724050434708837e-05,-0.24196156602727115,0.006640895044820905
AB_P06,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t06h,77,95,False,4302,0.017060083755936113,0.005875674318574152,1.2520818612816065,-0.00024383185006686368,0.017660413432723704,-0.0006003296767875914,-3.3992957134016843,0.08966979036695255
AB_P06,osi_target_t06h,96,143,False,11472,0.01018711961213732,0.004510761189371733,1.1905344015401416,0.00011199823399273683,0.010243757552777533,-5.66379406402133e-05,-0.5529020024966913,0.0132749717344538
AB_P06,osi_target_t06h,144,215,False,17208,0.006839871177132626,0.0014896721866701896,0.8050562794817964,-0.00021443307152560178,0.006841537592880292,-1.6664157476654548e-06,-0.024357327940427442,0.0003923237297431825
AB_P06,osi_target_t06h,120,215,True,22944,0.007719715877085945,0.002202999203899708,1.3673250393869707,-0.00012206482314400291,0.007738439927520654,-1.8724050434708837e-05,-0.24196156602727115,0.006640895044820905
AB_P06,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t24h,96,143,False,11472,0.010616169485079483,0.004753144773278289,1.292929441636221,4.1102281061094314e-05,0.010616169485079483,0.0,0.0,0.0
AB_P06,osi_target_t24h,144,215,False,17208,0.006713761658672963,0.001521997783465929,0.7756436412477103,-0.00016572547623682578,0.006713761658672963,0.0,0.0,0.0
AB_P06,osi_target_t24h,120,215,True,22944,0.007738976522688962,0.0022723063915952883,1.3741564868041627,-0.00011090911790532663,0.007738976522688962,0.0,0.0,0.0
AB_P06,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t48h,96,143,False,5736,0.009851380342539039,0.00431227695207857,0.5566770485316992,-5.147371735132227e-05,0.009851380342539039,0.0,0.0,0.0
AB_P06,osi_target_t48h,144,215,False,17208,0.006820769116646474,0.0015425792030725142,0.8005659142234318,-0.00019162948224700884,0.006820769116646474,0.0,0.0,0.0
AB_P06,osi_target_t48h,120,215,True,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
AB_P24,osi_target_t01h,73,76,False,956,0.023564781526417063,0.00639516555292622,0.5308657755387052,-0.00042991651861295414,0.023564781526417063,0.0,0.0,0.0
AB_P24,osi_target_t01h,77,95,False,4541,0.018705630165985636,0.006338736593989799,1.5888986241760152,-0.00023549356638295424,0.018705630165985636,0.0,0.0,0.0
AB_P24,osi_target_t01h,96,143,False,11472,0.01028008184945108,0.004574631007431874,1.2123619102419765,0.0001747205929813439,0.010243757552777533,3.632429667354761e-05,0.3545993400019265,-0.008552536967381119
AB_P24,osi_target_t01h,144,215,False,17208,0.006904843328576732,0.0015157948152195039,0.8204234308368159,-0.00020214122144366782,0.006841537592880292,6.330573569644001e-05,0.925314446306924,-0.014974827625276355
AB_P24,osi_target_t01h,120,215,True,22944,0.0077842505620578,0.0022329752143134636,1.3902815115151128,-9.196042201585162e-05,0.007738439927520654,4.581063453714621e-05,0.5919879842218201,-0.01631557708332121
AB_P24,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
AB_P24,osi_target_t06h,77,95,False,4302,0.017660413432723704,0.006243311725541747,1.341751651648559,-0.00018870767107998974,0.017660413432723704,0.0,0.0,0.0
AB_P24,osi_target_t06h,96,143,False,11472,0.01028008184945108,0.004574631007431874,1.2123619102419765,0.0001747205929813439,0.010243757552777533,3.632429667354761e-05,0.3545993400019265,-0.008552536967381119
AB_P24,osi_target_t06h,144,215,False,17208,0.006904843328576732,0.0015157948152195039,0.8204234308368159,-0.00020214122144366782,0.006841537592880292,6.330573569644001e-05,0.925314446306924,-0.014974827625276355
AB_P24,osi_target_t06h,120,215,True,22944,0.0077842505620578,0.0022329752143134636,1.3902815115151128,-9.196042201585162e-05,0.007738439927520654,4.581063453714621e-05,0.5919879842218201,-0.01631557708332121
AB_P24,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
AB_P24,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
AB_P24,osi_target_t24h,96,143,False,11472,0.010818185555676242,0.004850446074685114,1.3426041673619067,0.00018879768410040153,0.010616169485079483,0.00020201607059675865,1.9029092450029372,-0.049674725725685764
AB_P24,osi_target_t24h,144,215,False,17208,0.006989071072453555,0.001597605267654736,0.8405611455555282,-0.00012118834974790333,0.006713761658672963,0.0002753094137805919,4.100673032158397,-0.06491750430781784
AB_P24,osi_target_t24h,120,215,True,22944,0.00793968652668687,0.002352839997054901,1.4463581464272646,7.634248606473158e-06,0.007738976522688962,0.00020071000399790855,2.5934954500697938,-0.07220165962310188
AB_P24,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
AB_P24,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
AB_P24,osi_target_t48h,96,143,False,5736,0.009851380342539039,0.00431227695207857,0.5566770485316992,-5.147371735132227e-05,0.009851380342539039,0.0,0.0,0.0
AB_P24,osi_target_t48h,144,215,False,17208,0.006820769116646474,0.0015425792030725142,0.8005659142234318,-0.00019162948224700884,0.006820769116646474,0.0,0.0,0.0
AB_P24,osi_target_t48h,120,215,True,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0
AB_P48,osi_target_t01h,73,76,False,956,0.023564781526417063,0.00639516555292622,0.5308657755387052,-0.00042991651861295414,0.023564781526417063,0.0,0.0,0.0
AB_P48,osi_target_t01h,77,95,False,4541,0.018705630165985636,0.006338736593989799,1.5888986241760152,-0.00023549356638295424,0.018705630165985636,0.0,0.0,0.0
AB_P48,osi_target_t01h,96,143,False,11472,0.010258138739870705,0.004545258493999524,1.2071917961826353,0.00012809307125442691,0.010243757552777533,1.4381187093171627e-05,0.14038976439141315,-0.003382422908039917
AB_P48,osi_target_t01h,144,215,False,17208,0.006930072118840832,0.0015198957364251494,0.8264296798407416,-0.00019906217747772708,0.006841537592880292,8.853452596054023e-05,1.294073514302907,-0.02098107662920201
AB_P48,osi_target_t01h,120,215,True,22944,0.007806748395982554,0.002225102373566165,1.398329433969034,-0.00011678251940413103,0.007738439927520654,6.830846846189991e-05,0.8827162722937265,-0.024363499537242372
AB_P48,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
AB_P48,osi_target_t06h,77,95,False,4302,0.017660413432723704,0.006243311725541747,1.341751651648559,-0.00018870767107998974,0.017660413432723704,0.0,0.0,0.0
AB_P48,osi_target_t06h,96,143,False,11472,0.010258138739870705,0.004545258493999524,1.2071917961826353,0.00012809307125442691,0.010243757552777533,1.4381187093171627e-05,0.14038976439141315,-0.003382422908039917
AB_P48,osi_target_t06h,144,215,False,17208,0.006930072118840832,0.0015198957364251494,0.8264296798407416,-0.00019906217747772708,0.006841537592880292,8.853452596054023e-05,1.294073514302907,-0.02098107662920201
AB_P48,osi_target_t06h,120,215,True,22944,0.007806748395982554,0.002225102373566165,1.398329433969034,-0.00011678251940413103,0.007738439927520654,6.830846846189991e-05,0.8827162722937265,-0.024363499537242372
AB_P48,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
AB_P48,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
AB_P48,osi_target_t24h,96,143,False,11472,0.010616169485079483,0.004753144773278289,1.292929441636221,4.1102281061094314e-05,0.010616169485079483,0.0,0.0,0.0
AB_P48,osi_target_t24h,144,215,False,17208,0.006713761658672963,0.001521997783465929,0.7756436412477103,-0.00016572547623682578,0.006713761658672963,0.0,0.0,0.0
AB_P48,osi_target_t24h,120,215,True,22944,0.007738976522688962,0.0022723063915952883,1.3741564868041627,-0.00011090911790532663,0.007738976522688962,0.0,0.0,0.0
AB_P48,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
AB_P48,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
AB_P48,osi_target_t48h,96,143,False,5736,0.009977975772414115,0.004256124013044898,0.5710761629533692,-0.0001619196454491671,0.009851380342539039,0.0001265954298750767,1.2850527080801921,-0.014399114421669967
AB_P48,osi_target_t48h,144,215,False,17208,0.007213333674525187,0.0016384830053197206,0.8953697999022718,-0.0001271549360710146,0.006820769116646474,0.00039256455787871347,5.755429500181108,-0.09480388567884002
AB_P48,osi_target_t48h,120,215,True,22944,0.00799463177099171,0.0022928932572510146,1.4664459628556408,-0.00013584611341555268,0.007691202257793633,0.00030342951319807694,3.9451506153099336,-0.10920300010050976
