case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
AB_P06,osi_target_t06h,component_clipped,common_120_215,22944,0.012674554734460074,0.0036838837518163455,3.6858236845748165,0.0002390061932351375,0.012755122572522455,-8.056783806238178e-05,-0.6316508336497217,0.047007991243792624
AB_P06,osi_target_t06h,aligned,full,32982,0.01570824624527064,0.004887397269315959,8.138275521366115,6.378545417664188e-05,0.01567935700916176,2.8889236108879668e-05,0.1842501327828705,-0.0299068863333396
AB_P06,osi_target_t06h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
AB_P06,osi_target_t24h,component_clipped,full,28680,0.01363012843468114,0.0043960020609303575,5.328181904864508,6.563508394135092e-05,0.01363012843468114,0.0,0.0,0.0
AB_P06,osi_target_t24h,component_clipped,common_120_215,22944,0.012351184882079353,0.0035178119660870585,3.500147764792515,5.411725853369705e-05,0.012351184882079353,0.0,0.0,0.0
AB_P06,osi_target_t24h,aligned,full,28680,0.013426585219527803,0.0042510122154558625,5.170235108049715,0.00010480091903103068,0.013411932285436487,1.4652934091316863e-05,0.10925296802479778,-0.011278783646163859
AB_P06,osi_target_t24h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
AB_P06,osi_target_t48h,component_clipped,full,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
AB_P06,osi_target_t48h,component_clipped,common_120_215,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
AB_P06,osi_target_t48h,aligned,full,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
AB_P06,osi_target_t48h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
AB_P24,osi_target_t01h,component_clipped,full,34177,0.017861487700620824,0.005219315121071696,10.903582053390243,2.7250338117868578e-05,0.017861487700620824,0.0,0.0,0.0
AB_P24,osi_target_t01h,component_clipped,common_120_215,22944,0.012881572306251579,0.0036056003827212024,3.807210462182769,6.369194313091443e-05,0.012881572306251579,0.0,0.0,0.0
AB_P24,osi_target_t01h,aligned,full,34177,0.01763048769539887,0.0052508677573115045,10.623376911897612,0.0001110109026526381,0.01749044167001514,0.00014004602538373115,0.8007003369378651,-0.16810116596598768
AB_P24,osi_target_t01h,aligned,common_120_215,22944,0.01248278109180722,0.003540184793065289,3.575130036945522,0.0001601131588809715,0.012349986900148224,0.00013279419165899628,1.0752577531673468,-0.07566122084766391
AB_P24,osi_target_t06h,component_clipped,full,32982,0.0167042692272652,0.005397506942515822,9.203053556772145,0.000244596275019208,0.0167042692272652,0.0,0.0,0.0
AB_P24,osi_target_t06h,component_clipped,common_120_215,22944,0.012755122572522455,0.003686447076317147,3.732831675818609,0.00020305549448745028,0.012755122572522455,0.0,0.0,0.0
AB_P24,osi_target_t06h,aligned,full,32982,0.015841053973617118,0.0050150973245214414,8.276469800998763,0.00015050238534552605,0.01567935700916176,0.0001616969644553587,1.0312729301391377,-0.16810116596598768
AB_P24,osi_target_t06h,aligned,common_120_215,22944,0.01248278109180722,0.003540184793065289,3.575130036945522,0.0001601131588809715,0.012349986900148224,0.00013279419165899628,1.0752577531673468,-0.07566122084766391
AB_P24,osi_target_t24h,component_clipped,full,28680,0.014641207975706252,0.004753011861400768,6.147987367932523,0.0003012027998606925,0.01363012843468114,0.0010110795410251117,7.417975156070233,-0.8198054630680156
AB_P24,osi_target_t24h,component_clipped,common_120_215,22944,0.012989685340637337,0.003824754134870841,3.871385292907745,0.00037190718297183575,0.012351184882079353,0.0006385004585579834,5.169548222732856,-0.3712375281152296
AB_P24,osi_target_t24h,aligned,full,28680,0.013628690165220555,0.004356477369337287,5.327057490369539,0.00018294398509033079,0.013411932285436487,0.00021675787978406823,1.616156980000838,-0.16810116596598768
AB_P24,osi_target_t24h,aligned,common_120_215,22944,0.01248278109180722,0.003540184793065289,3.575130036945522,0.0001601131588809715,0.012349986900148224,0.00013279419165899628,1.0752577531673468,-0.07566122084766391
AB_P24,osi_target_t48h,component_clipped,full,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
AB_P24,osi_target_t48h,component_clipped,common_120_215,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
AB_P24,osi_target_t48h,aligned,full,22944,0.01248278109180722,0.003540184793065289,3.575130036945522,0.0001601131588809715,0.012349986900148224,0.00013279419165899628,1.0752577531673468,-0.07566122084766391
AB_P24,osi_target_t48h,aligned,common_120_215,22944,0.01248278109180722,0.003540184793065289,3.575130036945522,0.0001601131588809715,0.012349986900148224,0.00013279419165899628,1.0752577531673468,-0.07566122084766391
AB_P48,osi_target_t01h,component_clipped,full,34177,0.017861487700620824,0.005219315121071696,10.903582053390243,2.7250338117868578e-05,0.017861487700620824,0.0,0.0,0.0
AB_P48,osi_target_t01h,component_clipped,common_120_215,22944,0.012881572306251579,0.0036056003827212024,3.807210462182769,6.369194313091443e-05,0.012881572306251579,0.0,0.0,0.0
AB_P48,osi_target_t01h,aligned,full,34177,0.017580237403935373,0.005211994598576195,10.562905864327398,7.690311643907909e-05,0.01749044167001514,8.979573392023377e-05,0.5133988930318134,-0.10763011839577352
AB_P48,osi_target_t01h,aligned,common_120_215,22944,0.01253846754369878,0.0035244249620045493,3.6070989344936324,0.00010153000915403698,0.012349986900148224,0.00018848064355055615,1.5261606759137125,-0.10763011839577441
AB_P48,osi_target_t06h,component_clipped,full,32982,0.0167042692272652,0.005397506942515822,9.203053556772145,0.000244596275019208,0.0167042692272652,0.0,0.0,0.0
AB_P48,osi_target_t06h,component_clipped,common_120_215,22944,0.012755122572522455,0.003686447076317147,3.732831675818609,0.00020305549448745028,0.012755122572522455,0.0,0.0,0.0
AB_P48,osi_target_t06h,aligned,full,32982,0.015783077486381927,0.004974815718005866,8.21599875342855,0.00011515880977640332,0.01567935700916176,0.00010372047722016775,0.661509761908996,-0.1076301183957753
AB_P48,osi_target_t06h,aligned,common_120_215,22944,0.01253846754369878,0.0035244249620045493,3.6070989344936324,0.00010153000915403698,0.012349986900148224,0.00018848064355055615,1.5261606759137125,-0.10763011839577441
AB_P48,osi_target_t24h,component_clipped,full,28680,0.01363012843468114,0.0043960020609303575,5.328181904864508,6.563508394135092e-05,0.01363012843468114,0.0,0.0,0.0
AB_P48,osi_target_t24h,component_clipped,common_120_215,22944,0.012351184882079353,0.0035178119660870585,3.500147764792515,5.411725853369705e-05,0.012351184882079353,0.0,0.0,0.0
AB_P48,osi_target_t24h,aligned,full,28680,0.013551115125980505,0.0043101535218443765,5.266586442799326,0.00014229887318583956,0.013411932285436487,0.00013918284054401792,1.037753826830401,-0.1076301183957753
AB_P48,osi_target_t24h,aligned,common_120_215,22944,0.01253846754369878,0.0035244249620045493,3.6070989344936324,0.00010153000915403698,0.012349986900148224,0.00018848064355055615,1.5261606759137125,-0.10763011839577441
AB_P48,osi_target_t48h,component_clipped,full,22944,0.01330628101036137,0.003736474761974671,4.0623984311118875,8.525534046408594e-05,0.01234645607437439,0.0009598249359869786,7.774092664364929,-0.5649303051387942
AB_P48,osi_target_t48h,component_clipped,common_120_215,22944,0.01330628101036137,0.003736474761974671,4.0623984311118875,8.525534046408594e-05,0.01234645607437439,0.0009598249359869786,7.774092664364929,-0.5649303051387942
AB_P48,osi_target_t48h,aligned,full,22944,0.01253846754369878,0.0035244249620045493,3.6070989344936324,0.00010153000915403698,0.012349986900148224,0.00018848064355055615,1.5261606759137125,-0.10763011839577441
AB_P48,osi_target_t48h,aligned,common_120_215,22944,0.01253846754369878,0.0035244249620045493,3.6070989344936324,0.00010153000915403698,0.012349986900148224,0.00018848064355055615,1.5261606759137125,-0.10763011839577441
