case,reference,pair,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
G1,G0,G1_minus_G0,1,18013,Brown County,IN,1,143,0.02868145431624478,0.11763549250236158,0.012834504576143494,-0.008927981016947261,0.028703057474194202,-2.1603157949422885e-05,-0.07526430927731198,0.000177275194104487
G1,G0,G1_minus_G0,1,39115,Morgan County,OH,2,143,0.0316843833781959,0.14355772145807905,0.006721918972886834,-0.005191565969119426,0.031686547474853145,-2.1640966572436526e-06,-0.006829701654809117,1.9611137206415608e-05
G1,G0,G1_minus_G0,1,39117,Morrow County,OH,4,143,0.015597470616795657,0.03478919581877795,0.009766632950870633,-0.00031588408858070234,0.015593940218989697,3.5303978059599006e-06,0.022639549442815543,-1.574688663825291e-05
G1,G0,G1_minus_G0,1,39119,Muskingum County,OH,1,143,0.02195613322784561,0.06893626544360357,0.014763985643377477,0.014731817811209644,0.021970577270443388,-1.4444042597778345e-05,-0.0657426631079483,9.07305366993072e-05
G1,G0,G1_minus_G0,1,42031,Clarion County,PA,4,143,0.012546637158803395,0.02251078887123726,0.00722153535369566,0.0031772036672624905,0.011496557836096398,0.0010500793227069972,9.133858479013623,-0.003610358453981801
G1,G0,G1_minus_G0,1,42053,Forest County,PA,3,143,0.09303780417158518,1.2378127197250433,0.03365835223976738,-0.025549576406269724,0.09428224787377755,-0.0012444437021923715,-1.3199130591990071,0.03333462404589427
G1,G0,G1_minus_G0,1,54007,Braxton County,WV,4,143,0.02389754516993322,0.08166625111630679,0.01244490577792895,-0.011149195657135909,0.023896510925303482,1.0342446297370578e-06,0.004328015219323689,-7.068596656528703e-06
G1,G0,G1_minus_G0,1,54009,Brooke County,WV,0,143,0.020369385102341517,0.05933239447099143,0.010678087171565109,-0.002370510134473522,0.020655771616079722,-0.00028638651373820434,-1.386472115693138,0.0016801143799657567
G1,G0,G1_minus_G0,1,54013,Calhoun County,WV,2,143,0.04354652013341706,0.27117081644940394,0.021790213659830145,-0.02040445886012679,0.04354624820417804,2.719292390221395e-07,0.0006244607750005571,-3.3866790412617753e-06
G1,G0,G1_minus_G0,1,54015,Clay County,WV,2,143,0.05035667181354719,0.3626185986476335,0.02658322660033865,-0.02379463126595472,0.050379075649942304,-2.240383639511706e-05,-0.044470518972583584,0.0003227320103596498
G2,G0,G2_minus_G0,1,18013,Brown County,IN,1,143,0.028681258361395488,0.11763388511061595,0.012854972819852331,-0.008907512773238424,0.028703057474194202,-2.1799112798714243e-05,-0.07594700605785265,0.00017888258585010974
G2,G0,G2_minus_G0,1,39115,Morgan County,OH,2,143,0.03168619900861844,0.1435741746887694,0.006735205039606785,-0.005173839204167856,0.031686547474853145,-3.4846623470780047e-07,-0.0010997292620329446,3.1579065160602937e-06
G2,G0,G2_minus_G0,1,39117,Morrow County,OH,4,143,0.015594571130257485,0.03477626276934241,0.00976504204335235,-0.0003093794799611742,0.015593940218989697,6.309112677883866e-07,0.004045874608515909,-2.81383720271422e-06
G2,G0,G2_minus_G0,1,39119,Muskingum County,OH,1,143,0.021963220727183444,0.06898077825367022,0.014770392111605161,0.01473822427943733,0.021970577270443388,-7.356543259944004e-06,-0.03348361387772725,4.6217726632657996e-05
G2,G0,G2_minus_G0,1,42031,Clarion County,PA,4,143,0.012960252289131209,0.024019443933904094,0.00714759728260612,0.0026359969070648285,0.011496557836096398,0.0014636944530348108,12.731588653772219,-0.005119013516648636
