split_seed,case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
42,AB_P06,osi_target_t01h,aligned,full,34177,0.01751543915129438,0.00512763273900132,10.485182632264962,2.732603201413446e-05,0.01749044167001514,2.499748127924098e-05,0.14292081212616825,-0.029906886333337823
42,AB_P06,osi_target_t01h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
42,AB_P06,osi_target_t06h,component_clipped,full,32982,0.016247431187159732,0.005153770877592177,8.706556043625927,0.00015903789504835344,0.0167042692272652,-0.00045683804010546863,-2.7348579808555984,0.4964975131462186
42,AB_P06,osi_target_t06h,component_clipped,common_120_215,22944,0.012674554734460074,0.0036838837518163455,3.6858236845748165,0.0002390061932351375,0.012755122572522455,-8.056783806238178e-05,-0.6316508336497217,0.047007991243792624
42,AB_P06,osi_target_t06h,aligned,full,32982,0.01570824624527064,0.004887397269315959,8.138275521366115,6.378545417664188e-05,0.01567935700916176,2.8889236108879668e-05,0.1842501327828705,-0.0299068863333396
42,AB_P06,osi_target_t06h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
42,AB_P06,osi_target_t24h,component_clipped,full,28680,0.01363012843468114,0.0043960020609303575,5.328181904864508,6.563508394135092e-05,0.01363012843468114,0.0,0.0,0.0
42,AB_P06,osi_target_t24h,component_clipped,common_120_215,22944,0.012351184882079353,0.0035178119660870585,3.500147764792515,5.411725853369705e-05,0.012351184882079353,0.0,0.0,0.0
42,AB_P06,osi_target_t24h,aligned,full,28680,0.013426585219527803,0.0042510122154558625,5.170235108049715,0.00010480091903103068,0.013411932285436487,1.4652934091316863e-05,0.10925296802479778,-0.011278783646163859
42,AB_P06,osi_target_t24h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
42,AB_P06,osi_target_t48h,component_clipped,full,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
42,AB_P06,osi_target_t48h,component_clipped,common_120_215,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
42,AB_P06,osi_target_t48h,aligned,full,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
42,AB_P06,osi_target_t48h,aligned,common_120_215,22944,0.012325350266945725,0.003465514814157787,3.4855207631513156,8.965335245835866e-05,0.012349986900148224,-2.463663320249887e-05,-0.19948712012158865,0.013948052946542333
20260917,B0,osi_target_t01h,component_clipped,full,34177,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,0.017889389477486715,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,common_120_215,22944,0.01328636576627572,0.0036154673024163925,4.050247310475643,1.0694756959113742e-05,0.01328636576627572,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,full,34177,0.017651727543472863,0.005157627371948589,10.648988776038562,-1.726524079149292e-05,0.017651727543472863,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,common_120_215,22944,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,0.012704781388462498,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,full,32982,0.016787744157897095,0.005255785067165149,9.295262768692865,-5.740320283136958e-05,0.016787744157897095,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,common_120_215,22944,0.012708670250588914,0.003617513234674073,3.7056923126045453,4.896829402119675e-06,0.012708670250588914,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,full,32982,0.01578308586064052,0.004918959308362286,8.216007471996456,1.5318142351598053e-05,0.01578308586064052,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,common_120_215,22944,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,0.012704781388462498,0.0,0.0,0.0
20260917,B0,osi_target_t24h,component_clipped,full,28680,0.013919720788472166,0.0046269008597546344,5.556997417456413,0.00012435944663945724,0.013919720788472166,0.0,0.0,0.0
20260917,B0,osi_target_t24h,component_clipped,common_120_215,22944,0.013038243245700189,0.003761331702115855,3.9003833354147655,7.724700131438182e-05,0.013038243245700189,0.0,0.0,0.0
20260917,B0,osi_target_t24h,aligned,full,28680,0.013425992891076604,0.0042521451314151415,5.169778936990349,2.0271788351055514e-05,0.013425992891076604,0.0,0.0,0.0
20260917,B0,osi_target_t24h,aligned,common_120_215,22944,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,0.012704781388462498,0.0,0.0,0.0
20260917,B0,osi_target_t48h,component_clipped,full,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,B0,osi_target_t48h,component_clipped,common_120_215,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,B0,osi_target_t48h,aligned,full,22944,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,0.012704781388462498,0.0,0.0,0.0
20260917,B0,osi_target_t48h,aligned,common_120_215,22944,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,0.012704781388462498,0.0,0.0,0.0
20260917,AB_P06,osi_target_t01h,component_clipped,full,34177,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,0.017889389477486715,0.0,0.0,0.0
20260917,AB_P06,osi_target_t01h,component_clipped,common_120_215,22944,0.01328636576627572,0.0036154673024163925,4.050247310475643,1.0694756959113742e-05,0.01328636576627572,0.0,0.0,0.0
20260917,AB_P06,osi_target_t01h,aligned,full,34177,0.017619356582525635,0.005123507813441712,10.609966882564088,1.5009150090318905e-05,0.017651727543472863,-3.2370960947228355e-05,-0.18338692837573944,0.03902189347447482
20260917,AB_P06,osi_target_t01h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012704781388462498,0.00014590173440374998,1.1484001962933865,-0.08554869085165784
20260917,AB_P06,osi_target_t06h,component_clipped,full,32982,0.016414587598718836,0.005077438297795572,8.88662674283982,3.670398354208998e-05,0.016787744157897095,-0.00037315655917825874,-2.2227915535794174,0.4086360258530455
20260917,AB_P06,osi_target_t06h,component_clipped,common_120_215,22944,0.013349554472466064,0.003629829789229392,4.088864112248443,-1.0487109018703043e-05,0.012708670250588914,0.0006408842218771499,5.042889690583108,-0.38317179964389725
20260917,AB_P06,osi_target_t06h,aligned,full,32982,0.015745560400377393,0.004883603533967478,8.176985578521982,4.876189522188124e-05,0.01578308586064052,-3.752546026312628e-05,-0.23775743599485644,0.039021893474473046
20260917,AB_P06,osi_target_t06h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012704781388462498,0.00014590173440374998,1.1484001962933865,-0.08554869085165784
20260917,AB_P06,osi_target_t24h,component_clipped,full,28680,0.013919720788472166,0.0046269008597546344,5.556997417456413,0.00012435944663945724,0.013919720788472166,0.0,0.0,0.0
20260917,AB_P06,osi_target_t24h,component_clipped,common_120_215,22944,0.013038243245700189,0.003761331702115855,3.9003833354147655,7.724700131438182e-05,0.013038243245700189,0.0,0.0,0.0
20260917,AB_P06,osi_target_t24h,aligned,full,28680,0.01361046298859043,0.004256858023846132,5.312818075265496,5.465120876304688e-05,0.013425992891076604,0.00018447009751382595,1.3739773215315054,-0.1430391382751468
20260917,AB_P06,osi_target_t24h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012704781388462498,0.00014590173440374998,1.1484001962933865,-0.08554869085165784
20260917,AB_P06,osi_target_t48h,component_clipped,full,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,AB_P06,osi_target_t48h,component_clipped,common_120_215,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,AB_P06,osi_target_t48h,aligned,full,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012704781388462498,0.00014590173440374998,1.1484001962933865,-0.08554869085165784
20260917,AB_P06,osi_target_t48h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012704781388462498,0.00014590173440374998,1.1484001962933865,-0.08554869085165784
20260918,B0,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,B0,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,full,34177,0.01711521334701272,0.0051734042341867025,10.011486652508658,0.00019120946417497205,0.01711521334701272,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,full,32982,0.01597101889395984,0.005258476536247554,8.41283234686913,0.0002485134619621766,0.01597101889395984,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,common_120_215,22944,0.011022733936049673,0.0034839643480615605,2.7877112216218487,0.0004342033555886302,0.011022733936049673,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,full,32982,0.015158442817872252,0.004924125647154419,7.578550814873266,0.00023118907135339766,0.015158442817872252,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,full,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,common_120_215,22944,0.011354804543482852,0.003492956948098843,2.9582063142477137,0.00028410163288901234,0.011354804543482852,0.0,0.0,0.0
20260918,B0,osi_target_t24h,aligned,full,28680,0.012578776099439262,0.004235588160633077,4.537910442023764,0.0003066978925431472,0.012578776099439262,0.0,0.0,0.0
20260918,B0,osi_target_t24h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,full,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,aligned,full,34177,0.017184224784236538,0.00514173863931894,10.092385440709782,0.00020298477710045643,0.01711521334701272,6.901143722381695e-05,0.4032169265121288,-0.0808987882011234
20260918,AB_P06,osi_target_t01h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t06h,component_clipped,full,32982,0.015738825755532856,0.005142157394340469,8.16999220192887,0.00032586158348856464,0.01597101889395984,-0.00023219313842698375,-1.4538404842461161,0.24284014494025996
20260918,AB_P06,osi_target_t06h,component_clipped,common_120_215,22944,0.011265702379979916,0.003616835221800234,2.911961853822158,0.0005873174119192039,0.011022733936049673,0.00024296844393024292,2.2042484681193075,-0.12425063220030941
20260918,AB_P06,osi_target_t06h,aligned,full,32982,0.015239133997470343,0.00489131274812478,7.659449603074391,0.0002433910260515448,0.015158442817872252,8.069117959809066e-05,0.5323183955475486,-0.08089878820112517
20260918,AB_P06,osi_target_t06h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t24h,component_clipped,full,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.0,0.0,0.0
20260918,AB_P06,osi_target_t24h,component_clipped,common_120_215,22944,0.011354804543482852,0.003492956948098843,2.9582063142477137,0.00028410163288901234,0.011354804543482852,0.0,0.0,0.0
20260918,AB_P06,osi_target_t24h,aligned,full,28680,0.012617082474939307,0.004241960255800548,4.5655912887457815,0.00033696092522664055,0.012578776099439262,3.830637550004436e-05,0.3045318177000711,-0.027680846722017094
20260918,AB_P06,osi_target_t24h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,AB_P06,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,AB_P06,osi_target_t48h,aligned,full,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t48h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
