horizon,fipsCode,countyName,stateAbbr,improved_splits,worsened_splits,unchanged_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
osi_target_t01h,54087,Roane County,WV,0,3,0,-0.0002473986876792636,-0.0016730963446698888,-0.00019660356271512976
osi_target_t01h,54089,Summers County,WV,3,0,0,8.928467337276973e-05,0.00010090236389584156,5.5939868283201273e-05
osi_target_t01h,54091,Taylor County,WV,3,0,0,0.0009887993813227124,0.0016054678249642906,0.002186263395346418
osi_target_t01h,54093,Tucker County,WV,2,1,0,0.0001686743240629303,0.0002474855669297119,-9.636200425173266e-05
osi_target_t01h,54095,Tyler County,WV,0,3,0,-0.0011288472132781509,-0.0005213255719924877,-0.0009075677496446256
osi_target_t01h,54097,Upshur County,WV,0,3,0,-6.838654640412662e-05,-8.66252820187199e-06,-2.3477277824771915e-05
osi_target_t01h,54099,Wayne County,WV,3,0,0,0.0007308529983822282,0.0004965333810010505,0.000514509718241199
osi_target_t01h,54101,Webster County,WV,1,2,0,-0.0006302031314470687,0.0006073199331288548,-0.001279397474541791
osi_target_t01h,54103,Wetzel County,WV,0,3,0,-0.0010055609261161516,-0.003388764270484214,-0.0023076906598073904
osi_target_t01h,54105,Wirt County,WV,3,0,0,0.0001751157191232089,0.000241054959793186,0.0005372710971211832
osi_target_t01h,54107,Wood County,WV,2,1,0,-1.7027924085566095e-05,1.691077949806806e-05,3.9458976953186454e-05
osi_target_t01h,54109,Wyoming County,WV,2,1,0,-0.0002829732729112376,0.001801129229944496,0.00015466759817999755
osi_target_t06h,18009,Blackford County,IN,0,3,0,-2.1695087021773862e-06,-0.00032591152378584056,-0.00014843974256431927
osi_target_t06h,18013,Brown County,IN,2,1,0,-0.0008379835270936192,0.001281495151804507,0.0023500182997651387
osi_target_t06h,18023,Clinton County,IN,2,1,0,5.164876754180155e-05,-7.259695736172903e-06,8.612535041808435e-05
osi_target_t06h,18025,Crawford County,IN,3,0,0,0.0003394584642675211,2.0718530247310768e-05,0.00010884309722317131
osi_target_t06h,18027,Daviess County,IN,2,1,0,3.929216605448897e-05,-3.856557923341672e-05,4.757426240953669e-05
osi_target_t06h,18029,Dearborn County,IN,3,0,0,3.432532952559028e-06,2.413286353551594e-05,2.216425393202631e-06
osi_target_t06h,18033,DeKalb County,IN,2,1,0,-4.6820350202784675e-05,2.892124427588197e-05,5.445380638101978e-05
osi_target_t06h,18035,Delaware County,IN,3,0,0,7.390241327170758e-05,2.530722293573451e-05,8.508781455535976e-06
osi_target_t06h,18037,Dubois County,IN,2,1,0,9.558408385427325e-05,-7.059560014845362e-05,1.0227366202144803e-05
osi_target_t06h,18039,Elkhart County,IN,3,0,0,0.00011951680634496314,5.253785068301111e-06,5.03964731650027e-05
osi_target_t06h,18041,Fayette County,IN,1,2,0,-8.470313171785211e-05,-0.00015979747454211712,3.283637020761463e-05
osi_target_t06h,18043,Floyd County,IN,2,1,0,-7.683603809214158e-05,5.936433164983331e-05,4.2671804621430016e-05
osi_target_t06h,18045,Fountain County,IN,0,3,0,-0.0003030935268896011,-0.0004437700330901255,-4.6177011850097294e-05
osi_target_t06h,18047,Franklin County,IN,1,2,0,1.941987860774072e-05,-6.483627228352621e-05,-2.3233115097009722e-05
osi_target_t06h,18051,Gibson County,IN,3,0,0,1.1979197943780224e-05,2.81884505680899e-05,2.4410963620121948e-05
osi_target_t06h,18059,Hancock County,IN,3,0,0,8.525795743399888e-07,8.063727180642193e-06,1.5114536511195786e-05
osi_target_t06h,18061,Harrison County,IN,1,2,0,2.256086784542489e-05,-6.288906038660284e-05,-4.114482005340616e-05
osi_target_t06h,18065,Henry County,IN,2,1,0,-1.2666721980063994e-05,1.9686190897902508e-05,1.0413877399082774e-05
osi_target_t06h,18067,Howard County,IN,0,3,0,-1.8519991420378563e-06,-7.092089707496523e-06,-9.115645748352654e-07
osi_target_t06h,18069,Huntington County,IN,1,2,0,-4.511855680022645e-06,2.7985844346195592e-05,-2.8285890251873974e-06
osi_target_t06h,18071,Jackson County,IN,1,2,0,-0.00022630347425479013,-0.0003316236723318409,7.860271763115642e-05
osi_target_t06h,18073,Jasper County,IN,3,0,0,0.00012349734205498392,4.0394194365326805e-05,0.00010015749452383141
osi_target_t06h,18077,Jefferson County,IN,1,2,0,-0.00015592666190465156,5.364792781897311e-06,-4.109062507422819e-05
osi_target_t06h,18083,Knox County,IN,2,1,0,3.724904553160219e-05,-2.4664719965404602e-05,0.0001592264352886189
osi_target_t06h,18085,Kosciusko County,IN,3,0,0,0.0015510308301623073,0.0003000157822581547,0.00030231001786604813
osi_target_t06h,18087,LaGrange County,IN,0,3,0,-0.0002410651044590195,-0.00022326003184665398,-6.438745347911207e-05
osi_target_t06h,18089,Lake County,IN,2,1,0,6.503249484624495e-05,-7.195316043739105e-05,4.3714088842209124e-05
osi_target_t06h,18091,LaPorte County,IN,1,2,0,-4.577801672733697e-06,8.799229480617216e-06,-5.402663380102207e-06
osi_target_t06h,18093,Lawrence County,IN,3,0,0,0.00019167696940136127,0.00012498969052631217,3.352987991793975e-05
osi_target_t06h,18095,Madison County,IN,2,1,0,-1.1945418157563665e-06,1.3181822682284514e-05,8.583609466037909e-06
osi_target_t06h,18097,Marion County,IN,3,0,0,6.429587223469932e-06,4.684441588886054e-06,3.3918564877868977e-06
osi_target_t06h,18099,Marshall County,IN,0,3,0,-1.592835783519736e-05,-0.00012482878432846546,-7.2715176736151e-05
osi_target_t06h,18101,Martin County,IN,2,1,0,0.0001740399134151139,-1.0845855155415876e-06,0.000199823183069563
osi_target_t06h,18103,Miami County,IN,2,1,0,-0.00021520920378034878,0.0001364496373794904,0.0008203322725210129
osi_target_t06h,18105,Monroe County,IN,1,2,0,-2.6775484002097664e-06,6.259748488561144e-05,-7.977563092428821e-05
osi_target_t06h,18107,Montgomery County,IN,1,2,0,-5.082333405518258e-07,2.4902195389963093e-05,-1.1559352053537976e-05
osi_target_t06h,18109,Morgan County,IN,3,0,0,9.653994376427992e-05,8.678601082115055e-05,0.0001826844831052262
osi_target_t06h,18111,Newton County,IN,2,1,0,0.00015832381517746062,8.460740872874833e-05,-3.959244024836258e-05
osi_target_t06h,18113,Noble County,IN,0,3,0,-2.0867818320026638e-05,-6.984200473225422e-06,-2.855225372452267e-06
osi_target_t06h,18117,Orange County,IN,2,1,0,0.00016594224309749578,-7.184047817357722e-05,0.00014047266675585451
osi_target_t06h,18121,Parke County,IN,0,3,0,-0.0006885724663311804,-0.0032550883796306634,-0.0023723290163723265
osi_target_t06h,18123,Perry County,IN,0,3,0,-0.0008669333149906155,-0.00018684140224202407,-0.00015333316672107278
osi_target_t06h,18125,Pike County,IN,0,3,0,-6.314448119453821e-05,-6.9431477577926e-05,-1.711847952563187e-05
osi_target_t06h,18127,Porter County,IN,2,1,0,0.000113286458991064,0.0002033089572930361,-8.2151620542975e-06
osi_target_t06h,18129,Posey County,IN,1,2,0,-1.0093284338193371e-05,-4.4010282631439825e-05,7.823474028060792e-06
osi_target_t06h,18131,Pulaski County,IN,0,3,0,-2.1028954285837176e-05,-0.0006415720071225248,-0.0009284071577187608
osi_target_t06h,18133,Putnam County,IN,2,1,0,9.897592346450919e-06,1.4584183604101643e-05,-4.245940114243365e-05
osi_target_t06h,18135,Randolph County,IN,2,1,0,0.00010439051810299865,-8.595466858623657e-05,0.0001785621688607656
osi_target_t06h,18137,Ripley County,IN,1,2,0,5.4326541585377613e-05,-1.8562189660741718e-06,-5.860709286378222e-05
osi_target_t06h,18139,Rush County,IN,1,2,0,-4.375885817019232e-05,4.391065736036024e-05,-3.540241228656201e-06
osi_target_t06h,18141,St. Joseph County,IN,0,3,0,-2.9618029830113775e-05,-3.287443787780762e-05,-2.299271029020724e-05
osi_target_t06h,18143,Scott County,IN,1,2,0,-0.00014891325949567503,-0.0001258222627136137,3.7287891048085574e-05
osi_target_t06h,18145,Shelby County,IN,2,1,0,9.582320159270247e-06,1.312281152553445e-06,-4.109360012434439e-06
osi_target_t06h,18147,Spencer County,IN,1,2,0,-9.161822020726704e-06,-0.00010258064963559175,2.7864456135426362e-05
osi_target_t06h,18149,Starke County,IN,3,0,0,0.001915434158460902,0.00013574578037818107,0.0006138800234061562
osi_target_t06h,18151,Steuben County,IN,0,3,0,-0.00028338072316380983,-0.0005001004802095699,-0.001226197420020796
osi_target_t06h,18153,Sullivan County,IN,3,0,0,8.184741080957507e-08,8.710413412569e-05,8.285190705359488e-05
osi_target_t06h,18155,Switzerland County,IN,1,2,0,-0.00023921873179790247,0.00021691297692241675,-0.0001772610806448807
osi_target_t06h,18157,Tippecanoe County,IN,2,1,0,1.680246184555417e-05,-2.685041425659119e-06,3.080316964326323e-05
osi_target_t06h,18159,Tipton County,IN,3,0,0,0.00012458674741589425,7.476131068747749e-05,7.34910824861908e-05
osi_target_t06h,18161,Union County,IN,3,0,0,3.663094780661006e-05,0.00015555210896384,7.423114888566239e-05
osi_target_t06h,18163,Vanderburgh County,IN,0,3,0,-9.592717094274578e-06,-2.1985039427562046e-05,-3.5052797964291366e-06
osi_target_t06h,18165,Vermillion County,IN,1,2,0,6.886987515363277e-05,-0.00023344216919770136,-0.00024688216244422856
osi_target_t06h,18167,Vigo County,IN,0,3,0,-2.215240707745253e-05,-2.6152416906454336e-05,-1.9261138954718626e-05
osi_target_t06h,18169,Wabash County,IN,2,1,0,1.969159376613046e-05,2.2026129993075842e-05,-7.86443218058321e-06
osi_target_t06h,18171,Warren County,IN,0,3,0,-0.00019283531663973714,-0.00012215502295871141,-0.0003485028075255786
osi_target_t06h,18173,Warrick County,IN,1,2,0,5.427709678679769e-06,-1.7274279610131284e-05,-1.8818733076468976e-05
osi_target_t06h,18175,Washington County,IN,1,2,0,2.687970769566818e-05,-2.6577699895561496e-05,-6.455026113311949e-05
osi_target_t06h,18177,Wayne County,IN,3,0,0,4.8768193291258194e-05,0.00021091592787062885,5.237228902115653e-05
osi_target_t06h,18179,Wells County,IN,1,2,0,1.4702185781458044e-05,-7.870451055204701e-05,-2.9565213027798153e-05
osi_target_t06h,18181,White County,IN,2,1,0,3.526058312922043e-05,2.9305922606155297e-05,-8.148407495596488e-06
osi_target_t06h,18183,Whitley County,IN,2,1,0,-2.8559811896932547e-05,2.6228562884775134e-05,3.1546692435774435e-05
osi_target_t06h,39017,Butler County,OH,1,2,0,-5.44404703750712e-06,-5.7664509552106315e-06,1.0000056221684425e-05
osi_target_t06h,39023,Clark County,OH,1,2,0,3.459203161146449e-05,-0.00043931307339035845,-0.00027793597593354577
osi_target_t06h,39025,Clermont County,OH,0,3,0,-2.065800469041001e-05,-5.139008271498266e-06,-6.591361242827445e-06
osi_target_t06h,39027,Clinton County,OH,1,2,0,2.59651904884118e-07,-3.6009491789404813e-05,-3.626416862147956e-05
osi_target_t06h,39029,Columbiana County,OH,3,0,0,0.0030311865890030043,0.002814940597367902,0.0018384818868596832
osi_target_t06h,39031,Coshocton County,OH,3,0,0,0.0005351484504786327,0.0015968092837018635,0.004250948530153361
osi_target_t06h,39033,Crawford County,OH,0,3,0,-9.463353305532666e-05,-0.000926919521733956,-0.0017656789176318834
osi_target_t06h,39035,Cuyahoga County,OH,3,0,0,0.0005773234467977401,0.0005613873360277837,3.026634886225347e-05
osi_target_t06h,39037,Darke County,OH,3,0,0,9.746276940347909e-05,0.00014280922140859643,0.00018547896527056716
osi_target_t06h,39039,Defiance County,OH,3,0,0,0.0006660968453772592,0.0006330377813186482,0.0004130809016330769
osi_target_t06h,39045,Fairfield County,OH,0,3,0,-4.095784180836899e-05,-0.00019591319341271448,-0.00020186025048396722
osi_target_t06h,39049,Franklin County,OH,1,2,0,-4.9774199685903055e-05,-0.0001429117661625656,0.00030044879284114607
osi_target_t06h,39051,Fulton County,OH,1,2,0,-8.783126975470384e-05,8.32398405598146e-05,-0.00014817883849902336
osi_target_t06h,39053,Gallia County,OH,3,0,0,1.1862753579005257e-05,1.3060425164096705e-05,5.375014238075517e-06
osi_target_t06h,39055,Geauga County,OH,3,0,0,0.004158251057814824,0.0033820367057616936,0.0016826270135212734
osi_target_t06h,39059,Guernsey County,OH,1,2,0,-0.009838328853534785,0.000698423538078724,-0.02566056216071566
osi_target_t06h,39061,Hamilton County,OH,3,0,0,6.0381367836172956e-06,1.5686576013442048e-05,9.14875255789106e-06
osi_target_t06h,39063,Hancock County,OH,3,0,0,0.00011926322619192309,0.00021587761895435566,0.00015933168244372373
osi_target_t06h,39065,Hardin County,OH,2,1,0,2.1045558232972352e-05,-6.965221458231558e-05,5.895969108647139e-05
osi_target_t06h,39069,Henry County,OH,2,1,0,-2.441402063644801e-05,6.951620947070526e-05,8.128328293808542e-05
osi_target_t06h,39073,Hocking County,OH,1,2,0,0.00031814845234388444,-1.6955076154414185e-05,-1.6471400912945527e-05
osi_target_t06h,39075,Holmes County,OH,0,3,0,-0.004700892486907601,-0.010888084136563463,-0.009859640482109203
osi_target_t06h,39077,Huron County,OH,0,3,0,-0.000370317418082695,-0.0005884736261148487,-0.00028253233053370484
osi_target_t06h,39081,Jefferson County,OH,1,2,0,-0.0011287261504249989,0.0007142852786543863,-0.0009057098836426844
osi_target_t06h,39085,Lake County,OH,1,2,0,-0.00011441251850727308,1.4771006157421373e-05,-9.18249888141033e-05
osi_target_t06h,39087,Lawrence County,OH,2,1,0,-2.677025616834778e-05,3.959058413201136e-06,1.9589871655996058e-05
osi_target_t06h,39089,Licking County,OH,3,0,0,0.010068070398566706,0.009115733805526945,0.013062312266361162
osi_target_t06h,39091,Logan County,OH,3,0,0,0.003286178929071369,0.0403621292141718,0.0003934039953782378
osi_target_t06h,39093,Lorain County,OH,3,0,0,0.0003343267092340092,0.00022320930840157949,0.00023838230698581273
osi_target_t06h,39095,Lucas County,OH,3,0,0,0.0002191840572455671,1.4581005897030912e-05,7.355675643218719e-05
osi_target_t06h,39097,Madison County,OH,2,1,0,-0.00020798404970438257,0.0012447254017897568,0.0003986144713087345
osi_target_t06h,39099,Mahoning County,OH,3,0,0,5.684004539203692e-05,3.239992166255957e-05,9.24617013598509e-05
osi_target_t06h,39101,Marion County,OH,3,0,0,1.679758841150597e-05,0.0006315722162614657,0.0007822262127828656
osi_target_t06h,39103,Medina County,OH,2,1,0,-0.0005443427671933529,0.00028338300261989205,0.0008682905705443408
osi_target_t06h,39105,Meigs County,OH,0,3,0,-4.070313666707827e-05,-5.740128186308528e-07,-8.583975373848232e-05
osi_target_t06h,39107,Mercer County,OH,3,0,0,0.0023682308680606987,0.005108554414289125,0.00519366410935905
osi_target_t06h,39109,Miami County,OH,2,1,0,0.00013394502828768405,-9.365797866704977e-05,4.0261553148232825e-05
osi_target_t06h,39111,Monroe County,OH,3,0,0,0.012462638231562101,0.0058242695015044005,0.007822585397273797
osi_target_t06h,39113,Montgomery County,OH,0,3,0,-3.871206098857074e-05,-2.8246410794357515e-05,-6.777660434582856e-05
osi_target_t06h,39115,Morgan County,OH,0,3,0,-0.00022255551518521322,-6.813454045112577e-05,-0.00014765088744839172
osi_target_t06h,39117,Morrow County,OH,3,0,0,0.01100634421454938,0.010527060711373298,0.007350274277049096
osi_target_t06h,39119,Muskingum County,OH,2,1,0,0.026208538020943625,-0.0007858885614067,0.027753000607806458
osi_target_t06h,39121,Noble County,OH,2,1,0,-0.0008129901185206772,0.0020442070122648932,0.003029121352746184
osi_target_t06h,39123,Ottawa County,OH,2,1,0,9.969576593026443e-06,-2.314671333917542e-05,2.406036335339545e-05
osi_target_t06h,39125,Paulding County,OH,3,0,0,0.007827068399668138,0.005922675181525332,0.004821264352307897
osi_target_t06h,39127,Perry County,OH,0,3,0,-0.004039875928141506,-0.001163211667590796,-0.004751007349406672
osi_target_t06h,39129,Pickaway County,OH,3,0,0,3.0712501645495935e-05,3.4285143946792584e-06,1.7441471295774296e-05
osi_target_t06h,39131,Pike County,OH,2,1,0,9.77840648279547e-05,-6.871364144392985e-05,9.480381837986048e-05
osi_target_t06h,39133,Portage County,OH,3,0,0,0.0005529042362236742,0.00038355493808455137,0.0012525970484040163
osi_target_t06h,39135,Preble County,OH,3,0,0,0.00013465408066327608,5.5988132814557834e-05,6.241254306017796e-06
osi_target_t06h,39137,Putnam County,OH,2,1,0,0.000686716114017558,0.0004344631483934325,-6.24348991411991e-05
osi_target_t06h,39139,Richland County,OH,2,1,0,-0.0005604364506037046,0.0017020565795918957,0.0034811556746773
osi_target_t06h,39141,Ross County,OH,3,0,0,7.428003355382056e-05,2.35213798763941e-05,0.0001888866737624411
osi_target_t06h,39143,Sandusky County,OH,0,3,0,-6.42925445490123e-07,-6.053808954204821e-05,-7.769444461913264e-06
osi_target_t06h,39145,Scioto County,OH,3,0,0,1.4710536781893863e-05,2.1575258385603084e-05,1.2806700292887128e-06
osi_target_t06h,39147,Seneca County,OH,2,1,0,-4.668233375881484e-05,4.476649728725999e-05,2.1488135346655712e-05
osi_target_t06h,39149,Shelby County,OH,3,0,0,0.008153412225637396,0.03110084259466079,0.0019374874657180925
osi_target_t06h,39151,Stark County,OH,2,1,0,-1.623617291040473e-05,0.0001701028748550032,0.0005117339581236238
osi_target_t06h,39153,Summit County,OH,3,0,0,0.00046661163455479046,0.00021772179524943004,0.00045255996764075523
osi_target_t06h,39155,Trumbull County,OH,1,2,0,-1.0501580720839905e-05,0.00025805764225999986,-2.9332150742144864e-05
osi_target_t06h,39157,Tuscarawas County,OH,3,0,0,0.010348155674235762,0.007097768761327762,0.01756667529928088
osi_target_t06h,39159,Union County,OH,3,0,0,0.0031792361942030688,0.0007393956178782693,0.0004691542991734464
osi_target_t06h,39161,Van Wert County,OH,2,1,0,0.0008920898830468748,-0.00021999821696246265,0.00031644820620999915
osi_target_t06h,39163,Vinton County,OH,0,3,0,-3.556028161736226e-05,-9.5779941766223e-06,-5.2077374170416205e-06
osi_target_t06h,39165,Warren County,OH,3,0,0,2.866310911256125e-05,2.8489222921492414e-05,1.065566751596e-05
osi_target_t06h,39167,Washington County,OH,2,1,0,-7.345154458781753e-05,1.7371876715668562e-05,9.892283774025172e-06
osi_target_t06h,39169,Wayne County,OH,3,0,0,0.002658801569691463,0.00031520534585885787,0.0011759478093977486
osi_target_t06h,39171,Williams County,OH,3,0,0,0.007616643786060501,0.0032614250273460526,0.001790253039944751
osi_target_t06h,39173,Wood County,OH,2,1,0,-0.00018337719850923962,0.0006282803999920206,0.00038214191498476234
osi_target_t06h,39175,Wyandot County,OH,1,2,0,9.059505544107074e-05,-6.357229433150114e-05,-3.760323075674096e-05
osi_target_t06h,42005,Armstrong County,PA,3,0,0,0.005160946737734526,0.008352426904990693,0.002232793544220832
osi_target_t06h,42007,Beaver County,PA,2,1,0,-0.0010671138717278372,0.0017417088370481476,0.00019979149997948528
osi_target_t06h,42009,Bedford County,PA,1,2,0,-0.0010172181047808718,-0.0018990597494936024,0.00035706573274665344
osi_target_t06h,42013,Blair County,PA,2,1,0,3.840105230244425e-05,-1.9494127535874006e-05,4.27185127036563e-05
osi_target_t06h,42015,Bradford County,PA,1,2,0,1.0739410488222467e-05,-5.548633068489742e-06,-1.822422712230735e-05
osi_target_t06h,42019,Butler County,PA,1,2,0,-0.00015216585688644017,0.002378958600691228,-1.411682834487251e-05
osi_target_t06h,42021,Cambria County,PA,2,1,0,0.00019447784271406192,0.0033715214004964716,-0.0002179570060926294
osi_target_t06h,42023,Cameron County,PA,0,3,0,-0.0015630958695287203,-0.004834482504905396,-0.00045787490558967317
osi_target_t06h,42025,Carbon County,PA,1,2,0,-4.590523048242083e-06,-2.499936391914216e-05,1.5288191405689387e-05
osi_target_t06h,42027,Centre County,PA,2,1,0,3.374529085798701e-05,3.969673840524394e-05,-9.554571888703762e-06
osi_target_t06h,42029,Chester County,PA,1,2,0,-0.00015115794321617082,-0.0003957224977459463,4.679038680782677e-05
osi_target_t06h,42031,Clarion County,PA,1,2,0,0.0006229030600918509,-0.001728762475797908,-0.0002395023239782192
osi_target_t06h,42033,Clearfield County,PA,1,2,0,-8.776438504687909e-05,0.0005173032289291129,-0.0004920272492569232
osi_target_t06h,42035,Clinton County,PA,2,1,0,0.0002909718980925965,0.000510486683241938,-0.00010777423191657334
osi_target_t06h,42039,Crawford County,PA,0,3,0,-9.107074078907457e-05,-0.00029476131821798077,-0.0002432298851920943
osi_target_t06h,42041,Cumberland County,PA,3,0,0,9.947119248807437e-05,8.219956313367308e-05,0.0001772570871003532
osi_target_t06h,42043,Dauphin County,PA,3,0,0,1.9270901378160585e-05,1.16933816899609e-05,9.078600626055656e-06
osi_target_t06h,42045,Delaware County,PA,0,3,0,-9.10764934785389e-05,-9.463109839717818e-05,-9.572980750565264e-05
osi_target_t06h,42047,Elk County,PA,1,2,0,4.0662277276531933e-07,-0.00033245360983423164,-0.0003907950011644047
osi_target_t06h,42049,Erie County,PA,1,2,0,0.00020710965558655772,-0.000458867142190884,-0.00025602325252869
osi_target_t06h,42051,Fayette County,PA,1,2,0,-4.1031728663550255e-05,-9.282264850043152e-05,0.00022652800790423395
osi_target_t06h,42053,Forest County,PA,2,1,0,-0.004122584322326817,0.02756887217495463,0.012048434941791863
osi_target_t06h,42055,Franklin County,PA,3,0,0,1.3471867728362451e-05,1.239708523663723e-05,7.028376757853012e-06
osi_target_t06h,42057,Fulton County,PA,3,0,0,6.806586509313598e-06,2.9838226313394153e-05,0.00020194694786963884
osi_target_t06h,42059,Greene County,PA,2,1,0,-0.00016677136162856696,0.00015478589347600602,5.106064557528628e-05
osi_target_t06h,42061,Huntingdon County,PA,0,3,0,-0.00022548485357422874,-0.0001502106940224694,-0.00033537200948044335
osi_target_t06h,42063,Indiana County,PA,3,0,0,0.0008185274016343658,0.0013013607575910538,0.0024298844391229786
osi_target_t06h,42065,Jefferson County,PA,3,0,0,0.001568431951433579,0.001967970327342243,0.0027558317167102574
osi_target_t06h,42067,Juniata County,PA,2,1,0,1.3802101972139108e-05,-6.672936338094986e-05,4.7705979770213194e-05
osi_target_t06h,42069,Lackawanna County,PA,3,0,0,1.1931649132904836e-05,7.596983993771417e-05,1.0019374352859042e-06
osi_target_t06h,42075,Lebanon County,PA,0,3,0,-1.4056141987838291e-05,-5.408757832646872e-05,-0.00011076293476492815
osi_target_t06h,42077,Lehigh County,PA,2,1,0,7.278195987665912e-05,-1.2892923487214242e-06,0.00013427257077466056
osi_target_t06h,42079,Luzerne County,PA,2,1,0,7.719022704999093e-06,2.7871153169278996e-05,-5.78655202276512e-06
osi_target_t06h,42081,Lycoming County,PA,3,0,0,0.0002692444331990378,0.0003508274531415236,0.00015771057539990213
osi_target_t06h,42083,McKean County,PA,2,1,0,1.2181137979533612e-05,1.0812484500090239e-05,-0.00010106746665608035
osi_target_t06h,42085,Mercer County,PA,2,1,0,0.0002046837841363112,-0.0002021323060880497,6.931690865242526e-05
osi_target_t06h,42089,Monroe County,PA,1,2,0,-9.922162435616923e-07,5.641367259579108e-05,-4.247933596158255e-05
osi_target_t06h,42091,Montgomery County,PA,1,2,0,0.00012458422999930678,-1.4217924483195471e-05,-1.2724329934263486e-06
osi_target_t06h,42095,Northampton County,PA,1,2,0,0.00010667549738528452,-2.2577364925731747e-06,-2.188643984728754e-05
osi_target_t06h,42097,Northumberland County,PA,2,1,0,-2.1633843452787717e-05,8.973932165067433e-05,3.5974047467603014e-05
osi_target_t06h,42101,Philadelphia County,PA,1,2,0,-0.00013027720024504433,1.570680994771338e-05,-1.6404564948359172e-05
osi_target_t06h,42103,Pike County,PA,2,1,0,3.418523799694675e-05,1.4454174726674651e-05,-4.937513894604168e-06
osi_target_t06h,42109,Snyder County,PA,2,1,0,8.865352479544251e-05,-6.426377531692801e-05,3.449378831748683e-05
osi_target_t06h,42113,Sullivan County,PA,1,2,0,-0.0008941945055747648,0.0001615202227982799,-1.2196812336015637e-05
osi_target_t06h,42115,Susquehanna County,PA,0,3,0,-8.041836237189818e-05,-4.7540765333596406e-05,-6.09214560852488e-06
osi_target_t06h,42119,Union County,PA,2,1,0,1.7161483287731144e-05,2.720715474185595e-05,-8.105141805509505e-05
osi_target_t06h,42121,Venango County,PA,3,0,0,0.0006038992476098681,0.0015787502739978143,0.0012346347417853017
osi_target_t06h,42125,Washington County,PA,3,0,0,0.0005380186103112368,0.004068213833666359,0.0021287116480906768
osi_target_t06h,42127,Wayne County,PA,3,0,0,5.048658999640783e-06,4.214139299927059e-06,8.622665346292224e-05
osi_target_t06h,42129,Westmoreland County,PA,3,0,0,0.0011067695923932565,0.0012217962929295212,0.0012652217198857354
osi_target_t06h,42131,Wyoming County,PA,0,3,0,-0.0005063559889505256,-0.0006273315369760141,-0.00013095298233356534
osi_target_t06h,42133,York County,PA,0,3,0,-5.383228550140135e-05,-7.813956584504776e-05,-8.807614326960666e-05
osi_target_t06h,54007,Braxton County,WV,0,3,0,-0.001111329302416822,-0.001245459337441357,-0.0010016658272637563
osi_target_t06h,54009,Brooke County,WV,3,0,0,0.00912368742936736,0.01103710584018222,0.0015857648498824248
osi_target_t06h,54013,Calhoun County,WV,0,3,0,-0.003834868478088227,-0.009683177366742068,-0.001230544927442151
osi_target_t06h,54015,Clay County,WV,2,1,0,0.007814302025596076,-0.00663138059671714,0.0032223420660887347
osi_target_t06h,54019,Fayette County,WV,2,1,0,0.00010500508910230542,5.511525129713209e-05,-2.219017062728059e-05
osi_target_t06h,54023,Grant County,WV,2,1,0,8.70961993285516e-06,-1.5219939921743238e-05,2.8278743444687773e-05
osi_target_t06h,54025,Greenbrier County,WV,2,1,0,5.086308977810623e-05,-4.966892583087648e-06,2.328423471104356e-05
osi_target_t06h,54027,Hampshire County,WV,1,2,0,2.2844966350946637e-05,-7.208992161037168e-05,-2.3812704814351368e-05
osi_target_t06h,54029,Hancock County,WV,1,2,0,-0.005047379638870558,-0.006928328807179685,5.710425229719929e-05
osi_target_t06h,54031,Hardy County,WV,1,2,0,-7.237466709823423e-05,6.82122899878109e-05,-0.00011742248371194713
osi_target_t06h,54033,Harrison County,WV,1,2,0,6.0442402834086145e-05,-4.335973630519019e-05,-5.57691817736467e-05
osi_target_t06h,54035,Jackson County,WV,2,1,0,2.8886371210839513e-05,1.3454365839244298e-06,-1.0786186363140673e-05
osi_target_t06h,54037,Jefferson County,WV,2,1,0,9.822524545691864e-06,1.3977557369817054e-05,-1.3572914825636575e-05
osi_target_t06h,54039,Kanawha County,WV,2,1,0,1.6821216252093252e-05,-2.120774065194459e-05,4.258473723368005e-05
osi_target_t06h,54041,Lewis County,WV,2,1,0,-0.00010488267241118288,4.603874752657708e-05,3.521896988534917e-06
osi_target_t06h,54043,Lincoln County,WV,2,1,0,2.5997964482221345e-05,0.00031743859696110877,-0.0007173068659275111
osi_target_t06h,54045,Logan County,WV,2,1,0,0.0002875130648700031,-4.643420620535632e-05,0.000514806782029793
osi_target_t06h,54047,McDowell County,WV,1,2,0,-1.723168320543443e-05,0.0002962477357790153,-0.0002697889032076224
osi_target_t06h,54053,Mason County,WV,3,0,0,1.326636014162795e-05,9.407132824512643e-05,9.16409733100153e-05
osi_target_t06h,54055,Mercer County,WV,2,1,0,1.1669538204929367e-05,-1.843541168094489e-05,1.923714030466054e-05
osi_target_t06h,54057,Mineral County,WV,2,1,0,6.767335257420472e-05,2.4061168479055386e-05,-1.3459507022218543e-05
osi_target_t06h,54059,Mingo County,WV,3,0,0,0.0012188705754134325,0.0008876894037153672,0.002092375229407459
osi_target_t06h,54063,Monroe County,WV,1,2,0,-4.402357865720323e-06,5.4052537177069716e-05,-5.3731187011875066e-05
osi_target_t06h,54067,Nicholas County,WV,3,0,0,1.4026264207391958e-05,4.626537799828131e-05,5.767194639109529e-05
osi_target_t06h,54069,Ohio County,WV,1,2,0,-0.0006771869898651497,-0.000431639930812671,0.00041923839767888
