split_seed,horizon,kind,supported_rows,all_valid_rows,supported_counties,raw_label_rmse,clipped_label_rmse,raw_P_contribution_rmse,clipped_P_contribution_rmse,clip_low_rows,clip_high_rows
20260918,osi_target_t06h,a,25668,32982,186,0.3287582002766788,0.32875614711460854,0.009168881477039321,0.009168855972990992,381,0
20260918,osi_target_t06h,b,32982,32982,239,0.012656152927301673,0.012638298938956018,0.012049875880504267,0.012032780175333399,12197,0
