split_seed,case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,B0,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,B0,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,full,34177,0.01711521334701272,0.0051734042341867025,10.011486652508658,0.00019120946417497205,0.01711521334701272,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,full,32982,0.01597101889395984,0.005258476536247554,8.41283234686913,0.0002485134619621766,0.01597101889395984,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,common_120_215,22944,0.011022733936049673,0.0034839643480615605,2.7877112216218487,0.0004342033555886302,0.011022733936049673,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,full,32982,0.015158442817872252,0.004924125647154419,7.578550814873266,0.00023118907135339766,0.015158442817872252,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,full,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,common_120_215,22944,0.011354804543482852,0.003492956948098843,2.9582063142477137,0.00028410163288901234,0.011354804543482852,0.0,0.0,0.0
20260918,B0,osi_target_t24h,aligned,full,28680,0.012578776099439262,0.004235588160633077,4.537910442023764,0.0003066978925431472,0.012578776099439262,0.0,0.0,0.0
