cv_seed,pair,candidate,reference,horizon,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
42,I3_minus_I1,I3,I1,1,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,110.29911686660273,-0.0001234873431378002,0.010840689291401098,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,102.25986276797818,-0.00010769119066969052,0.009909062742500467,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,24,28680,0.008414292685097682,0.0026834502114672387,2.0305532174792056,76.9613520648804,-0.0002167538921394124,0.008434736596420678,-2.044391132299643e-05,-0.24237759044748453,0.009879114535425337
42,I3_minus_I1,I3,I1,48,22944,0.007661528701953814,0.0021067935790155074,1.3467903619349797,48.3382718769318,-0.00033646039506835933,0.007661528701953814,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,110.29911686660273,-0.0001234873431378002,0.010840689291401098,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,102.25986276797818,-0.00010769119066969052,0.009909062742500467,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,24,28680,0.008414292685097682,0.0026834502114672387,2.0305532174792056,76.9613520648804,-0.0002167538921394124,0.008445482059497094,-3.118937439941169e-05,-0.36930247651569825,0.015081258312592993
42,I3_minus_I2,I3,I2,48,22944,0.007661528701953814,0.0021067935790155074,1.3467903619349797,48.3382718769318,-0.00033646039506835933,0.007661528701953814,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,110.29911686660273,-0.0001234873431378002,0.010840689291401098,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,102.25986276797818,-0.00010769119066969052,0.009909062742500467,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,24,28680,0.008445482059497094,0.0026563183812745817,2.0456344757917986,76.183211174955,-0.00024572936787352275,0.008434736596420678,1.074546307641526e-05,0.1273953602887179,-0.005202143777167656
42,I2_minus_I1,I2,I1,48,22944,0.007661528701953814,0.0021067935790155074,1.3467903619349797,48.3382718769318,-0.00033646039506835933,0.007661528701953814,0.0,0.0,0.0
42,I1_minus_B0,I1,B0,1,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,110.29911686660273,-0.0001234873431378002,0.010840689291401098,0.0,0.0,0.0
42,I1_minus_B0,I1,B0,6,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,102.25986276797818,-0.00010769119066969052,0.009909062742500467,0.0,0.0,0.0
42,I1_minus_B0,I1,B0,24,28680,0.008434736596420678,0.002779739911447673,2.040432332014631,79.72294066031925,-9.257391647402344e-05,0.008434736596420678,0.0,0.0,0.0
42,I1_minus_B0,I1,B0,48,22944,0.007661528701953814,0.0021067935790155074,1.3467903619349797,48.3382718769318,-0.00033646039506835933,0.007691202257793633,-2.967355583981951e-05,-0.38581166955726776,0.010452600820151314
42,I3_minus_B0,I3,B0,1,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,110.29911686660273,-0.0001234873431378002,0.010840689291401098,0.0,0.0,0.0
42,I3_minus_B0,I3,B0,6,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,102.25986276797818,-0.00010769119066969052,0.009909062742500467,0.0,0.0,0.0
42,I3_minus_B0,I3,B0,24,28680,0.008414292685097682,0.0026834502114672387,2.0305532174792056,76.9613520648804,-0.0002167538921394124,0.008434736596420678,-2.044391132299643e-05,-0.24237759044748453,0.009879114535425337
42,I3_minus_B0,I3,B0,48,22944,0.007661528701953814,0.0021067935790155074,1.3467903619349797,48.3382718769318,-0.00033646039506835933,0.007691202257793633,-2.967355583981951e-05,-0.38581166955726776,0.010452600820151314
