cv_seed,pair,candidate,reference,horizon,original_gate,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,baseline_underprediction_sse,candidate_underprediction_sse,baseline_underprediction_rows,candidate_underprediction_rows
42,I3_minus_I1,I3,I1,24,False,28055,0.006592662074440219,0.0021943308658924593,1.2193598860048742,61.56195244261294,-0.00014361050198187858,0.006609482748050608,-1.6820673610389546e-05,-0.25449304055374933,0.006230144925750025,1.013272612017142,1.0232083917806059,8471,9135
42,I3_minus_I1,I3,I1,24,True,625,0.03602650871731716,0.024639039395627945,0.8111933314743309,15.399399622267467,-0.0035000143895307927,0.03610744634745596,-8.093763013879846e-05,-0.22415772458663774,0.0036489696096759783,0.635671661622829,0.6224196596966601,295,289
42,I3_minus_I2,I3,I2,24,False,28055,0.006592662074440219,0.0021943308658924593,1.2193598860048742,61.56195244261294,-0.00014361050198187858,0.006633663211732898,-4.100113729267954e-05,-0.6180768601601772,0.015214068801050473,1.0343266127807653,1.0232083917806059,9161,9135
42,I3_minus_I2,I3,I2,24,True,625,0.03602650871731716,0.024639039395627945,0.8111933314743309,15.399399622267467,-0.0035000143895307927,0.0360235594240408,2.949293276363618e-06,0.008187123436775856,-0.00013281048845681376,0.6113837789078259,0.6224196596966601,279,289
42,I2_minus_I1,I2,I1,24,False,28055,0.006633663211732898,0.0021633998830963585,1.2345739548059247,60.694183720268335,-0.00018729794299303224,0.006609482748050608,2.4180463682289995e-05,0.3658450230378696,-0.008983923875300448,1.013272612017142,1.0343266127807653,8471,9161
42,I2_minus_I1,I2,I1,24,True,625,0.0360235594240408,0.02478244392749868,0.8110605209858741,15.489027454686674,-0.0028685991679089804,0.03610744634745596,-8.388692341516207e-05,-0.23232582722115813,0.003781780098132792,0.635671661622829,0.6113837789078259,295,279
42,I1_minus_B0,I1,B0,24,False,28055,0.006609482748050608,0.0022914918643909175,1.2255900309306242,64.28780425548719,-2.5976267155450974e-06,0.006609482748050608,0.0,0.0,0.0,1.013272612017142,1.013272612017142,8471,8471
42,I1_minus_B0,I1,B0,24,True,625,0.03610744634745596,0.024696218247731314,0.8148423010840069,15.435136404832072,-0.0041314296111526,0.03610744634745596,0.0,0.0,0.0,0.635671661622829,0.635671661622829,295,295
42,I3_minus_B0,I3,B0,24,False,28055,0.006592662074440219,0.0021943308658924593,1.2193598860048742,61.56195244261294,-0.00014361050198187858,0.006609482748050608,-1.6820673610389546e-05,-0.25449304055374933,0.006230144925750025,1.013272612017142,1.0232083917806059,8471,9135
42,I3_minus_B0,I3,B0,24,True,625,0.03602650871731716,0.024639039395627945,0.8111933314743309,15.399399622267467,-0.0035000143895307927,0.03610744634745596,-8.093763013879846e-05,-0.22415772458663774,0.0036489696096759783,0.635671661622829,0.6224196596966601,295,289
