model,horizon,fipsCode,rmse,mae,n,r2,prediction_mean,prediction_max,prediction_zero_pct,sse_contribution_pct
V18_C0,osi_target_t01h,18067,0.0017041766154121023,0.0005488336755966541,143,0.1310960288590446,0.0004381198857613454,0.00439831968898155,79.02097902097903,0.008467645740833545
V18_C0,osi_target_t01h,18069,0.001269723210098765,0.0007200791473329222,143,0.00512777661184638,0.0007235995190512301,0.006524249222550653,74.12587412587412,0.004700581573112015
V18_C0,osi_target_t01h,18071,0.0034851221729675116,0.001353056659294996,143,-4.662476217859028,0.0018726370788754154,0.023560436615591825,71.32867132867133,0.03541355218636533
V18_C0,osi_target_t01h,18073,0.003635707140377221,0.002038366486228988,143,-17.369422263989524,0.00219704306663013,0.01623131060127367,33.56643356643357,0.03853996032116869
V18_C0,osi_target_t01h,18077,0.004759174613840734,0.0014198757725685158,143,0.5329299241195347,0.0014585072266972976,0.016737936073777993,79.72027972027972,0.06603843240410046
V18_C0,osi_target_t01h,18083,0.004223390563541414,0.0021038783512477045,143,-6.586405773245967,0.0025738084211777744,0.023339624193487313,69.93006993006993,0.0520063012567905
V18_C0,osi_target_t01h,18085,0.004297783011313779,0.0029836833804121753,143,-7.109467346838356,0.0035871798839086783,0.015253808730030889,38.46153846153847,0.053854555609224176
V18_C0,osi_target_t01h,18087,0.0017611550088801448,0.0014927366610230247,143,-1.9788899104676712,0.0024011471114394807,0.00844549102358222,0.0,0.00904333546666653
V18_C0,osi_target_t01h,18089,0.0030094493063210466,0.0022779891921474453,143,0.30049226679780805,0.0027858887613032486,0.009764385273235624,26.573426573426573,0.026406299281012357
V18_C0,osi_target_t01h,18091,0.0014889799086855726,0.0008299161583119073,143,-0.26027092619811354,0.0007389695555775828,0.004120046980679661,63.63636363636363,0.006464145932129392
V18_C0,osi_target_t01h,18093,0.007546338254182877,0.002521426375814077,143,0.45201244437978894,0.001814013420587729,0.02464037049199472,76.22377622377621,0.16603743392801562
V18_C0,osi_target_t01h,18095,0.0015770139348132122,0.0007967035228389087,143,0.45787450224021575,0.0010406923421687189,0.00769906756487306,68.53146853146853,0.007251110754424573
V18_C0,osi_target_t01h,18097,0.0008584785909770062,0.00038724730500200766,143,-0.31938446786863706,0.000440151708945442,0.0049321568016154295,84.61538461538461,0.0021487822855367424
V18_C0,osi_target_t01h,18099,0.008672909218560282,0.0030574434330287318,143,-0.02891909108867785,0.0015929425767979763,0.011393645351671216,42.65734265734265,0.21931234470088534
V18_C0,osi_target_t01h,18101,0.003140273571809792,0.0016660407966941145,143,0.769620525187308,0.00286721570684295,0.022286150129974053,46.15384615384615,0.028752025530760283
V18_C0,osi_target_t01h,18103,0.004699984341746007,0.002642364442618281,143,-10.732343390529989,0.0029741113694701886,0.01785097499348806,45.45454545454545,0.06440599575286614
V18_C0,osi_target_t01h,18105,0.0018942488794730281,0.0006478286631250927,143,0.7895590392689273,0.0012827870144839029,0.01849471631473557,78.32167832167832,0.010461827502109432
V18_C0,osi_target_t01h,18107,0.0017475064472752602,0.0008289078470370578,143,0.111102726914722,0.0012234394056519042,0.016147265210295577,70.62937062937063,0.00890371090352808
V18_C0,osi_target_t01h,18109,0.0015137088517434584,0.0005835028322418473,143,0.1613271900232751,0.0010862964694542988,0.014439698433259077,81.11888111888112,0.0066806416694710205
V18_C0,osi_target_t01h,18111,0.004623272091272516,0.0028845481004651547,143,-1.2990955430592295,0.004382455999502939,0.019930399318700855,44.05594405594406,0.06232070878024422
V18_C0,osi_target_t01h,18113,0.001314396774598584,0.0007941715255970455,143,-0.7723244420227922,0.0006423080974609043,0.00497517277056482,71.32867132867133,0.005037168123331927
V18_C0,osi_target_t01h,18117,0.013155436136030773,0.0037604602102881495,143,0.22197303117948086,0.0014636052952063188,0.02183644962217314,79.02097902097903,0.5045962029687991
V18_C0,osi_target_t01h,18121,0.024519512836742047,0.009032828176647679,143,0.1100697888178549,0.003349053342831615,0.019160562466488295,40.55944055944056,1.7529000415720735
V18_C0,osi_target_t01h,18123,0.005892694882225367,0.002188491562114574,143,-76.45307115464674,0.0023360440096670213,0.036674400199512916,74.12587412587412,0.10124215612472687
V18_C0,osi_target_t01h,18125,0.0028636786043318174,0.0010807130525973584,143,0.06410972218601141,0.0016474539734304481,0.022205054675287047,73.42657342657343,0.023910134900882236
V18_C0,osi_target_t01h,18127,0.00306961810846333,0.0023295878523567483,143,0.19674387554258999,0.0035062016956883733,0.01674791873062357,32.16783216783217,0.027472752481795735
V18_C0,osi_target_t01h,18129,0.0013710509269791058,0.0006066698132227822,143,0.345282645111757,0.0008595217061927032,0.011560438239383072,79.02097902097903,0.005480758302212761
V18_C0,osi_target_t01h,18131,0.017508400068344768,0.004367607464455873,143,0.06806668060085441,0.0010801284675607122,0.0062982389926711764,62.93706293706294,0.8937712907429609
V18_C0,osi_target_t01h,18133,0.001102424579969251,0.0004839070840578451,143,0.8835101533359812,0.0011194912906663096,0.014055532829355519,75.52447552447552,0.003543490335267234
V18_C0,osi_target_t01h,18135,0.004770466756872505,0.002933608741581852,143,-0.2297754635343885,0.003955887481191969,0.020743179831865383,49.65034965034965,0.06635218433305708
V18_C0,osi_target_t01h,18137,0.0035888952639376547,0.001388586872597668,143,0.5664273550407555,0.0014137449550504768,0.013524635015836372,70.62937062937063,0.03755390001128735
V18_C0,osi_target_t01h,18139,0.002880809528355448,0.0009576634597872669,143,0.4189952032360539,0.0012156052634207304,0.011482795877790494,74.82517482517483,0.024197058059058335
V18_C0,osi_target_t01h,18141,0.0016553799361573361,0.001140433303631267,143,0.41001589186885934,0.0015358464595357072,0.008436558479915033,46.85314685314685,0.00798967016947248
V18_C0,osi_target_t01h,18143,0.003920329211382474,0.0017100326679829146,143,0.5077258600163104,0.001185264892041434,0.018204105801789237,83.21678321678321,0.0448103725043965
V18_C0,osi_target_t01h,18145,0.0015503392688525858,0.000577049208157359,143,0.3580949687038526,0.000673053070879875,0.009043382464669781,79.02097902097903,0.00700788508923734
V18_C0,osi_target_t01h,18147,0.002130907240419437,0.0008779773445706848,143,-4.138959786173668,0.0010646906312839714,0.01274646050928064,74.82517482517483,0.01323922512120597
V18_C0,osi_target_t01h,18149,0.006528498849206204,0.004390376855848742,143,-13.163615687105159,0.005096788843356629,0.019900801753149115,41.25874125874126,0.12426823805830127
V18_C0,osi_target_t01h,18151,0.011491827028496816,0.008650460974139643,143,-0.8773142741098303,0.0013757618742965881,0.0067270922626366655,51.74825174825175,0.3850451327198385
V18_C0,osi_target_t01h,18153,0.0022985489495857252,0.0008486640819842662,143,-0.02682296356350311,0.0010072522988901842,0.012650838300529073,77.62237762237763,0.015404265335447755
V18_C0,osi_target_t01h,18155,0.003741536668293129,0.0014718566376265166,143,-32.78513464780433,0.0016392911727752526,0.022673400392804275,73.42657342657343,0.04081628639168158
V18_C0,osi_target_t01h,18157,0.0012408759994413968,0.00044018645862101347,143,-16.135313031141127,0.0004748910434141103,0.010556096297968706,81.11888111888112,0.004489420096306078
V18_C0,osi_target_t01h,18159,0.004086477372243293,0.0011961420315239899,143,-0.23914124004957515,0.0007903487967621891,0.007368987792472,77.62237762237763,0.04868909181938045
V18_C0,osi_target_t01h,18161,0.0020864707030173704,0.0010404156136327393,143,-0.7756733939895817,0.0011940249643678607,0.008734801662779913,69.23076923076923,0.012692818177539441
V18_C0,osi_target_t01h,18163,0.0006734021269676366,0.00028881365238306366,143,0.4589541834419055,0.0004939474222836388,0.005017422073504253,81.81818181818183,0.00132215522162261
V18_C0,osi_target_t01h,18165,0.013693506041272726,0.003150347313525859,143,0.06095656362241286,0.0009732783806729422,0.014818343249017527,83.91608391608392,0.5467172694500632
V18_C0,osi_target_t01h,18167,0.0017022425446802465,0.0006603192677773945,143,0.5164747616499394,0.0005888433137569571,0.007288386469032858,83.91608391608392,0.008448436777982586
V18_C0,osi_target_t01h,18169,0.0015287175483972811,0.0005276515281177167,143,-0.37021573267055685,0.0005163837848477493,0.00610318302164485,82.51748251748252,0.006813777986209332
V18_C0,osi_target_t01h,18171,0.0039333570760452475,0.0015517618884788944,143,-1.0829906075911873,0.0013431363002978807,0.018657444512520445,75.52447552447552,0.04510869105809373
V18_C0,osi_target_t01h,18173,0.0018002736639565647,0.0006558838755695173,143,0.3972176410994023,0.0007155054700291261,0.009416138603872703,79.72027972027972,0.00944953707893499
V18_C0,osi_target_t01h,18175,0.004694983492459906,0.0013602102849364988,143,0.5369183494872377,0.0013634097714255453,0.017457035724566836,78.32167832167832,0.06426901090220873
V18_C0,osi_target_t01h,18177,0.0015734646957832174,0.0008901791945584417,143,-7.36165061363182,0.001012556816936064,0.0066162021867599,63.63636363636363,0.007218508677800379
V18_C0,osi_target_t01h,18179,0.00482289710334024,0.001485347843413082,143,0.1838840280849262,0.0011930926485416561,0.007769422553202638,69.93006993006993,0.06781870139942639
V18_C0,osi_target_t01h,18181,0.0026410320662940395,0.00115269460262739,143,-6.310648802699353,0.001059902562893184,0.013674721016232834,67.83216783216784,0.020336716077316557
V18_C0,osi_target_t01h,18183,0.0025612369113556833,0.0008939997030643276,143,0.2741336897320992,0.0008009769438312267,0.007411231431386888,67.13286713286713,0.019126388852185063
V18_C0,osi_target_t01h,39017,0.0010064116944084964,0.0004063989271799459,143,0.3421524766795846,0.0006100937562183932,0.0060380933059584994,80.41958041958041,0.002953145371815122
V18_C0,osi_target_t01h,39023,0.0036611679201525235,0.0021659382697899452,143,0.9146370057124326,0.008113472623994922,0.0556374575018816,48.95104895104895,0.03908163943159498
V18_C0,osi_target_t01h,39025,0.0018626608789932486,0.0006539766237870949,143,0.3892896512018801,0.000537986921492605,0.006822424705856052,81.11888111888112,0.010115819314029028
V18_C0,osi_target_t01h,39027,0.001134993533147622,0.0005849904047741918,143,0.4442416393551971,0.00058353573055222,0.004307240634576206,72.72727272727273,0.003755953881668975
V18_C0,osi_target_t01h,39029,0.010287015074156143,0.0061023361369206145,143,0.771391480406561,0.01750404032558684,0.11347592264996378,43.35664335664335,0.3085405358192023
V18_C0,osi_target_t01h,39031,0.011186948236427368,0.006756062682942365,143,0.9803660662745157,0.0569753094395011,0.294342243199764,7.6923076923076925,0.3648856079798376
V18_C0,osi_target_t01h,39033,0.005589089719814466,0.0026501320483225837,143,0.8943987688286629,0.007763363822130511,0.0572145119902025,38.46153846153847,0.09107845175998798
V18_C0,osi_target_t01h,39035,0.005766101147067779,0.004148276790797399,143,0.8923205145235519,0.009970515753466374,0.06408874492682357,14.685314685314685,0.09693887820385871
V18_C0,osi_target_t01h,39037,0.0015965303145906037,0.0008661608630237768,143,0.22292254770803455,0.0014240543456644874,0.008067807001150736,58.74125874125874,0.007431693934096424
V18_C0,osi_target_t01h,39039,0.009625150940934182,0.0052663578771324345,143,0.26522224249852056,0.0022757585845950183,0.01820655468311699,55.24475524475524,0.2701149206951103
V18_C0,osi_target_t01h,39045,0.004637192749330086,0.002807427269881026,143,0.8013138920957893,0.006510781956350344,0.04798819763033321,46.15384615384615,0.06269656871137672
V18_C0,osi_target_t01h,39049,0.006435021286582848,0.0037656696209301794,143,0.8847066547278393,0.008951150232841022,0.05795626413350636,18.88111888111888,0.12073507400370344
V18_C0,osi_target_t01h,39051,0.003951788106489555,0.0020158219846683617,143,0.7217202263092405,0.0025466508412580456,0.01962749516256437,51.048951048951054,0.04553242454556001
V18_C0,osi_target_t01h,39053,0.0026339586121931283,0.0009636114439801456,143,0.10425698077681111,0.0005517113711633164,0.0033826844035187943,71.32867132867133,0.020227926644325565
V18_C0,osi_target_t01h,39055,0.01344653017173393,0.005999189724684217,143,0.8890993375903369,0.024493476192423744,0.16791034872063879,14.685314685314685,0.5271739458630802
V18_C0,osi_target_t01h,39059,0.015216403182935939,0.00916383688275358,143,0.9666474476112062,0.05244572565292752,0.25246718501723364,0.0,0.6750834964733611
V18_C0,osi_target_t01h,39061,0.001110055267996575,0.0005383723449761498,143,-8.473183936066798,0.0006327779393817442,0.006022793660565471,75.52447552447552,0.0035927142895649106
V18_C0,osi_target_t01h,39063,0.00246242720785593,0.0014697538871842645,143,-0.8596893858851791,0.0022921315095618872,0.0132002141806938,55.24475524475524,0.017679105162119978
V18_C0,osi_target_t01h,39065,0.0026842901750438204,0.001431284052261146,143,0.6676700706606785,0.001966310050333221,0.01416789275899465,53.14685314685315,0.021008372075583894
V18_C0,osi_target_t01h,39069,0.0021067137807548515,0.0007414508491831272,143,0.7444950414336374,0.0026980623920081935,0.013546888429959138,55.24475524475524,0.012940306088556683
V18_C0,osi_target_t01h,39073,0.005189273669066346,0.003643496898732548,143,0.7521796087710926,0.00878110914657065,0.053898308933812394,34.96503496503497,0.0785139137770549
V18_C0,osi_target_t01h,39075,0.014314945373962929,0.00744703992522346,143,0.9753131672054325,0.05531509156953944,0.28026598927927676,25.174825174825177,0.5974655476348698
V18_C0,osi_target_t01h,39077,0.005359276190371303,0.0030774720212106877,143,0.8396163097679914,0.009464476871942042,0.05582185855966222,41.25874125874126,0.08374246779660122
V18_C0,osi_target_t01h,39081,0.012015275251432941,0.006769119218517968,143,0.8972891902200252,0.023881725505371997,0.1556506770662481,35.66433566433567,0.4209213217501713
V18_C0,osi_target_t01h,39085,0.0025276909929941075,0.0012983222724476178,143,0.5771766417645173,0.0024436062404751017,0.010767838439754812,39.86013986013986,0.018628652385105672
V18_C0,osi_target_t01h,39087,0.003605108518523011,0.0012411266183480502,143,-0.0015269263913191278,0.0008698671560141651,0.005330211397969809,64.33566433566433,0.03789397472484846
V18_C0,osi_target_t01h,39089,0.024990568528389597,0.011294526088275487,143,0.7552699129324271,0.018077983328676946,0.11656731670670265,38.46153846153847,1.8208985478415385
V18_C0,osi_target_t01h,39091,0.014799409599105478,0.010355379523318872,143,0.4324835030541262,0.01751233022827014,0.09167197540401546,10.48951048951049,0.6385902115876847
V18_C0,osi_target_t01h,39093,0.003510329306874628,0.0018507304175067302,143,0.806060664264117,0.005349630201717667,0.05117744166424328,53.84615384615385,0.03592768188801289
V18_C0,osi_target_t01h,39095,0.0024885297847173286,0.0016224423129237932,143,0.6080584912151953,0.0013773761369772362,0.011779526626431027,63.63636363636363,0.018055900928041102
V18_C0,osi_target_t01h,39097,0.010015493793858835,0.0036591442455177164,143,0.6041485547358956,0.010684164188228134,0.09727788748851642,46.85314685314685,0.29246790169493037
V18_C0,osi_target_t01h,39099,0.0024460975613302925,0.0015206343424129124,143,0.2284669047028831,0.00208986291040144,0.008484567346389115,43.35664335664335,0.017445403797772253
V18_C0,osi_target_t01h,39101,0.007186228253227525,0.005408639195702399,143,0.6813904538652712,0.00645749461378567,0.057102759574870654,30.76923076923077,0.1505689742353241
V18_C0,osi_target_t01h,39103,0.005418544754014866,0.0035186049846906613,143,0.7470106083158758,0.008616094836259242,0.05959413891823466,33.56643356643357,0.08560493589901652
V18_C0,osi_target_t01h,39105,0.004071166441283252,0.0022941379139664914,143,0.023500683278725787,0.0017308989942977097,0.007588601145416395,31.46853146853147,0.04832492546882111
V18_C0,osi_target_t01h,39107,0.024967713577934918,0.013134199277325457,143,-1.290192856550327,0.019262621432093893,0.15113811734108062,44.75524475524475,1.8175694906425854
V18_C0,osi_target_t01h,39109,0.0020039581266364987,0.0011496132357008688,143,0.7251879666443481,0.002741650105453987,0.019412873752293152,52.44755244755245,0.011708756169091023
V18_C0,osi_target_t01h,39111,0.026061802162961313,0.013649207863866102,143,-1.9985617621940737,0.01898608774663595,0.14274720851533942,38.46153846153847,1.980351876993743
V18_C0,osi_target_t01h,39113,0.001326159110130021,0.0007354011958569848,143,0.755879680173076,0.0015596196574692662,0.007658364345659656,54.54545454545454,0.005127725202048801
V18_C0,osi_target_t01h,39115,0.03176502592024905,0.007107272225416594,143,-0.01749223923738863,0.0070825309444206746,0.05072885381328064,38.46153846153847,2.9419270877599675
V18_C0,osi_target_t01h,39117,0.051440307756810195,0.020946084267770403,143,0.7904221485901302,0.05312731064015342,0.2402775819550439,0.0,7.715082835490102
V18_C0,osi_target_t01h,39119,0.026695014834578527,0.01829609796732273,143,0.7171316411320543,0.04455274132396608,0.21395060666507099,22.377622377622377,2.0777524830757037
V18_C0,osi_target_t01h,39121,0.00945504387170864,0.005817538549683746,143,0.8853360592518587,0.014969458855029233,0.1323425632443102,27.972027972027973,0.2606517070774697
V18_C0,osi_target_t01h,39123,0.0015543951542955994,0.0006752704601540877,143,0.380525534241657,0.0011933148067467996,0.010206589954914136,60.13986013986013,0.007044600096105931
V18_C0,osi_target_t01h,39125,0.023496448795030014,0.013299966195123934,143,0.628928725009392,0.019914497319246813,0.1476096011804478,0.6993006993006993,1.6096740200296498
V18_C0,osi_target_t01h,39127,0.011894419926924206,0.00714108797516983,143,0.9151505112232634,0.022374513325669924,0.15589175856779852,34.96503496503497,0.41249625587773897
V18_C0,osi_target_t01h,39129,0.0012174537788716628,0.0006373983149541409,143,0.6128654058746272,0.0006784691820369504,0.005092427194546685,72.02797202797203,0.004321539043031159
V18_C0,osi_target_t01h,39131,0.005631022479190803,0.0023285340149875916,143,0.02800375210624928,0.0011827309404644256,0.007245248427674111,56.64335664335665,0.09245023066079835
V18_C0,osi_target_t01h,39133,0.005841493147375385,0.0034682102131693288,143,0.8421355791456834,0.008051177260974903,0.05667427475818695,37.06293706293706,0.09949040987536074
V18_C0,osi_target_t01h,39135,0.005423989622595919,0.0027000715623662834,143,0.05584098405968074,0.0009499880613291641,0.005522705582340888,66.43356643356644,0.08577706396403822
V18_C0,osi_target_t01h,39137,0.012828503035642636,0.005823023539342205,143,0.8254795485418258,0.009680964119274818,0.08388787996891783,47.55244755244755,0.4798278367269212
V18_C0,osi_target_t01h,39139,0.011155333008040879,0.008204504383311205,143,0.8560968353293147,0.015506280837477047,0.09967411485416479,51.048951048951054,0.362826129231677
V18_C0,osi_target_t01h,39141,0.002479205792494898,0.0014881018976511846,143,-7.901133409874447,0.0018476184269811916,0.009685232544883291,47.55244755244755,0.017920851157490817
V18_C0,osi_target_t01h,39143,0.0020889619191523405,0.0013819065127448605,143,0.49443454870763737,0.003028759659598007,0.01671739696707661,44.75524475524475,0.0127231463586544
V18_C0,osi_target_t01h,39145,0.0016369324148366757,0.0007671443399461394,143,-3.141096023812687,0.0008337527941619823,0.008260694025448078,71.32867132867133,0.007812588939793601
V18_C0,osi_target_t01h,39147,0.0018447707403708787,0.001085634968154644,143,0.6958005841703525,0.0022105976761944497,0.012899017175446004,49.65034965034965,0.009922435406124213
V18_C0,osi_target_t01h,39149,0.016739727347305625,0.009566097951081725,143,-1.5236643826734655,0.0140404346807747,0.0958012655034001,32.16783216783217,0.8170153893195887
V18_C0,osi_target_t01h,39151,0.0038580511805904228,0.0019734882591627115,143,0.9202054867240583,0.006717053414263561,0.05309343943006954,44.75524475524475,0.043397973096669706
V18_C0,osi_target_t01h,39153,0.006039264364930318,0.0024871434856697477,143,0.42716655625912203,0.007210401399896297,0.053674200130234814,39.16083916083916,0.10634120052220518
V18_C0,osi_target_t01h,39155,0.004271959287303617,0.0016281764733423471,143,0.38041519214546726,0.0026856882705997044,0.021740288915652006,37.76223776223776,0.05320931734991054
V18_C0,osi_target_t01h,39157,0.019360803257007925,0.013744417545807725,143,0.8968869024735097,0.03325980224207024,0.18866206577323377,37.76223776223776,1.0928994826034957
V18_C0,osi_target_t01h,39159,0.007395217133071202,0.004552377102654226,143,-4.048196496160805,0.007065553663421757,0.036135481829312595,20.97902097902098,0.1594539701144242
V18_C0,osi_target_t01h,39161,0.006798391176749132,0.003344520198541806,143,0.865757334117167,0.006861133845480596,0.06369207161967973,54.54545454545454,0.13475527576474308
V18_C0,osi_target_t01h,39163,0.0033242435312047292,0.0020784349547731218,143,0.18882963284686127,0.002468496610695691,0.010024382057820932,51.74825174825175,0.03221952559844429
V18_C0,osi_target_t01h,39165,0.0007802169303546524,0.000390724026740417,143,0.12868752984840803,0.00043900260689859005,0.005175249001564336,79.72027972027972,0.0017748604709863134
V18_C0,osi_target_t01h,39167,0.0028624362997966934,0.0012440896674828208,143,0.382026827001674,0.0014420628964271936,0.006736361046207861,48.95104895104895,0.02388939428701539
V18_C0,osi_target_t01h,39169,0.011336552860823293,0.0056662685279169605,143,0.7683157893612209,0.008454443254780003,0.05959210108464784,37.06293706293706,0.3747101970438128
V18_C0,osi_target_t01h,39171,0.012556995964031554,0.0072848557395631865,143,-86.962068173479,0.008023317278024725,0.046084354446289603,40.55944055944056,0.4597322668192656
V18_C0,osi_target_t01h,39173,0.006549064958237184,0.005172175896792598,143,0.4649490252388353,0.009192455617072317,0.05076637450983116,0.0,0.1250524120939272
V18_C0,osi_target_t01h,39175,0.0026280497342606574,0.0016989283824694523,143,0.7236551114823743,0.0032940372060086963,0.02025517054187561,36.36363636363637,0.020137272006368282
V18_C0,osi_target_t01h,42005,0.017243987425798066,0.009894846153249846,143,0.7630733491854346,0.0142266292559406,0.10363856983914212,35.66433566433567,0.8669795865502038
V18_C0,osi_target_t01h,42007,0.011470457429003508,0.0068386778084136846,143,0.8847153431279022,0.015326046387759284,0.10654610086591922,27.972027972027973,0.3836144446609564
V18_C0,osi_target_t01h,42009,0.008470142438579136,0.006204285769663801,143,0.888140602656226,0.013482041546574394,0.0843264222874446,16.783216783216783,0.20917746926800682
V18_C0,osi_target_t01h,42013,0.0016976841893620084,0.0009615181465309517,143,0.6166539079506128,0.001277011083316289,0.008707629625224705,59.44055944055944,0.008403250017176392
V18_C0,osi_target_t01h,42015,0.004015194660976462,0.0024877615089272244,143,-0.22435914926032652,0.0018688856157383924,0.010299878761473142,50.349650349650354,0.047005284685419285
V18_C0,osi_target_t01h,42019,0.004423875017343469,0.0026209458525504685,143,0.9721342353193122,0.014698560105066694,0.09554363459187257,39.86013986013986,0.05706097322060808
V18_C0,osi_target_t01h,42021,0.01518801795615541,0.006062159440872178,143,-0.5444466254572617,0.011714473626669823,0.09307454446558207,47.55244755244755,0.67256719550538
V18_C0,osi_target_t01h,42023,0.00964697007216469,0.00432129073278346,143,-0.023080691844860723,0.003341098461331369,0.01629931614497616,39.86013986013986,0.2713409488548622
V18_C0,osi_target_t01h,42025,0.0011581496529497535,0.0005729805509075376,143,0.5807940502684642,0.0006989999977373621,0.008045922610125883,70.62937062937063,0.003910775084798414
V18_C0,osi_target_t01h,42027,0.0014601321036383716,0.0010059548587886432,143,0.355425200367519,0.0015258652392379692,0.008446279911050401,46.85314685314685,0.006216096909885574
V18_C0,osi_target_t01h,42029,0.010607204717576885,0.004818414221977051,143,0.05023239021765269,0.0008803732886647661,0.010086393911906574,72.02797202797203,0.3280464772688766
V18_C0,osi_target_t01h,42031,0.012500840965972818,0.007350540190986525,143,0.7461178419284945,0.012252285515389849,0.07480034078398483,29.37062937062937,0.45562960733896
V18_C0,osi_target_t01h,42033,0.006037810273149785,0.004208369725992006,143,0.9008510604192463,0.011756093265650646,0.07856182179495695,42.65734265734265,0.10628999850788005
V18_C0,osi_target_t01h,42035,0.004966172447657674,0.002882105566946448,143,-0.4512664684867713,0.001979436408297062,0.01045480197731401,55.24475524475524,0.07190797672404083
V18_C0,osi_target_t01h,42039,0.014048261789894857,0.007281204037843603,143,0.2621114453627431,0.0035899334894533915,0.022967636779919514,41.25874125874126,0.5754116630658117
V18_C0,osi_target_t01h,42041,0.0024192024194534837,0.0012862770828467734,143,-3.1785089706067975,0.001546262488825189,0.012909207410935647,61.53846153846154,0.017063884122877286
V18_C0,osi_target_t01h,42043,0.0019394046733756554,0.0016725376490694004,143,-0.9500642504060293,0.0020083330569803303,0.008611338214405092,9.79020979020979,0.010966558319455056
V18_C0,osi_target_t01h,42045,0.0013338130513536012,0.0005549343809749158,143,-5.588898074247591,0.0006493399753805102,0.007659694447673701,83.91608391608392,0.005187085447934117
V18_C0,osi_target_t01h,42047,0.013845728581661446,0.005178116459026587,143,0.15461602379031192,0.0024759831564880462,0.0160927364006698,48.95104895104895,0.558939889412239
V18_C0,osi_target_t01h,42049,0.009103049961496145,0.004868927059029498,143,0.22291718125498106,0.002907665860235096,0.015044085172334139,41.95804195804196,0.24160578544229924
V18_C0,osi_target_t01h,42051,0.0033287363805012083,0.0023169912130728714,143,0.6264375884983369,0.004517185637066645,0.025218530035814448,34.96503496503497,0.03230667643101212
V18_C0,osi_target_t01h,42053,0.09598680727934854,0.03652303365434345,143,0.26136034391581275,0.019978603513407214,0.0911776491570651,0.0,26.863127272108844
V18_C0,osi_target_t01h,42055,0.001221917192535017,0.0007180978371707405,143,-1.1107577316538335,0.0008797655724616245,0.00448856367888188,57.34265734265735,0.004353284272220583
V18_C0,osi_target_t01h,42057,0.0035118994175972304,0.002258899592640424,143,-2.998044208050382,0.002658782499132497,0.011834993823728643,27.972027972027973,0.03595982876048779
