feature_set,component,candidate,horizon,stage,feature,gain,gain_fraction
base,R_t,hurdle,osi_target_t01h,magnitude,diffuse_rad_t,1036.9539003372192,0.0023402687342648294
base,R_t,hurdle,osi_target_t01h,magnitude,et0_t,1325.1794033050537,0.0029907558319014946
base,R_t,hurdle,osi_target_t01h,magnitude,temp_c_t,514.3336887359619,0.0011607835703558583
base,R_t,hurdle,osi_target_t01h,magnitude,dewpoint_c_t,2536.2032136917114,0.005723877486563764
base,R_t,hurdle,osi_target_t01h,magnitude,icing_risk_t,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_exceed_30,461.77839374542236,0.0010421731734554494
base,R_t,hurdle,osi_target_t01h,magnitude,soil_moist_x_gust,1672.6760053634644,0.0037750100140749743
base,R_t,hurdle,osi_target_t01h,magnitude,is_snowing,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_x_hso,3621.318099975586,0.008172839239472596
base,R_t,hurdle,osi_target_t01h,magnitude,gust_x_phase,1898.9397716522217,0.004285657611591492
base,R_t,hurdle,osi_target_t01h,magnitude,soil_gust_x_phase,1569.7953157424927,0.003542821812457462
base,R_t,hurdle,osi_target_t01h,magnitude,gust_exceed30_x_hso,190.01010131835938,0.0004288278381182036
base,R_t,hurdle,osi_target_t01h,magnitude,gust_max_next_1h,1676.0130548477173,0.0037825412963915284
base,R_t,hurdle,osi_target_t01h,magnitude,gust_mean_next_1h,2737.892105102539,0.00617906281974376
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_max_next_1h,1349.746494293213,0.003046200529021329
base,R_t,hurdle,osi_target_t01h,magnitude,total_tp_next_1h,1004.2906084060669,0.002266551975168999
base,R_t,hurdle,osi_target_t01h,magnitude,min_t2m_next_1h,3880.319254875183,0.008757370822557335
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt40_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_peak4h_mean_next_1h,19.37380027770996,4.3724122199715214e-05
base,R_t,hurdle,osi_target_t01h,magnitude,gust_max_next_6h,2410.1782693862915,0.005439455742453897
base,R_t,hurdle,osi_target_t01h,magnitude,gust_mean_next_6h,4315.432954788208,0.00973936528482378
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_max_next_6h,2466.809492111206,0.00556726497281911
base,R_t,hurdle,osi_target_t01h,magnitude,total_tp_next_6h,636.5528192520142,0.0014366160926914545
base,R_t,hurdle,osi_target_t01h,magnitude,min_t2m_next_6h,4826.0644788742065,0.0108917935558972
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_next_6h,46.43540000915527,0.00010479859786357594
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt40_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_peak4h_mean_next_6h,603.7661075592041,0.0013626207914065218
base,R_t,hurdle,osi_target_t01h,magnitude,gust_max_next_24h,2092.309693336487,0.004722068122914857
base,R_t,hurdle,osi_target_t01h,magnitude,gust_mean_next_24h,1557.8097095489502,0.003515771873760248
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_max_next_24h,1399.4311952590942,0.0031583323723018615
base,R_t,hurdle,osi_target_t01h,magnitude,total_tp_next_24h,1664.7391080856323,0.0037570974795444216
base,R_t,hurdle,osi_target_t01h,magnitude,min_t2m_next_24h,3842.354778289795,0.008671689986083678
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_next_24h,632.1772136688232,0.0014267409256888653
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt40_next_24h,158.36360359191895,0.0003574058499718774
base,R_t,hurdle,osi_target_t01h,magnitude,gust_peak4h_mean_next_24h,3236.886449813843,0.0073052275056792355
base,R_t,hurdle,osi_target_t01h,magnitude,gust_max_next_48h,1126.9912023544312,0.0025434710972241825
base,R_t,hurdle,osi_target_t01h,magnitude,gust_mean_next_48h,1638.9523029327393,0.0036989000477817657
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_max_next_48h,2106.54328250885,0.0047541914638904005
base,R_t,hurdle,osi_target_t01h,magnitude,total_tp_next_48h,2988.3084897994995,0.00674421970421408
base,R_t,hurdle,osi_target_t01h,magnitude,min_t2m_next_48h,9004.60779762268,0.020322216914600157
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_next_48h,1086.0614957809448,0.0024510981261929594
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt40_next_48h,183.97169876098633,0.0004151999567771629
base,R_t,hurdle,osi_target_t01h,magnitude,gust_peak4h_mean_next_48h,1692.3098077774048,0.0038193209269411447
base,R_t,hurdle,osi_target_t01h,magnitude,gust_change_1h,426.1530351638794,0.000961771419039708
base,R_t,hurdle,osi_target_t01h,magnitude,gust_change_3h,1889.8170862197876,0.004265068908966317
base,R_t,hurdle,osi_target_t01h,magnitude,pressure_change_3h,5899.631198883057,0.013314692614540895
base,R_t,hurdle,osi_target_t01h,magnitude,pressure_change_6h,2691.035563468933,0.006073313760556804
base,R_t,hurdle,osi_target_t01h,magnitude,temp_change_6h,3781.3672800064087,0.008534049214042392
base,R_t,hurdle,osi_target_t01h,magnitude,wind_change_1h,533.239800453186,0.0012034521809121703
base,R_t,hurdle,osi_target_t01h,magnitude,cumul_gust_since_onset,58560.906445503235,0.13216427303089423
base,R_t,hurdle,osi_target_t01h,magnitude,cumul_tp_since_onset,4501.417699813843,0.0101591084225777
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_since_onset,8368.71183681488,0.018887083265129497
base,R_t,hurdle,osi_target_t01h,magnitude,gust_at_t1h,885.3423175811768,0.0019981013083445586
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_at_t1h,622.1856846809387,0.001404191357294125
base,R_t,hurdle,osi_target_t01h,magnitude,t2m_at_t1h,2439.9436016082764,0.005506632187174789
base,R_t,hurdle,osi_target_t01h,magnitude,tp_at_t1h,71.33812046051025,0.00016100076659209025
base,R_t,hurdle,osi_target_t01h,magnitude,gust_at_t6h,1811.1364994049072,0.004087497160350883
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_at_t6h,1681.1817045211792,0.003794206259728122
base,R_t,hurdle,osi_target_t01h,magnitude,t2m_at_t6h,4413.654088973999,0.009961037481923656
base,R_t,hurdle,osi_target_t01h,magnitude,tp_at_t6h,334.4080924987793,0.0007547151354612097
base,R_t,hurdle,osi_target_t01h,magnitude,gust_at_t24h,1767.2898921966553,0.003988541127763809
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_at_t24h,2634.5969276428223,0.005945939173523134
base,R_t,hurdle,osi_target_t01h,magnitude,t2m_at_t24h,4109.8358154296875,0.009275359549430373
base,R_t,hurdle,osi_target_t01h,magnitude,tp_at_t24h,805.5695953369141,0.0018180647535326923
base,R_t,hurdle,osi_target_t01h,magnitude,gust_at_t48h,1471.2594766616821,0.003320439367750537
base,R_t,hurdle,osi_target_t01h,magnitude,wind_speed_at_t48h,3850.0251865386963,0.0086890010898831
base,R_t,hurdle,osi_target_t01h,magnitude,t2m_at_t48h,5623.919478416443,0.012692447480144324
base,R_t,hurdle,osi_target_t01h,magnitude,tp_at_t48h,321.7205009460449,0.0007260809080241647
base,R_t,hurdle,osi_target_t01h,magnitude,hour_of_day,1448.770504951477,0.0032696847128502148
base,R_t,hurdle,osi_target_t01h,magnitude,hour_sin,1182.7400999069214,0.0026692890355813244
base,R_t,hurdle,osi_target_t01h,magnitude,hour_cos,566.5605926513672,0.0012786528317385761
base,R_t,hurdle,osi_target_t01h,magnitude,days_since_onset,514.2969970703125,0.001160700762086465
base,R_t,hurdle,osi_target_t01h,magnitude,hours_since_obs,9682.354015350342,0.02185180109630629
base,R_t,hurdle,osi_target_t01h,magnitude,storm_phase,454.4630126953125,0.0010256633194057774
base,R_t,hurdle,osi_target_t01h,magnitude,log_customers,18816.209035873413,0.04246571201451257
base,R_t,hurdle,osi_target_t01h,magnitude,rural_urban_code,1133.5946006774902,0.0025583740997880636
base,R_t,hurdle,osi_target_t01h,magnitude,is_metro,31.576400756835938,7.12637884941731e-05
base,R_t,hurdle,osi_target_t01h,magnitude,pop_density,19001.01280593872,0.04288278984691906
base,R_t,hurdle,osi_target_t01h,magnitude,n_utilities,1220.1812963485718,0.0027537888975109307
base,R_t,hurdle,osi_target_t01h,magnitude,pct_forest,3183.628080368042,0.007185030362092235
base,R_t,hurdle,osi_target_t01h,magnitude,pct_developed,8275.488731384277,0.018676690962367182
base,R_t,hurdle,osi_target_t01h,magnitude,pct_agriculture,3332.6707792282104,0.007521400154519333
base,R_t,hurdle,osi_target_t01h,magnitude,pct_water,3047.6854181289673,0.006878225631440882
base,R_t,hurdle,osi_target_t01h,magnitude,pct_wetland,6192.503310203552,0.013975666496830736
base,R_t,hurdle,osi_target_t01h,magnitude,pct_unmapped,3364.974317550659,0.007594304996979126
base,R_t,hurdle,osi_target_t01h,magnitude,pct_forest_classified,1215.3102025985718,0.0027427954788053445
base,R_t,hurdle,osi_target_t01h,magnitude,tree_canopy_pct,2628.956404685974,0.0059332092541732745
base,R_t,hurdle,osi_target_t01h,magnitude,tree_canopy_std,2959.3396253585815,0.006678840782647568
base,R_t,hurdle,osi_target_t01h,magnitude,forest_x_customers,1655.0690078735352,0.0037352733336723444
base,R_t,hurdle,osi_target_t01h,magnitude,window_len_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,is_full_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,tp_rate_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_frac_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,has_weather_at_t1h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,window_len_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,is_full_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,tp_rate_next_6h,101.37300109863281,0.00022878554667914714
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_frac_next_6h,17.197799682617188,3.881317470553904e-05
base,R_t,hurdle,osi_target_t01h,magnitude,has_weather_at_t6h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,window_len_next_24h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,is_full_next_24h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,tp_rate_next_24h,784.4231147766113,0.0017703399248021946
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_frac_next_24h,42.86989974975586,9.675173215780828e-05
base,R_t,hurdle,osi_target_t01h,magnitude,has_weather_at_t24h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,window_len_next_48h,205.4929962158203,0.0004637706980010324
base,R_t,hurdle,osi_target_t01h,magnitude,is_full_next_48h,0.0,0.0
base,R_t,hurdle,osi_target_t01h,magnitude,tp_rate_next_48h,1062.2348022460938,0.002397324408863396
base,R_t,hurdle,osi_target_t01h,magnitude,gust_gt30_frac_next_48h,140.56229972839355,0.00031723064560897535
base,R_t,hurdle,osi_target_t01h,magnitude,has_weather_at_t48h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,last_osi,5784.724663257599,0.032063830568702024
base,R_t,hurdle,osi_target_t06h,classification,last_P_t,3624.5028495788574,0.020090056490126674
base,R_t,hurdle,osi_target_t06h,classification,last_N_t,478.6529583930969,0.002653099024160211
base,R_t,hurdle,osi_target_t06h,classification,last_D_t,6011.44481754303,0.03332050517928311
base,R_t,hurdle,osi_target_t06h,classification,last_R_t,539.8756575584412,0.0029924469391032797
base,R_t,hurdle,osi_target_t06h,classification,last_outage_pct,1144.3015961647034,0.006342686062824365
base,R_t,hurdle,osi_target_t06h,classification,osi_mean_72h,924.3182878494263,0.005123352743372737
base,R_t,hurdle,osi_target_t06h,classification,osi_max_72h,363.40183782577515,0.002014279958804274
base,R_t,hurdle,osi_target_t06h,classification,osi_std_72h,145.2059907913208,0.0008048542596790639
base,R_t,hurdle,osi_target_t06h,classification,outage_pct_mean_72h,890.7549076080322,0.0049373161383449455
base,R_t,hurdle,osi_target_t06h,classification,outage_pct_max_72h,76.16575050354004,0.00042217492818547774
base,R_t,hurdle,osi_target_t06h,classification,N_t_mean_72h,693.0043649673462,0.0038412155867710374
base,R_t,hurdle,osi_target_t06h,classification,N_t_max_72h,385.35014486312866,0.002135936016625918
base,R_t,hurdle,osi_target_t06h,classification,R_t_mean_72h,408.50370025634766,0.002264272578935724
base,R_t,hurdle,osi_target_t06h,classification,R_t_max_72h,556.1255035400391,0.003082517312137775
base,R_t,hurdle,osi_target_t06h,classification,pre_event_mean_osi,819.1139674186707,0.004540221531128043
base,R_t,hurdle,osi_target_t06h,classification,pre_event_max_outage_pct,571.5103335380554,0.0031677930358931196
base,R_t,hurdle,osi_target_t06h,classification,storm_onset_max_osi,300.9372696876526,0.0016680485569798662
base,R_t,hurdle,osi_target_t06h,classification,storm_onset_mean_osi,748.6403956413269,0.004149597465752473
base,R_t,hurdle,osi_target_t06h,classification,osi_trend_last6h,508.4377498626709,0.002818191498357027
base,R_t,hurdle,osi_target_t06h,classification,is_worsening,13.366800308227539,7.409009854020019e-05
base,R_t,hurdle,osi_target_t06h,classification,frac_zero_72h,4894.99035692215,0.027132171464734213
base,R_t,hurdle,osi_target_t06h,classification,hours_since_peak,1101.3647890090942,0.006104694007896861
base,R_t,hurdle,osi_target_t06h,classification,gust_mean_obs,815.3166117668152,0.004519173378395113
base,R_t,hurdle,osi_target_t06h,classification,gust_max_obs,1420.089596748352,0.007871336126285721
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_obs,334.4743866920471,0.0018539395889630693
base,R_t,hurdle,osi_target_t06h,classification,gust_gt40_obs,236.98920059204102,0.0013135943397029682
base,R_t,hurdle,osi_target_t06h,classification,cumul_gust_obs,98.05190086364746,0.0005434864611967027
base,R_t,hurdle,osi_target_t06h,classification,gust_last_obs,2031.3078227043152,0.011259223844094274
base,R_t,hurdle,osi_target_t06h,classification,gust_max_last6h_obs,1933.5763530731201,0.010717513483463175
base,R_t,hurdle,osi_target_t06h,classification,gust_trend_last6h_obs,1052.0858602523804,0.00583154855772558
base,R_t,hurdle,osi_target_t06h,classification,gust_t,176.0080394744873,0.0009755852326532882
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_t,270.2207417488098,0.0014977916122119492
base,R_t,hurdle,osi_target_t06h,classification,wind_sin_t,2141.1744923591614,0.011868197734128437
base,R_t,hurdle,osi_target_t06h,classification,wind_cos_t,636.1308417320251,0.0035259744786773047
base,R_t,hurdle,osi_target_t06h,classification,t2m_t,453.01535415649414,0.0025109937648293465
base,R_t,hurdle,osi_target_t06h,classification,d2m_t,1218.1164736747742,0.006751830467045598
base,R_t,hurdle,osi_target_t06h,classification,tp_t,11.157600402832031,6.184484650445265e-05
base,R_t,hurdle,osi_target_t06h,classification,rain_t,44.200499534606934,0.0002449965055608246
base,R_t,hurdle,osi_target_t06h,classification,csnow_t,75.905198097229,0.00042073072665531883
base,R_t,hurdle,osi_target_t06h,classification,sdwe_t,1023.780800819397,0.005674658008437944
base,R_t,hurdle,osi_target_t06h,classification,r2_t,352.1105999946594,0.0019516943807857806
base,R_t,hurdle,osi_target_t06h,classification,vpd_t,273.41407203674316,0.0015154917461444326
base,R_t,hurdle,osi_target_t06h,classification,soil_moist_t,808.0611219406128,0.004478957324905492
base,R_t,hurdle,osi_target_t06h,classification,blh_t,2130.044511795044,0.01180650598010123
base,R_t,hurdle,osi_target_t06h,classification,tcc_t,241.99686098098755,0.0013413510236600509
base,R_t,hurdle,osi_target_t06h,classification,lcc_t,150.4462490081787,0.0008339001972789635
base,R_t,hurdle,osi_target_t06h,classification,mcc_t,275.6741919517517,0.0015280192398867145
base,R_t,hurdle,osi_target_t06h,classification,hcc_t,149.23561000823975,0.0008271898132877493
base,R_t,hurdle,osi_target_t06h,classification,sp_t,1259.9617476463318,0.006983772323024853
base,R_t,hurdle,osi_target_t06h,classification,mslma_t,2321.9128069877625,0.012870002147453919
base,R_t,hurdle,osi_target_t06h,classification,sdswrf_t,316.06586837768555,0.0017519040303821105
base,R_t,hurdle,osi_target_t06h,classification,direct_rad_t,224.8388705253601,0.0012462469468207508
base,R_t,hurdle,osi_target_t06h,classification,diffuse_rad_t,585.3985004425049,0.0032447729885194823
base,R_t,hurdle,osi_target_t06h,classification,et0_t,94.56794929504395,0.0005241754586325186
base,R_t,hurdle,osi_target_t06h,classification,temp_c_t,370.52990341186523,0.002053789719517117
base,R_t,hurdle,osi_target_t06h,classification,dewpoint_c_t,790.5303025245667,0.004381786715030678
base,R_t,hurdle,osi_target_t06h,classification,icing_risk_t,33.52490043640137,0.00018582331744377962
base,R_t,hurdle,osi_target_t06h,classification,gust_exceed_30,74.49453926086426,0.00041291166376945104
base,R_t,hurdle,osi_target_t06h,classification,soil_moist_x_gust,1627.4821405410767,0.00902088079305596
base,R_t,hurdle,osi_target_t06h,classification,is_snowing,31.750099182128906,0.00017598586967870907
base,R_t,hurdle,osi_target_t06h,classification,gust_x_hso,395.3910140991211,0.0021915909956762175
base,R_t,hurdle,osi_target_t06h,classification,gust_x_phase,503.5400667190552,0.002791044401193781
base,R_t,hurdle,osi_target_t06h,classification,soil_gust_x_phase,468.7658681869507,0.002598296418393868
base,R_t,hurdle,osi_target_t06h,classification,gust_exceed30_x_hso,161.46668767929077,0.0008949847776026741
base,R_t,hurdle,osi_target_t06h,classification,gust_max_next_1h,1183.414463043213,0.0065594826105692125
base,R_t,hurdle,osi_target_t06h,classification,gust_mean_next_1h,450.4697365760803,0.002496883801859193
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_max_next_1h,426.39979696273804,0.002363467864111435
base,R_t,hurdle,osi_target_t06h,classification,total_tp_next_1h,187.50966882705688,0.001039336978206053
base,R_t,hurdle,osi_target_t06h,classification,min_t2m_next_1h,519.8366508483887,0.0028813738365237743
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_next_1h,7.1581501960754395,3.967651503451746e-05
base,R_t,hurdle,osi_target_t06h,classification,gust_gt40_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,gust_peak4h_mean_next_1h,15.912199974060059,8.819885364366677e-05
base,R_t,hurdle,osi_target_t06h,classification,gust_max_next_6h,4287.284155845642,0.023763750355492736
base,R_t,hurdle,osi_target_t06h,classification,gust_mean_next_6h,4341.143507480621,0.024062284378439925
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_max_next_6h,701.170422077179,0.003886478773322871
base,R_t,hurdle,osi_target_t06h,classification,total_tp_next_6h,572.2736206054688,0.0031720238175862
base,R_t,hurdle,osi_target_t06h,classification,min_t2m_next_6h,1012.9348511695862,0.005614540593665022
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_next_6h,52.12895059585571,0.00028894267868031885
base,R_t,hurdle,osi_target_t06h,classification,gust_gt40_next_6h,158.02740669250488,0.0008759213771371522
base,R_t,hurdle,osi_target_t06h,classification,gust_peak4h_mean_next_6h,2824.761576652527,0.015657214796418902
base,R_t,hurdle,osi_target_t06h,classification,gust_max_next_24h,488.6668701171875,0.0027086045819079436
base,R_t,hurdle,osi_target_t06h,classification,gust_mean_next_24h,740.7125997543335,0.004105654924162142
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_max_next_24h,1029.7461733818054,0.005707723142261018
base,R_t,hurdle,osi_target_t06h,classification,total_tp_next_24h,409.4636788368225,0.002269593591143865
base,R_t,hurdle,osi_target_t06h,classification,min_t2m_next_24h,2395.3335671424866,0.013276962020372169
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_next_24h,88.84889888763428,0.000492475650266223
base,R_t,hurdle,osi_target_t06h,classification,gust_gt40_next_24h,58.751861572265625,0.00032565244583103724
base,R_t,hurdle,osi_target_t06h,classification,gust_peak4h_mean_next_24h,379.5717363357544,0.0021039071954176607
base,R_t,hurdle,osi_target_t06h,classification,gust_max_next_48h,1150.6200819015503,0.006377708448142688
base,R_t,hurdle,osi_target_t06h,classification,gust_mean_next_48h,1510.786476135254,0.008374054845508905
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_max_next_48h,1237.2520055770874,0.00685789574905545
base,R_t,hurdle,osi_target_t06h,classification,total_tp_next_48h,533.2295565605164,0.0029556086332642017
base,R_t,hurdle,osi_target_t06h,classification,min_t2m_next_48h,2197.460641860962,0.01218018312082341
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_next_48h,973.7328791618347,0.005397250150024841
base,R_t,hurdle,osi_target_t06h,classification,gust_gt40_next_48h,418.3570919036865,0.0023188883988232377
base,R_t,hurdle,osi_target_t06h,classification,gust_peak4h_mean_next_48h,540.5995306968689,0.002996459255508104
base,R_t,hurdle,osi_target_t06h,classification,gust_change_1h,50.31131076812744,0.00027886778335446525
base,R_t,hurdle,osi_target_t06h,classification,gust_change_3h,349.9164571762085,0.0019395325878449343
base,R_t,hurdle,osi_target_t06h,classification,pressure_change_3h,562.2501406669617,0.0031164652247116886
base,R_t,hurdle,osi_target_t06h,classification,pressure_change_6h,1210.6981596946716,0.0067107119045538965
base,R_t,hurdle,osi_target_t06h,classification,temp_change_6h,824.4396386146545,0.004569740899608492
base,R_t,hurdle,osi_target_t06h,classification,wind_change_1h,99.31387901306152,0.0005504814101216235
base,R_t,hurdle,osi_target_t06h,classification,cumul_gust_since_onset,2743.566360473633,0.015207162320959663
base,R_t,hurdle,osi_target_t06h,classification,cumul_tp_since_onset,1571.4146370887756,0.00871010732746247
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_since_onset,1362.9599652290344,0.007554675449741745
base,R_t,hurdle,osi_target_t06h,classification,gust_at_t1h,245.98002910614014,0.001363429106079902
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_at_t1h,285.93940114974976,0.0015849177005113795
base,R_t,hurdle,osi_target_t06h,classification,t2m_at_t1h,329.52645683288574,0.0018265139820577564
base,R_t,hurdle,osi_target_t06h,classification,tp_at_t1h,28.662630081176758,0.00015887250786776266
base,R_t,hurdle,osi_target_t06h,classification,gust_at_t6h,646.3205018043518,0.0035824541822294803
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_at_t6h,266.900053024292,0.001479385550241425
base,R_t,hurdle,osi_target_t06h,classification,t2m_at_t6h,2686.392951488495,0.014890258992720316
base,R_t,hurdle,osi_target_t06h,classification,tp_at_t6h,113.72240018844604,0.0006303456056722755
base,R_t,hurdle,osi_target_t06h,classification,gust_at_t24h,625.0157599449158,0.0034643653062576022
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_at_t24h,745.680844783783,0.004133193134901865
base,R_t,hurdle,osi_target_t06h,classification,t2m_at_t24h,1357.969422340393,0.007527013645430885
base,R_t,hurdle,osi_target_t06h,classification,tp_at_t24h,70.88086986541748,0.0003928816554333828
base,R_t,hurdle,osi_target_t06h,classification,gust_at_t48h,546.9512791633606,0.0030316660109718837
base,R_t,hurdle,osi_target_t06h,classification,wind_speed_at_t48h,1226.1866507530212,0.006796562205470399
base,R_t,hurdle,osi_target_t06h,classification,t2m_at_t48h,1475.5186324119568,0.008178570664066387
base,R_t,hurdle,osi_target_t06h,classification,tp_at_t48h,187.6097993850708,0.0010398919863410642
base,R_t,hurdle,osi_target_t06h,classification,hour_of_day,5387.708688259125,0.029863232667081165
base,R_t,hurdle,osi_target_t06h,classification,hour_sin,7424.964727401733,0.04115542655126651
base,R_t,hurdle,osi_target_t06h,classification,hour_cos,6975.791198253632,0.03866572742590827
base,R_t,hurdle,osi_target_t06h,classification,days_since_onset,44.925498962402344,0.0002490150648127263
base,R_t,hurdle,osi_target_t06h,classification,hours_since_obs,9645.207350254059,0.05346188665518752
base,R_t,hurdle,osi_target_t06h,classification,storm_phase,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,log_customers,24849.25625896454,0.13773556890381194
base,R_t,hurdle,osi_target_t06h,classification,rural_urban_code,618.3189964294434,0.0034272461859505255
base,R_t,hurdle,osi_target_t06h,classification,is_metro,24.659810543060303,0.00013668550071728236
base,R_t,hurdle,osi_target_t06h,classification,pop_density,3316.5131154060364,0.018382917217597196
base,R_t,hurdle,osi_target_t06h,classification,n_utilities,201.2469606399536,0.001115480653627502
base,R_t,hurdle,osi_target_t06h,classification,pct_forest,547.3292274475098,0.0030337609196239173
base,R_t,hurdle,osi_target_t06h,classification,pct_developed,3092.9414768218994,0.017143694340653565
base,R_t,hurdle,osi_target_t06h,classification,pct_agriculture,919.5150580406189,0.005096729186377821
base,R_t,hurdle,osi_target_t06h,classification,pct_water,1147.4470109939575,0.0063601206088095994
base,R_t,hurdle,osi_target_t06h,classification,pct_wetland,2385.057394504547,0.01322000279110229
base,R_t,hurdle,osi_target_t06h,classification,pct_unmapped,1277.8944020271301,0.00708317024171321
base,R_t,hurdle,osi_target_t06h,classification,pct_forest_classified,237.19703102111816,0.0013147463114998761
base,R_t,hurdle,osi_target_t06h,classification,tree_canopy_pct,229.45555973052979,0.0012718365382153316
base,R_t,hurdle,osi_target_t06h,classification,tree_canopy_std,869.5268273353577,0.004819652185644638
base,R_t,hurdle,osi_target_t06h,classification,forest_x_customers,654.5451068878174,0.0036280418911079563
base,R_t,hurdle,osi_target_t06h,classification,window_len_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,is_full_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,tp_rate_next_1h,14.425200462341309,7.995664624832934e-05
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_frac_next_1h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,has_weather_at_t1h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,window_len_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,is_full_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,tp_rate_next_6h,261.8823618888855,0.0014515732674142679
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_frac_next_6h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,has_weather_at_t6h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,window_len_next_24h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,is_full_next_24h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,tp_rate_next_24h,221.22321891784668,0.0012262059513909907
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_frac_next_24h,12.46619987487793,6.909821018146196e-05
base,R_t,hurdle,osi_target_t06h,classification,has_weather_at_t24h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,window_len_next_48h,240.4162940979004,0.0013325901868541606
base,R_t,hurdle,osi_target_t06h,classification,is_full_next_48h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,classification,tp_rate_next_48h,470.32565116882324,0.002606942053262606
base,R_t,hurdle,osi_target_t06h,classification,gust_gt30_frac_next_48h,237.34679698944092,0.0013155764410069483
base,R_t,hurdle,osi_target_t06h,classification,has_weather_at_t48h,0.0,0.0
base,R_t,hurdle,osi_target_t06h,magnitude,last_osi,9717.832340240479,0.023604401939007043
base,R_t,hurdle,osi_target_t06h,magnitude,last_P_t,8132.077138900757,0.019752637282160992
base,R_t,hurdle,osi_target_t06h,magnitude,last_N_t,2961.7590131759644,0.007194047782033694
base,R_t,hurdle,osi_target_t06h,magnitude,last_D_t,3485.040581703186,0.008465087252394112
base,R_t,hurdle,osi_target_t06h,magnitude,last_R_t,2746.6956310272217,0.006671663536569795
base,R_t,hurdle,osi_target_t06h,magnitude,last_outage_pct,2686.045509338379,0.006524345719193487
