case,horizon,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,34177,0.010568981397635607,0.003237175185704826,3.8176860007389863,-5.9808134210907505e-05,0.010568981397635607,0.0,0.0,0.0
B0,osi_target_t06h,32982,0.009565806358452486,0.0031046438593865,3.0180064087613574,-4.0402717082119965e-05,0.009565806358452486,0.0,0.0,0.0
B0,osi_target_t24h,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.0,0.0,0.0
B0,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0
NB_P24,osi_target_t01h,34177,0.01055449106533266,0.003229156298840456,3.8072248948900858,-5.968048855843743e-05,0.010568981397635607,-1.449033230294626e-05,-0.1371024487391792,0.010461105848900587
NB_P24,osi_target_t06h,32982,0.00954921332229313,0.0030963344331429855,3.0075453029124564,-4.027044658716905e-05,0.009565806358452486,-1.6593036159355534e-05,-0.17346197003761388,0.010461105848901031
NB_P24,osi_target_t24h,28680,0.008030970870658143,0.0027950065193870217,1.8497594228353134,-1.3201457042298306e-05,0.008094958237266874,-6.398736660873094e-05,-0.7904595024857741,0.029593622558246047
NB_P24,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0
