horizon,model,counties,replicates,rmse_delta,rmse_ci_low,rmse_ci_high,rmse_probability_improved,mae_delta,mae_ci_low,mae_ci_high,mae_probability_improved
osi_target_t24h,ET-A,239,2000,0.0005331974452839772,-4.981811947314545e-05,0.0010516055947150421,0.0355,6.784044840716643e-05,-0.00011318938546184729,0.0002667481828788541,0.2395
osi_target_t24h,ET-B,239,2000,0.0005727328874508414,-5.260435201880891e-05,0.0011488192611183291,0.0425,1.7738288920394335e-05,-0.00016686921747150108,0.00019672175401749679,0.445
osi_target_t48h,ET-A,239,2000,0.0006588602790340006,3.674241535758204e-05,0.001245272473952226,0.018,8.861213773619881e-05,-8.366707261543557e-05,0.0002812628861675065,0.1755
osi_target_t48h,ET-B,239,2000,0.000641726631182696,9.711693343559225e-06,0.0012715148766038508,0.0235,3.846462909273037e-05,-0.00011193246409395109,0.0002124044497050851,0.3365
