horizon,model,rmse,mae,n,fold,baseline_rmse,rmse_change_pct_vs_v1.8,improved_vs_v1.8
osi_target_t24h,v1.8_rule,0.004676006104653076,0.002068686988798557,5760,0,0.004676006104653076,0.0,False
osi_target_t24h,v1.12,0.004547115912935345,0.001882336260677331,5760,0,0.004676006104653076,-2.756416241404658,True
osi_target_t24h,ET-A,0.0048192965290350265,0.0021728843802331604,5760,0,0.004676006104653076,3.06437633260066,False
osi_target_t24h,ET-B,0.004886706689730463,0.0021180168382707804,5760,0,0.004676006104653076,4.505994653593803,False
osi_target_t24h,v1.8_rule,0.008690387584105909,0.003610778243058664,5640,1,0.008690387584105909,0.0,False
osi_target_t24h,v1.12,0.008263032601321604,0.0025469453473298403,5640,1,0.008690387584105909,-4.9175595294035706,True
osi_target_t24h,ET-A,0.008209207302508938,0.0029234500086648316,5640,1,0.008690387584105909,-5.536925447111418,True
osi_target_t24h,ET-B,0.008245818857067079,0.0028594501186131665,5640,1,0.008690387584105909,-5.1156375102522915,True
osi_target_t24h,v1.8_rule,0.012820869372120618,0.0038387573473299555,5760,2,0.012820869372120618,0.0,False
osi_target_t24h,v1.12,0.012661692112489091,0.0036515297094518776,5760,2,0.012820869372120618,-1.2415480964002468,True
osi_target_t24h,ET-A,0.013466073943441247,0.003731085931025074,5760,2,0.012820869372120618,5.032455698547622,False
osi_target_t24h,ET-B,0.013748985009127985,0.003713918883056738,5760,2,0.012820869372120618,7.239100641845586,False
osi_target_t24h,v1.8_rule,0.005827216074762783,0.0026500630695669306,5760,3,0.005827216074762783,0.0,False
osi_target_t24h,v1.12,0.00582143408872206,0.0024798964271421945,5760,3,0.005827216074762783,-0.09922381402268643,True
osi_target_t24h,ET-A,0.008191180266805232,0.0036461511604066747,5760,3,0.005827216074762783,40.56764262235946,False
osi_target_t24h,ET-B,0.007783602239197153,0.003557983683266741,5760,3,0.005827216074762783,33.5732558967107,False
osi_target_t24h,v1.8_rule,0.007410450047646712,0.0024700706125642463,5760,4,0.007410450047646712,0.0,False
osi_target_t24h,v1.12,0.007334385371080194,0.002321535491945628,5760,4,0.007410450047646712,-1.0264515120869566,True
osi_target_t24h,ET-A,0.007569037130274488,0.0024882543421327584,5760,4,0.007410450047646712,2.1400465775778033,False
osi_target_t24h,ET-B,0.007640145434977751,0.0024616559657677788,5760,4,0.007410450047646712,3.0996145423580757,False
osi_target_t48h,v1.8_rule,0.003637505972180902,0.0016125080878000183,4608,0,0.003637505972180902,0.0,False
osi_target_t48h,v1.12,0.003539081885677486,0.0014438742657880853,4608,0,0.003637505972180902,-2.7058123685884894,True
osi_target_t48h,ET-A,0.0035281332604404623,0.0015489822431503885,4608,0,0.003637505972180902,-3.0068050080716224,True
osi_target_t48h,ET-B,0.003639221669276923,0.0015632982050160177,4608,0,0.003637505972180902,0.04716685303454149,False
osi_target_t48h,v1.8_rule,0.005771282327149259,0.0025272190094480502,4512,1,0.005771282327149259,0.0,False
osi_target_t48h,v1.12,0.005640082137699659,0.001741807681507056,4512,1,0.005771282327149259,-2.273328213946635,True
osi_target_t48h,ET-A,0.0060046023292926855,0.0021971454591561083,4512,1,0.005771282327149259,4.042775745796434,False
osi_target_t48h,ET-B,0.00586506275900349,0.0021145962813510165,4512,1,0.005771282327149259,1.6249496478983438,False
osi_target_t48h,v1.8_rule,0.012997021644656546,0.00326727110669638,4608,2,0.012997021644656546,0.0,False
osi_target_t48h,v1.12,0.01296807009821058,0.003224491123350797,4608,2,0.012997021644656546,-0.2227552376037556,True
osi_target_t48h,ET-A,0.014196493580719881,0.0034841050826852674,4608,2,0.012997021644656546,9.228821562796075,False
osi_target_t48h,ET-B,0.01437154495373984,0.003468567414735791,4608,2,0.012997021644656546,10.57567915683515,False
osi_target_t48h,v1.8_rule,0.004975131815818199,0.0020181512944894894,4608,3,0.004975131815818199,0.0,False
osi_target_t48h,v1.12,0.004992649684802682,0.0018993291074240392,4608,3,0.004975131815818199,0.3521086401929052,False
osi_target_t48h,ET-A,0.006868691420310965,0.002795648824588999,4608,3,0.004975131815818199,38.060491150652176,False
osi_target_t48h,ET-B,0.006419613110289303,0.0026482589084335113,4608,3,0.004975131815818199,29.034030613589845,False
osi_target_t48h,v1.8_rule,0.006897809540513561,0.0021127583284630555,4608,4,0.006897809540513561,0.0,False
osi_target_t48h,v1.12,0.006861674057187713,0.0019289553211435631,4608,4,0.006897809540513561,-0.5238689632355076,True
osi_target_t48h,ET-A,0.006527741965607145,0.001946364287496639,4608,4,0.006897809540513561,-5.36500134909298,True
osi_target_t48h,ET-B,0.00655721259258554,0.001926112509549524,4608,4,0.006897809540513561,-4.937755180504199,True
