component,horizon,model,subset,threshold,actual_zero_pct,rmse,mae,n
R_t,osi_target_t01h,lightgbm,zero,0.0,50.61591128536735,0.0010720021833759072,0.0004940209541348337,17299
R_t,osi_target_t01h,xgboost,zero,0.0,50.61591128536735,0.0007614680842839437,0.0003289914066768575,17299
R_t,osi_target_t01h,catboost,zero,0.0,50.61591128536735,0.000879093564720006,0.00037893890886751006,17299
R_t,osi_target_t01h,simple_average,zero,0.0,50.61591128536735,0.0008511430466816937,0.00040065042322640033,17299
R_t,osi_target_t01h,static_convex,zero,0.0,50.61591128536735,0.0008192583990687861,0.00038197799302755806,17299
R_t,osi_target_t01h,safe_convex,zero,0.0,50.61591128536735,0.0008192583990687868,0.0003819779930275586,17299
R_t,osi_target_t01h,lightgbm,positive,0.0,50.61591128536735,0.005708070733124184,0.0017735010420497786,16878
R_t,osi_target_t01h,xgboost,positive,0.0,50.61591128536735,0.005714678422594154,0.0016400087757885008,16878
R_t,osi_target_t01h,catboost,positive,0.0,50.61591128536735,0.005702149458941928,0.001662846373726274,16878
R_t,osi_target_t01h,simple_average,positive,0.0,50.61591128536735,0.005684643915025131,0.001668469150819469,16878
R_t,osi_target_t01h,static_convex,positive,0.0,50.61591128536735,0.005688786224476429,0.0016526959679499043,16878
R_t,osi_target_t01h,safe_convex,positive,0.0,50.61591128536735,0.005688786224476428,0.0016526959679499047,16878
R_t,osi_target_t01h,lightgbm,positive_tail_95,0.008533346399999994,50.61591128536735,0.024241917503110704,0.01568006091401528,844
R_t,osi_target_t01h,xgboost,positive_tail_95,0.008533346399999994,50.61591128536735,0.024578688451741236,0.01597425674502824,844
R_t,osi_target_t01h,catboost,positive_tail_95,0.008533346399999994,50.61591128536735,0.024466498779538083,0.01590735692538899,844
R_t,osi_target_t01h,simple_average,positive_tail_95,0.008533346399999994,50.61591128536735,0.024407642506681065,0.015818042214149758,844
R_t,osi_target_t01h,static_convex,positive_tail_95,0.008533346399999994,50.61591128536735,0.024456679304287018,0.01586700288078241,844
R_t,osi_target_t01h,safe_convex,positive_tail_95,0.008533346399999994,50.61591128536735,0.024456679304287018,0.01586700288078241,844
P_t,osi_target_t06h,lightgbm,zero,0.0,40.628221454126496,0.0035141863772897453,0.0017415200609607287,13400
P_t,osi_target_t06h,xgboost,zero,0.0,40.628221454126496,0.0028566927829518363,0.001131231020881529,13400
P_t,osi_target_t06h,catboost,zero,0.0,40.628221454126496,0.0026523297625469355,0.0011151907459300786,13400
P_t,osi_target_t06h,simple_average,zero,0.0,40.628221454126496,0.002747262827635227,0.0013293139425907788,13400
P_t,osi_target_t06h,static_convex,zero,0.0,40.628221454126496,0.0030217057956231385,0.0014886187372773732,13400
P_t,osi_target_t06h,safe_convex,zero,0.0,40.628221454126496,0.0030217057956231394,0.001488618737277375,13400
P_t,osi_target_t06h,lightgbm,positive,0.0,40.628221454126496,0.021243833451087983,0.007954309574438819,19582
P_t,osi_target_t06h,xgboost,positive,0.0,40.628221454126496,0.021459632601315178,0.007674255693207232,19582
P_t,osi_target_t06h,catboost,positive,0.0,40.628221454126496,0.022541112004341023,0.007868429045115373,19582
P_t,osi_target_t06h,simple_average,positive,0.0,40.628221454126496,0.02127217194616638,0.007598868472377126,19582
P_t,osi_target_t06h,static_convex,positive,0.0,40.628221454126496,0.021228788044435915,0.007710121827451311,19582
P_t,osi_target_t06h,safe_convex,positive,0.0,40.628221454126496,0.02122878804443592,0.007710121827451314,19582
P_t,osi_target_t06h,lightgbm,positive_tail_95,0.05865972650000003,40.628221454126496,0.08407422442069223,0.05764642769622187,980
P_t,osi_target_t06h,xgboost,positive_tail_95,0.05865972650000003,40.628221454126496,0.08409352996229197,0.058038269180433595,980
P_t,osi_target_t06h,catboost,positive_tail_95,0.05865972650000003,40.628221454126496,0.0893752919339775,0.06070378226816732,980
