component,horizon,model,subset,threshold,actual_zero_pct,rmse,mae,n
N_t,osi_target_t48h,lightgbm,positive,0.0,62.21670153417015,0.005527404448596275,0.0012173175193576915,8669
N_t,osi_target_t48h,xgboost,positive,0.0,62.21670153417015,0.005582326654783546,0.0011322412621007393,8669
N_t,osi_target_t48h,catboost,positive,0.0,62.21670153417015,0.0055337835148907485,0.0011395050195612557,8669
N_t,osi_target_t48h,simple_average,positive,0.0,62.21670153417015,0.005536910463273018,0.0011491607354811534,8669
N_t,osi_target_t48h,static_convex,positive,0.0,62.21670153417015,0.005539563529634652,0.0011465313460851197,8669
N_t,osi_target_t48h,safe_convex,positive,0.0,62.21670153417015,0.005539563529634652,0.0011465313460851207,8669
N_t,osi_target_t48h,lightgbm,positive_tail_95,0.004770412000000011,62.21670153417015,0.024259406449430358,0.013700081707013501,434
N_t,osi_target_t48h,xgboost,positive_tail_95,0.004770412000000011,62.21670153417015,0.024653901731886373,0.013977537236332294,434
N_t,osi_target_t48h,catboost,positive_tail_95,0.004770412000000011,62.21670153417015,0.024400896129871365,0.013862251876857419,434
N_t,osi_target_t48h,simple_average,positive_tail_95,0.004770412000000011,62.21670153417015,0.024425618020324932,0.013826623375507576,434
N_t,osi_target_t48h,static_convex,positive_tail_95,0.004770412000000011,62.21670153417015,0.024444467022064494,0.013837814853309337,434
N_t,osi_target_t48h,safe_convex,positive_tail_95,0.004770412000000011,62.21670153417015,0.024444467022064494,0.013837814853309333,434
D_t,osi_target_t48h,lightgbm,zero,0.0,26.891562064156204,0.0031611674089204677,0.001550705643816945,6170
D_t,osi_target_t48h,xgboost,zero,0.0,26.891562064156204,0.00235141434105518,0.0008651913335474414,6170
D_t,osi_target_t48h,catboost,zero,0.0,26.891562064156204,0.0026747963675740607,0.0009420744802187814,6170
D_t,osi_target_t48h,simple_average,zero,0.0,26.891562064156204,0.0024826943671745145,0.0011193238191943894,6170
D_t,osi_target_t48h,static_convex,zero,0.0,26.891562064156204,0.0030734704576947758,0.0015291664819808812,6170
D_t,osi_target_t48h,safe_convex,zero,0.0,26.891562064156204,0.0030734704576947758,0.0015291664819808812,6170
D_t,osi_target_t48h,lightgbm,positive,0.0,26.891562064156204,0.01224584118457009,0.004373548861230509,16774
D_t,osi_target_t48h,xgboost,positive,0.0,26.891562064156204,0.012862670354797547,0.004136258919036359,16774
D_t,osi_target_t48h,catboost,positive,0.0,26.891562064156204,0.0128290460471756,0.0040574209194202725,16774
D_t,osi_target_t48h,simple_average,positive,0.0,26.891562064156204,0.012527544425331738,0.0041056803400313655,16774
D_t,osi_target_t48h,static_convex,positive,0.0,26.891562064156204,0.012549285469924943,0.004364846275830822,16774
D_t,osi_target_t48h,safe_convex,positive,0.0,26.891562064156204,0.012549285469924941,0.004364846275830822,16774
D_t,osi_target_t48h,lightgbm,positive_tail_95,0.020994842849999945,26.891562064156204,0.050623134864315925,0.035491191222281775,839
D_t,osi_target_t48h,xgboost,positive_tail_95,0.020994842849999945,26.891562064156204,0.05390387147425094,0.0376129192807491,839
D_t,osi_target_t48h,catboost,positive_tail_95,0.020994842849999945,26.891562064156204,0.0537826287962401,0.036945884743715934,839
D_t,osi_target_t48h,simple_average,positive_tail_95,0.020994842849999945,26.891562064156204,0.05260161062935316,0.03651767078841206,839
D_t,osi_target_t48h,static_convex,positive_tail_95,0.020994842849999945,26.891562064156204,0.05222358740240484,0.03597395184380953,839
D_t,osi_target_t48h,safe_convex,positive_tail_95,0.020994842849999945,26.891562064156204,0.052223587402404834,0.03597395184380953,839
R_t,osi_target_t48h,lightgbm,zero,0.0,54.567642956764296,0.0007148976958910111,0.00038361728925614166,12520
R_t,osi_target_t48h,xgboost,zero,0.0,54.567642956764296,0.0004707393911018242,0.00024619925482575127,12520
R_t,osi_target_t48h,catboost,zero,0.0,54.567642956764296,0.0005549822414821487,0.0002889248469793942,12520
R_t,osi_target_t48h,simple_average,zero,0.0,54.567642956764296,0.0005410773949811381,0.00030624713035376234,12520
R_t,osi_target_t48h,static_convex,zero,0.0,54.567642956764296,0.0005690479908709379,0.0003145380673340172,12520
R_t,osi_target_t48h,safe_convex,zero,0.0,54.567642956764296,0.0005690479908709387,0.0003145380673340174,12520
R_t,osi_target_t48h,lightgbm,positive,0.0,54.567642956764296,0.004803169327547075,0.0012050259268690544,10424
R_t,osi_target_t48h,xgboost,positive,0.0,54.567642956764296,0.004839045651065795,0.0011357723016385908,10424
R_t,osi_target_t48h,catboost,positive,0.0,54.567642956764296,0.0047982379250430945,0.0011541368052621014,10424
R_t,osi_target_t48h,simple_average,positive,0.0,54.567642956764296,0.004800454264900708,0.0011500824767446914,10424
R_t,osi_target_t48h,static_convex,positive,0.0,54.567642956764296,0.0047954214775449274,0.0011555363616489915,10424
R_t,osi_target_t48h,safe_convex,positive,0.0,54.567642956764296,0.0047954214775449274,0.0011555363616489918,10424
R_t,osi_target_t48h,lightgbm,positive_tail_95,0.0051164256,54.567642956764296,0.021018920770773934,0.012516187441697189,522
R_t,osi_target_t48h,xgboost,positive_tail_95,0.0051164256,54.567642956764296,0.021292168563199407,0.012837021838574545,522
R_t,osi_target_t48h,catboost,positive_tail_95,0.0051164256,54.567642956764296,0.02102725340659182,0.012586872081516274,522
R_t,osi_target_t48h,simple_average,positive_tail_95,0.0051164256,54.567642956764296,0.021099338945577258,0.012629484958040737,522
R_t,osi_target_t48h,static_convex,positive_tail_95,0.0051164256,54.567642956764296,0.02104895402677213,0.012577879985776195,522
R_t,osi_target_t48h,safe_convex,positive_tail_95,0.0051164256,54.567642956764296,0.02104895402677213,0.012577879985776195,522
