horizon,model,rmse,mae,n,fold,component,baseline_rmse,rmse_change_pct_vs_lightgbm,improved_vs_lightgbm
osi_target_t01h,static_convex,0.01827495266864551,0.00496569916413051,6864,4,P_t,0.017497228289361864,4.444843299875645,False
osi_target_t01h,safe_convex,0.018274952668645483,0.004965699164130513,6864,4,P_t,0.017497228289361864,4.444843299875489,False
osi_target_t01h,lightgbm,0.0018251521752776013,0.0007044759999217466,6864,0,N_t,0.0018251521752776013,0.0,False
osi_target_t01h,xgboost,0.0016968232822744715,0.0005190989530996177,6864,0,N_t,0.0018251521752776013,-7.031133882500029,True
osi_target_t01h,catboost,0.0017781180356492593,0.0005497133032156498,6864,0,N_t,0.0018251521752776013,-2.5769982506356315,True
osi_target_t01h,simple_average,0.0017366025578522755,0.0005816010539672156,6864,0,N_t,0.0018251521752776013,-4.8516292846571885,True
osi_target_t01h,static_convex,0.00179284104259728,0.0006513991263716914,6864,0,N_t,0.0018251521752776013,-1.770325407272233,True
osi_target_t01h,safe_convex,0.0017928410425972806,0.0006513991263716926,6864,0,N_t,0.0018251521752776013,-1.7703254072721997,True
osi_target_t01h,lightgbm,0.003187475503272431,0.0009651198302800224,6721,1,N_t,0.003187475503272431,0.0,False
osi_target_t01h,xgboost,0.003221002997006621,0.000715767321886641,6721,1,N_t,0.003187475503272431,1.051851024416317,False
osi_target_t01h,catboost,0.003193598966973541,0.0008131870715290698,6721,1,N_t,0.003187475503272431,0.19211014154691952,False
osi_target_t01h,simple_average,0.0031539475620155576,0.0008218079187055259,6721,1,N_t,0.003187475503272431,-1.0518650644515293,True
osi_target_t01h,static_convex,0.0031543291073200985,0.0008982177039193222,6721,1,N_t,0.003187475503272431,-1.0398949236881228,True
osi_target_t01h,safe_convex,0.0031543291073200985,0.000898217703919323,6721,1,N_t,0.003187475503272431,-1.0398949236881228,True
osi_target_t01h,lightgbm,0.005718591017701623,0.0010204247899976324,6864,2,N_t,0.005718591017701623,0.0,False
osi_target_t01h,xgboost,0.005752362153306538,0.000910740693508685,6864,2,N_t,0.005718591017701623,0.5905499361709587,False
osi_target_t01h,catboost,0.005735032836102147,0.0010580681609316952,6864,2,N_t,0.005718591017701623,0.28751519997896047,False
osi_target_t01h,simple_average,0.005711252947989329,0.0009869579823571972,6864,2,N_t,0.005718591017701623,-0.12831954041788718,True
osi_target_t01h,static_convex,0.005708399782987891,0.0010013505402059635,6864,2,N_t,0.005718591017701623,-0.17821233730800357,True
osi_target_t01h,safe_convex,0.005708399782987891,0.0010013505402059635,6864,2,N_t,0.005718591017701623,-0.17821233730800357,True
osi_target_t01h,lightgbm,0.005629547324287447,0.001005986073215893,6864,3,N_t,0.005629547324287447,0.0,False
osi_target_t01h,xgboost,0.005729862035035425,0.0008264865358905224,6864,3,N_t,0.005629547324287447,1.781932098078154,False
osi_target_t01h,catboost,0.005777642438580463,0.0008641087202862831,6864,3,N_t,0.005629547324287447,2.6306753591730514,False
osi_target_t01h,simple_average,0.005691391178870895,0.0008855360664051938,6864,3,N_t,0.005629547324287447,1.098558214736678,False
osi_target_t01h,static_convex,0.005695393476940597,0.0008962255982235206,6864,3,N_t,0.005629547324287447,1.1696527066940465,False
osi_target_t01h,safe_convex,0.005695393476940595,0.0008962255982235235,6864,3,N_t,0.005629547324287447,1.1696527066940021,False
osi_target_t01h,lightgbm,0.0035916012729803656,0.0008669009175713268,6864,4,N_t,0.0035916012729803656,0.0,False
osi_target_t01h,xgboost,0.003618000230721205,0.0007474783600978492,6864,4,N_t,0.0035916012729803656,0.7350191665048911,False
osi_target_t01h,catboost,0.003522133456218611,0.0007714151322757066,6864,4,N_t,0.0035916012729803656,-1.9341739653664036,True
osi_target_t01h,simple_average,0.0035442685039737878,0.0007834753073604067,6864,4,N_t,0.0035916012729803656,-1.317873711724693,True
osi_target_t01h,static_convex,0.0035659107241657758,0.0008243739292030927,6864,4,N_t,0.0035916012729803656,-0.7152951249867257,True
osi_target_t01h,safe_convex,0.0035659107241657758,0.0008243739292030927,6864,4,N_t,0.0035916012729803656,-0.7152951249867257,True
osi_target_t01h,lightgbm,0.010282553637607862,0.004147045748615825,6864,0,D_t,0.010282553637607862,0.0,False
osi_target_t01h,xgboost,0.010528569070047643,0.004067612114742444,6864,0,D_t,0.010282553637607862,2.3925519001427142,False
osi_target_t01h,catboost,0.010185749565591299,0.0040271651989700185,6864,0,D_t,0.010282553637607862,-0.9414399907675453,True
osi_target_t01h,simple_average,0.00969360596368058,0.0038751037313975133,6864,0,D_t,0.010282553637607862,-5.727640182427429,True
osi_target_t01h,static_convex,0.009782198713220669,0.003930156508521418,6864,0,D_t,0.010282553637607862,-4.866057032342363,True
osi_target_t01h,safe_convex,0.009782198713220669,0.003930156508521418,6864,0,D_t,0.010282553637607862,-4.866057032342363,True
osi_target_t01h,lightgbm,0.015256295067641595,0.005593673605025479,6721,1,D_t,0.015256295067641595,0.0,False
osi_target_t01h,xgboost,0.013795037938568703,0.004906928750971893,6721,1,D_t,0.015256295067641595,-9.578060221004769,True
osi_target_t01h,catboost,0.014164734833233827,0.005278131142019919,6721,1,D_t,0.015256295067641595,-7.154818581891176,True
osi_target_t01h,simple_average,0.013873972667456913,0.005094955329504011,6721,1,D_t,0.015256295067641595,-9.060669016008816,True
osi_target_t01h,static_convex,0.014634105710585918,0.005373767867904678,6721,1,D_t,0.015256295067641595,-4.078246745340763,True
osi_target_t01h,safe_convex,0.014634105710585918,0.005373767867904678,6721,1,D_t,0.015256295067641595,-4.078246745340763,True
osi_target_t01h,lightgbm,0.018834209525865283,0.006277046827891194,6864,2,D_t,0.018834209525865283,0.0,False
osi_target_t01h,xgboost,0.01881251117697364,0.00618493491665236,6864,2,D_t,0.018834209525865283,-0.1152071121532483,True
osi_target_t01h,catboost,0.018018602294820957,0.005879882251718748,6864,2,D_t,0.018834209525865283,-4.330456395975846,True
osi_target_t01h,simple_average,0.018031082883411563,0.005765613369347024,6864,2,D_t,0.018834209525865283,-4.264190866894491,True
osi_target_t01h,static_convex,0.018445650067363383,0.0059988161199273984,6864,2,D_t,0.018834209525865283,-2.063051586891851,True
osi_target_t01h,safe_convex,0.01844565006736341,0.005998816119927421,6864,2,D_t,0.018834209525865283,-2.0630515868917065,True
osi_target_t01h,lightgbm,0.022614949125621224,0.005725936790461911,6864,3,D_t,0.022614949125621224,0.0,False
osi_target_t01h,xgboost,0.02373294775592916,0.006393337240574195,6864,3,D_t,0.022614949125621224,4.943626554708103,False
osi_target_t01h,catboost,0.023021047976084917,0.006412011282683905,6864,3,D_t,0.022614949125621224,1.7957097679411005,False
osi_target_t01h,simple_average,0.02272401570032833,0.006036532456610636,6864,3,D_t,0.022614949125621224,0.482276453956465,False
osi_target_t01h,static_convex,0.022809038749612837,0.005961603800014069,6864,3,D_t,0.022614949125621224,0.8582359523052085,False
osi_target_t01h,safe_convex,0.02280903874961282,0.005961603800014056,6864,3,D_t,0.022614949125621224,0.8582359523051197,False
osi_target_t01h,lightgbm,0.016399196248361152,0.004911661639405116,6864,4,D_t,0.016399196248361152,0.0,False
osi_target_t01h,xgboost,0.017777956560366272,0.005000433600882005,6864,4,D_t,0.016399196248361152,8.407487117808632,False
osi_target_t01h,catboost,0.020273539707518617,0.005091716189817991,6864,4,D_t,0.016399196248361152,23.625203336075963,False
osi_target_t01h,simple_average,0.01780791561373144,0.004851484193033355,6864,4,D_t,0.016399196248361152,8.590173225782749,False
osi_target_t01h,static_convex,0.01829547205021931,0.004893829382179679,6864,4,D_t,0.016399196248361152,11.563224033297747,False
osi_target_t01h,safe_convex,0.01829547205021931,0.004893829382179679,6864,4,D_t,0.016399196248361152,11.563224033297747,False
osi_target_t01h,lightgbm,0.002382413203335282,0.0009562689332347009,6864,0,R_t,0.002382413203335282,0.0,False
osi_target_t01h,xgboost,0.002314845424855339,0.000752460105810969,6864,0,R_t,0.002382413203335282,-2.836106615987133,True
osi_target_t01h,catboost,0.0023151740658964404,0.0007870369476652567,6864,0,R_t,0.002382413203335282,-2.822312155788498,True
osi_target_t01h,simple_average,0.0023182669315920976,0.0008250602418320337,6864,0,R_t,0.002382413203335282,-2.692491447469414,True
osi_target_t01h,static_convex,0.0023133570940529224,0.0008067322364517484,6864,0,R_t,0.002382413203335282,-2.8985781805475175,True
osi_target_t01h,safe_convex,0.0023133570940529224,0.0008067322364517484,6864,0,R_t,0.002382413203335282,-2.8985781805475175,True
osi_target_t01h,lightgbm,0.0031303183256446623,0.0010979013829934034,6721,1,R_t,0.0031303183256446623,0.0,False
osi_target_t01h,xgboost,0.003117707915624284,0.0009308363617010809,6721,1,R_t,0.0031303183256446623,-0.40284752886214914,True
osi_target_t01h,catboost,0.0030980985998045256,0.0009463107388331714,6721,1,R_t,0.0031303183256446623,-1.0292795328890825,True
osi_target_t01h,simple_average,0.003082303743391879,0.000977714182089553,6721,1,R_t,0.0031303183256446623,-1.533856217095586,True
osi_target_t01h,static_convex,0.00308757485303159,0.0009486926274062386,6721,1,R_t,0.0031303183256446623,-1.3654672837232873,True
osi_target_t01h,safe_convex,0.0030875748530315894,0.000948692627406239,6721,1,R_t,0.0031303183256446623,-1.3654672837232984,True
osi_target_t01h,lightgbm,0.0052923508648865004,0.0011878222884665216,6864,2,R_t,0.0052923508648865004,0.0,False
osi_target_t01h,xgboost,0.005270279168885157,0.0011106407092919234,6864,2,R_t,0.0052923508648865004,-0.4170489932514565,True
osi_target_t01h,catboost,0.0052803054670598985,0.001145762947793263,6864,2,R_t,0.0052923508648865004,-0.22760013714359095,True
osi_target_t01h,simple_average,0.005265538019220111,0.0011369861401238348,6864,2,R_t,0.0052923508648865004,-0.5066339392629127,True
osi_target_t01h,static_convex,0.005264711811919941,0.00113069761515491,6864,2,R_t,0.0052923508648865004,-0.5222452870601968,True
osi_target_t01h,safe_convex,0.005264711811919941,0.00113069761515491,6864,2,R_t,0.0052923508648865004,-0.5222452870601968,True
osi_target_t01h,lightgbm,0.004889941308229032,0.0013202590791874893,6864,3,R_t,0.004889941308229032,0.0,False
osi_target_t01h,xgboost,0.004848074773363757,0.0011059401690309643,6864,3,R_t,0.004889941308229032,-0.8561766333436416,True
osi_target_t01h,catboost,0.004847869628058321,0.0011800150137911477,6864,3,R_t,0.004889941308229032,-0.8603718842169039,True
osi_target_t01h,simple_average,0.004828170415993235,0.0011889658808729967,6864,3,R_t,0.004889941308229032,-1.2632235919037615,True
osi_target_t01h,static_convex,0.004825922297999492,0.00116585324931177,6864,3,R_t,0.004889941308229032,-1.30919792680958,True
osi_target_t01h,safe_convex,0.004825922297999492,0.00116585324931177,6864,3,R_t,0.004889941308229032,-1.30919792680958,True
osi_target_t01h,lightgbm,0.003977647234519441,0.001066568096284363,6864,4,R_t,0.003977647234519441,0.0,False
osi_target_t01h,xgboost,0.00395066049717786,0.000981299819314324,6864,4,R_t,0.003977647234519441,-0.6784597967205652,True
osi_target_t01h,catboost,0.0039694284802090545,0.0010044098583134689,6864,4,R_t,0.003977647234519441,-0.20662350947217023,True
osi_target_t01h,simple_average,0.003946129711864147,0.0010040076936251863,6864,4,R_t,0.003977647234519441,-0.7923659589964105,True
osi_target_t01h,static_convex,0.003946499148488707,0.0009943096583538448,6864,4,R_t,0.003977647234519441,-0.7830781412796028,True
osi_target_t01h,safe_convex,0.0039464991484887075,0.0009943096583538463,6864,4,R_t,0.003977647234519441,-0.7830781412795806,True
osi_target_t06h,lightgbm,0.010299791469336104,0.004150196042394044,6624,0,P_t,0.010299791469336104,0.0,False
osi_target_t06h,xgboost,0.011291085351793812,0.004122416951711992,6624,0,P_t,0.010299791469336104,9.624407303865578,False
osi_target_t06h,catboost,0.010814231784905303,0.004055948565184885,6624,0,P_t,0.010299791469336104,4.994667291087973,False
osi_target_t06h,simple_average,0.010321312358931585,0.003942524514243001,6624,0,P_t,0.010299791469336104,0.20894490591922832,False
osi_target_t06h,static_convex,0.010457600780383405,0.004019994951711642,6624,0,P_t,0.010299791469336104,1.5321602531189082,False
osi_target_t06h,safe_convex,0.0104576007803834,0.004019994951711642,6624,0,P_t,0.010299791469336104,1.5321602531188638,False
osi_target_t06h,lightgbm,0.015715605965947226,0.00603054440912965,6486,1,P_t,0.015715605965947226,0.0,False
osi_target_t06h,xgboost,0.014611552727812385,0.0046672326244647025,6486,1,P_t,0.015715605965947226,-7.02520310401723,True
osi_target_t06h,catboost,0.014990841410956877,0.004978877812627171,6486,1,P_t,0.015715605965947226,-4.611750616303167,True
osi_target_t06h,simple_average,0.014541730250894978,0.0050643137957082415,6486,1,P_t,0.015715605965947226,-7.469490629860642,True
osi_target_t06h,static_convex,0.01511347298980598,0.005570362582257686,6486,1,P_t,0.015715605965947226,-3.8314334009516116,True
osi_target_t06h,safe_convex,0.015113472989805986,0.005570362582257692,6486,1,P_t,0.015715605965947226,-3.831433400951567,True
osi_target_t06h,lightgbm,0.021250429928759567,0.006290728769015194,6624,2,P_t,0.021250429928759567,0.0,False
osi_target_t06h,xgboost,0.021241084068497885,0.006143468770413742,6624,2,P_t,0.021250429928759567,-0.04397962908521125,True
osi_target_t06h,catboost,0.020907837710872453,0.006087572533941226,6624,2,P_t,0.021250429928759567,-1.6121660551604244,True
osi_target_t06h,simple_average,0.020905697640404876,0.006080233681525299,6624,2,P_t,0.021250429928759567,-1.6222367712577124,True
osi_target_t06h,static_convex,0.021071689700482028,0.006146649497022184,6624,2,P_t,0.021250429928759567,-0.8411134686533539,True
osi_target_t06h,safe_convex,0.021071689700482028,0.006146649497022184,6624,2,P_t,0.021250429928759567,-0.8411134686533539,True
osi_target_t06h,lightgbm,0.018955859017516744,0.005963804915697002,6624,3,P_t,0.018955859017516744,0.0,False
osi_target_t06h,xgboost,0.019410691005587455,0.005718836614988569,6624,3,P_t,0.018955859017516744,2.3994269405064106,False
osi_target_t06h,catboost,0.021527750027778583,0.005769622343080682,6624,3,P_t,0.018955859017516744,13.567789293459098,False
osi_target_t06h,simple_average,0.01959477985167553,0.0056682149521565355,6624,3,P_t,0.018955859017516744,3.370571777139575,False
osi_target_t06h,static_convex,0.019227864826934116,0.005686728032082201,6624,3,P_t,0.018955859017516744,1.434943197066496,False
osi_target_t06h,safe_convex,0.019227864826934116,0.005686728032082201,6624,3,P_t,0.018955859017516744,1.434943197066496,False
osi_target_t06h,lightgbm,0.014152732450015698,0.004728052257483103,6624,4,P_t,0.014152732450015698,0.0,False
osi_target_t06h,xgboost,0.014608144181753444,0.004420485975373382,6624,4,P_t,0.014152732450015698,3.2178360846300214,False
osi_target_t06h,catboost,0.01669486977144436,0.00472848277521659,6624,4,P_t,0.014152732450015698,17.962166178205695,False
osi_target_t06h,simple_average,0.014777810486828583,0.004503276546797637,6624,4,P_t,0.014152732450015698,4.416659744120244,False
osi_target_t06h,static_convex,0.014282105226412363,0.004496525616428096,6624,4,P_t,0.014152732450015698,0.9141187177358123,False
osi_target_t06h,safe_convex,0.014282105226412363,0.004496525616428096,6624,4,P_t,0.014152732450015698,0.9141187177358123,False
osi_target_t06h,lightgbm,0.0018206250796979429,0.0006869627303895322,6624,0,N_t,0.0018206250796979429,0.0,False
osi_target_t06h,xgboost,0.0017137941599037105,0.0005117531731019669,6624,0,N_t,0.0018206250796979429,-5.867815454456804,True
osi_target_t06h,catboost,0.0017282164671146853,0.0005251848863377764,6624,0,N_t,0.0018206250796979429,-5.075653060793217,True
osi_target_t06h,simple_average,0.0017293186861654765,0.0005681772842740587,6624,0,N_t,0.0018206250796979429,-5.015112367210439,True
osi_target_t06h,static_convex,0.001747411601995486,0.0005990420392271398,6624,0,N_t,0.0018206250796979429,-4.0213374251992455,True
osi_target_t06h,safe_convex,0.001747411601995486,0.0005990420392271398,6624,0,N_t,0.0018206250796979429,-4.0213374251992455,True
osi_target_t06h,lightgbm,0.003079149787305055,0.0008524973395415663,6486,1,N_t,0.003079149787305055,0.0,False
osi_target_t06h,xgboost,0.0030675585661971367,0.0006810612710379704,6486,1,N_t,0.003079149787305055,-0.376442261942167,True
osi_target_t06h,catboost,0.003021067492053525,0.0007258529554158793,6486,1,N_t,0.003079149787305055,-1.8863095095599358,True
osi_target_t06h,simple_average,0.003030294256159341,0.0007456796245185019,6486,1,N_t,0.003079149787305055,-1.5866565292516621,True
osi_target_t06h,static_convex,0.003049532101886825,0.0007570629921763697,6486,1,N_t,0.003079149787305055,-0.961878682886419,True
osi_target_t06h,safe_convex,0.003049532101886825,0.0007570629921763697,6486,1,N_t,0.003079149787305055,-0.961878682886419,True
osi_target_t06h,lightgbm,0.005785308124549007,0.0010081065270380557,6624,2,N_t,0.005785308124549007,0.0,False
osi_target_t06h,xgboost,0.005861035153538425,0.0008922042322849884,6624,2,N_t,0.005785308124549007,1.308954118935901,False
osi_target_t06h,catboost,0.005853049294877216,0.000945382676280108,6624,2,N_t,0.005785308124549007,1.1709172419142266,False
osi_target_t06h,simple_average,0.005815806799407128,0.0009383319371732468,6624,2,N_t,0.005785308124549007,0.5271745981636711,False
osi_target_t06h,static_convex,0.005844198514293378,0.0009111403323262779,6624,2,N_t,0.005785308124549007,1.0179300475713582,False
osi_target_t06h,safe_convex,0.005844198514293376,0.000911140332326279,6624,2,N_t,0.005785308124549007,1.0179300475713138,False
osi_target_t06h,lightgbm,0.003175063735528452,0.0008534243981955946,6624,3,N_t,0.003175063735528452,0.0,False
osi_target_t06h,xgboost,0.003120913688647281,0.0007099344874182296,6624,3,N_t,0.003175063735528452,-1.7054790514987372,True
osi_target_t06h,catboost,0.003140616382456309,0.0007230295246943758,6624,3,N_t,0.003175063735528452,-1.0849342231049608,True
osi_target_t06h,simple_average,0.003132737598248144,0.0007560054473449099,6624,3,N_t,0.003175063735528452,-1.3330799255046544,True
osi_target_t06h,static_convex,0.0031414912431245896,0.0007792595774979081,6624,3,N_t,0.003175063735528452,-1.0573801095137614,True
osi_target_t06h,safe_convex,0.00314149124312459,0.0007792595774979104,6624,3,N_t,0.003175063735528452,-1.0573801095137503,True
osi_target_t06h,lightgbm,0.00358169200502307,0.0008378752404239448,6624,4,N_t,0.00358169200502307,0.0,False
osi_target_t06h,xgboost,0.0035441221164301054,0.0007297066538035125,6624,4,N_t,0.00358169200502307,-1.048942470214509,True
osi_target_t06h,catboost,0.003589112667550907,0.0007427585277593135,6624,4,N_t,0.00358169200502307,0.20718315582217706,False
osi_target_t06h,simple_average,0.003560216313831392,0.0007641738593983614,6624,4,N_t,0.00358169200502307,-0.5995962567847846,True
osi_target_t06h,static_convex,0.0035697577759941884,0.0007789834949404663,6624,4,N_t,0.00358169200502307,-0.33320087299926193,True
osi_target_t06h,safe_convex,0.0035697577759941884,0.0007789834949404663,6624,4,N_t,0.00358169200502307,-0.33320087299926193,True
osi_target_t06h,lightgbm,0.00995014886504839,0.004147343693323139,6624,0,D_t,0.00995014886504839,0.0,False
osi_target_t06h,xgboost,0.010582094305876387,0.004072560656560411,6624,0,D_t,0.00995014886504839,6.351115439567079,False
osi_target_t06h,catboost,0.009475012813430545,0.003869868042848951,6624,0,D_t,0.00995014886504839,-4.77516525694246,True
osi_target_t06h,simple_average,0.009482984375288928,0.003844801492950728,6624,0,D_t,0.00995014886504839,-4.695050255986189,True
osi_target_t06h,static_convex,0.009662615822241828,0.003953948518348243,6624,0,D_t,0.00995014886504839,-2.889736090447559,True
osi_target_t06h,safe_convex,0.00966261582224183,0.003953948518348249,6624,0,D_t,0.00995014886504839,-2.8897360904475478,True
osi_target_t06h,lightgbm,0.015255006800440542,0.005476382309941832,6486,1,D_t,0.015255006800440542,0.0,False
osi_target_t06h,xgboost,0.013800931453846322,0.004689770127684733,6486,1,D_t,0.015255006800440542,-9.53179087768239,True
osi_target_t06h,catboost,0.01360928752501102,0.004946771300288701,6486,1,D_t,0.015255006800440542,-10.788059926541592,True
osi_target_t06h,simple_average,0.01375203162641287,0.004876418220847436,6486,1,D_t,0.015255006800440542,-9.852340242708168,True
osi_target_t06h,static_convex,0.014676582429314447,0.005258726652071945,6486,1,D_t,0.015255006800440542,-3.7917018241472755,True
osi_target_t06h,safe_convex,0.01467658242931454,0.0052587266520719815,6486,1,D_t,0.015255006800440542,-3.791701824146665,True
osi_target_t06h,lightgbm,0.01856108892734326,0.006165192577975334,6624,2,D_t,0.01856108892734326,0.0,False
osi_target_t06h,xgboost,0.018872300391654363,0.006136643412276783,6624,2,D_t,0.01856108892734326,1.676687534493948,False
osi_target_t06h,catboost,0.018239290962464873,0.005795182793116234,6624,2,D_t,0.01856108892734326,-1.7337235231082326,True
osi_target_t06h,simple_average,0.01832606617416308,0.005903553401689514,6624,2,D_t,0.01856108892734326,-1.2662120961769552,True
osi_target_t06h,static_convex,0.01842735507708459,0.005994937788169776,6624,2,D_t,0.01856108892734326,-0.7205064895824065,True
osi_target_t06h,safe_convex,0.01842735507708459,0.005994937788169776,6624,2,D_t,0.01856108892734326,-0.7205064895824065,True
osi_target_t06h,lightgbm,0.02120954843026232,0.005590205304766087,6624,3,D_t,0.02120954843026232,0.0,False
osi_target_t06h,xgboost,0.022277218217881173,0.0058466023362402034,6624,3,D_t,0.02120954843026232,5.0339109817890915,False
osi_target_t06h,catboost,0.023158185431202117,0.005726648860478896,6624,3,D_t,0.02120954843026232,9.187545917570938,False
osi_target_t06h,simple_average,0.0219248033382579,0.005557305432268027,6624,3,D_t,0.02120954843026232,3.3723250183631315,False
osi_target_t06h,static_convex,0.022149137786432856,0.005568111676268798,6624,3,D_t,0.02120954843026232,4.4300299898413,False
osi_target_t06h,safe_convex,0.02214913778643283,0.005568111676268795,6624,3,D_t,0.02120954843026232,4.430029989841189,False
osi_target_t06h,lightgbm,0.013632934608725727,0.004671188694960512,6624,4,D_t,0.013632934608725727,0.0,False
osi_target_t06h,xgboost,0.014097568831445063,0.004495662084123081,6624,4,D_t,0.013632934608725727,3.4081746597826923,False
osi_target_t06h,catboost,0.014733421140377151,0.004549552283158534,6624,4,D_t,0.013632934608725727,8.072264433418908,False
osi_target_t06h,simple_average,0.013816663576087148,0.004462229099187373,6624,4,D_t,0.013632934608725727,1.3476846521645047,False
osi_target_t06h,static_convex,0.013718660153827576,0.004492170858213,6624,4,D_t,0.013632934608725727,0.6288121197836727,False
osi_target_t06h,safe_convex,0.013718660153827571,0.004492170858213003,6624,4,D_t,0.013632934608725727,0.6288121197836283,False
osi_target_t06h,lightgbm,0.002397896209103049,0.0009662771483238333,6624,0,R_t,0.002397896209103049,0.0,False
osi_target_t06h,xgboost,0.002268756056113942,0.0007372770814249923,6624,0,R_t,0.002397896209103049,-5.385560580097549,True
osi_target_t06h,catboost,0.0022953911156109795,0.0007716284778596772,6624,0,R_t,0.002397896209103049,-4.274792758040702,True
osi_target_t06h,simple_average,0.002298680797831688,0.0008145252662781248,6624,0,R_t,0.002397896209103049,-4.137602407256546,True
osi_target_t06h,static_convex,0.0022953865965517754,0.0008106058007741769,6624,0,R_t,0.002397896209103049,-4.274981217373808,True
osi_target_t06h,safe_convex,0.002295386596551776,0.0008106058007741775,6624,0,R_t,0.002397896209103049,-4.274981217373785,True
osi_target_t06h,lightgbm,0.0031395958377227777,0.0010867685923196392,6486,1,R_t,0.0031395958377227777,0.0,False
osi_target_t06h,xgboost,0.0030724352334529,0.0008818567043313124,6486,1,R_t,0.0031395958377227777,-2.1391480859711876,True
osi_target_t06h,catboost,0.0030839134239538752,0.0009196033199451135,6486,1,R_t,0.0031395958377227777,-1.7735535606165809,True
osi_target_t06h,simple_average,0.0030717731878040517,0.0009521057889692726,6486,1,R_t,0.0031395958377227777,-2.160235056494386,True
osi_target_t06h,static_convex,0.003071827712370008,0.0009387024137681678,6486,1,R_t,0.0031395958377227777,-2.158498381814755,True
osi_target_t06h,safe_convex,0.0030718277123700085,0.0009387024137681692,6486,1,R_t,0.0031395958377227777,-2.158498381814744,True
osi_target_t06h,lightgbm,0.005320206866914333,0.0011448591149727145,6624,2,R_t,0.005320206866914333,0.0,False
osi_target_t06h,xgboost,0.005333988607697987,0.0010666442694228446,6624,2,R_t,0.005320206866914333,0.25904520497803674,False
osi_target_t06h,catboost,0.005361913752941619,0.00109735241823888,6624,2,R_t,0.005320206866914333,0.7839335400030345,False
osi_target_t06h,simple_average,0.005322743387162712,0.0010933099755775087,6624,2,R_t,0.005320206866914333,0.047677098124765394,False
