horizon,model,rmse,mae,n,fold,component,baseline_rmse,rmse_change_pct_vs_lightgbm,improved_vs_lightgbm
osi_target_t06h,static_convex,0.005325264652098304,0.0010796366030951163,6624,2,R_t,0.005320206866914333,0.0950674533996887,False
osi_target_t06h,safe_convex,0.005325264652098304,0.0010796366030951163,6624,2,R_t,0.005320206866914333,0.0950674533996887,False
osi_target_t06h,lightgbm,0.0048276282986560075,0.001258335980764037,6624,3,R_t,0.0048276282986560075,0.0,False
osi_target_t06h,xgboost,0.0047279444816347846,0.0010502194830210795,6624,3,R_t,0.0048276282986560075,-2.0648610633294706,True
osi_target_t06h,catboost,0.004811123216863853,0.0010966906031081311,6624,3,R_t,0.0048276282986560075,-0.34188799905637834,True
osi_target_t06h,simple_average,0.00476526203141059,0.001124063679900457,6624,3,R_t,0.0048276282986560075,-1.291861414905937,True
osi_target_t06h,static_convex,0.004764003192177849,0.0011287386901106882,6624,3,R_t,0.0048276282986560075,-1.3179371430868225,True
osi_target_t06h,safe_convex,0.004764003192177849,0.0011287386901106882,6624,3,R_t,0.0048276282986560075,-1.3179371430868225,True
osi_target_t06h,lightgbm,0.0038360144781999397,0.0010737270768437113,6624,4,R_t,0.0038360144781999397,0.0,False
osi_target_t06h,xgboost,0.0039017357401126764,0.0009348838869660276,6624,4,R_t,0.0038360144781999397,1.7132693916102282,False
osi_target_t06h,catboost,0.003873613116460707,0.0009529068641338983,6624,4,R_t,0.0038360144781999397,0.9801484972082442,False
osi_target_t06h,simple_average,0.0038343827087364444,0.0009696994671177196,6624,4,R_t,0.0038360144781999397,-0.04253814663027766,True
osi_target_t06h,static_convex,0.0038841140938936755,0.000943493573074351,6624,4,R_t,0.0038360144781999397,1.253895572268715,False
osi_target_t06h,safe_convex,0.0038841140938936755,0.000943493573074351,6624,4,R_t,0.0038360144781999397,1.253895572268715,False
osi_target_t24h,lightgbm,0.007559939377588107,0.0033661187670535157,5760,0,P_t,0.007559939377588107,0.0,False
osi_target_t24h,xgboost,0.0081505760133771,0.0031942947570056694,5760,0,P_t,0.007559939377588107,7.812716561457744,False
osi_target_t24h,catboost,0.007368147299556283,0.0029658585708024414,5760,0,P_t,0.007559939377588107,-2.536952592508923,True
osi_target_t24h,simple_average,0.0074720657144119575,0.00309209169093511,5760,0,P_t,0.007559939377588107,-1.1623593627834716,True
osi_target_t24h,static_convex,0.007434092702337638,0.0031981913069124134,5760,0,P_t,0.007559939377588107,-1.664651910087389,True
osi_target_t24h,safe_convex,0.007434092702337638,0.0031981913069124134,5760,0,P_t,0.007559939377588107,-1.664651910087389,True
osi_target_t24h,lightgbm,0.013841056393363233,0.005402767900384428,5640,1,P_t,0.013841056393363233,0.0,False
osi_target_t24h,xgboost,0.012979630238070375,0.003873806470540696,5640,1,P_t,0.013841056393363233,-6.223702373656326,True
osi_target_t24h,catboost,0.013526656255650244,0.004064948048441999,5640,1,P_t,0.013841056393363233,-2.271503913991302,True
osi_target_t24h,simple_average,0.013295486755130549,0.004346005997551041,5640,1,P_t,0.013841056393363233,-3.9416762906499314,True
osi_target_t24h,static_convex,0.01368111644581966,0.005033797952296199,5640,1,P_t,0.013841056393363233,-1.1555472573629877,True
osi_target_t24h,safe_convex,0.01368111644581966,0.005033797952296199,5640,1,P_t,0.013841056393363233,-1.1555472573629877,True
osi_target_t24h,lightgbm,0.020408083044628156,0.005873804822452528,5760,2,P_t,0.020408083044628156,0.0,False
osi_target_t24h,xgboost,0.02119562654567111,0.005558210976948063,5760,2,P_t,0.020408083044628156,3.858978324033502,False
osi_target_t24h,catboost,0.020542883832682296,0.005493667627730731,5760,2,P_t,0.020408083044628156,0.6605264578714243,False
osi_target_t24h,simple_average,0.020565353952963446,0.00555019816248519,5760,2,P_t,0.020408083044628156,0.7706304800473962,False
osi_target_t24h,static_convex,0.0205720921714596,0.005630552341255087,5760,2,P_t,0.020408083044628156,0.803647880463787,False
osi_target_t24h,safe_convex,0.0205720921714596,0.005630552341255087,5760,2,P_t,0.020408083044628156,0.803647880463787,False
osi_target_t24h,lightgbm,0.009482701866209316,0.00447684645949597,5760,3,P_t,0.009482701866209316,0.0,False
osi_target_t24h,xgboost,0.010654911668238945,0.004219544689139563,5760,3,P_t,0.009482701866209316,12.361559169192947,False
osi_target_t24h,catboost,0.010882067507755274,0.004208269308703515,5760,3,P_t,0.009482701866209316,14.75703508651327,False
osi_target_t24h,simple_average,0.010038792683268323,0.004209945683304486,5760,3,P_t,0.009482701866209316,5.864265532174784,False
osi_target_t24h,static_convex,0.009925902837490843,0.004257373954774471,5760,3,P_t,0.009482701866209316,4.67378366982969,False
osi_target_t24h,safe_convex,0.009925902837490837,0.004257373954774472,5760,3,P_t,0.009482701866209316,4.673783669829645,False
osi_target_t24h,lightgbm,0.012513227443671495,0.0039349869651970765,5760,4,P_t,0.012513227443671495,0.0,False
osi_target_t24h,xgboost,0.012388135570239102,0.0038393149687894197,5760,4,P_t,0.012513227443671495,-0.9996771336211685,True
osi_target_t24h,catboost,0.012690393351109944,0.0036282103935468602,5760,4,P_t,0.012513227443671495,1.4158290356022452,False
osi_target_t24h,simple_average,0.012356707241153831,0.00371813986174731,5760,4,P_t,0.012513227443671495,-1.250837989017961,True
osi_target_t24h,static_convex,0.012467279185232716,0.003776505548371511,5760,4,P_t,0.012513227443671495,-0.36719750076961155,True
osi_target_t24h,safe_convex,0.012467279185232716,0.003776505548371511,5760,4,P_t,0.012513227443671495,-0.36719750076961155,True
osi_target_t24h,lightgbm,0.0017169872655163215,0.0006806270554345887,5760,0,N_t,0.0017169872655163215,0.0,False
osi_target_t24h,xgboost,0.0016218264937948152,0.0004993486603835405,5760,0,N_t,0.0017169872655163215,-5.542310862328392,True
osi_target_t24h,catboost,0.001636240740810554,0.0005180427461227772,5760,0,N_t,0.0017169872655163215,-4.702802771311532,True
osi_target_t24h,simple_average,0.001634262878569834,0.0005598017282849215,5760,0,N_t,0.0017169872655163215,-4.817996534273139,True
osi_target_t24h,static_convex,0.00166988844121126,0.0006224746727130072,5760,0,N_t,0.0017169872655163215,-2.743108539648853,True
osi_target_t24h,safe_convex,0.0016698884412112603,0.0006224746727130072,5760,0,N_t,0.0017169872655163215,-2.743108539648831,True
osi_target_t24h,lightgbm,0.003216938636108023,0.0008946941263756829,5640,1,N_t,0.003216938636108023,0.0,False
osi_target_t24h,xgboost,0.00318987705041454,0.000707656841570829,5640,1,N_t,0.003216938636108023,-0.841221694120442,True
osi_target_t24h,catboost,0.0031870902500640585,0.0007433667141680157,5640,1,N_t,0.003216938636108023,-0.927850649960682,True
osi_target_t24h,simple_average,0.003178258082606006,0.0007748395590571233,5640,1,N_t,0.003216938636108023,-1.2024025907069857,True
osi_target_t24h,static_convex,0.003190045532369363,0.0008306157682282327,5640,1,N_t,0.003216938636108023,-0.8359843559588853,True
osi_target_t24h,safe_convex,0.003190045532369363,0.0008306157682282327,5640,1,N_t,0.003216938636108023,-0.8359843559588853,True
osi_target_t24h,lightgbm,0.006075423987193359,0.0010568789946254031,5760,2,N_t,0.006075423987193359,0.0,False
osi_target_t24h,xgboost,0.006164793222261294,0.0009526356864948392,5760,2,N_t,0.006075423987193359,1.4709958557019176,False
osi_target_t24h,catboost,0.006173757810570488,0.000985896313555957,5760,2,N_t,0.006075423987193359,1.6185507971856916,False
osi_target_t24h,simple_average,0.006121970641596535,0.000989314616141599,5760,2,N_t,0.006075423987193359,0.7661466014765805,False
osi_target_t24h,static_convex,0.006130502306112264,0.0009780146110213782,5760,2,N_t,0.006075423987193359,0.9065757226986548,False
osi_target_t24h,safe_convex,0.006130502306112264,0.0009780146110213782,5760,2,N_t,0.006075423987193359,0.9065757226986548,False
osi_target_t24h,lightgbm,0.0024363052897442418,0.0008291492764516275,5760,3,N_t,0.0024363052897442418,0.0,False
osi_target_t24h,xgboost,0.0023907097233593472,0.0006928945154961209,5760,3,N_t,0.0024363052897442418,-1.871504633546195,True
osi_target_t24h,catboost,0.0023914250513027147,0.0007034742170215976,5760,3,N_t,0.0024363052897442418,-1.8421434551102012,True
osi_target_t24h,simple_average,0.002388034995903467,0.0007350667506097217,5760,3,N_t,0.0024363052897442418,-1.9812908523398565,True
osi_target_t24h,static_convex,0.002406326459407192,0.0007790907031366864,5760,3,N_t,0.0024363052897442418,-1.2305038479063946,True
osi_target_t24h,safe_convex,0.002406326459407192,0.0007790907031366864,5760,3,N_t,0.0024363052897442418,-1.2305038479063946,True
osi_target_t24h,lightgbm,0.0037346850206141915,0.0008702484979753622,5760,4,N_t,0.0037346850206141915,0.0,False
osi_target_t24h,xgboost,0.0037418212994054455,0.0007557399938507792,5760,4,N_t,0.0037346850206141915,0.19108114210071303,False
osi_target_t24h,catboost,0.0037787256931997204,0.0007816314520992752,5760,4,N_t,0.0037346850206141915,1.1792339204628854,False
osi_target_t24h,simple_average,0.0037303524611767237,0.0007922455690477876,5760,4,N_t,0.0037346850206141915,-0.11600869721418716,True
osi_target_t24h,static_convex,0.003724795999114434,0.0008181588177766137,5760,4,N_t,0.0037346850206141915,-0.2647886353246309,True
osi_target_t24h,safe_convex,0.003724795999114434,0.0008181588177766137,5760,4,N_t,0.0037346850206141915,-0.2647886353246309,True
osi_target_t24h,lightgbm,0.006885378156272365,0.0030915450331620883,5760,0,D_t,0.006885378156272365,0.0,False
osi_target_t24h,xgboost,0.00776933508994698,0.003161139383801083,5760,0,D_t,0.006885378156272365,12.838175530988917,False
osi_target_t24h,catboost,0.007516462503568571,0.0031705818005561054,5760,0,D_t,0.006885378156272365,9.165572797498545,False
osi_target_t24h,simple_average,0.007167075115837037,0.0030539811028392192,5760,0,D_t,0.006885378156272365,4.091234398041821,False
osi_target_t24h,static_convex,0.007038353371695719,0.0030495447595030164,5760,0,D_t,0.006885378156272365,2.2217402145733756,False
osi_target_t24h,safe_convex,0.007038353371695716,0.003049544759503017,5760,0,D_t,0.006885378156272365,2.221740214573331,False
osi_target_t24h,lightgbm,0.01231316338316397,0.005421112060872019,5640,1,D_t,0.01231316338316397,0.0,False
osi_target_t24h,xgboost,0.01130507401797152,0.003720971904692425,5640,1,D_t,0.01231316338316397,-8.187086728426184,True
osi_target_t24h,catboost,0.01215446938244177,0.004119651846822054,5640,1,D_t,0.01231316338316397,-1.288815845156288,True
osi_target_t24h,simple_average,0.011617501221428846,0.004301593589489177,5640,1,D_t,0.01231316338316397,-5.649743612484793,True
osi_target_t24h,static_convex,0.01214535399174209,0.005143556571209806,5640,1,D_t,0.01231316338316397,-1.3628454865735606,True
osi_target_t24h,safe_convex,0.012145353991742092,0.005143556571209808,5640,1,D_t,0.01231316338316397,-1.3628454865735495,True
osi_target_t24h,lightgbm,0.017905678571291335,0.005841820629513957,5760,2,D_t,0.017905678571291335,0.0,False
osi_target_t24h,xgboost,0.018021845424782194,0.005425080574541329,5760,2,D_t,0.017905678571291335,0.6487710199216457,False
osi_target_t24h,catboost,0.017707531099003422,0.005363044622677508,5760,2,D_t,0.017905678571291335,-1.1066180569420436,True
osi_target_t24h,simple_average,0.017721750689807997,0.005440408650224513,5760,2,D_t,0.017905678571291335,-1.0272041953117261,True
osi_target_t24h,static_convex,0.01783373839365453,0.005644561513196674,5760,2,D_t,0.017905678571291335,-0.4017729758209132,True
osi_target_t24h,safe_convex,0.017833738393654534,0.0056445615131966755,5760,2,D_t,0.017905678571291335,-0.401772975820891,True
osi_target_t24h,lightgbm,0.00822911235394404,0.0042375523100124,5760,3,D_t,0.00822911235394404,0.0,False
osi_target_t24h,xgboost,0.009728273530365818,0.003996319509055115,5760,3,D_t,0.00822911235394404,18.217775039895546,False
osi_target_t24h,catboost,0.009438986443961838,0.00402928930183832,5760,3,D_t,0.00822911235394404,14.70236445900428,False
osi_target_t24h,simple_average,0.00889274808435288,0.003993997641277313,5760,3,D_t,0.00822911235394404,8.064487418145095,False
osi_target_t24h,static_convex,0.008777701012998879,0.004036026091459009,5760,3,D_t,0.00822911235394404,6.666437830222516,False
osi_target_t24h,safe_convex,0.008777701012998879,0.004036026091459009,5760,3,D_t,0.00822911235394404,6.666437830222516,False
osi_target_t24h,lightgbm,0.009573150249869497,0.003647823085210612,5760,4,D_t,0.009573150249869497,0.0,False
osi_target_t24h,xgboost,0.010001805029071586,0.0037723910757747983,5760,4,D_t,0.009573150249869497,4.477677337279151,False
osi_target_t24h,catboost,0.010449464242420018,0.0036745860373945042,5760,4,D_t,0.009573150249869497,9.15387275533952,False
osi_target_t24h,simple_average,0.009751843421965571,0.003609431707590072,5760,4,D_t,0.009573150249869497,1.8666078295231037,False
osi_target_t24h,static_convex,0.009626122325830754,0.0035937966788206215,5760,4,D_t,0.009573150249869497,0.5533400665259425,False
osi_target_t24h,safe_convex,0.009626122325830752,0.0035937966788206215,5760,4,D_t,0.009573150249869497,0.5533400665259203,False
osi_target_t24h,lightgbm,0.0016372074211945477,0.0007453180298237234,5760,0,R_t,0.0016372074211945477,0.0,False
osi_target_t24h,xgboost,0.0015610706359448195,0.0005530517766546174,5760,0,R_t,0.0016372074211945477,-4.650405578675965,True
osi_target_t24h,catboost,0.001575168986755563,0.0005870984899708361,5760,0,R_t,0.0016372074211945477,-3.78928373007984,True
osi_target_t24h,simple_average,0.0015721763033753023,0.0006220197344329067,5760,0,R_t,0.0016372074211945477,-3.9720756806609803,True
osi_target_t24h,static_convex,0.0015842110719780649,0.0006491595477051005,5760,0,R_t,0.0016372074211945477,-3.2369966401578742,True
osi_target_t24h,safe_convex,0.0015842110719780649,0.0006491595477051005,5760,0,R_t,0.0016372074211945477,-3.2369966401578742,True
osi_target_t24h,lightgbm,0.0027660158584066124,0.0009496306831034058,5640,1,R_t,0.0027660158584066124,0.0,False
osi_target_t24h,xgboost,0.0027088731432660562,0.0007378215352828115,5640,1,R_t,0.0027660158584066124,-2.0658853045576464,True
osi_target_t24h,catboost,0.002748343500545044,0.0007778460482024638,5640,1,R_t,0.0027660158584066124,-0.6389102147718262,True
osi_target_t24h,simple_average,0.002708259876734194,0.0008127005371184123,5640,1,R_t,0.0027660158584066124,-2.0880567801838,True
osi_target_t24h,static_convex,0.0027220083286476487,0.00083440717895698,5640,1,R_t,0.0027660158584066124,-1.591007861549809,True
osi_target_t24h,safe_convex,0.0027220083286476483,0.0008344071789569825,5640,1,R_t,0.0027660158584066124,-1.5910078615498313,True
osi_target_t24h,lightgbm,0.005463348656308409,0.0010983300726887372,5760,2,R_t,0.005463348656308409,0.0,False
osi_target_t24h,xgboost,0.005516989421786772,0.0010236663179454845,5760,2,R_t,0.005463348656308409,0.9818294392839988,False
osi_target_t24h,catboost,0.005450390483448913,0.0010809254827051401,5760,2,R_t,0.005463348656308409,-0.23718370681933276,True
osi_target_t24h,simple_average,0.005458519074497927,0.001054460462312237,5760,2,R_t,0.005463348656308409,-0.08839966317920611,True
osi_target_t24h,static_convex,0.005468139304183659,0.0010477852710625117,5760,2,R_t,0.005463348656308409,0.08768702450863142,False
osi_target_t24h,safe_convex,0.005468139304183658,0.0010477852710625124,5760,2,R_t,0.005463348656308409,0.08768702450860921,False
osi_target_t24h,lightgbm,0.002500679381598289,0.0009369497921696678,5760,3,R_t,0.002500679381598289,0.0,False
osi_target_t24h,xgboost,0.0024574332662513063,0.0007894057652483432,5760,3,R_t,0.002500679381598289,-1.7293746517533237,True
osi_target_t24h,catboost,0.002458065413161501,0.0008080131877395786,5760,3,R_t,0.002500679381598289,-1.7040956449823619,True
osi_target_t24h,simple_average,0.0024554842600819186,0.0008380009887700008,5760,3,R_t,0.002500679381598289,-1.8073137183817756,True
osi_target_t24h,static_convex,0.0024610047836513627,0.0008575450619753731,5760,3,R_t,0.002500679381598289,-1.586552767974947,True
osi_target_t24h,safe_convex,0.0024610047836513627,0.0008575450619753731,5760,3,R_t,0.002500679381598289,-1.586552767974947,True
osi_target_t24h,lightgbm,0.0035894241093867526,0.0008973217718956992,5760,4,R_t,0.0035894241093867526,0.0,False
osi_target_t24h,xgboost,0.003617974625769408,0.0007872618774241049,5760,4,R_t,0.0035894241093867526,0.795406603192772,False
osi_target_t24h,catboost,0.0036055532015884647,0.0008269680683259129,5760,4,R_t,0.0035894241093867526,0.4493504169521989,False
osi_target_t24h,simple_average,0.0035861914609078864,0.0008236610356255176,5760,4,R_t,0.0035894241093867526,-0.09006036568407483,True
osi_target_t24h,static_convex,0.003584969980805725,0.0008359023210562136,5760,4,R_t,0.0035894241093867526,-0.12409033999017938,True
osi_target_t24h,safe_convex,0.003584969980805725,0.0008359023210562139,5760,4,R_t,0.0035894241093867526,-0.12409033999017938,True
osi_target_t48h,lightgbm,0.005809407536967874,0.002582862529286582,4608,0,P_t,0.005809407536967874,0.0,False
osi_target_t48h,xgboost,0.00588667634085572,0.0023153212789724324,4608,0,P_t,0.005809407536967874,1.3300634082933582,False
osi_target_t48h,catboost,0.005892286400479661,0.002225131960226031,4608,0,P_t,0.005809407536967874,1.4266319411126105,False
osi_target_t48h,simple_average,0.005623506075179766,0.0023211715473056846,4608,0,P_t,0.005809407536967874,-3.200007240069369,True
osi_target_t48h,static_convex,0.005638858128187886,0.002381185734093193,4608,0,P_t,0.005809407536967874,-2.9357453009572043,True
osi_target_t48h,safe_convex,0.005638858128187886,0.0023811857340931947,4608,0,P_t,0.005809407536967874,-2.9357453009572043,True
osi_target_t48h,lightgbm,0.009181738211389552,0.003869769632450238,4512,1,P_t,0.009181738211389552,0.0,False
osi_target_t48h,xgboost,0.008855778385413826,0.002615657509420773,4512,1,P_t,0.009181738211389552,-3.550088430656706,True
osi_target_t48h,catboost,0.009202598389355282,0.0027382931634504426,4512,1,P_t,0.009181738211389552,0.22719203581575975,False
osi_target_t48h,simple_average,0.008985574143013444,0.0030158821919846813,4512,1,P_t,0.009181738211389552,-2.1364589564617953,True
osi_target_t48h,static_convex,0.009109236140333462,0.003318583208498481,4512,1,P_t,0.009181738211389552,-0.7896333938834599,True
osi_target_t48h,safe_convex,0.009109236140333462,0.0033185832084984875,4512,1,P_t,0.009181738211389552,-0.7896333938834599,True
osi_target_t48h,lightgbm,0.020874127493772786,0.00500566150919069,4608,2,P_t,0.020874127493772786,0.0,False
osi_target_t48h,xgboost,0.021903425772130843,0.004924899457517955,4608,2,P_t,0.020874127493772786,4.9309762942912005,False
osi_target_t48h,catboost,0.021202167042716,0.005024051574719338,4608,2,P_t,0.020874127493772786,1.5715126250956946,False
osi_target_t48h,simple_average,0.021243985887222514,0.004934288153106768,4608,2,P_t,0.020874127493772786,1.7718507926142824,False
osi_target_t48h,static_convex,0.02115444778924596,0.004952477465120637,4608,2,P_t,0.020874127493772786,1.3429078439652242,False
osi_target_t48h,safe_convex,0.02115444778924596,0.004952477465120637,4608,2,P_t,0.020874127493772786,1.3429078439652242,False
osi_target_t48h,lightgbm,0.008058936936995185,0.0034932191962574375,4608,3,P_t,0.008058936936995185,0.0,False
osi_target_t48h,xgboost,0.008305150567063446,0.003078014683696185,4608,3,P_t,0.008058936936995185,3.0551626348879424,False
osi_target_t48h,catboost,0.007996076313455322,0.003027864278153559,4608,3,P_t,0.008058936936995185,-0.780011359206656,True
osi_target_t48h,simple_average,0.007964498232767774,0.003143014154494059,4608,3,P_t,0.008058936936995185,-1.1718506419113761,True
osi_target_t48h,static_convex,0.007889567504180447,0.00324416918634249,4608,3,P_t,0.008058936936995185,-2.101634919578965,True
osi_target_t48h,safe_convex,0.007889567504180447,0.0032441691863424912,4608,3,P_t,0.008058936936995185,-2.101634919578965,True
osi_target_t48h,lightgbm,0.011257852146672444,0.0033532839129682543,4608,4,P_t,0.011257852146672444,0.0,False
osi_target_t48h,xgboost,0.01114644142243474,0.003010972341594209,4608,4,P_t,0.011257852146672444,-0.9896268203400949,True
osi_target_t48h,catboost,0.010798177415670603,0.002853708126131541,4608,4,P_t,0.011257852146672444,-4.083147700049605,True
osi_target_t48h,simple_average,0.01096098961424558,0.003004452635670214,4608,4,P_t,0.011257852146672444,-2.636937566413222,True
osi_target_t48h,static_convex,0.011042822998457894,0.0031560184887942724,4608,4,P_t,0.011257852146672444,-1.910037060471681,True
osi_target_t48h,safe_convex,0.011042822998457894,0.0031560184887942724,4608,4,P_t,0.011257852146672444,-1.910037060471681,True
osi_target_t48h,lightgbm,0.0015566652908623377,0.0004915626128406742,4608,0,N_t,0.0015566652908623377,0.0,False
osi_target_t48h,xgboost,0.0014770760988706394,0.0003812099801028242,4608,0,N_t,0.0015566652908623377,-5.112800578190358,True
osi_target_t48h,catboost,0.0014763951557899243,0.00040216845436840304,4608,0,N_t,0.0015566652908623377,-5.156544283707043,True
osi_target_t48h,simple_average,0.0014733106492310875,0.0004191577535228016,4608,0,N_t,0.0015566652908623377,-5.354692631777935,True
osi_target_t48h,static_convex,0.0014754896863398725,0.0004293483532447715,4608,0,N_t,0.0015566652908623377,-5.214711537474881,True
osi_target_t48h,safe_convex,0.0014754896863398736,0.0004293483532447733,4608,0,N_t,0.0015566652908623377,-5.214711537474814,True
osi_target_t48h,lightgbm,0.0023403245076918195,0.0006164984493342868,4512,1,N_t,0.0023403245076918195,0.0,False
osi_target_t48h,xgboost,0.002354252738462142,0.0005158570717728517,4512,1,N_t,0.0023403245076918195,0.5951410039310989,False
osi_target_t48h,catboost,0.0023409747628648134,0.0005216262165455189,4512,1,N_t,0.0023403245076918195,0.027784829448074255,False
osi_target_t48h,simple_average,0.0023346348853123403,0.0005478258154470925,4512,1,N_t,0.0023403245076918195,-0.243112541050583,True
osi_target_t48h,static_convex,0.002331539332208557,0.0005446154139739245,4512,1,N_t,0.0023403245076918195,-0.3753827921892272,True
osi_target_t48h,safe_convex,0.0023315393322085568,0.0005446154139739273,4512,1,N_t,0.0023403245076918195,-0.3753827921892494,True
osi_target_t48h,lightgbm,0.006260814186633636,0.0009117309594724578,4608,2,N_t,0.006260814186633636,0.0,False
osi_target_t48h,xgboost,0.006338755682390842,0.0008146070591559155,4608,2,N_t,0.006260814186633636,1.2449099020316767,False
osi_target_t48h,catboost,0.006264485683580057,0.0008758746044827805,4608,2,N_t,0.006260814186633636,0.0586424838203925,False
osi_target_t48h,simple_average,0.006276964409744985,0.0008595122433099291,4608,2,N_t,0.006260814186633636,0.257957234153805,False
osi_target_t48h,static_convex,0.006279301870318355,0.0008553341713821505,4608,2,N_t,0.006260814186633636,0.29529200410050027,False
osi_target_t48h,safe_convex,0.006279301870318355,0.0008553341713821505,4608,2,N_t,0.006260814186633636,0.29529200410050027,False
osi_target_t48h,lightgbm,0.002016408397693431,0.0006259438976914512,4608,3,N_t,0.002016408397693431,0.0,False
osi_target_t48h,xgboost,0.0019989697891885025,0.0005229296959639413,4608,3,N_t,0.002016408397693431,-0.8648351457411385,True
osi_target_t48h,catboost,0.0019858839149272433,0.0004984411988269906,4608,3,N_t,0.002016408397693431,-1.5138045844832249,True
osi_target_t48h,simple_average,0.0019913313200658907,0.0005449570125354487,4608,3,N_t,0.002016408397693431,-1.2436507235451866,True
osi_target_t48h,static_convex,0.0019887101611986953,0.0005370711445217338,4608,3,N_t,0.002016408397693431,-1.3736421910571117,True
osi_target_t48h,safe_convex,0.0019887101611986958,0.0005370711445217358,4608,3,N_t,0.002016408397693431,-1.3736421910570895,True
osi_target_t48h,lightgbm,0.002778557681901257,0.0006328225158788932,4608,4,N_t,0.002778557681901257,0.0,False
osi_target_t48h,xgboost,0.0027211484874522843,0.0005188501078420419,4608,4,N_t,0.002778557681901257,-2.066150896305663,True
osi_target_t48h,catboost,0.0027337025300258246,0.0005333285986402003,4608,4,N_t,0.002778557681901257,-1.6143322187480935,True
osi_target_t48h,simple_average,0.0027311962447412086,0.0005568823098392871,4608,4,N_t,0.002778557681901257,-1.7045331636822758,True
osi_target_t48h,static_convex,0.002737715126241458,0.0005660824578956929,4608,4,N_t,0.002778557681901257,-1.4699193011480594,True
osi_target_t48h,safe_convex,0.002737715126241458,0.0005660824578956929,4608,4,N_t,0.002778557681901257,-1.4699193011480594,True
osi_target_t48h,lightgbm,0.005502413406925533,0.002606667504465949,4608,0,D_t,0.005502413406925533,0.0,False
osi_target_t48h,xgboost,0.005480063348711033,0.0022844547260864783,4608,0,D_t,0.005502413406925533,-0.40618645967911426,True
osi_target_t48h,catboost,0.005340965246608355,0.0023629912117323747,4608,0,D_t,0.005502413406925533,-2.9341335951597824,True
osi_target_t48h,simple_average,0.005183200420400685,0.0023694422052401598,4608,0,D_t,0.005502413406925533,-5.801326852742006,True
osi_target_t48h,static_convex,0.005502413406925533,0.002606667504465949,4608,0,D_t,0.005502413406925533,0.0,False
osi_target_t48h,safe_convex,0.005502413406925533,0.002606667504465949,4608,0,D_t,0.005502413406925533,0.0,False
osi_target_t48h,lightgbm,0.008283429553680364,0.003744308563220699,4512,1,D_t,0.008283429553680364,0.0,False
osi_target_t48h,xgboost,0.007973774262994025,0.002679278043389114,4512,1,D_t,0.008283429553680364,-3.7382498236947947,True
osi_target_t48h,catboost,0.008353291900531124,0.0028453778343633827,4512,1,D_t,0.008283429553680364,0.8433988168550233,False
osi_target_t48h,simple_average,0.008075595027556103,0.0030189282244248907,4512,1,D_t,0.008283429553680364,-2.5090395804949983,True
osi_target_t48h,static_convex,0.008283429553680364,0.003744308563220699,4512,1,D_t,0.008283429553680364,0.0,False
osi_target_t48h,safe_convex,0.008283429553680364,0.003744308563220699,4512,1,D_t,0.008283429553680364,0.0,False
osi_target_t48h,lightgbm,0.01766884289396775,0.004987042894012323,4608,2,D_t,0.01766884289396775,0.0,False
osi_target_t48h,xgboost,0.019033797405971387,0.004984163558099948,4608,2,D_t,0.01766884289396775,7.7252060035557735,False
osi_target_t48h,catboost,0.01897302290045265,0.0049975958033439466,4608,2,D_t,0.01766884289396775,7.381241738983113,False
osi_target_t48h,simple_average,0.018472515824888968,0.004925819793806742,4608,2,D_t,0.01766884289396775,4.5485317614974985,False
osi_target_t48h,static_convex,0.018407729060295388,0.004926523407028195,4608,2,D_t,0.01766884289396775,4.181859393746135,False
osi_target_t48h,safe_convex,0.01840772906029538,0.0049265234070281945,4608,2,D_t,0.01766884289396775,4.18185939374609,False
osi_target_t48h,lightgbm,0.007244202027281752,0.0034561232064984734,4608,3,D_t,0.007244202027281752,0.0,False
osi_target_t48h,xgboost,0.0074907321214863565,0.003178833697903397,4608,3,D_t,0.007244202027281752,3.4031366501951377,False
osi_target_t48h,catboost,0.007943490633358556,0.0029795256797408745,4608,3,D_t,0.007244202027281752,9.653079848453627,False
osi_target_t48h,simple_average,0.007369816355653446,0.0031352109680355127,4608,3,D_t,0.007244202027281752,1.7339981394586923,False
osi_target_t48h,static_convex,0.007244202027281752,0.0034561232064984734,4608,3,D_t,0.007244202027281752,0.0,False
osi_target_t48h,safe_convex,0.007244202027281752,0.0034561232064984734,4608,3,D_t,0.007244202027281752,0.0,False
osi_target_t48h,lightgbm,0.009855806784372015,0.003280774507735782,4608,4,D_t,0.009855806784372015,0.0,False
osi_target_t48h,xgboost,0.00994900434401889,0.003144330809605471,4608,4,D_t,0.009855806784372015,0.9456106606579917,False
osi_target_t48h,catboost,0.009422002919660373,0.002904990008450588,4608,4,D_t,0.009855806784372015,-4.401505368383529,True
osi_target_t48h,simple_average,0.009657754939287472,0.003057701043228,4608,4,D_t,0.009855806784372015,-2.0094939908784193,True
osi_target_t48h,static_convex,0.009855806784372015,0.003280774507735782,4608,4,D_t,0.009855806784372015,0.0,False
osi_target_t48h,safe_convex,0.009855806784372015,0.003280774507735782,4608,4,D_t,0.009855806784372015,0.0,False
osi_target_t48h,lightgbm,0.0014339634556949667,0.0005689852597546096,4608,0,R_t,0.0014339634556949667,0.0,False
osi_target_t48h,xgboost,0.001380845256528004,0.0004613456053625336,4608,0,R_t,0.0014339634556949667,-3.7042923901585145,True
