horizon,model,rmse,mae,n,fipsCode,component
osi_target_t06h,safe_convex,0.02016186732282796,0.00984031979966472,138,54085,P_t
osi_target_t06h,lightgbm,0.01613662943786631,0.0074354443993254775,138,54087,P_t
osi_target_t06h,xgboost,0.015694966769235014,0.007838090432190685,138,54087,P_t
osi_target_t06h,catboost,0.0215415747383699,0.01017620131873306,138,54087,P_t
osi_target_t06h,simple_average,0.016147981704677305,0.0066525017413432246,138,54087,P_t
osi_target_t06h,static_convex,0.014914663213427666,0.006672210237490389,138,54087,P_t
osi_target_t06h,safe_convex,0.014914663213427668,0.006672210237490388,138,54087,P_t
osi_target_t06h,lightgbm,0.0034880490216189167,0.003143393925657215,138,54089,P_t
osi_target_t06h,xgboost,0.00176222646524163,0.0009097433501238725,138,54089,P_t
osi_target_t06h,catboost,0.0015838564125047784,0.0011049613684229057,138,54089,P_t
osi_target_t06h,simple_average,0.002095489919100341,0.0017042884400539143,138,54089,P_t
osi_target_t06h,static_convex,0.0028655814508477388,0.00249431033871314,138,54089,P_t
osi_target_t06h,safe_convex,0.002865581450847747,0.0024943103387131487,138,54089,P_t
osi_target_t06h,lightgbm,0.008989346900299516,0.006216288780303906,138,54091,P_t
osi_target_t06h,xgboost,0.00867463147005107,0.005227243441329665,138,54091,P_t
osi_target_t06h,catboost,0.005556868448158515,0.0038691785855722144,138,54091,P_t
osi_target_t06h,simple_average,0.007183805571325157,0.004906126418857197,138,54091,P_t
osi_target_t06h,static_convex,0.008641711098411218,0.005925654544312145,138,54091,P_t
osi_target_t06h,safe_convex,0.008641711098411222,0.005925654544312148,138,54091,P_t
osi_target_t06h,lightgbm,0.009283778399220802,0.006418004481190604,138,54093,P_t
osi_target_t06h,xgboost,0.007671657505810855,0.0055521439832788904,138,54093,P_t
osi_target_t06h,catboost,0.006814170001506066,0.00570161271346866,138,54093,P_t
osi_target_t06h,simple_average,0.007729063898311331,0.005889809759795811,138,54093,P_t
osi_target_t06h,static_convex,0.00849458079208177,0.006046046562531521,138,54093,P_t
osi_target_t06h,safe_convex,0.00849458079208177,0.006046046562531521,138,54093,P_t
osi_target_t06h,lightgbm,0.017277651861723062,0.007797214152499268,138,54095,P_t
osi_target_t06h,xgboost,0.018247377748968632,0.007281126348372476,138,54095,P_t
osi_target_t06h,catboost,0.0210607864918355,0.008327856723049741,138,54095,P_t
osi_target_t06h,simple_average,0.018720443845954022,0.007587727651455767,138,54095,P_t
osi_target_t06h,static_convex,0.01787171964715964,0.007453267269487468,138,54095,P_t
osi_target_t06h,safe_convex,0.01787171964715964,0.007453267269487468,138,54095,P_t
osi_target_t06h,lightgbm,0.003616782899561148,0.0020220843803357784,138,54097,P_t
osi_target_t06h,xgboost,0.003217525648089607,0.0021106298794699393,138,54097,P_t
osi_target_t06h,catboost,0.0030821763677215683,0.0021013879454194195,138,54097,P_t
osi_target_t06h,simple_average,0.0030744597276912613,0.0019572414747991798,138,54097,P_t
osi_target_t06h,static_convex,0.0031414734876520733,0.001957278937374354,138,54097,P_t
osi_target_t06h,safe_convex,0.0031414734876520733,0.001957278937374354,138,54097,P_t
osi_target_t06h,lightgbm,0.010560892959412198,0.008939130664526736,138,54099,P_t
osi_target_t06h,xgboost,0.010431984149018208,0.007756074931767702,138,54099,P_t
osi_target_t06h,catboost,0.008733381351116442,0.005822887814955587,138,54099,P_t
osi_target_t06h,simple_average,0.009287749765865272,0.00738550211751696,138,54099,P_t
osi_target_t06h,static_convex,0.010258211597575468,0.008515369957630414,138,54099,P_t
osi_target_t06h,safe_convex,0.01025821159757547,0.008515369957630416,138,54099,P_t
osi_target_t06h,lightgbm,0.00820074114223817,0.004945135605071249,138,54101,P_t
osi_target_t06h,xgboost,0.01060829897346937,0.007507186295120296,138,54101,P_t
osi_target_t06h,catboost,0.00933499610182661,0.0057036514260451745,138,54101,P_t
osi_target_t06h,simple_average,0.008737132480790007,0.0059993839746177455,138,54101,P_t
osi_target_t06h,static_convex,0.008229185943423038,0.005605894509474701,138,54101,P_t
osi_target_t06h,safe_convex,0.008229185943423032,0.005605894509474691,138,54101,P_t
osi_target_t06h,lightgbm,0.01457682249417524,0.010811884428962335,138,54103,P_t
osi_target_t06h,xgboost,0.016579026053513732,0.010813024629394376,138,54103,P_t
osi_target_t06h,catboost,0.01347217024107012,0.009356460885096821,138,54103,P_t
osi_target_t06h,simple_average,0.014425598563510906,0.010074290970849963,138,54103,P_t
osi_target_t06h,static_convex,0.014811459958156603,0.010410616564076791,138,54103,P_t
osi_target_t06h,safe_convex,0.014811459958156603,0.010410616564076791,138,54103,P_t
osi_target_t06h,lightgbm,0.010661591591339585,0.005090638127468914,138,54105,P_t
osi_target_t06h,xgboost,0.012071643563338593,0.005497140985671638,138,54105,P_t
osi_target_t06h,catboost,0.009643608117405437,0.00398894776606655,138,54105,P_t
osi_target_t06h,simple_average,0.01057312895331584,0.004834732720495472,138,54105,P_t
osi_target_t06h,static_convex,0.011201859258463403,0.005244743090653613,138,54105,P_t
osi_target_t06h,safe_convex,0.011201859258463403,0.005244743090653613,138,54105,P_t
osi_target_t06h,lightgbm,0.0021335770377201324,0.0012451101316536207,138,54107,P_t
osi_target_t06h,xgboost,0.0017492879481711306,0.0008681667950751924,138,54107,P_t
osi_target_t06h,catboost,0.0013030447329613907,0.0007333975809897987,138,54107,P_t
osi_target_t06h,simple_average,0.0015592502626060555,0.0008794497111496047,138,54107,P_t
osi_target_t06h,static_convex,0.0016668046572694043,0.0009315318484761508,138,54107,P_t
osi_target_t06h,safe_convex,0.0016668046572694043,0.0009315318484761508,138,54107,P_t
