case,space,horizon,n,P_weighted_rmse,other_weighted_rmse,two_mean_P_other_product,P_other_covariance,official_truth_rounding_rmse,linear_osi_rmse,postprocessed_osi_rmse,postprocessing_mse_change
F0,raw,osi_target_t01h,34177,0.006997774960226107,0.004279570600787588,4.556022228541842e-05,2.2776496238458498e-05,2.423938157445867e-05,0.010623027489817782,0.010625859276603061,6.017231674704899e-08
F0,aligned,osi_target_t01h,34177,0.00688448583556777,0.004289725135719231,4.9679732132865316e-05,2.483814780232067e-05,2.423938157445867e-05,0.010746270907161978,0.010748603143167522,5.013111919480791e-08
F2,raw,osi_target_t01h,34177,0.006898444688906638,0.004279570600787588,4.38260318828327e-05,2.190948540949449e-05,2.423938157445867e-05,0.010475439886102564,0.01047865232704977,6.731378383707342e-08
F2,aligned,osi_target_t01h,34177,0.00684608533880509,0.004289725135719231,4.879111917616837e-05,2.439374769079738e-05,2.423938157445867e-05,0.01068020562824732,0.010683002911169644,5.975893841335606e-08
F0,raw,osi_target_t06h,32982,0.006388407557583936,0.004055859777985826,4.5115186486423937e-05,2.2553703015679012e-05,2.415995982099207e-05,0.010118307782573395,0.010121851237145981,7.172008402828677e-08
F0,aligned,osi_target_t06h,32982,0.006109873303493845,0.004002063147000524,4.1748005028664775e-05,2.087130463825593e-05,2.415995982099207e-05,0.009751866908523326,0.009754537404413665,5.209177255299574e-08
F2,raw,osi_target_t06h,32982,0.006388407557583936,0.004055859777985826,4.5115186486423937e-05,2.2553703015679012e-05,2.415995982099207e-05,0.010118307782573395,0.010121851237145981,7.172008402828677e-08
F2,aligned,osi_target_t06h,32982,0.006063377127148901,0.004002063147000524,4.116836966421841e-05,2.0581484381762505e-05,2.415995982099207e-05,0.009692960170604073,0.009696165799144481,6.21543355821836e-08
