domain,mode,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,C0_direct_osi,osi_target_t01h,F2_minus_F0,34177,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.0,0.0,0.0,0
OSI,C1_component_osi,osi_target_t01h,F2_minus_F0,34177,0.010625859276603061,0.003329873678314119,3.858886975159638,1.2576022187238832e-05,0.01047865232704977,0.0032423390582886863,3.75270823746295,9.473764088963415e-06,-0.00014720694955329058,-1.3853651335042905,0.10617873769668806,17864
OSI,C2_equal_blend,osi_target_t01h,F2_minus_F0,34177,0.010824189513816604,0.0033388724418440922,4.004282538372279,-3.955919689664598e-05,0.010740779394613055,0.0032928172121609732,3.942807116661971,-4.312142885971425e-05,-8.341011920354885e-05,-0.7705899744002043,0.061475421710308176,17327
OSI,C3_aligned_component,osi_target_t01h,F2_minus_F0,34177,0.010748603143167522,0.003317938574683782,3.9485532111032526,-6.713967255880392e-05,0.010683002911169644,0.0032883188402159907,3.9005031403644193,-6.38801247473866e-05,-6.560023199787823e-05,-0.6103140205672042,0.048050070738833384,17057
OSI,v18_rule,osi_target_t01h,F2_minus_F0,34177,0.010748603143167522,0.003317938574683782,3.9485532111032526,-6.713967255880392e-05,0.010683002911169644,0.0032883188402159907,3.9005031403644193,-6.38801247473866e-05,-6.560023199787823e-05,-0.6103140205672042,0.048050070738833384,17057
P,raw,osi_target_t01h,F2_minus_F0,34177,0.01749443740056527,0.005376209425348297,10.46005335389142,0.0003247895200868648,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,-0.00024832567829867827,-1.4194550679900941,0.2948439682287507,32722
P,aligned,osi_target_t01h,F2_minus_F0,34177,0.017211214588919423,0.005231211052178364,10.124112844928087,0.0001813283581560443,0.01711521334701272,0.0051734042341867025,10.011486652508658,0.00019120946417497205,-9.600124190670134e-05,-0.5577830745803758,0.1126261924194285,32722
OSI,C0_direct_osi,osi_target_t06h,F2_minus_F0,32982,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.0,0.0,0.0,0
OSI,C1_component_osi,osi_target_t06h,F2_minus_F0,32982,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.0,0.0,0.0,0
OSI,C2_equal_blend,osi_target_t06h,F2_minus_F0,32982,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.0,0.0,0.0,0
OSI,C3_aligned_component,osi_target_t06h,F2_minus_F0,32982,0.009754537404413665,0.0031814554611128637,3.1382702811459398,-4.4017728955019525e-05,0.009696165799144481,0.003157640544858214,3.1008235483867903,-4.462224350760196e-05,-5.83716052691835e-05,-0.5984046485153827,0.03744673275914945,16246
OSI,v18_rule,osi_target_t06h,F2_minus_F0,32982,0.009754537404413665,0.0031814554611128637,3.1382702811459398,-4.4017728955019525e-05,0.009696165799144481,0.003157640544858214,3.1008235483867903,-4.462224350760196e-05,-5.83716052691835e-05,-0.5984046485153827,0.03744673275914945,16246
P,raw,osi_target_t06h,F2_minus_F0,32982,0.01597101889395984,0.005258476536247554,8.41283234686913,0.0002485134619621766,0.01597101889395984,0.005258476536247554,8.41283234686913,0.0002485134619621766,0.0,0.0,0.0,0
P,aligned,osi_target_t06h,F2_minus_F0,32982,0.01527468325873461,0.004982423972481141,7.695226618528239,0.00023096868472505323,0.015158442817872252,0.004924125647154419,7.578550814873266,0.00023118907135339766,-0.00011624044086235887,-0.761000662949185,0.11667580365497354,31660
OSI,C0_direct_osi,osi_target_t24h,F2_minus_F0,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0
OSI,C1_component_osi,osi_target_t24h,F2_minus_F0,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
OSI,C2_equal_blend,osi_target_t24h,F2_minus_F0,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0
OSI,C3_aligned_component,osi_target_t24h,F2_minus_F0,28680,0.00781254741394307,0.0027011018256662732,1.7505095286877133,-3.229570696974946e-07,0.00778593176264101,0.0026878308643844308,1.7386026342705612,-2.0486238966605316e-06,-2.6615651302060693e-05,-0.34067826909517374,0.011906894417152092,13530
OSI,v18_rule,osi_target_t24h,F2_minus_F0,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
P,raw,osi_target_t24h,F2_minus_F0,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.0,0.0,0.0,0
P,aligned,osi_target_t24h,F2_minus_F0,28680,0.012643041412790237,0.004268945061946372,4.584397510027371,0.00031003312729824056,0.012578776099439262,0.004235588160633077,4.537910442023764,0.0003066978925431472,-6.426531335097449e-05,-0.5083058043767963,0.04648706800360625,27687
