split_seed,case,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,B0,osi_target_t01h,18009,Blackford County,IN,1,143,0.006265245060410867,0.00389404080936285,0.005613221280381397,0.002456268438525022,0.006265245060410867,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18013,Brown County,IN,2,143,0.02851304512539454,0.012304549195902716,0.1162581051521583,-0.009946116658264056,0.02851304512539454,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18023,Clinton County,IN,1,143,0.002286252716856849,0.0008655472063767846,0.0007474540624029511,0.0008193933602229386,0.002286252716856849,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18025,Crawford County,IN,2,143,0.012658236454762129,0.002211098193855391,0.022913025870687654,-0.0016829810394539586,0.012658236454762129,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18027,Daviess County,IN,1,143,0.003918143267406335,0.001749879464188032,0.0021953140729407874,0.001747082261390829,0.003918143267406335,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18029,Dearborn County,IN,0,143,0.0016454089046034858,0.0005429164508785613,0.00038715397625882736,2.7186774389388667e-05,0.0016454089046034858,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18033,DeKalb County,IN,2,143,0.0033055813711468885,0.001307255779711357,0.001562542152782088,-0.0009552049240986772,0.0033055813711468885,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18035,Delaware County,IN,2,143,0.00171484623539361,0.0008731760891889765,0.00042051975837924005,-6.202864443944812e-05,0.00171484623539361,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18037,Dubois County,IN,4,143,0.0027041481220836344,0.001108067393058274,0.0010456756404620877,0.0007419116798621881,0.0027041481220836344,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18039,Elkhart County,IN,2,143,0.0014962408842371755,0.0010430909340517717,0.0003201393600637868,0.0009833609084680998,0.0014962408842371755,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18041,Fayette County,IN,3,143,0.005110118799560446,0.0018885492659805045,0.003734203922823816,-0.0017518793233561624,0.005110118799560446,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18043,Floyd County,IN,4,143,0.0019064306597011483,0.0007113950315623282,0.0005197303340155435,0.00032970001190910374,0.0019064306597011483,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18045,Fountain County,IN,0,143,0.0023778324678095323,0.0009433385540054061,0.0008085344760305912,0.000922971033491609,0.0023778324678095323,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18047,Franklin County,IN,2,143,0.003023533129065647,0.0011522510155589018,0.0013072706193057227,0.00029021740484381803,0.003023533129065647,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18051,Gibson County,IN,4,143,0.0013188412104273438,0.0005218168623642005,0.000248725925779969,0.0002253855617753553,0.0013188412104273438,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18059,Hancock County,IN,0,143,0.0010522386562672726,0.0003109372560966442,0.0001583304851332712,0.00012068505386894168,0.0010522386562672726,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18061,Harrison County,IN,4,143,0.003892263963748712,0.0015842243383587553,0.002166409783180047,-0.00023479981159623493,0.003892263963748712,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18065,Henry County,IN,0,143,0.002289060730451955,0.0007659752848583158,0.000749291260960705,-0.000391657102131996,0.002289060730451955,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18067,Howard County,IN,0,143,0.0016887409239752585,0.00045546972491461473,0.00040781396488815975,-0.0002551180070181378,0.0016887409239752585,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18069,Huntington County,IN,0,143,0.0009041350906168744,0.000487975344926214,0.00011689681747812405,-8.281137867866775e-05,0.0009041350906168744,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18071,Jackson County,IN,3,143,0.005884085759861964,0.0023408948870162444,0.00495101252780568,0.0023353004814218384,0.005884085759861964,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18073,Jasper County,IN,4,143,0.0026101771790977735,0.0014869574487619648,0.000974262561598442,0.0010365553245480854,0.0026101771790977735,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18077,Jefferson County,IN,3,143,0.004395934438435584,0.0012964549944411918,0.002763366260944428,-0.0007085641216727702,0.004395934438435584,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18083,Knox County,IN,1,143,0.003137405530853746,0.0015343327360710266,0.00140759382549953,0.0014280390297773205,0.003137405530853746,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18085,Kosciusko County,IN,4,143,0.0020033586025346595,0.0014394996064426365,0.0005739227337199964,0.0011863527532957835,0.0020033586025346595,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18087,LaGrange County,IN,0,143,0.003022508546828381,0.0028703040168294083,0.0013063847819380374,0.0028618252822457846,0.003022508546828381,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18089,Lake County,IN,2,143,0.0022833204289752817,0.0014501751353267498,0.0007455379619367486,0.0005045347325126351,0.0022833204289752817,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18091,LaPorte County,IN,4,143,0.0014268966785022472,0.0007916463756079807,0.0002911528807502666,-4.0121078711102534e-05,0.0014268966785022472,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18093,Lawrence County,IN,2,143,0.00850681043522331,0.0026286131136867394,0.010348312800657863,-0.0025384403507708003,0.00850681043522331,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18095,Madison County,IN,4,143,0.0014877873794583497,0.0006861767258959216,0.0003165321139660027,-9.829539280030962e-05,0.0014877873794583497,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18097,Marion County,IN,4,143,0.0006582833366440085,0.00028890532551161414,6.196718403635317e-05,4.1708820262091026e-05,0.0006582833366440085,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18099,Marshall County,IN,0,143,0.008770976887057224,0.0026742848012863553,0.011000995084120758,-0.0016442247913938865,0.008770976887057224,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18101,Martin County,IN,1,143,0.0038591510922114805,0.002669161022790568,0.0021297057428099403,0.0021290803510583775,0.0038591510922114805,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18103,Miami County,IN,1,143,0.0036278069721390124,0.0020142761800811975,0.0018820206300753613,0.001912769750483603,0.0036278069721390124,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18105,Monroe County,IN,3,143,0.002348547936558467,0.0008596832045969062,0.0007887418696747637,-0.00019228575514228967,0.002348547936558467,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18107,Montgomery County,IN,3,143,0.0006097341210354,0.0002613029057122632,5.3163924864738104e-05,-0.00018341180016738683,0.0006097341210354,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18109,Morgan County,IN,3,143,0.0027706232919180976,0.0011426425572914577,0.001097718539877828,0.0008629222775711782,0.0027706232919180976,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18111,Newton County,IN,3,143,0.0026864268300565786,0.001705376790060099,0.001032015143194441,0.0009525314950205943,0.0026864268300565786,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18113,Noble County,IN,2,143,0.00111511584152737,0.000576046443694111,0.00017781811762361712,0.00019320495437742931,0.00111511584152737,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18117,Orange County,IN,2,143,0.013513006276550785,0.003721833898398298,0.02611199142410443,-0.0036132664471185193,0.013513006276550785,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18121,Parke County,IN,4,143,0.02350923512923593,0.008137892385948668,0.07903383149972319,-0.005681095293727093,0.02350923512923593,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18123,Perry County,IN,2,143,0.002873540521344013,0.0013953133881741942,0.0011807846232762612,0.0013365721294329354,0.002873540521344013,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18125,Pike County,IN,3,143,0.0029238425340761876,0.001115016902657118,0.001222486288462448,0.001010844802873455,0.0029238425340761876,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18127,Porter County,IN,3,143,0.0021682683667255368,0.0014425093170574886,0.0006722984425503955,0.00129128154661126,0.0021682683667255368,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18129,Posey County,IN,1,143,0.0012381419483644513,0.0005791377499288351,0.0002192183542548599,0.0002940056912875385,0.0012381419483644513,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18131,Pulaski County,IN,0,143,0.017677532756534706,0.004306935109713393,0.04468680850324513,-0.0032560773276137656,0.017677532756534706,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18133,Putnam County,IN,2,143,0.0014091367470138005,0.0005527907119127801,0.00028395029116520294,0.00012299798009856916,0.0014091367470138005,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18135,Randolph County,IN,0,143,0.0029901930397490885,0.0018728453913852464,0.001278599381339837,0.001288334212810531,0.0029901930397490885,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18137,Ripley County,IN,0,143,0.003799708825446228,0.0014045294991015824,0.0020646035636188755,3.661544342885057e-05,0.003799708825446228,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18139,Rush County,IN,1,143,0.0030755904634119603,0.0008741199269956996,0.0013526737079041751,-0.0007444035538280891,0.0030755904634119603,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18141,St. Joseph County,IN,1,143,0.0017573243738577406,0.0012704845746805123,0.00044161102055849345,0.001071118099378066,0.0017573243738577406,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18143,Scott County,IN,4,143,0.003674228238651572,0.0016151792442366784,0.0019304933004077622,-0.001160903126590924,0.003674228238651572,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18145,Shelby County,IN,3,143,0.001454972146336612,0.000512118275077081,0.0003027229843659975,-0.00032227749475500925,0.001454972146336612,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18147,Spencer County,IN,3,143,0.0018481449112779354,0.0007300580793347676,0.0004884364646708015,0.0007258622751389633,0.0018481449112779354,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18149,Starke County,IN,1,143,0.0026917625809579895,0.0014104927694444493,0.0010361187682911231,0.0010247947990663746,0.0026917625809579895,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18151,Steuben County,IN,4,143,0.010704763966169725,0.008032622325464409,0.016386651934711026,-0.00781302682753766,0.010704763966169725,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18153,Sullivan County,IN,4,143,0.002182474742553062,0.0009214436087740665,0.0006811370282691337,0.0006434907295922023,0.002182474742553062,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18155,Switzerland County,IN,0,143,0.003584670555989706,0.0013964648280398368,0.0018375304082820754,0.0013195417511167595,0.003584670555989706,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18157,Tippecanoe County,IN,3,143,0.0011189941491569575,0.0004801096253210287,0.00017905715053619296,0.00042556417077557404,0.0011189941491569575,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18159,Tipton County,IN,1,143,0.00393605357958762,0.0013112837729701283,0.002215430042737986,0.00045201708315256055,0.00393605357958762,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18161,Union County,IN,2,143,0.0028961937260191554,0.0015082152487828255,0.001199475148104479,0.0013700859821884714,0.0028961937260191554,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18163,Vanderburgh County,IN,2,143,0.0006735728248759412,0.00024585669228563244,6.487915010882381e-05,0.00010459658590981939,0.0006735728248759412,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18165,Vermillion County,IN,3,143,0.013839857836676139,0.0033591510993028883,0.027390458086335043,-0.0017583017810207506,0.013839857836676139,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18167,Vigo County,IN,1,143,0.0013497936050154878,0.0006567550739743654,0.00026053781698812107,8.412273005038632e-05,0.0013497936050154878,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18169,Wabash County,IN,4,143,0.0013122799381343185,0.00040397174353105594,0.0002462572449522629,6.463925196272301e-05,0.0013122799381343185,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18171,Warren County,IN,0,143,0.00406976830439933,0.0021082696878834736,0.0023685110093635557,0.0017735970275369224,0.00406976830439933,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18173,Warrick County,IN,1,143,0.00165155066390131,0.0007297543522088844,0.00039004960214689865,0.0004962237397197065,0.00165155066390131,0.0,0.0,0.0
20260918,B0,osi_target_t01h,18175,Washington County,IN,1,143,0.003307519863128447,0.0011622082732127468,0.0015643753332334582,0.000284184754526792,0.003307519863128447,0.0,0.0,0.0
