case,horizon,mode,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t24h,C2_equal_blend,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0,0.0,0.0
B0,osi_target_t24h,C3_aligned_component,28680,0.00838868297077368,0.002721665994018366,2.0182116569053745,-0.00017347182954371765,0.00838868297077368,0.0,0.0,0.0
B0,osi_target_t24h,v18_rule,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.0,0.0,0.0
B0,osi_target_t48h,C0_direct_osi,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0,0.0,0.0
B0,osi_target_t48h,C1_component_osi,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
B0,osi_target_t48h,C2_equal_blend,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.0,0.0,0.0
B0,osi_target_t48h,C3_aligned_component,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.0002037982823722185,0.007972240053111607,0.0,0.0,0.0
B0,osi_target_t48h,v18_rule,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
AB_P06,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.0,0.0,0.0
AB_P06,osi_target_t01h,C1_component_osi,34177,0.011074730688339226,0.0032574180214055004,4.191797423642255,-0.00012194784490082853,0.011074730688339226,0.0,0.0,0.0
AB_P06,osi_target_t01h,C2_equal_blend,34177,0.011645617365623393,0.003400874152969634,4.6350985415786035,-0.00014326268845341332,0.011645617365623393,0.0,0.0,0.0
AB_P06,osi_target_t01h,C3_aligned_component,34177,0.011086220254071273,0.0032792206496616706,4.200499561215879,-0.00015577730560863043,0.011279784035266497,-0.00019356378119522386,-1.7160238227083235,0.14796072121588022
AB_P06,osi_target_t01h,v18_rule,34177,0.011086220254071273,0.0032792206496616706,4.200499561215879,-0.00015577730560863043,0.011279784035266497,-0.00019356378119522386,-1.7160238227083235,0.14796072121588022
AB_P06,osi_target_t06h,C0_direct_osi,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0,0.0,0.0
AB_P06,osi_target_t06h,C1_component_osi,32982,0.010441501793563459,0.0032603061048247697,3.595861220989944,-0.00012058184380895972,0.010966347987999515,-0.0005248461944360565,-4.785970634986203,0.3705800952212992
AB_P06,osi_target_t06h,C2_equal_blend,32982,0.010566830513043551,0.003296941105542048,3.6827010916881675,-0.0001535769007501059,0.010939154506346983,-0.0003723239933034316,-3.4035902234254567,0.2640932798413247
AB_P06,osi_target_t06h,C3_aligned_component,32982,0.010108757940326897,0.003149440563669922,3.3703312084042993,-0.00014922914273692017,0.0103282666639301,-0.00021950872360320187,-2.125320063334568,0.14796072121588066
AB_P06,osi_target_t06h,v18_rule,32982,0.010108757940326897,0.003149440563669922,3.3703312084042993,-0.00014922914273692017,0.0103282666639301,-0.00021950872360320187,-2.125320063334568,0.14796072121588066
AB_P06,osi_target_t24h,C0_direct_osi,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0,0.0,0.0
AB_P06,osi_target_t24h,C1_component_osi,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.0,0.0,0.0
AB_P06,osi_target_t24h,C2_equal_blend,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0,0.0,0.0
AB_P06,osi_target_t24h,C3_aligned_component,28680,0.008440167245479165,0.002714083440592297,2.04306061541599,-0.00015926446298444527,0.00838868297077368,5.1484274705485e-05,0.6137348959885269,-0.024848958510615304
AB_P06,osi_target_t24h,v18_rule,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.0,0.0,0.0
AB_P06,osi_target_t48h,C0_direct_osi,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0,0.0,0.0
AB_P06,osi_target_t48h,C1_component_osi,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
AB_P06,osi_target_t48h,C2_equal_blend,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.0,0.0,0.0
AB_P06,osi_target_t48h,C3_aligned_component,22944,0.008025711924570307,0.0022520789127139537,1.4778701187061836,-0.00020376398719813209,0.007972240053111607,5.347187145869972e-05,0.670725807332273,-0.0196272252661418
AB_P06,osi_target_t48h,v18_rule,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
