case,horizon,start,end,common_target,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,73,76,False,956,0.024411996953537313,0.006507596516253781,0.5697239890680964,-0.00018341050609038445,0.024411996953537313,0.0,0.0,0.0
B0,osi_target_t01h,77,95,False,4541,0.019689981246183784,0.006558771767348261,1.760524636458289,-0.00014601403772437508,0.019689981246183784,0.0,0.0,0.0
B0,osi_target_t01h,96,143,False,11472,0.009955966164899268,0.004462546804540733,1.1371191208373737,-3.486545631665923e-05,0.009955966164899268,0.0,0.0,0.0
B0,osi_target_t01h,144,215,False,17208,0.007155591877860366,0.001561078787003455,0.8810925360680013,-0.00026587607836175655,0.007155591877860366,0.0,0.0,0.0
B0,osi_target_t01h,120,215,True,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.0002037982823722185,0.007972240053111607,0.0,0.0,0.0
B0,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t06h,77,95,False,4302,0.01867334180755887,0.006463405251636797,1.5000802727148057,-0.00010140976315475025,0.01867334180755887,0.0,0.0,0.0
B0,osi_target_t06h,96,143,False,11472,0.009955966164899268,0.004462546804540733,1.1371191208373737,-3.486545631665923e-05,0.009955966164899268,0.0,0.0,0.0
B0,osi_target_t06h,144,215,False,17208,0.007155591877860366,0.001561078787003455,0.8810925360680013,-0.00026587607836175655,0.007155591877860366,0.0,0.0,0.0
B0,osi_target_t06h,120,215,True,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.0002037982823722185,0.007972240053111607,0.0,0.0,0.0
B0,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
B0,osi_target_t24h,96,143,False,11472,0.010470018431021098,0.004857519885218182,1.2575753923716115,5.174874822893956e-06,0.010470018431021098,0.0,0.0,0.0
B0,osi_target_t24h,144,215,False,17208,0.007305563455232806,0.0016887847991263933,0.9184125973122366,-0.0001624788788803209,0.007305563455232806,0.0,0.0,0.0
B0,osi_target_t24h,120,215,True,22944,0.008207157661631851,0.002435911853353424,1.5454490318408536,-0.00012357864634975985,0.008207157661631851,0.0,0.0,0.0
B0,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
B0,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
B0,osi_target_t48h,96,143,False,5736,0.009982761611877148,0.0044132402598700314,0.5716241166359222,-0.00016014435073159408,0.009982761611877148,0.0,0.0,0.0
B0,osi_target_t48h,144,215,False,17208,0.007064432341852604,0.001528834627404201,0.8587859638114458,-0.00032679353161330706,0.007064432341852604,0.0,0.0,0.0
B0,osi_target_t48h,120,215,True,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
AB_P06,osi_target_t01h,73,76,False,956,0.024411996953537313,0.006507596516253781,0.5697239890680964,-0.00018341050609038445,0.024411996953537313,0.0,0.0,0.0
AB_P06,osi_target_t01h,77,95,False,4541,0.0186986613857747,0.0061688502087120095,1.5877149567317925,-0.0001279356378704832,0.019689981246183784,-0.0009913198604090852,-5.034640957828329,0.1728096797264964
AB_P06,osi_target_t01h,96,143,False,11472,0.0099964069030329,0.004446135396816208,1.1463757479393557,6.581342456754417e-06,0.009955966164899268,4.044073813363157e-05,0.4061960181846569,-0.009256627101982051
AB_P06,osi_target_t01h,144,215,False,17208,0.007218628995321505,0.0015593821364430231,0.8966848674766343,-0.00026982833327857835,0.007155591877860366,6.303711746113907e-05,0.8809490331076253,-0.015592331408633031
AB_P06,osi_target_t01h,120,215,True,22944,0.008025711924570307,0.0022520789127139537,1.4778701187061836,-0.00020376398719813209,0.007972240053111607,5.347187145869972e-05,0.670725807332273,-0.0196272252661418
AB_P06,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t06h,77,95,False,4302,0.017564853548849776,0.006051821384187421,1.3272705929883095,-8.232700775341991e-05,0.01867334180755887,-0.0011084882587090936,-5.936207188476484,0.1728096797264962
AB_P06,osi_target_t06h,96,143,False,11472,0.0099964069030329,0.004446135396816208,1.1463757479393557,6.581342456754417e-06,0.009955966164899268,4.044073813363157e-05,0.4061960181846569,-0.009256627101982051
AB_P06,osi_target_t06h,144,215,False,17208,0.007218628995321505,0.0015593821364430231,0.8966848674766343,-0.00026982833327857835,0.007155591877860366,6.303711746113907e-05,0.8809490331076253,-0.015592331408633031
AB_P06,osi_target_t06h,120,215,True,22944,0.008025711924570307,0.0022520789127139537,1.4778701187061836,-0.00020376398719813209,0.007972240053111607,5.347187145869972e-05,0.670725807332273,-0.0196272252661418
AB_P06,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t24h,96,143,False,11472,0.010470018431021098,0.004857519885218182,1.2575753923716115,5.174874822893956e-06,0.010470018431021098,0.0,0.0,0.0
AB_P06,osi_target_t24h,144,215,False,17208,0.007305563455232806,0.0016887847991263933,0.9184125973122366,-0.0001624788788803209,0.007305563455232806,0.0,0.0,0.0
AB_P06,osi_target_t24h,120,215,True,22944,0.008207157661631851,0.002435911853353424,1.5454490318408536,-0.00012357864634975985,0.008207157661631851,0.0,0.0,0.0
AB_P06,osi_target_t48h,73,76,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t48h,77,95,False,0,,,0.0,,,,,0.0
AB_P06,osi_target_t48h,96,143,False,5736,0.009982761611877148,0.0044132402598700314,0.5716241166359222,-0.00016014435073159408,0.009982761611877148,0.0,0.0,0.0
AB_P06,osi_target_t48h,144,215,False,17208,0.007064432341852604,0.001528834627404201,0.8587859638114458,-0.00032679353161330706,0.007064432341852604,0.0,0.0,0.0
AB_P06,osi_target_t48h,120,215,True,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0
