horizon,top_county,top1_sse_share,top5_sse_share,true_top5pct_sse_share,underprediction_sse_share
1,42053,0.2734852225728123,0.5141546397550842,0.8495880905753036,0.809976274255586
6,42053,0.18633274052073395,0.4341724268489497,0.8260157829771337,0.7884389943105004
24,54015,0.1461063929630461,0.44221629613116614,0.8119362569881128,0.7953606064843439
48,54015,0.23101355659457026,0.5940627616696821,0.8472140929457526,0.8561845267457272
