fipsCode,countyName,stateAbbr,horizon,target_hour_start,target_hour_end,n,rmse,mae,bias,actual_peak,prediction_peak,actual_mean,prediction_mean,historical_prediction_mean
42053,Forest County,PA,1,73,95,23,0.2365120764726369,0.17866605457214402,-0.17316042596253456,0.5447,0.09284522489042277,0.2354739130434782,0.06231348708094373,0.06266737705498235
39117,Morrow County,OH,1,73,95,23,0.1251602178490528,0.09471394176949453,-0.09471394176949453,0.5087,0.24530780767678373,0.29458260869565217,0.19986866692615765,0.20032125269431933
18013,Brown County,IN,24,96,119,24,0.06244063486967378,0.04357063528011698,-0.04321038765303783,0.1379,0.01412705075311605,0.0486625,0.005452112346962172,0.004095142331616941
54015,Clay County,WV,48,120,167,48,0.08078877139485623,0.06572679241252634,-0.06142981314141163,0.1817,0.047259154640800285,0.08848541666666666,0.02705560352525503,0.027311833546655635
54013,Calhoun County,WV,48,120,167,48,0.06800664199922848,0.05119019225595955,-0.04902099309620677,0.191,0.05935841461359391,0.07716875,0.02814775690379323,0.02864973493616932
54007,Braxton County,WV,48,120,167,48,0.041302727453368396,0.030972994023124853,-0.030003536950905515,0.1154,0.029623628728286177,0.04259166666666667,0.012588129715761153,0.012837744604540466
39115,Morgan County,OH,48,168,191,24,0.07709028527209724,0.030245833333333333,-0.030245833333333333,0.3277,0.0,0.030245833333333333,0.0,0.0
39119,Muskingum County,OH,24,96,119,24,0.056074208829383326,0.054852529159077346,0.054852529159077346,0.0411,0.10194186481965857,0.024829166666666663,0.07968169582574401,0.04010185940966857
