horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,bias,sse,sse_share,historical_sse,sse_change,actual_peak,actual_peak_time,prediction_at_actual_peak,prediction_peak,prediction_peak_time,actual_sum,prediction_sum,hours_actual_ge005
1,18009,Blackford County,IN,0,143,0.006313173576272718,0.0036093058841331275,0.00177291302281424,0.005699430966393172,0.0012009910233006173,0.005899750487930471,-0.0002003195215372986,0.0675,2026-03-14 01:00:00,0.0577163454776361,0.0577163454776361,2026-03-14 01:00:00,0.8343,1.0878265622624363,7
1,18013,Brown County,IN,1,143,0.02903644457539684,0.013504842920406553,-0.008268995810901089,0.12056546124195322,0.02540570059107467,0.1259918402105741,-0.005426378968620887,0.1379,2026-03-15 13:00:00,0.013272016675004676,0.016290577387928933,2026-03-16 23:00:00,1.9256999999999997,0.7432335990411444,16
1,18023,Clinton County,IN,3,143,0.0018648830251016303,0.0007643397442438763,0.0007178056835917629,0.0004973237837156458,0.00010479667241138142,0.00038288117975800797,0.00011444260395763783,0.0024,2026-03-15 14:00:00,0.0033165499546298108,0.009483109512278242,2026-03-16 00:00:00,0.0149,0.11754621275362209,0
1,18025,Crawford County,IN,2,143,0.012037539538196055,0.0021921528092682533,-0.001391868843360201,0.020721037213109562,0.004366362156706907,0.020523906802471504,0.0001971304106380585,0.1505,2026-03-15 11:00:00,0.012498705527537082,0.019694443513051673,2026-03-15 13:00:00,0.43810000000000004,0.23906275539949132,1
1,18027,Daviess County,IN,2,143,0.0032464271361025455,0.0013084568411686859,0.0012897957972892655,0.0015071183484532855,0.00031758181092410184,0.00147386463638027,3.3253712073015584e-05,0.0097,2026-03-15 23:00:00,0.012630529015437108,0.018052290048660578,2026-03-15 14:00:00,0.07930000000000001,0.26374079901236497,0
1,18029,Dearborn County,IN,1,143,0.0014265979734874958,0.00046664325197274604,-2.017528203144394e-05,0.00029103099424808405,6.132640497888094e-05,0.0004107943824397573,-0.00011976338819167325,0.0171,2026-03-15 16:00:00,0.008721236613553708,0.008721236613553708,2026-03-15 16:00:00,0.1001,0.09721493466950351,0
1,18033,DeKalb County,IN,1,143,0.0032936488306810775,0.0012925218006127868,-0.000985467208014909,0.0015512815346380964,0.00032688793121594516,0.0014506883368084198,0.00010059319782967664,0.026,2026-03-16 02:00:00,0.0019719787735508615,0.004134936657562855,2026-03-15 14:00:00,0.2379,0.09697818925386802,0
1,18035,Delaware County,IN,1,143,0.0021313941608939063,0.0010454181190804137,-0.0008885956977400481,0.0006496262728802472,0.00013689003811606,0.0006614396695871462,-1.1813396706899051e-05,0.0168,2026-03-15 15:00:00,0.004775207830195521,0.011636279986033626,2026-03-14 01:00:00,0.3201,0.1930308152231731,0
1,18037,Dubois County,IN,3,143,0.0029844865185504367,0.0012519829849771153,0.0009009340339281644,0.0012737238484555307,0.00026840063809511897,0.0011249647729659508,0.0001487590754895799,0.014,2026-03-19 10:00:00,0.0,0.017162258195371653,2026-03-15 14:00:00,0.0884,0.2172335668517275,0
1,18039,Elkhart County,IN,4,143,0.00213333861052811,0.0016099138936730172,0.0015689466760975394,0.0006508121086853109,0.00013713991887878663,0.0006392798185338975,1.1532290151413391e-05,0.0057,2026-03-15 21:00:00,0.004382472726345887,0.0072133620195221175,2026-03-14 01:00:00,0.0911,0.31545937468194807,0
1,18041,Fayette County,IN,2,143,0.005062929384058546,0.0020156218367130964,-0.0014916613028071004,0.0036655553145587727,0.0007724102729123689,0.003823245620814664,-0.00015769030625589113,0.0297,2026-03-15 15:00:00,0.006626972628906857,0.006734376272965203,2026-03-15 14:00:00,0.3635,0.15019243369858465,0
1,18043,Floyd County,IN,4,143,0.0021709599166620727,0.0009219697400114928,0.0005461902251235786,0.0006739685752447353,0.00014201947766864057,0.0006227361293192392,5.1232445925496087e-05,0.0152,2026-03-15 18:00:00,0.00686558630816481,0.012613748115736284,2026-03-15 14:00:00,0.1094,0.18750520219267175,0
1,18045,Fountain County,IN,3,143,0.002546973545969776,0.0010075762979344634,0.0009930714340163134,0.0009276516168733891,0.00019547587665936613,0.000574038754031356,0.00035361286284203307,0.0109,2026-03-16 00:00:00,0.019327830086522627,0.019897107767564967,2026-03-15 23:00:00,0.11320000000000001,0.2552092150643328,0
1,18047,Franklin County,IN,4,143,0.003133017406813968,0.0013443630146591195,0.0005386855286127294,0.0014036591242101027,0.0002957807573932542,0.00139378247143208,9.876652778022634e-06,0.0319,2026-03-15 16:00:00,0.016471014025172617,0.01742681693497695,2026-03-15 15:00:00,0.1974,0.27443203059162036,0
1,18051,Gibson County,IN,1,143,0.0012877101112537715,0.00041431358365292057,4.195611367003742e-05,0.00023712221827940368,4.996668215790577e-05,0.0003621498415678644,-0.00012502762328846074,0.0173,2026-03-15 13:00:00,0.007915894940054418,0.007915894940054418,2026-03-15 13:00:00,0.07999999999999999,0.08599972425481535,0
1,18059,Hancock County,IN,3,143,0.001166791794824792,0.0003684387001700024,0.0001947458340239661,0.0001946806422232757,4.102334164572176e-05,0.00022491247589590321,-3.0231833672627516e-05,0.0138,2026-03-15 14:00:00,0.004175597798330987,0.0045391793068240835,2026-03-16 00:00:00,0.0432,0.07104865426542714,0
1,18061,Harrison County,IN,3,143,0.0040043079626979694,0.0016439056622595289,-0.0002888900456780019,0.0022929309631980694,0.0004831692005897963,0.002249575370155087,4.335559304298247e-05,0.038,2026-03-15 13:00:00,0.02231482178588708,0.02231482178588708,2026-03-15 13:00:00,0.2737,0.23238872346804573,0
1,18065,Henry County,IN,3,143,0.002168768717974655,0.0009686588796847146,1.9050357280140544e-05,0.0006726087585453565,0.00014173293544031672,0.0006767142171476294,-4.105458602272926e-06,0.019,2026-03-16 01:00:00,0.006169915285429772,0.0068137491732622015,2026-03-15 14:00:00,0.1342,0.1369242010910601,0
1,18067,Howard County,IN,2,143,0.0017147532179353413,0.0005405031905384785,-3.388530011660312e-05,0.000420474139574004,8.860282195469852e-05,0.0004189126576304274,1.5614819435765936e-06,0.0149,2026-03-16 03:00:00,0.002076331230854353,0.005169111370838217,2026-03-15 23:00:00,0.0666,0.06175440208332575,0
1,18069,Huntington County,IN,0,143,0.0010085021388563764,0.0005046825106802173,-0.0001379387742153211,0.0001454419486631377,3.064770426832954e-05,0.00014966808938247537,-4.226140719337682e-06,0.0062,2026-03-15 13:00:00,0.0022778845595615316,0.005418064230721328,2026-03-16 01:00:00,0.1224,0.10267475528720907,0
1,18071,Jackson County,IN,0,143,0.004377859432385411,0.001737908860189057,0.0017122084258923032,0.002740688408990805,0.0005775211940052722,0.00216161893818891,0.0005790694708018951,0.0101,2026-03-15 14:00:00,0.0216716949017326,0.022856165384037147,2026-03-15 13:00:00,0.07569999999999999,0.3205458049025993,0
1,18073,Jasper County,IN,2,143,0.003574259843561082,0.00216602373232049,0.0017931025743024775,0.0018268726803889405,0.00038496083254583967,0.002114510704568077,-0.00028763802417913656,0.0032,2026-03-14 01:00:00,0.001448498838252993,0.015215834333893247,2026-03-15 23:00:00,0.0672,0.3236136681252543,0
1,18077,Jefferson County,IN,2,143,0.004902422436455644,0.001465355072439098,-0.0010469793993557214,0.0034368256416013087,0.0007242120781093808,0.0034749834267860822,-3.815778518477357e-05,0.0343,2026-03-15 20:00:00,0.005730651126419783,0.017245268802553736,2026-03-15 14:00:00,0.3465,0.19678194589213185,0
1,18083,Knox County,IN,2,143,0.0034690614212734357,0.0016595885668859607,0.0015532948605922546,0.0017209173616731768,0.00036263379895267416,0.0017088029843124156,1.2114377360761264e-05,0.0083,2026-03-15 13:00:00,0.017313670942295935,0.017313670942295935,2026-03-15 13:00:00,0.0824,0.3045211650646924,0
1,18085,Kosciusko County,IN,3,143,0.004819558616956791,0.0039171030164857614,0.003828641642252193,0.0033216247725063913,0.000699936810898454,0.003656522510469248,-0.00033489773796285685,0.0077,2026-03-14 01:00:00,0.011085852243693257,0.01276434502705538,2026-03-14 23:00:00,0.1225,0.6699957548420636,0
1,18087,LaGrange County,IN,2,143,0.0020548851375130645,0.0017953208967724159,0.0017761971264783581,0.0006038250687572083,0.00012723875269257158,0.0006681633658595128,-6.43382971023045e-05,0.0048,2026-03-15 17:00:00,0.0050194812981344695,0.008747673390922276,2026-03-16 00:00:00,0.1397,0.3936961890864052,0
1,18089,Lake County,IN,4,143,0.002666588801372231,0.0018684565683089454,0.0008076570119802725,0.001016829504491342,0.00021426754957155707,0.0010203716818802907,-3.542177388948624e-06,0.0174,2026-03-14 01:00:00,0.008581515152745488,0.008995313792565286,2026-03-14 03:00:00,0.2112,0.32669495271317894,0
1,18091,LaPorte County,IN,0,143,0.0013567005747205023,0.0006964284731915872,-0.00013733611710053855,0.00026321101227091254,5.546414454972935e-05,0.000278042505920685,-1.4831493649772461e-05,0.0089,2026-03-16 22:00:00,0.0016818985813124394,0.0036523369981397414,2026-03-16 00:00:00,0.0943,0.07466093525462299,0
1,18093,Lawrence County,IN,1,143,0.00759809764556843,0.002369020550069405,-0.0019840282407314618,0.00825554555991773,0.0017396185984835195,0.009670109307181986,-0.0014145637472642563,0.0678,2026-03-15 23:00:00,0.01056643166689131,0.020615009422291563,2026-03-15 13:00:00,0.5332000000000001,0.24948396157540093,2
1,18095,Madison County,IN,0,143,0.0013511919934091027,0.0005945652023232817,1.581241005846223e-05,0.00026107793183655965,5.501465924694355e-05,0.00028522591451650843,-2.4147982679948777e-05,0.0148,2026-03-15 15:00:00,0.006377157606781846,0.006700391623295072,2026-03-16 00:00:00,0.14800000000000002,0.1502611746383601,0
1,18097,Marion County,IN,1,143,0.000608544929270335,0.0002927434028432061,5.8812203873522575e-05,5.2956751124511086e-05,1.1159110988224089e-05,0.0001668510611489521,-0.000113894310024441,0.0061,2026-03-15 15:00:00,0.0035064356853174404,0.003716386178190552,2026-03-15 14:00:00,0.0411,0.04951014515391373,0
1,18099,Marshall County,IN,3,143,0.008864381662862707,0.002868723523485451,-0.0014557352790170108,0.011236548503880214,0.0023677791635017013,0.011177221334891567,5.932716898864737e-05,0.0642,2026-03-17 10:00:00,0.0,0.008421247715356212,2026-03-16 00:00:00,0.3739999999999999,0.1658298551005674,2
1,18101,Martin County,IN,4,143,0.0037072511133093766,0.002133896020570128,0.0007233672721760544,0.0019653506468501067,0.00041414107801691214,0.0019009867324052622,6.43639144448445e-05,0.0366,2026-03-15 13:00:00,0.016579017276274508,0.01742597577201807,2026-03-15 23:00:00,0.3372,0.44064151992117573,0
1,18103,Miami County,IN,0,143,0.002717165274695309,0.0013941953758272972,0.0012591006942414547,0.0010557671595914351,0.0002224725395993916,0.001092715504466078,-3.694834487464292e-05,0.0088,2026-03-14 01:00:00,0.006922779057859922,0.01122664213260406,2026-03-15 23:00:00,0.0658,0.24585139927652802,0
1,18105,Monroe County,IN,3,143,0.0021668165591976936,0.0007155430560301235,-0.0004643482927251261,0.0006713984421735064,0.00014147789610279043,0.0008001038348659934,-0.00012870539269248704,0.0221,2026-03-16 00:00:00,0.00727772154647217,0.017013288141989148,2026-03-15 14:00:00,0.2469,0.180498194140307,0
1,18107,Montgomery County,IN,1,143,0.0009997191439423908,0.0004847861551597475,0.00022395978776851289,0.00014291968644738166,3.0116210107351864e-05,0.00021868931818104596,-7.57696317336643e-05,0.0069,2026-03-15 15:00:00,0.005087032110021312,0.010692737061784597,2026-03-16 00:00:00,0.1098,0.14182624965089735,0
1,18109,Morgan County,IN,2,143,0.0029454431436053076,0.0011874753736656383,0.0008979648841551488,0.001240615849646247,0.0002614240803292899,0.0013363276155026736,-9.571176585642651e-05,0.0082,2026-03-15 13:00:00,0.015208897525738854,0.01817807261787152,2026-03-15 17:00:00,0.11580000000000001,0.2442089784341863,0
1,18111,Newton County,IN,2,143,0.004422207291970968,0.002865006946950168,0.0024559200032192737,0.0027964961786420524,0.0005892810750840657,0.002918894906133763,-0.00012239872749171066,0.0172,2026-03-15 22:00:00,0.01821175776116651,0.01821175776116651,2026-03-15 22:00:00,0.29109999999999997,0.6422965604603561,0
1,18113,Noble County,IN,1,143,0.0010750999625395888,0.0006566215851654795,-4.904784857953888e-05,0.00016528510991172543,3.48290793343639e-05,0.00024415486731777127,-7.886975740604583e-05,0.0032,2026-03-14 01:00:00,0.004330556609947453,0.004330556609947453,2026-03-14 01:00:00,0.09230000000000001,0.08528615765312594,0
