fipsCode,horizon,target_day,sse,actual_max,actual_mean,predicted_max,predicted_mean
54007,48,03-16,0.010357003397518187,0.0778,0.021133333333333334,0.026871956818930866,0.00934184327722086
54007,48,03-17,0.07003946080294982,0.1154,0.06405,0.024588880599346052,0.015902460642592618
54007,48,03-18,0.0009723943493439754,0.016,0.0064375,0.004636427331461271,0.0014157344183075035
54007,48,03-19,0.00013106,0.0049,0.0016583333333333335,0.0,0.0
54013,1,03-14,8.711762618340837e-06,0.0027,0.0005652173913043478,0.002340178358801011,0.0007888626642913902
54013,1,03-15,3.561821061254589e-05,0.003,0.0005375,0.00331926930606296,0.0013273722304211661
54013,1,03-16,0.08147909583602651,0.191,0.03852083333333333,0.048326766063667426,0.01353063720269449
54013,1,03-17,0.16779135806372295,0.1752,0.11581666666666666,0.05405995210824589,0.036921242484196204
54013,1,03-18,0.013317604442687685,0.0473,0.0199,0.006512707340337777,0.0019586099111446216
54013,1,03-19,9.988287388250921e-06,0.0005,0.00018749999999999998,0.0015299747570977366,0.00048775181185342674
54013,6,03-14,4.471043793556993e-06,0.002,0.00047777777777777776,0.002340178358801011,0.0005860190403137605
54013,6,03-15,3.561821061254589e-05,0.003,0.0005375,0.00331926930606296,0.0013273722304211661
54013,6,03-16,0.08147909583602651,0.191,0.03852083333333333,0.048326766063667426,0.01353063720269449
54013,6,03-17,0.16779135806372295,0.1752,0.11581666666666666,0.05405995210824589,0.036921242484196204
54013,6,03-18,0.013317604442687685,0.0473,0.0199,0.006512707340337777,0.0019586099111446216
54013,6,03-19,9.988287388250921e-06,0.0005,0.00018749999999999998,0.0015299747570977366,0.00048775181185342674
54013,24,03-15,5.409859258819311e-05,0.003,0.0005375,0.004708129990108097,0.001568877853647359
54013,24,03-16,0.08162994930131608,0.191,0.03852083333333333,0.04960256236378494,0.012457326405928974
54013,24,03-17,0.1598640704123646,0.1752,0.11581666666666666,0.05629606997465441,0.03846264054207156
54013,24,03-18,0.01320964811869492,0.0473,0.0199,0.0049284977974818865,0.0022492930310432624
54013,24,03-19,1.7888418651551372e-05,0.0005,0.00018749999999999998,0.0019899806306466834,0.0006971412759421854
54013,48,03-16,0.0669673715299999,0.191,0.03852083333333333,0.06179903689295654,0.015775674563038772
