fipsCode,countyName,stateAbbr,horizon,fold,n,sse,sse_share,rmse,bias,truth_peak,truth_peak_time,prediction_at_truth_peak,base_at_truth_peak,average_at_truth_peak,max_candidate_at_truth_peak,protected_at_truth_peak,prediction_peak,prediction_peak_time,actual_sum,prediction_sum,hours_actual_ge005,hours_actual_ge005_protected,largest_6h_sse_share_within_county
18097,Marion County,IN,1,1,143,0.0001668510611489521,3.5806444980231016e-05,0.001080180835511008,0.0005876583962261125,0.0061,2026-03-15 15:00:00,0.003503835540671602,0.003503835540671602,0.003395778110326118,0.0043227117608504,False,0.004328636312616946,2026-03-15 14:00:00,0.0411,0.1251351506603341,0,0,0.20418413573454275
18099,Marshall County,IN,1,3,143,0.011177221334891567,0.0023986455824957322,0.008840949437548191,-0.0013903894001588836,0.0642,2026-03-17 10:00:00,0.0,0.0,0.0,0.0022290090008277533,False,0.00633234551113875,2026-03-16 00:00:00,0.3739999999999999,0.17517431577727965,2,0,0.7555858246840318
18101,Martin County,IN,1,4,143,0.0019009867324052622,0.00040795411412608605,0.003646040799733803,0.0005851658097462411,0.0366,2026-03-15 13:00:00,0.016328099276020306,0.016328099276020306,0.015269281947877253,0.019893278736007606,False,0.017345019199228852,2026-03-15 23:00:00,0.3372,0.4208787107937125,0,0,0.5039806881257005
18103,Miami County,IN,1,0,143,0.001092715504466078,0.0002344981045986937,0.0027643022924597896,0.0013404180033664038,0.0088,2026-03-14 01:00:00,0.006404711970188476,0.006404711970188476,0.004145776764553217,0.006404711970188476,False,0.011104241700681533,2026-03-16 00:00:00,0.0658,0.25747977448139575,0,0,0.5410105032717214
18105,Monroe County,IN,1,3,143,0.0008001038348659934,0.00017170327682858113,0.0023654030760844134,-0.0006374656251444501,0.0221,2026-03-16 00:00:00,0.005567243059241343,0.005567243059241343,0.0078032761853566515,0.010810709178387369,False,0.012637119176649973,2026-03-15 15:00:00,0.2469,0.1557424156043436,0,0,0.7577855043064474
18107,Montgomery County,IN,1,1,143,0.00021868931818104596,4.693099933133411e-05,0.0012366470520467777,0.0005690503648030056,0.0069,2026-03-15 15:00:00,0.003676069109532233,0.003676069109532233,0.004231261908766875,0.0047861584462225,False,0.00719365728511978,2026-03-16 00:00:00,0.1098,0.1911742021668298,0,0,0.17352685272717594
18109,Morgan County,IN,1,2,143,0.0013363276155026736,0.00028677756623521664,0.003056950827239221,0.0009289476826562084,0.0082,2026-03-15 13:00:00,0.015865194233872126,0.015865194233872126,0.013681410240386995,0.0172320404442559,False,0.018424619583256356,2026-03-15 14:00:00,0.11580000000000001,0.24863951861983785,0,0,0.5682987846720458
18111,Newton County,IN,1,2,143,0.002918894906133763,0.0006263984726249467,0.004517947818473106,0.0025183781026276554,0.0172,2026-03-15 22:00:00,0.019242482000119993,0.019242482000119993,0.010911741233265382,0.019242482000119993,False,0.019242482000119993,2026-03-15 22:00:00,0.29109999999999997,0.6512280686757547,0,0,0.31615109377309203
18113,Noble County,IN,1,1,143,0.00024415486731777127,5.2395937808659765e-05,0.0013066662521584727,0.0005845888015306054,0.0032,2026-03-14 01:00:00,0.004571613981400564,0.004571613981400564,0.0037727785010209305,0.004571613981400564,False,0.004571613981400564,2026-03-14 01:00:00,0.09230000000000001,0.17589619861887656,0,0,0.17826424472059169
18117,Orange County,IN,1,4,143,0.024810187886658445,0.0053242971389901115,0.013171857021286705,-0.0035866925530581182,0.1209,2026-03-15 12:00:00,0.01650105809058675,0.01650105809058675,0.013064842665741427,0.01650105809058675,False,0.01744949348623943,2026-03-15 13:00:00,0.7263,0.213402964912689,2,0,0.9044633550915034
18121,Parke County,IN,1,1,143,0.09003032398532228,0.019320619360370554,0.025091486309344924,-0.0058175900247727855,0.1293,2026-03-15 17:00:00,0.008375617650283601,0.008375617650283601,0.007837758905449825,0.009908933655957351,False,0.012856320917962575,2026-03-14 01:00:00,1.3057,0.47378462645749164,11,0,0.6923321104625145
18123,Perry County,IN,1,3,143,0.0022476348425698764,0.0004823452291638838,0.00396455876130211,0.0016387869713655162,0.0043,2026-03-15 13:00:00,0.01914128405236535,0.01914128405236535,0.019626382634258255,0.028295053931971365,False,0.021694112304245894,2026-03-15 12:00:00,0.0287,0.26304653690526886,0,0,0.6137020497297109
18125,Pike County,IN,1,0,143,0.0011058853924614763,0.0002373243789217683,0.002780910693090914,0.000853956817130753,0.0167,2026-03-15 15:00:00,0.01685692783031444,0.01685692783031444,0.015466932526945781,0.0182348025918883,False,0.02001242937899257,2026-03-15 14:00:00,0.1229,0.2450158248496977,0,0,0.6488572782292371
18127,Porter County,IN,1,2,143,0.0012132945865135996,0.00026037452538601487,0.002912829814470308,0.0019468696705860066,0.0206,2026-03-14 01:00:00,0.015029172228573461,0.015029172228573461,0.014658598262550388,0.01674791873062357,False,0.015029172228573461,2026-03-14 01:00:00,0.1874,0.4658023628937989,0,0,0.230552228653363
18129,Posey County,IN,1,4,143,0.00018560424991648122,3.98309025844231e-05,0.0011392681061092559,0.00030572017853059877,0.0109,2026-03-15 12:00:00,0.007938421436331878,0.007938421436331878,0.007497524939453983,0.009414932871421517,False,0.008083293918242442,2026-03-15 14:00:00,0.0812,0.12491798552987562,0,0,0.30957459148145994
18131,Pulaski County,IN,1,4,143,0.04429360161453457,0.009505461926737437,0.017599587092767436,-0.0029928464577397822,0.1129,2026-03-16 01:00:00,0.005288697316912054,0.005288697316912054,0.0055435194387109385,0.0070149664161892,False,0.0054958611887263,2026-03-16 00:00:00,0.5902999999999999,0.16232295654321116,4,0,0.9693943586362302
18133,Putnam County,IN,1,4,143,0.00016145295355912988,3.4648004386078703e-05,0.0010625637078691462,-0.0002164728541546716,0.0178,2026-03-15 14:00:00,0.012988090289073124,0.012988090289073124,0.011735862616365646,0.0139538370887748,False,0.013608408652882665,2026-03-15 17:00:00,0.19590000000000002,0.16494438185588198,0,0,0.5483229153475199
18135,Randolph County,IN,1,0,143,0.002192902351735993,0.00047059956864378135,0.003915990485263119,0.0017658185631278188,0.0231,2026-03-14 02:00:00,0.016523940674812394,0.016523940674812394,0.017527046279124176,0.019981376607143966,False,0.01696158361761187,2026-03-14 01:00:00,0.2044,0.45691205452727807,0,0,0.29856418438569654
18137,Ripley County,IN,1,0,143,0.002048124518305847,0.0004395300657507449,0.0037845143782342626,-0.00015190200274967815,0.0308,2026-03-15 13:00:00,0.009155906384996372,0.009155906384996372,0.011318550192989182,0.0144727835431694,False,0.012665311630533428,2026-03-15 14:00:00,0.20190000000000002,0.18017801360679603,0,0,0.7898949236916905
18139,Rush County,IN,1,2,143,0.001123979523438491,0.00024120740190545302,0.0028035685594260105,-0.000285172251401779,0.0345,2026-03-15 20:00:00,0.005535467635477024,0.005535467635477024,0.004723091355233598,0.006512081500132666,False,0.010197431452199889,2026-03-15 17:00:00,0.2019,0.1611203680495456,0,0,0.8483303403715935
