horizon,fipsCode,countyName,stateAbbr,splits,oracle_improves_splits,oracle_worsens_splits,mean_N_weighted_sse,mean_OSI_sse,mean_oracle_N_sse_reduction
1,54081,Raleigh County,WV,3,3,0,1.065140306108647e-05,0.0002761680939704462,7.464639636761853e-05
1,54083,Randolph County,WV,3,3,0,9.48995344239201e-05,0.011837247517906586,0.001353072439592133
1,54085,Ritchie County,WV,3,3,0,6.766402800267905e-05,0.01817304942911539,0.0005401069582750632
1,54087,Roane County,WV,3,3,0,0.0003192885805779428,0.02061616616771181,0.0019105320349358365
1,54089,Summers County,WV,3,3,0,4.207567592533221e-05,0.0008275779269490117,0.00028435530292402687
1,54091,Taylor County,WV,3,3,0,2.6981266633975385e-05,0.006037286708880284,0.00044268148765841636
1,54093,Tucker County,WV,3,3,0,4.804196144637873e-05,0.002138764451369856,0.0003890249814798722
1,54095,Tyler County,WV,3,3,0,0.00015753183750350115,0.022194081477437674,0.0022527019378362524
1,54097,Upshur County,WV,3,3,0,1.5840747956692195e-05,0.0005245862781149455,8.281542873858284e-05
1,54099,Wayne County,WV,3,3,0,0.000112231228722088,0.014879061945871672,0.0017704717553684841
1,54101,Webster County,WV,3,3,0,0.00023385802840724735,0.006051156906302666,0.0013954418700386879
1,54103,Wetzel County,WV,3,3,0,9.533833563414819e-05,0.016318179204069815,0.001201140526097401
1,54105,Wirt County,WV,3,3,0,4.9835646195444274e-05,0.0038188573236420677,0.00021796848141119964
1,54107,Wood County,WV,3,3,0,8.967789108561747e-06,0.00021005896862660777,5.47922635076936e-05
1,54109,Wyoming County,WV,3,3,0,0.00012534153429646737,0.012286435688896582,0.0020085363250632645
6,18009,Blackford County,IN,3,3,0,1.62486838125968e-05,0.00412543346610874,7.763072235958873e-05
6,18013,Brown County,IN,3,3,0,0.0019602448339305525,0.11653351767329541,0.016920193653630223
6,18023,Clinton County,IN,3,3,0,1.0718466618028499e-05,0.000549218928427725,0.0001259787489405979
6,18025,Crawford County,IN,3,3,0,0.0026067225880133647,0.02131468739508448,0.008772296814639013
6,18027,Daviess County,IN,3,3,0,1.5258866709937274e-05,0.0016343195112752732,0.00021739196238006292
6,18029,Dearborn County,IN,3,3,0,1.1375726615845272e-05,0.0003295873841966098,7.611555489759472e-05
6,18033,DeKalb County,IN,3,3,0,5.9372613762006435e-05,0.0015798015786762638,0.00039037628256719426
6,18035,Delaware County,IN,3,3,0,1.912486821648532e-05,0.00048691826698512474,0.00011354176851896185
6,18037,Dubois County,IN,3,3,0,5.855675313734145e-05,0.0009601731070962373,0.00031508433014455425
6,18039,Elkhart County,IN,3,3,0,7.449516315410601e-06,0.00031859406737402515,6.377735880347467e-05
6,18041,Fayette County,IN,3,3,0,6.212273941629634e-05,0.004039863561437081,0.0002669096582812631
6,18043,Floyd County,IN,3,3,0,2.1845951690737123e-05,0.0006222712232948102,0.00017169173408854933
6,18045,Fountain County,IN,3,3,0,7.005523597647075e-05,0.0010969956602337174,0.00037840651284805604
6,18047,Franklin County,IN,3,3,0,0.00017725014383779467,0.0013493162729972198,0.0001899081920362168
6,18051,Gibson County,IN,3,3,0,7.243368915469173e-06,0.00025515420242038384,5.2181542530217705e-05
6,18059,Hancock County,IN,3,3,0,2.16712339151702e-05,0.00018842401126342224,5.0008285288165914e-05
6,18061,Harrison County,IN,3,3,0,0.00011947421218852039,0.0021987562758283017,0.0005245851234097512
6,18065,Henry County,IN,3,3,0,3.622811913691696e-05,0.0007210939239929269,0.0001806085538857413
6,18067,Howard County,IN,3,3,0,2.582822726654544e-05,0.00039887086290373735,0.00013933399670520687
6,18069,Huntington County,IN,3,3,0,6.157658309829068e-06,0.0001553522602777217,3.859819804888962e-05
6,18071,Jackson County,IN,3,3,0,9.726420030600526e-05,0.003613734576413405,0.0009090939716394613
6,18073,Jasper County,IN,3,3,0,2.7629424936483203e-05,0.0014749956997520245,0.0003369416609612565
6,18077,Jefferson County,IN,3,3,0,0.00011120870043220236,0.0032308800039239694,0.0006874428646223575
6,18083,Knox County,IN,3,3,0,1.4853189595530949e-05,0.0011605593942255602,0.0001364140823571217
6,18085,Kosciusko County,IN,3,3,0,7.779629513873995e-06,0.0013695304419234127,0.00012938854245662807
6,18087,LaGrange County,IN,3,3,0,6.1182880918868855e-06,0.0008130818099429971,8.591240536916921e-05
6,18089,Lake County,IN,3,3,0,4.244118640537352e-06,0.0006815936257485432,6.465246039825793e-05
