horizon,candidate,reference,delta_rmse,delta_mae,rmse_change_pct
osi_target_t24h,L1,L0,3.688220980818668e-05,-0.0001590368958390492,0.4342812437580612
osi_target_t24h,L2,L0,-4.721946475615135e-05,-0.00015813819811629068,-0.5560005214042096
osi_target_t24h,L2,L1,-8.410167456433804e-05,8.986977227585201e-07,-0.9859997531707521
osi_target_t48h,L1,L0,0.00013351167431173254,-0.0001293597205982602,1.7359012263192364
osi_target_t48h,L2,L0,-2.967355583981951e-05,-0.0001282100613085209,-0.38581166955726776
osi_target_t48h,L2,L1,-0.00016318523015155205,1.1496592897393236e-06,-2.0855104936423507
