domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,0,48,,6864,0.006605947248240588,0.002672733160784243,0.2995349320154327,0.0001668659211109019,0.006495998526207189,0.0026613318203336424,0.28964705039546373,0.00019380006626945482,-0.00010994872203339869,-1.6643899489612535,0.009887881619968952,3580
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,1,47,,6721,0.010467449862058269,0.0036413525285454666,0.7364032119574233,-0.00042342853117793524,0.010111066189592207,0.0035327203840596873,0.6871124254344049,-0.0004614544924612368,-0.00035638367246606205,-3.4046847815135783,0.04929078652301844,3309
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,2,48,,6864,0.01297161952426227,0.00403156841827347,1.1549566353963723,-0.0004514762270056652,0.012653508333761113,0.003882736596129473,1.0990037789191853,-0.0006108615468146506,-0.0003181111905011559,-2.4523629443968575,0.05595285647718695,3496
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,3,48,,6864,0.015842786994115662,0.0038837293617479066,1.7228221278216778,0.0005045469238415974,0.015550153609753732,0.0036887806304246097,1.659765151297536,0.00045190372710593007,-0.0002926333843619299,-1.8471079897155684,0.06305697652414177,3473
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,4,48,,6864,0.010149213587633429,0.003154676609460301,0.7070368661749743,-0.0003323232760674824,0.008332321217539188,0.0029402440501855205,0.4765508876511496,-0.00016189826126335996,-0.0018168923700942405,-17.901804454170524,0.23048597852382469,3644
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18009,1,Blackford County,143,0.006305132300683593,0.0036014399407539857,0.0056849211460646715,0.001747931455543114,0.0059461257980235206,0.003486191612752256,0.005055966916846682,0.0018711301163226418,-0.0003590065026600727,-5.693877392884361,0.0006289542292179894,74
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18013,1,Brown County,143,0.029068761046036333,0.013334569077871639,0.12083398023147299,-0.008542919227232416,0.028843485690798084,0.012966334330537637,0.11896837335172415,-0.008915706506868104,-0.00022527535523824901,-0.7749740516339143,0.001865606879748835,91
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18023,1,Clinton County,143,0.0018648830251016303,0.0007643397442438763,0.0004973237837156458,0.0007178056835917629,0.001859751687062818,0.0007535821914909488,0.0004945907162672187,0.0007043875387518195,-5.131338038812236e-06,-0.27515602693271024,2.733067448427149e-06,36
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18025,1,Crawford County,143,0.012025809071662221,0.0021778322133073932,0.020680671987414495,-0.0014079499456084415,0.011993908425578542,0.002184827404572575,0.020571099022926444,-0.0013826185781196773,-3.190064608367925e-05,-0.26526819021973624,0.00010957296448805068,51
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18027,1,Daviess County,143,0.0032834244407820515,0.0013115362207974611,0.0015416652763404644,0.0012924521677548212,0.003030777119222342,0.0012431797833830003,0.0013135422223354402,0.0012135893281933292,-0.00025264732155970936,-7.694628766895983,0.0002281230540050242,39
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18029,1,Dearborn County,143,0.0014528928044230123,0.000479351635158701,0.0003018583426636156,-1.7381905039410123e-05,0.0013694611856816502,0.0004524058123252966,0.0002681856232896685,-1.3293727145553124e-05,-8.34316187413621e-05,-5.742448340811713,3.3672719373947075e-05,25
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18033,1,DeKalb County,143,0.003330154868432231,0.0013157592680527893,0.0015858601970272332,-0.0009992319819739468,0.0033140517092979083,0.0013054383895069687,0.0015705602386617556,-0.0009933446375546872,-1.6103159134322857e-05,-0.4835558636317683,1.5299958365477557e-05,46
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18035,1,Delaware County,143,0.002099629219352898,0.0010121360269811329,0.0006304073288027457,-0.0008649223107357875,0.0019687881612673597,0.0009423011874407864,0.0005542861358243511,-0.0005968106291206536,-0.00013084105808553815,-6.231626845327631,7.612119297839462e-05,61
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18037,1,Dubois County,143,0.0029844865185504367,0.0012519829849771153,0.0012737238484555307,0.0009009340339281644,0.002825015879913677,0.0011706674337306057,0.0011412422052123159,0.000819618482681655,-0.0001594706386367599,-5.343319115216327,0.00013248164324321482,30
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18039,1,Elkhart County,143,0.002034050601972945,0.0015439051127665755,0.0005916427447482694,0.0015006862649263862,0.0018511904435158605,0.0013964427687825614,0.0004900475663175161,0.0013479601118326038,-0.00018286015845708444,-8.989951296182975,0.00010159517843075336,98
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18041,1,Fayette County,143,0.005087385287932539,0.0019927605009703087,0.003701052936705759,-0.0015477137676310217,0.00510870379641257,0.0019631840543495767,0.003732136190565669,-0.0015530838407491559,2.1318508480030855e-05,0.419046470307638,-3.108325385990998e-05,53
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18043,1,Floyd County,143,0.002162120025170225,0.0009168878863352458,0.0006684911094636195,0.000525564810909374,0.002227232281710472,0.0009250915504986767,0.0007093606000471326,0.0005292807508862153,6.511225654024693e-05,3.011500554189661,-4.086949058351307e-05,35
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18045,1,Fountain County,143,0.002546973545969776,0.0010075762979344634,0.0009276516168733891,0.0009930714340163134,0.0025780653263334273,0.0010276362634033841,0.0009504381782385033,0.0010124021902076748,3.109178036365132e-05,1.2207343265441262,-2.2786561365114233e-05,35
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18047,1,Franklin County,143,0.0031289384002979323,0.0013403951650908085,0.0014000065383388345,0.0005662859853512388,0.003064798209679895,0.0012831842794577492,0.0013431972934461638,0.0004900137011554436,-6.414019061803727e-05,-2.0499026318936187,5.680924489267071e-05,45
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18051,1,Gibson County,143,0.0013312957616317838,0.00042346325704309385,0.0002534458219062414,4.044354983484087e-05,0.0013204160892377882,0.0004067712172014878,0.00024932030676667606,2.1349658294371913e-05,-1.0879672393995614e-05,-0.817224294371699,4.125515139565342e-06,26
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18059,1,Hancock County,143,0.0011598854420783152,0.0003573482834640649,0.00019238279614056485,0.00017526380892642023,0.001125452854760431,0.00033509215146189917,0.00018113011034524173,0.00013519418476139278,-3.443258731788425e-05,-2.96861966438573,1.1252685795323125e-05,25
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18061,1,Harrison County,143,0.0040043079626979694,0.0016439056622595289,0.0022929309631980694,-0.0002888900456780019,0.004045622930785725,0.0016412710549803878,0.0023404902804281965,-0.0002727285815947345,4.131496808775555e-05,1.0317630030613145,-4.755931723012712e-05,28
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18065,1,Henry County,143,0.00216236141347445,0.0009587376011473095,0.0006686403841951006,9.12907874273545e-06,0.002083767049742991,0.0007952270186764056,0.000620918171816029,-0.0001677362706883105,-7.859436373145899e-05,-3.6346543756149763,4.772221237907162e-05,47
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18067,1,Howard County,143,0.0017007266298418062,0.0005206340273358838,0.00041362336293178863,-5.779157120388981e-05,0.0016736145792989555,0.0004733310793876204,0.0004005409636860088,-0.00012911495428646202,-2.7112050542850647e-05,-1.5941451181588517,1.3082399245779809e-05,28
OSI,v18_rule,osi_target_t01h,E2_minus_E1,county,18069,1,Huntington County,143,0.0010964778839832464,0.0005614687147301632,0.00017192371625920599,-0.00017566357799933294,0.0010162498266008697,0.0005114521637462244,0.00014768521053948056,-0.00016790536112828926,-8.022805738237674e-05,-7.316887878388123,2.4238505719725422e-05,39
