D_reference,domain,mode,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
B,OSI,C0_direct_osi,osi_target_t01h,E2_minus_E1,34177,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t01h,E2_minus_E0,34177,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t01h,E1_minus_E0,34177,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.012037457339389941,0.003599131095178727,4.952260259837495,-0.00013171246546132397,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t01h,E2_minus_E1,34177,0.011879555835505774,0.0035425370843933275,4.823189713754831,-0.00010767683101466022,0.011237333497017828,0.003382693984817583,4.31579172673857,-0.00012688579729967938,-0.0006422223384879456,-5.406114061676137,0.5073979870162617,18144
B,OSI,C1_component_osi,osi_target_t01h,E2_minus_E0,34177,0.011878902534761171,0.0035384359938404534,4.822659238233256,-0.00010612166590645576,0.011237333497017828,0.003382693984817583,4.31579172673857,-0.00012688579729967938,-0.000641569037743343,-5.400911707676048,0.5068675114946863,17951
B,OSI,C1_component_osi,osi_target_t01h,E1_minus_E0,34177,0.011878902534761171,0.0035384359938404534,4.822659238233256,-0.00010612166590645576,0.011879555835505774,0.0035425370843933275,4.823189713754831,-0.00010767683101466022,6.533007446025973e-07,0.005499672572373271,-0.0005304755215753687,13990
B,OSI,C2_equal_blend,osi_target_t01h,E2_minus_E1,34177,0.011934556306310079,0.003545931314506473,4.867954317026955,-0.0001311599065926376,0.011469334098572564,0.003419800293997046,4.495834814164747,-0.00014391753327170958,-0.0004652222077375142,-3.8981106276363198,0.3721195028622084,17311
B,OSI,C2_equal_blend,osi_target_t01h,E2_minus_E0,34177,0.01193424034852952,0.0035439898492478313,4.867696570087254,-0.00012756522203246425,0.011469334098572564,0.003419800293997046,4.495834814164747,-0.00014391753327170958,-0.0004649062499569555,-3.895566340041401,0.3718617559225077,17258
B,OSI,C2_equal_blend,osi_target_t01h,E1_minus_E0,34177,0.01193424034852952,0.0035439898492478313,4.867696570087254,-0.00012756522203246425,0.011934556306310079,0.003545931314506473,4.867954317026955,-0.0001311599065926376,3.159577805587205e-07,0.002647489671159242,-0.0002577469397007093,13638
B,OSI,C3_aligned_component,osi_target_t01h,E2_minus_E1,34177,0.011754412690205624,0.003492332379116821,4.722106822048103,-0.00011382845594347968,0.011151840395194438,0.003350989278217248,4.250372850119655,-0.00012431675719591957,-0.0006025722950111865,-5.126349660270824,0.47173397192844746,17510
B,OSI,C3_aligned_component,osi_target_t01h,E2_minus_E0,34177,0.011755140271263249,0.003491056149841014,4.722691423235632,-0.00011029243965038886,0.011151840395194438,0.003350989278217248,4.250372850119655,-0.00012431675719591957,-0.0006032998760688111,-5.132221837825657,0.47231857311597647,17532
B,OSI,C3_aligned_component,osi_target_t01h,E1_minus_E0,34177,0.011755140271263249,0.003491056149841014,4.722691423235632,-0.00011029243965038886,0.011754412690205624,0.003492332379116821,4.722106822048103,-0.00011382845594347968,-7.275810576246045e-07,-0.006189471506379274,0.0005846011875290102,13658
B,OSI,v18_rule,osi_target_t01h,E2_minus_E1,34177,0.011754412690205624,0.003492332379116821,4.722106822048103,-0.00011382845594347968,0.011151840395194438,0.003350989278217248,4.250372850119655,-0.00012431675719591957,-0.0006025722950111865,-5.126349660270824,0.47173397192844746,17510
B,OSI,v18_rule,osi_target_t01h,E2_minus_E0,34177,0.011755140271263249,0.003491056149841014,4.722691423235632,-0.00011029243965038886,0.011151840395194438,0.003350989278217248,4.250372850119655,-0.00012431675719591957,-0.0006032998760688111,-5.132221837825657,0.47231857311597647,17532
B,OSI,v18_rule,osi_target_t01h,E1_minus_E0,34177,0.011755140271263249,0.003491056149841014,4.722691423235632,-0.00011029243965038886,0.011754412690205624,0.003492332379116821,4.722106822048103,-0.00011382845594347968,-7.275810576246045e-07,-0.006189471506379274,0.0005846011875290102,13658
B,OSI,C0_direct_osi,osi_target_t06h,E2_minus_E1,32982,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t06h,E2_minus_E0,32982,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t06h,E1_minus_E0,32982,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.01073393416160627,0.003461091435797809,3.8000983931614947,1.0093322570397718e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E2_minus_E1,32982,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E2_minus_E0,32982,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E1_minus_E0,32982,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.010621545697340714,0.0034298288998334237,3.7209379788289896,-2.6052803273897497e-07,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E2_minus_E1,32982,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E2_minus_E0,32982,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E1_minus_E0,32982,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.010653558786996201,0.003419836446260306,3.7434014196565677,-9.769861321811721e-06,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t06h,E2_minus_E1,32982,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00027853560884932155,-2.6717140150173235,0.18898955894342517,16620
B,OSI,C3_aligned_component,osi_target_t06h,E2_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00028069462793039665,-2.69186586260054,0.19047446571217597,16647
B,OSI,C3_aligned_component,osi_target_t06h,E1_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,-2.159019081075103e-06,-0.020705026682910077,0.0014849067687507933,12964
B,OSI,v18_rule,osi_target_t06h,E2_minus_E1,32982,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00027853560884932155,-2.6717140150173235,0.18898955894342517,16620
B,OSI,v18_rule,osi_target_t06h,E2_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00028069462793039665,-2.69186586260054,0.19047446571217597,16647
B,OSI,v18_rule,osi_target_t06h,E1_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,-2.159019081075103e-06,-0.020705026682910077,0.0014849067687507933,12964
B,OSI,C0_direct_osi,osi_target_t24h,E2_minus_E1,28680,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t24h,E2_minus_E0,28680,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t24h,E1_minus_E0,28680,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.00861830195271674,0.0028389953167640646,2.13021068676241,-8.851748810857948e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E2_minus_E1,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E2_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E1_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E2_minus_E1,28680,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E2_minus_E0,28680,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E1_minus_E0,28680,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0085370574557761,0.002808167540871237,2.090237118092415,-9.551377495420408e-05,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t24h,E2_minus_E1,28680,0.008431531901176048,0.002753492797086871,2.0388821421517562,-7.615835780386004e-05,0.00840390869559196,0.002734165051262973,2.0255445415151083,-7.830233690529373e-05,-2.7623205584087138e-05,-0.3276178742825375,0.013337600636647906,13842
B,OSI,C3_aligned_component,osi_target_t24h,E2_minus_E0,28680,0.008426588509688701,0.0027516296495448235,2.0364920573851943,-7.541610843319797e-05,0.00840390869559196,0.002734165051262973,2.0255445415151083,-7.830233690529373e-05,-2.2679814096740816e-05,-0.2691458598063079,0.010947515870086022,13860
B,OSI,C3_aligned_component,osi_target_t24h,E1_minus_E0,28680,0.008426588509688701,0.0027516296495448235,2.0364920573851943,-7.541610843319797e-05,0.008431531901176048,0.002753492797086871,2.0388821421517562,-7.615835780386004e-05,4.943391487346321e-06,0.05866420891043056,-0.002390084766561884,10683
B,OSI,v18_rule,osi_target_t24h,E2_minus_E1,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t24h,E2_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t24h,E1_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E2_minus_E1,22944,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E2_minus_E0,22944,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E1_minus_E0,22944,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.007743302763035277,0.002251557437795284,1.3756932773306025,-0.00016308958938848276,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E2_minus_E1,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E2_minus_E0,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E1_minus_E0,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E2_minus_E1,22944,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E2_minus_E0,22944,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E1_minus_E0,22944,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.007702283879539482,0.002225234652350598,1.3611568601934998,-0.00016897742632658718,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t48h,E2_minus_E1,22944,0.007743102713083763,0.00221729603601734,1.3756221955643775,-0.00013262761864765507,0.0077553023367515905,0.0022194744096616097,1.3799603256890398,-0.00012047498065460201,1.2199623667827515e-05,0.15755471830709578,-0.004338130124662332,9814
B,OSI,C3_aligned_component,osi_target_t48h,E2_minus_E0,22944,0.00773914813050702,0.0022166007425422933,1.3742174299043848,-0.00013045869446793218,0.0077553023367515905,0.0022194744096616097,1.3799603256890398,-0.00012047498065460201,1.6154206244570896e-05,0.20873364835714003,-0.005742895784655033,9817
B,OSI,C3_aligned_component,osi_target_t48h,E1_minus_E0,22944,0.00773914813050702,0.0022166007425422933,1.3742174299043848,-0.00013045869446793218,0.007743102713083763,0.00221729603601734,1.3756221955643775,-0.00013262761864765507,3.95458257674338e-06,0.051098422075090966,-0.0014047656599927016,7457
