target,n,rmse,mae,sse,bias,negative_predictions,D_upper_clipped,D_lower_bound_violations
U_D_t_target_t01h,34177,0.01681306593398672,0.005328230699217733,9.661126543359684,-0.00014286383770593328,5431,0,0
