horizon,n,A_rmse,B_rmse,C_rmse,A_mae,B_mae,C_mae,C_minus_B_rmse_delta,C_minus_B_rmse_change_pct,C_minus_A_rmse_change_pct,C_minus_B_sse_reduction,changed_predictions_C_vs_B
osi_target_t01h,34177,0.011783624615677923,0.011755140271263249,0.011631455064359725,0.0034929554982199478,0.003491056149841014,0.003472149878248777,-0.00012368520690352394,-1.0521797617837558,-1.291364552768759,0.09885956594835132,17044
osi_target_t06h,32982,0.010427511705922264,0.010427511705922264,0.010425919401839094,0.003289226526120758,0.003289226526120758,0.0032870216824802934,-1.5923040831700153e-06,-0.015270221008389928,-0.015270221008389928,0.0010951674254697785,16239
osi_target_t24h,28680,0.008492701524253245,0.008492701524253245,0.008492701524253245,0.0028144565793908724,0.0028144565793908724,0.0028144565793908724,0.0,0.0,0.0,0.0,0
osi_target_t48h,22944,0.007691202257793633,0.007691202257793633,0.007691202257793633,0.0022350036403240283,0.0022350036403240283,0.0022350036403240283,0.0,0.0,0.0,0.0,0
