horizon,rmse,mae,rmse_std,mae_std,valid_rows,direct_rmse,direct_mae,rmse_change_pct_vs_direct,mae_change_pct_vs_direct
osi_target_t01h,0.011943270869139247,0.003403936443672747,0.0031083480530632503,0.0005524382282493143,34177,0.011900408812564942,0.003488166127072245,0.3601729759825645,-2.414726831551317
osi_target_t06h,0.010684776172994495,0.0032099934934803178,0.002372317177844454,0.0005036128763934841,32982,0.010655281768276821,0.003297989657138615,0.27680548819914996,-2.6681758527600796
osi_target_t24h,0.008666415326121764,0.0026483556198279093,0.002799541902602751,0.000540848392937064,28680,0.008731686091476362,0.0027337240770088918,-0.7475161689368792,-3.122789819899763
osi_target_t48h,0.007852253319779266,0.0020654847311966547,0.003571381724938479,0.0006159887583361362,22944,0.007942428231321573,0.002103938576671536,-1.1353569577965517,-1.8277076099681544
