domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,v18_rule,osi_target_t01h,F1_minus_F0,population,exclude_Morrow,238,,34034,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,0.010990560527997288,0.0033155942253384222,4.111049246769915,-6.01347622853316e-05,-6.659432957121028e-05,-0.6022736447941379,0.04997051663511076,17168
OSI,v18_rule,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,0.010952866688407207,0.0032738798937927117,4.082898635412286,-8.106113492683743e-05,-0.00010428816916129187,-0.9431736328618712,0.07812112799274029,17167
OSI,v18_rule,osi_target_t01h,F2_minus_F1,population,exclude_Morrow,238,,34034,0.010990560527997288,0.0033155942253384222,4.111049246769915,-6.01347622853316e-05,0.010952866688407207,0.0032738798937927117,4.082898635412286,-8.106113492683743e-05,-3.769383959008159e-05,-0.3429655793629527,0.02815061135762953,17232
P,raw,osi_target_t01h,F1_minus_F0,population,exclude_Morrow,238,,34034,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,0.01792026307344075,0.005401020699146073,10.929536791298144,0.00010931751460457354,-0.00012972068059816447,-0.7186747775833169,0.15880553347790993,32496
P,raw,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,0.017628131142717916,0.00512931857369616,10.57609979214317,-4.2923620168517765e-05,-0.00042185261132099763,-2.337135684272307,0.5122425326328841,32485
P,raw,osi_target_t01h,F2_minus_F1,population,exclude_Morrow,238,,34034,0.01792026307344075,0.005401020699146073,10.929536791298144,0.00010931751460457354,0.017628131142717916,0.00512931857369616,10.57609979214317,-4.2923620168517765e-05,-0.00029213193072283317,-1.6301765745604269,0.3534369991549742,32371
P,aligned,osi_target_t01h,F1_minus_F0,population,exclude_Morrow,238,,34034,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,0.017536707237401576,0.0052336295747281315,10.466683652256147,0.00011229383801345723,-0.00015902149408525412,-0.8986433760272305,0.19068278896988566,32496
P,aligned,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,0.01744942084559869,0.005131799397786491,10.36275018457847,6.330677497684262e-05,-0.0002463078858881418,-1.3919058639832893,0.2946162566475632,32485
P,aligned,osi_target_t01h,F2_minus_F1,population,exclude_Morrow,238,,34034,0.017536707237401576,0.0052336295747281315,10.466683652256147,0.00011229383801345723,0.01744942084559869,0.005131799397786491,10.36275018457847,6.330677497684262e-05,-8.728639180288766e-05,-0.49773535374261213,0.10393346767767753,32371
OSI,v18_rule,osi_target_t06h,F1_minus_F0,population,exclude_Morrow,238,,32844,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,0.010087408723812249,0.003190253359032938,3.34206798001828,-5.265849552086898e-05,-2.0321607782848583e-05,-0.20105015781165525,0.01347910189471424,16316
OSI,v18_rule,osi_target_t06h,F2_minus_F0,population,exclude_Morrow,238,,32844,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,0.010043197028737268,0.0031534420086630293,3.31283655059217,-6.935676885151258e-05,-6.453330285782939e-05,-0.6384549324204736,0.04271053132082425,16326
OSI,v18_rule,osi_target_t06h,F2_minus_F1,population,exclude_Morrow,238,,32844,0.010087408723812249,0.003190253359032938,3.34206798001828,-5.265849552086898e-05,0.010043197028737268,0.0031534420086630293,3.31283655059217,-6.935676885151258e-05,-4.421169507498081e-05,-0.4382859492013558,0.02923142942611001,16392
OSI,v18_rule,osi_target_t24h,F1_minus_F0,population,exclude_Morrow,238,,28560,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t24h,F2_minus_F0,population,exclude_Morrow,238,,28560,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t24h,F2_minus_F1,population,exclude_Morrow,238,,28560,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,F1_minus_F0,population,exclude_Morrow,238,,22848,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,F2_minus_F0,population,exclude_Morrow,238,,22848,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,F2_minus_F1,population,exclude_Morrow,238,,22848,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.0,0.0,0.0,0
