candidate,kind,outer_fold,feature,group,gain,gain_fraction,split_count
F1,b,0,dem_elevation_max_m,DEM,0.0836406300222734,0.0013426663421212568,25
F1,b,0,dem_slope_mean_deg,DEM,0.2839114659000188,0.004557574103695172,38
F1,b,0,dem_slope_std_deg,DEM,0.10464479590882547,0.0016798420254308505,17
F1,b,0,dem_terrain_ruggedness,DEM,0.15933629337814637,0.0025577937198730384,16
F1,a,1,last_osi,original_163,15.297714114189148,0.0014237218029512367,33
F1,a,1,last_P_t,original_163,5.697992937639356,0.0005302986261754513,16
F1,a,1,last_N_t,original_163,6.701478375121951,0.000623690624850788,32
F1,a,1,last_D_t,original_163,13.349462809041142,0.0012424026960531247,52
F1,a,1,last_R_t,original_163,12.366719638928771,0.0011509411307796152,30
F1,a,1,last_outage_pct,original_163,4.701159562915564,0.0004375257191312967,6
F1,a,1,osi_mean_72h,original_163,5.641703512519598,0.0005250599034996069,17
