candidate,kind,outer_fold,feature,group,gain,gain_fraction,split_count
F1,a,2,dem_terrain_ruggedness,DEM,8.960021082311869,0.000854195652649217,20
F1,b,2,last_osi,original_163,0.13790134325972758,0.00410140093590963,25
F1,b,2,last_P_t,original_163,0.1074077954981476,0.0031944752862225526,21
F1,b,2,last_N_t,original_163,3.469804077525623,0.1031973826693148,170
F1,b,2,last_D_t,original_163,0.04155852657277137,0.0012360153697673739,11
F1,b,2,last_R_t,original_163,0.039602935925358906,0.0011778530551592612,11
F1,b,2,last_outage_pct,original_163,0.09646036836784333,0.002868881736394203,7
F1,b,2,osi_mean_72h,original_163,0.3421883344417438,0.010177214535854247,16
F1,b,2,osi_max_72h,original_163,0.010307114163879305,0.00030654964396280456,4
F1,b,2,osi_std_72h,original_163,0.017882867949083447,0.0005318643720893954,9
F1,b,2,outage_pct_mean_72h,original_163,0.02687088929815218,0.0007991821392819631,4
F1,b,2,outage_pct_max_72h,original_163,0.005800744023872539,0.0001725231705950391,7
F1,b,2,N_t_mean_72h,original_163,0.11635944875888526,0.0034607114097705235,4
F1,b,2,N_t_max_72h,original_163,0.00610239605884999,0.00018149477238897806,8
F1,b,2,R_t_mean_72h,original_163,0.1284545589296613,0.003820438842453465,18
F1,b,2,R_t_max_72h,original_163,0.6431957990280353,0.019129645801478738,15
F1,b,2,pre_event_mean_osi,original_163,1.0289334818371572,0.03060208585095118,31
F1,b,2,pre_event_max_outage_pct,original_163,0.06384492965298705,0.0018988477417414451,22
F1,b,2,storm_onset_max_osi,original_163,0.22140456532360986,0.006584916941110818,10
F1,b,2,storm_onset_mean_osi,original_163,0.12906032206956297,0.003838455182615235,14
F1,b,2,osi_trend_last6h,original_163,1.3226635252358392,0.03933807526500027,46
F1,b,2,is_worsening,original_163,0.0,0.0,0
F1,b,2,frac_zero_72h,original_163,0.20937262318329886,0.0062270682241324865,39
F1,b,2,hours_since_peak,original_163,0.036497138149570674,0.0010854817873872532,11
F1,b,2,gust_mean_obs,original_163,0.11490201318520121,0.00341736500367586,37
F1,b,2,gust_max_obs,original_163,0.13359805225627497,0.003973414352662139,32
F1,b,2,gust_gt30_obs,original_163,0.020916234934702516,0.000622081435242606,7
F1,b,2,gust_gt40_obs,original_163,0.0037572730507235974,0.00011174715809462403,3
F1,b,2,cumul_gust_obs,original_163,0.003303044999483973,9.82377077119557e-05,4
F1,b,2,gust_last_obs,original_163,0.24097756191622466,0.007167048373959234,43
F1,b,2,gust_max_last6h_obs,original_163,0.48077473317971453,0.014298990089684202,44
F1,b,2,gust_trend_last6h_obs,original_163,0.09005554472969379,0.0026783922963140782,33
F1,b,2,gust_t,original_163,0.2066156918881461,0.006145072789375324,24
F1,b,2,wind_speed_t,original_163,0.015352269110735506,0.0004566004174485479,11
F1,b,2,wind_sin_t,original_163,1.0512188335997052,0.03126488695509882,22
F1,b,2,wind_cos_t,original_163,0.03811722283717245,0.001133665631698821,6
F1,b,2,t2m_t,original_163,0.07804397534346208,0.0023211494968030655,11
F1,b,2,d2m_t,original_163,0.18650711703230627,0.005547012424015303,30
F1,b,2,tp_t,original_163,0.03434527391800657,0.0010214819903971327,7
F1,b,2,rain_t,original_163,0.021444971207529306,0.0006378068762931463,9
F1,b,2,csnow_t,original_163,0.02254291297867894,0.0006704613762517588,7
F1,b,2,sdwe_t,original_163,0.11013786669354886,0.0032756718597383716,9
F1,b,2,r2_t,original_163,0.026639495394192636,0.0007923001238365007,7
F1,b,2,vpd_t,original_163,0.007676152978092432,0.0002283007566448268,4
F1,b,2,soil_moist_t,original_163,0.30394843572867103,0.009039900332355197,29
F1,b,2,blh_t,original_163,0.5000816908723209,0.01487320911089332,21
F1,b,2,tcc_t,original_163,0.0,0.0,0
F1,b,2,lcc_t,original_163,0.07625998460571282,0.0022680908310315643,16
F1,b,2,mcc_t,original_163,0.852504157286603,0.025354802686561092,18
F1,b,2,hcc_t,original_163,0.026372190623078495,0.0007843500632170346,2
F1,b,2,sp_t,original_163,0.201839336019475,0.006003016519530954,34
F1,b,2,mslma_t,original_163,0.19071983953472227,0.005672305358846217,68
F1,b,2,sdswrf_t,original_163,0.028307657688856125,0.0008419138711347843,6
F1,b,2,direct_rad_t,original_163,0.04989160061813891,0.0014838539830889582,6
F1,b,2,diffuse_rad_t,original_163,0.005685819778591394,0.00016910514437417019,1
F1,b,2,et0_t,original_163,0.16647951945196837,0.0049513604490717955,10
F1,b,2,temp_c_t,original_163,0.0,0.0,0
F1,b,2,dewpoint_c_t,original_163,0.13186376795056276,0.003921834033671448,22
F1,b,2,icing_risk_t,original_163,0.0,0.0,0
F1,b,2,gust_exceed_30,original_163,0.055035235825926065,0.001636833713064923,17
F1,b,2,soil_moist_x_gust,original_163,0.6583263590582646,0.019579652245229912,117
F1,b,2,is_snowing,original_163,0.0021579600870609283,6.418109723599804e-05,1
F1,b,2,gust_x_hso,original_163,0.18771968054352328,0.005583075953218123,22
F1,b,2,gust_x_phase,original_163,0.29918563552200794,0.00889824722903214,11
F1,b,2,soil_gust_x_phase,original_163,0.13887060224078596,0.0041302282090752325,12
F1,b,2,gust_exceed30_x_hso,original_163,0.013433480024104938,0.000399532638631501,13
F1,b,2,gust_max_next_1h,original_163,0.27038266527233645,0.0080416019901494,8
F1,b,2,gust_mean_next_1h,original_163,0.015931717003695667,0.00047383410114096563,11
F1,b,2,wind_speed_max_next_1h,original_163,0.07684344588778913,0.002285443879173146,15
F1,b,2,total_tp_next_1h,original_163,0.016051920829340816,0.0004774091503126941,5
F1,b,2,min_t2m_next_1h,original_163,0.05500404263148084,0.0016359059788321193,23
F1,b,2,gust_gt30_next_1h,original_163,0.0,0.0,0
F1,b,2,gust_gt40_next_1h,original_163,0.0,0.0,0
F1,b,2,gust_peak4h_mean_next_1h,original_163,0.0024591370893176645,7.313857081624977e-05,3
F1,b,2,gust_max_next_6h,original_163,0.12550232087960467,0.0037326346803234042,26
F1,b,2,gust_mean_next_6h,original_163,0.048220258875517175,0.001434145674051656,25
F1,b,2,wind_speed_max_next_6h,original_163,0.018066108168568462,0.0005373142218872806,9
F1,b,2,total_tp_next_6h,original_163,0.031260771123925224,0.000929744068579836,14
F1,b,2,min_t2m_next_6h,original_163,0.4642160860239528,0.013806510108440452,56
F1,b,2,gust_gt30_next_6h,original_163,0.04379246252938174,0.0013024561078096963,16
F1,b,2,gust_gt40_next_6h,original_163,0.0,0.0,0
F1,b,2,gust_peak4h_mean_next_6h,original_163,0.02993995838914998,0.000890461038708505,17
F1,b,2,gust_max_next_24h,original_163,0.17514520732220262,0.005209091516087869,26
F1,b,2,gust_mean_next_24h,original_163,0.06346286908956245,0.0018874846649550754,10
F1,b,2,wind_speed_max_next_24h,original_163,0.05797165376134217,0.0017241673603221107,9
F1,b,2,total_tp_next_24h,original_163,0.25412195283570327,0.007557983051930971,35
F1,b,2,min_t2m_next_24h,original_163,0.35495889649610035,0.0105570309605803,56
F1,b,2,gust_gt30_next_24h,original_163,0.026315926341339946,0.0007826766757624531,4
F1,b,2,gust_gt40_next_24h,original_163,0.0,0.0,0
F1,b,2,gust_peak4h_mean_next_24h,original_163,0.016254599817330018,0.0004834371393908171,11
F1,b,2,gust_max_next_48h,original_163,0.06294889759737998,0.0018721983514991018,14
F1,b,2,gust_mean_next_48h,original_163,1.424681197211612,0.042372239874497224,25
F1,b,2,wind_speed_max_next_48h,original_163,0.045889014756539837,0.0013648108395576996,17
F1,b,2,total_tp_next_48h,original_163,0.15708822562010027,0.004672048729541398,18
F1,b,2,min_t2m_next_48h,original_163,2.1992290747584775,0.06540850126822693,73
F1,b,2,gust_gt30_next_48h,original_163,0.11273902512039058,0.003353034366542998,19
F1,b,2,gust_gt40_next_48h,original_163,0.00031882201437838376,9.482263749217375e-06,1
F1,b,2,gust_peak4h_mean_next_48h,original_163,0.042893349047517404,0.0012757150711465365,18
F1,b,2,gust_change_1h,original_163,0.043909069820074365,0.0013059241904249603,23
F1,b,2,gust_change_3h,original_163,0.02503386398893781,0.0007445461426745115,21
F1,b,2,pressure_change_3h,original_163,0.5453161525074393,0.016218552520175563,16
F1,b,2,pressure_change_6h,original_163,0.3720766964543145,0.011066141017884843,28
F1,b,2,temp_change_6h,original_163,0.1401575127383694,0.004168502933559096,44
F1,b,2,wind_change_1h,original_163,0.10063148866174743,0.0029929373566863803,33
F1,b,2,cumul_gust_since_onset,original_163,1.0103080845146906,0.030048137497698538,50
F1,b,2,cumul_tp_since_onset,original_163,0.3786414830829017,0.011261388006681925,42
F1,b,2,gust_gt30_since_onset,original_163,0.08469357553985901,0.002518918973330651,19
F1,b,2,gust_at_t1h,original_163,0.3849067807313986,0.011447727726309602,7
F1,b,2,wind_speed_at_t1h,original_163,0.027127278968691826,0.0008068075677937676,7
F1,b,2,t2m_at_t1h,original_163,0.06567009890568443,0.0019531311207445605,12
F1,b,2,tp_at_t1h,original_163,0.0019304690067656338,5.741515785078906e-05,4
F1,b,2,gust_at_t6h,original_163,0.017900676728459075,0.0005323940329518065,12
F1,b,2,wind_speed_at_t6h,original_163,0.06000572119955905,0.0017846636970335918,16
F1,b,2,t2m_at_t6h,original_163,0.03117246989859268,0.0009271178524773666,19
F1,b,2,tp_at_t6h,original_163,0.0035301560419611633,0.0001049923441799776,3
F1,b,2,gust_at_t24h,original_163,0.06691938760923222,0.0019902869144216525,18
F1,b,2,wind_speed_at_t24h,original_163,0.21328028541756794,0.006343288191001587,20
F1,b,2,t2m_at_t24h,original_163,0.7588556579430588,0.02256955031863645,54
F1,b,2,tp_at_t24h,original_163,0.0024936599656939507,7.41653349806373e-05,1
F1,b,2,gust_at_t48h,original_163,0.25264013311243616,0.0075139114232129645,29
F1,b,2,wind_speed_at_t48h,original_163,0.5525973078620154,0.016435105431698096,41
F1,b,2,t2m_at_t48h,original_163,2.6386198681721,0.07847666847195418,72
F1,b,2,tp_at_t48h,original_163,0.0034157931222580373,0.00010159101265690215,3
F1,b,2,hour_of_day,original_163,0.04024865847895853,0.0011970578505808944,10
F1,b,2,hour_sin,original_163,0.5422920713608619,0.01612861163235202,13
F1,b,2,hour_cos,original_163,0.016827043145895004,0.0005004624964180485,4
F1,b,2,days_since_onset,original_163,0.025234219676349312,0.0007505050331714421,4
F1,b,2,hours_since_obs,original_163,0.19770793663337827,0.0058801422609616235,43
F1,b,2,storm_phase,original_163,0.0,0.0,0
F1,b,2,log_customers,original_163,0.3891540458716918,0.011574048013042747,46
F1,b,2,rural_urban_code,original_163,0.022037299175281078,0.0006554236334898257,8
F1,b,2,is_metro,original_163,0.0,0.0,0
F1,b,2,pop_density,original_163,0.4573901977564674,0.013603497549846652,43
F1,b,2,n_utilities,original_163,0.01961562820360996,0.0005833993634218364,7
F1,b,2,pct_forest,original_163,0.26092083688126877,0.007760192462865453,42
F1,b,2,pct_developed,original_163,0.125940819241805,0.0037456763052315534,35
F1,b,2,pct_agriculture,original_163,0.18274952401407063,0.0054352557495880435,16
F1,b,2,pct_water,original_163,0.07241488754516467,0.0021537316499676547,23
F1,b,2,pct_wetland,original_163,0.342930082406383,0.010199275276703236,86
F1,b,2,pct_unmapped,original_163,0.40588836077949964,0.012071752627097318,63
F1,b,2,pct_forest_classified,original_163,0.1625169871840626,0.004833508561860288,33
F1,b,2,tree_canopy_pct,original_163,0.06028844474349171,0.001793072335994455,14
F1,b,2,tree_canopy_std,original_163,0.1631510025181342,0.004852365166321672,26
F1,b,2,forest_x_customers,original_163,0.20382353398599662,0.00606202966040801,20
F1,b,2,window_len_next_1h,original_163,0.0,0.0,0
F1,b,2,is_full_next_1h,original_163,0.0,0.0,0
F1,b,2,tp_rate_next_1h,original_163,0.0005961310234852135,1.7729866003133017e-05,1
F1,b,2,gust_gt30_frac_next_1h,original_163,0.0,0.0,0
F1,b,2,has_weather_at_t1h,original_163,0.0,0.0,0
F1,b,2,window_len_next_6h,original_163,0.0,0.0,0
F1,b,2,is_full_next_6h,original_163,0.0,0.0,0
F1,b,2,tp_rate_next_6h,original_163,0.0005706999800167978,1.6973507123538412e-05,1
F1,b,2,gust_gt30_frac_next_6h,original_163,0.000601392996031791,1.7886365270051806e-05,1
F1,b,2,has_weather_at_t6h,original_163,0.0,0.0,0
F1,b,2,window_len_next_24h,original_163,0.0,0.0,0
F1,b,2,is_full_next_24h,original_163,0.0,0.0,0
F1,b,2,tp_rate_next_24h,original_163,0.02644730082829483,0.0007865839578165268,6
F1,b,2,gust_gt30_frac_next_24h,original_163,0.0,0.0,0
F1,b,2,has_weather_at_t24h,original_163,0.0,0.0,0
F1,b,2,window_len_next_48h,original_163,0.0,0.0,0
F1,b,2,is_full_next_48h,original_163,0.0,0.0,0
F1,b,2,tp_rate_next_48h,original_163,0.40800814467365853,0.012134798304839954,6
F1,b,2,gust_gt30_frac_next_48h,original_163,0.021002455556299537,0.0006246457709463322,4
F1,b,2,has_weather_at_t48h,original_163,0.0,0.0,0
F1,b,2,dem_elevation_mean_m,DEM,0.11835639536730014,0.0035201037151325423,15
F1,b,2,dem_elevation_std_m,DEM,0.05301788923679851,0.0015768346804730616,19
F1,b,2,dem_elevation_min_m,DEM,0.10107337537920102,0.003006079756562187,22
F1,b,2,dem_elevation_max_m,DEM,0.02447884189314209,0.0007280389202694353,9
F1,b,2,dem_slope_mean_deg,DEM,0.031614351173629984,0.0009402600904872279,11
F1,b,2,dem_slope_std_deg,DEM,0.17922039571567439,0.005330293972103933,17
F1,b,2,dem_terrain_ruggedness,DEM,0.016060059424489737,0.0004776512048204439,5
F1,a,3,last_osi,original_163,11.444437229190953,0.0010321800431151596,94
F1,a,3,last_P_t,original_163,5.2165994790848345,0.0004704879556246166,60
F1,a,3,last_N_t,original_163,15.111264355597086,0.0013628931839741864,115
F1,a,3,last_D_t,original_163,4.370195854688063,0.0003941503505482989,46
F1,a,3,last_R_t,original_163,14.353690224234015,0.0012945671593813158,82
F1,a,3,last_outage_pct,original_163,2.0452879534568638,0.00018446563738383696,7
F1,a,3,osi_mean_72h,original_163,11.288032738957554,0.0010180738367338846,45
F1,a,3,osi_max_72h,original_163,2.770938393427059,0.0002499124468175517,28
F1,a,3,osi_std_72h,original_163,5.546889051795006,0.000500276952547148,36
F1,a,3,outage_pct_mean_72h,original_163,0.32927031302824616,2.9697069335235765e-05,12
F1,a,3,outage_pct_max_72h,original_163,15.992514787008986,0.001442373641603844,29
F1,a,3,N_t_mean_72h,original_163,13.71351952594705,0.001236829814527565,41
F1,a,3,N_t_max_72h,original_163,54.26995993545279,0.004894637321541204,63
F1,a,3,R_t_mean_72h,original_163,6.324942275299691,0.0005704499976432,42
F1,a,3,R_t_max_72h,original_163,27.96997774625197,0.0025226275663794554,52
F1,a,3,pre_event_mean_osi,original_163,11.784469561418518,0.0010628477448387512,58
F1,a,3,pre_event_max_outage_pct,original_163,8.771743095014244,0.0007911282996872155,45
F1,a,3,storm_onset_max_osi,original_163,4.5261618418153375,0.000408217008094981,54
F1,a,3,storm_onset_mean_osi,original_163,4.358315399498679,0.00039307884580725946,18
F1,a,3,osi_trend_last6h,original_163,5.875131743378006,0.0005298813401430881,112
F1,a,3,is_worsening,original_163,0.002205250086262822,1.988927094914376e-07,1
F1,a,3,frac_zero_72h,original_163,66.23673406685703,0.005973927215097236,141
F1,a,3,hours_since_peak,original_163,3.0356603029649705,0.00027378786039432615,54
F1,a,3,gust_mean_obs,original_163,3.6089110483881086,0.0003254896581565986,40
F1,a,3,gust_max_obs,original_163,15.948517944663763,0.0014384055423675626,61
F1,a,3,gust_gt30_obs,original_163,6.059832418337464,0.0005465395948763818,45
F1,a,3,gust_gt40_obs,original_163,6.853053806349635,0.0006180806650121783,30
F1,a,3,cumul_gust_obs,original_163,0.1392633975483477,1.2560241871847724e-05,3
F1,a,3,gust_last_obs,original_163,82.58464473253116,0.007448354205067383,104
F1,a,3,gust_max_last6h_obs,original_163,77.0723559372127,0.006951197868545868,77
F1,a,3,gust_trend_last6h_obs,original_163,15.088495352887549,0.0013608396351864423,138
F1,a,3,gust_t,original_163,2.5809755583759397,0.00023277959499210606,69
F1,a,3,wind_speed_t,original_163,0.9928507369477302,8.954575012703117e-05,70
F1,a,3,wind_sin_t,original_163,6.491090274648741,0.0005854349764322116,80
F1,a,3,wind_cos_t,original_163,1.8839227159041911,0.0001699120184929428,78
F1,a,3,t2m_t,original_163,4.22780717140995,0.0003813082374498723,69
F1,a,3,d2m_t,original_163,7.936981611419469,0.0007158407056472034,93
F1,a,3,tp_t,original_163,0.12177123979199678,1.0982614611935367e-05,12
F1,a,3,rain_t,original_163,0.06556288944557309,5.913152800740216e-06,4
F1,a,3,csnow_t,original_163,0.020783640444278717,1.8744878809023036e-06,4
F1,a,3,sdwe_t,original_163,0.0066552599892020226,6.002415326352193e-07,1
F1,a,3,r2_t,original_163,2.83872946316842,0.0002560265604159018,72
F1,a,3,vpd_t,original_163,1.6016892081825063,0.000144457224313491,76
F1,a,3,soil_moist_t,original_163,12.32003046083264,0.001111150274808339,183
F1,a,3,blh_t,original_163,16.54342167766299,0.001492060234903276,111
F1,a,3,tcc_t,original_163,4.142468478181399,0.0003736114941070576,27
F1,a,3,lcc_t,original_163,0.3786919303238392,3.415443198657448e-05,24
F1,a,3,mcc_t,original_163,7.836824913276359,0.0007068075183495405,52
F1,a,3,hcc_t,original_163,9.958160328445956,0.000898131917832158,48
F1,a,3,sp_t,original_163,15.677978585357778,0.001414005449819496,160
F1,a,3,mslma_t,original_163,81.73098073736764,0.0073713617831869735,141
F1,a,3,sdswrf_t,original_163,10.72797275125049,0.0009675617206130451,39
F1,a,3,direct_rad_t,original_163,2.082131130853668,0.00018778854367204953,31
F1,a,3,diffuse_rad_t,original_163,8.651868956163526,0.0007803167856451157,53
F1,a,3,et0_t,original_163,0.3289903400000185,2.9671818414936245e-05,39
F1,a,3,temp_c_t,original_163,0.7951217808295041,7.171246760173097e-05,21
F1,a,3,dewpoint_c_t,original_163,25.49835250666365,0.0022997103363512615,81
F1,a,3,icing_risk_t,original_163,0.0,0.0,0
F1,a,3,gust_exceed_30,original_163,0.9215244511142373,8.31127934588715e-05,32
F1,a,3,soil_moist_x_gust,original_163,22.46777542657219,0.0020263809346036704,120
F1,a,3,is_snowing,original_163,0.0,0.0,0
F1,a,3,gust_x_hso,original_163,1623.04950495495,0.14638372114352274,131
F1,a,3,gust_x_phase,original_163,0.38268884795252234,3.451491617008497e-05,29
F1,a,3,soil_gust_x_phase,original_163,2.213065308635123,0.00019959756866482013,42
F1,a,3,gust_exceed30_x_hso,original_163,1.612762882374227,0.00014545596503579578,43
F1,a,3,gust_max_next_1h,original_163,1.0285060225287452,9.276151980371078e-05,36
F1,a,3,gust_mean_next_1h,original_163,2.2154989251866937,0.00019981705787052077,66
F1,a,3,wind_speed_max_next_1h,original_163,6.110276494990103,0.0005510891736954625,87
F1,a,3,total_tp_next_1h,original_163,0.3027522685006261,2.7305392418695622e-05,10
F1,a,3,min_t2m_next_1h,original_163,2.0657527558505535,0.00018631136908685013,37
F1,a,3,gust_gt30_next_1h,original_163,0.014760900288820267,1.3312936574697918e-06,1
F1,a,3,gust_gt40_next_1h,original_163,0.0,0.0,0
F1,a,3,gust_peak4h_mean_next_1h,original_163,0.21244909707456827,1.9160900076316525e-05,8
F1,a,3,gust_max_next_6h,original_163,16.594588304986246,0.0014966749809618997,93
F1,a,3,gust_mean_next_6h,original_163,26.792130094603635,0.00241639684349511,114
F1,a,3,wind_speed_max_next_6h,original_163,17.38320624548942,0.0015678008636530749,98
F1,a,3,total_tp_next_6h,original_163,1.736829033587128,0.00015664555896195484,38
F1,a,3,min_t2m_next_6h,original_163,5.969313504057936,0.0005383756445682385,85
F1,a,3,gust_gt30_next_6h,original_163,0.360875345999375,3.254754451732577e-05,18
F1,a,3,gust_gt40_next_6h,original_163,0.5055709958542138,4.5597724191062496e-05,27
F1,a,3,gust_peak4h_mean_next_6h,original_163,6.529438314959407,0.0005888936071283793,65
F1,a,3,gust_max_next_24h,original_163,11.814918306306936,0.0010655939337672522,80
F1,a,3,gust_mean_next_24h,original_163,9.847554050851613,0.0008881562772576316,86
F1,a,3,wind_speed_max_next_24h,original_163,24.53571277926676,0.002212889333672816,95
F1,a,3,total_tp_next_24h,original_163,6.41861473931931,0.0005788983683244474,74
F1,a,3,min_t2m_next_24h,original_163,37.38089819508605,0.0033714036206404997,123
F1,a,3,gust_gt30_next_24h,original_163,10.670449531055056,0.0009623736699721623,32
F1,a,3,gust_gt40_next_24h,original_163,2.0976175884716213,0.0001891852757412358,10
F1,a,3,gust_peak4h_mean_next_24h,original_163,10.658539119758643,0.0009612994634734719,78
F1,a,3,gust_max_next_48h,original_163,3.767192690516822,0.0003397651658923602,77
F1,a,3,gust_mean_next_48h,original_163,19.62363863189239,0.0017698666840059993,129
F1,a,3,wind_speed_max_next_48h,original_163,3.2312701877672225,0.00029143002272048654,89
F1,a,3,total_tp_next_48h,original_163,22.536968472762965,0.0020326214932235645,158
F1,a,3,min_t2m_next_48h,original_163,10.264660132699646,0.0009257753025468231,110
F1,a,3,gust_gt30_next_48h,original_163,2.5919258386129513,0.00023376720674625438,83
F1,a,3,gust_gt40_next_48h,original_163,5.13670949311927,0.0004632826341652026,47
F1,a,3,gust_peak4h_mean_next_48h,original_163,7.120539983268827,0.000642205389373542,93
F1,a,3,gust_change_1h,original_163,1.569601777708158,0.0001415632414371649,94
F1,a,3,gust_change_3h,original_163,2.9453235584078357,0.00026564034007292206,139
F1,a,3,pressure_change_3h,original_163,2.16447931015864,0.00019521557093107972,94
F1,a,3,pressure_change_6h,original_163,154.4174875044264,0.013926997520114935,86
F1,a,3,temp_change_6h,original_163,71.72077002457809,0.006468535412767937,112
F1,a,3,wind_change_1h,original_163,2.870701777865179,0.00025891016093738636,89
F1,a,3,cumul_gust_since_onset,original_163,76.13346775318496,0.006866519030533789,155
F1,a,3,cumul_tp_since_onset,original_163,8.951905048219487,0.0008073772046270563,91
F1,a,3,gust_gt30_since_onset,original_163,90.23486690863501,0.008138331920653984,100
F1,a,3,gust_at_t1h,original_163,5.377709875814617,0.0004850185902825344,50
F1,a,3,wind_speed_at_t1h,original_163,7.548794433125295,0.0006808298920611553,85
F1,a,3,t2m_at_t1h,original_163,2.432536792010069,0.00021939182159625188,54
F1,a,3,tp_at_t1h,original_163,0.33810133941005915,3.0493544426931926e-05,19
F1,a,3,gust_at_t6h,original_163,7.568043649429455,0.0006825659893909639,142
F1,a,3,wind_speed_at_t6h,original_163,3.568827715702355,0.000321874520493538,102
F1,a,3,t2m_at_t6h,original_163,6.857186596724205,0.0006184534036328356,125
F1,a,3,tp_at_t6h,original_163,0.3220752188935876,2.9048139866236916e-05,14
F1,a,3,gust_at_t24h,original_163,39.41276532004122,0.0035546588261731148,182
F1,a,3,wind_speed_at_t24h,original_163,12.850179338594899,0.001158964691589826,162
F1,a,3,t2m_at_t24h,original_163,43.707695591961965,0.003942020932711678,160
F1,a,3,tp_at_t24h,original_163,2.53845222806558,0.00022894439261088333,28
F1,a,3,gust_at_t48h,original_163,3.9984374723862857,0.0003606212590440068,160
F1,a,3,wind_speed_at_t48h,original_163,4.795242555090226,0.00043248554456098656,189
F1,a,3,t2m_at_t48h,original_163,644.4558336971095,0.058123823556357035,180
F1,a,3,tp_at_t48h,original_163,2.4807646099943668,0.00022374151483581207,102
F1,a,3,hour_of_day,original_163,0.6752643922809511,6.090246427853029e-05,46
F1,a,3,hour_sin,original_163,1.078367758076638,9.725857696055788e-05,51
F1,a,3,hour_cos,original_163,1.5044195489026606,0.00013568442062741884,49
F1,a,3,days_since_onset,original_163,86.8605728149414,0.00783400249375755,2
F1,a,3,hours_since_obs,original_163,5844.066725678276,0.5270795692332094,192
F1,a,3,storm_phase,original_163,837.1017735004425,0.07549866606455626,3
F1,a,3,log_customers,original_163,47.240214121178724,0.004260620707848879,110
F1,a,3,rural_urban_code,original_163,9.019402835867368,0.0008134648669532441,28
F1,a,3,is_metro,original_163,0.04726409912109375,4.262774909033994e-06,2
F1,a,3,pop_density,original_163,30.753859805408865,0.0027737074094772727,76
F1,a,3,n_utilities,original_163,10.40277850232087,0.000938232273724663,30
F1,a,3,pct_forest,original_163,0.6191744622774422,5.5843682862727905e-05,10
F1,a,3,pct_developed,original_163,3.0313310604542494,0.0002733974036482335,48
F1,a,3,pct_agriculture,original_163,4.999869501916692,0.0004509409606350189,39
F1,a,3,pct_water,original_163,11.215776825789362,0.0010115570364687709,70
F1,a,3,pct_wetland,original_163,122.55970392678864,0.011053726622805451,120
F1,a,3,pct_unmapped,original_163,46.491702282452025,0.00419311201637749,89
F1,a,3,pct_forest_classified,original_163,0.34089524496812373,3.0745528294869715e-05,10
F1,a,3,tree_canopy_pct,original_163,9.427897369489074,0.0008503072120054321,14
F1,a,3,tree_canopy_std,original_163,21.9192101075314,0.001976905528926686,45
F1,a,3,forest_x_customers,original_163,25.108039055834524,0.0022645077530842016,44
F1,a,3,window_len_next_1h,original_163,0.0,0.0,0
F1,a,3,is_full_next_1h,original_163,0.0,0.0,0
F1,a,3,tp_rate_next_1h,original_163,0.11039012670516968,9.956145807799144e-06,4
F1,a,3,gust_gt30_frac_next_1h,original_163,0.0,0.0,0
F1,a,3,has_weather_at_t1h,original_163,0.0,0.0,0
F1,a,3,window_len_next_6h,original_163,0.0,0.0,0
F1,a,3,is_full_next_6h,original_163,0.0,0.0,0
F1,a,3,tp_rate_next_6h,original_163,0.42213538684882224,3.807262105354344e-05,12
F1,a,3,gust_gt30_frac_next_6h,original_163,0.03843647032044828,3.4666062470386326e-06,6
F1,a,3,has_weather_at_t6h,original_163,0.0,0.0,0
F1,a,3,window_len_next_24h,original_163,0.0,0.0,0
F1,a,3,is_full_next_24h,original_163,0.0,0.0,0
F1,a,3,tp_rate_next_24h,original_163,2.517867359565571,0.00022708783208017722,20
F1,a,3,gust_gt30_frac_next_24h,original_163,0.6624682489782572,5.974837312652559e-05,7
F1,a,3,has_weather_at_t24h,original_163,0.0,0.0,0
F1,a,3,window_len_next_48h,original_163,0.1337166978046298,1.2059981993099423e-05,2
F1,a,3,is_full_next_48h,original_163,0.0,0.0,0
F1,a,3,tp_rate_next_48h,original_163,8.605772171868011,0.0007761592914976313,48
F1,a,3,gust_gt30_frac_next_48h,original_163,1.0159886688925326,9.16325728439635e-05,15
F1,a,3,has_weather_at_t48h,original_163,0.0,0.0,0
F1,a,3,dem_elevation_mean_m,DEM,28.350705825258046,0.0025569656397275518,49
F1,a,3,dem_elevation_std_m,DEM,6.216478127520531,0.0005606675569264488,62
F1,a,3,dem_elevation_min_m,DEM,16.459724299144,0.001484511522630382,89
F1,a,3,dem_elevation_max_m,DEM,31.67642202717252,0.002856913800037706,55
F1,a,3,dem_slope_mean_deg,DEM,8.192191273905337,0.0007388582044680423,39
F1,a,3,dem_slope_std_deg,DEM,13.559980843681842,0.0012229820769318607,46
F1,a,3,dem_terrain_ruggedness,DEM,1.6475246455520391,0.00014859114743900857,9
F1,b,3,last_osi,original_163,0.1925379120366415,0.004386988257815216,44
F1,b,3,last_P_t,original_163,0.18949859705753624,0.004317737277662282,48
F1,b,3,last_N_t,original_163,0.5240521537270979,0.011940560799506502,180
F1,b,3,last_D_t,original_163,0.06699889664741931,0.0015265740122021672,31
F1,b,3,last_R_t,original_163,0.024355781861231662,0.0005549479990974349,28
F1,b,3,last_outage_pct,original_163,0.023134240778745152,0.0005271151098309958,9
F1,b,3,osi_mean_72h,original_163,0.046238601600634865,0.0010535494029933043,22
F1,b,3,osi_max_72h,original_163,0.03716589689429384,0.0008468272640009155,22
F1,b,3,osi_std_72h,original_163,0.026664378179702908,0.0006075495092833425,17
F1,b,3,outage_pct_mean_72h,original_163,0.06473131994425785,0.001474907136493182,9
