split_seed,comparison,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,G_minus_B,K_positive,784,0.032646830061390776,0.010611035041512009,0.8355993622369455,-0.001163362468626734,0.03061113219741607,0.009900935606333029,0.7346404688956232,-0.0008072093452265178,-0.0020356978639747073,-6.235514627750005,0.10095889334132235,607
42,G_minus_B,early_K_zero,172,0.00219946035565434,0.0008468194127334836,0.0008320716472483599,0.0008207766306469866,0.00219946035565434,0.0008468194127334836,0.0008320716472483599,0.0008207766306469866,0.0,0.0,0.0,0
42,G_minus_B,later_K_zero,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.0,0.0,0.0,0
42,G_minus_A,K_positive,784,0.03309145051199034,0.010693833548587042,0.8585145720382044,-0.0012908813523288803,0.03061113219741607,0.009900935606333029,0.7346404688956232,-0.0008072093452265178,-0.0024803183145742716,-7.495344798124082,0.12387410314258118,628
42,G_minus_A,early_K_zero,172,0.00219946035565434,0.0008468194127334836,0.0008320716472483599,0.0008207766306469866,0.00219946035565434,0.0008468194127334836,0.0008320716472483599,0.0008207766306469866,0.0,0.0,0.0,0
42,G_minus_A,later_K_zero,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.0,0.0,0.0,0
42,G_minus_C,K_positive,784,0.03061113219741607,0.009900935606333029,0.7346404688956232,-0.0008072093452265178,0.03061113219741607,0.009900935606333029,0.7346404688956232,-0.0008072093452265178,0.0,0.0,0.0,0
42,G_minus_C,early_K_zero,172,0.001979149397486763,0.0007795145895249375,0.0006737295620624215,0.0007530212618083777,0.00219946035565434,0.0008468194127334836,0.0008320716472483599,0.0008207766306469866,0.000220310958167577,11.131598172797897,-0.0001583420851859384,38
42,G_minus_C,later_K_zero,33221,0.010818964286160058,0.0033343745331009026,3.888517658829595,-0.00010480584579571237,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,-3.141195952217901e-06,-0.029034165093200226,0.002257669478157087,16399
20260917,G_minus_B,K_positive,784,0.03680703381636986,0.011749509516916359,1.062130066873765,-0.00018018728524433618,0.03448839453510667,0.010953716623078034,0.9325282963655939,-1.635962260293521e-05,-0.0023186392812631837,-6.299446167900591,0.12960177050817112,623
20260917,G_minus_B,early_K_zero,172,0.001583488126937746,0.0006870172833732962,0.00043127875948228354,0.0006473383929641791,0.001583488126937746,0.0006870172833732962,0.00043127875948228354,0.0006473383929641791,0.0,0.0,0.0,0
20260917,G_minus_B,later_K_zero,33221,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.0,0.0,0.0,0
20260917,G_minus_A,K_positive,784,0.037223453296818636,0.011825278713057505,1.0862990126669034,-0.00028898608513266586,0.03448839453510667,0.010953716623078034,0.9325282963655939,-1.635962260293521e-05,-0.002735058761711963,-7.347676046880148,0.15377071630130956,643
20260917,G_minus_A,early_K_zero,172,0.001583488126937746,0.0006870172833732962,0.00043127875948228354,0.0006473383929641791,0.001583488126937746,0.0006870172833732962,0.00043127875948228354,0.0006473383929641791,0.0,0.0,0.0,0
20260917,G_minus_A,later_K_zero,33221,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.0,0.0,0.0,0
20260917,G_minus_C,K_positive,784,0.03448839453510667,0.010953716623078034,0.9325282963655939,-1.635962260293521e-05,0.03448839453510667,0.010953716623078034,0.9325282963655939,-1.635962260293521e-05,0.0,0.0,0.0,0
