split_seed,comparison,horizon,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,G_minus_B,osi_target_t01h,34177,0.017107714939321023,0.005317616740693066,10.002716237281078,6.325545767391903e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-0.00032733900473052094,-1.913399924487591,0.3791218361492241,754
42,G_minus_A,osi_target_t01h,34177,0.017218970139467167,0.005328790864185789,10.133238959652811,5.208133004586173e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-0.00043859420487666473,-2.5471570095320306,0.5096445585209572,784
42,G_minus_C,osi_target_t01h,34177,0.016800214441568324,0.005235532145498745,9.646362734946184,-5.016527907135945e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-1.9838506977822024e-05,-0.11808484377875406,0.022768333814330077,30392
42,G_minus_B,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
42,G_minus_A,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
42,G_minus_C,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
42,G_minus_B,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
42,G_minus_A,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
42,G_minus_C,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
42,G_minus_B,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
42,G_minus_A,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
42,G_minus_C,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
20260917,G_minus_B,osi_target_t01h,34177,0.017916634952049714,0.005337988882091109,10.971015500187207,-7.598713290387676e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0004454680611917332,-2.486337765902691,0.5387708581904995,748
20260917,G_minus_A,osi_target_t01h,34177,0.018025750397208582,0.005347997349015246,11.10505322990052,-8.599560044246262e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005545835063506012,-3.076618138662801,0.6728085879038126,784
20260917,G_minus_C,osi_target_t01h,34177,0.018025003219205,0.005408645024203529,11.104132626946186,1.2851593393923809e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005538363283470182,-3.072600440686335,0.6718879849494783,30469
20260917,G_minus_B,osi_target_t06h,32982,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.0,0.0,0.0,0
20260917,G_minus_A,osi_target_t06h,32982,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.0,0.0,0.0,0
20260917,G_minus_C,osi_target_t06h,32982,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.0,0.0,0.0,0
20260917,G_minus_B,osi_target_t24h,28680,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.0,0.0,0.0,0
