split_seed,comparison,horizon,model,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
42,G_minus_C,osi_target_t06h,v18_rule,all_counties,32982,0.010425919401839094,0.0032870216824802934,3.5851366510135545,-9.59735767134416e-05,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,1.5923040831700153e-06,0.015272553161005398,-0.0010951674254697785,16239,239,2000,20260910,-3.351942508666296e-05,3.920958732558185e-05,0.486,0.0
42,G_minus_C,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.01027836932777625,0.003245070663196285,3.4698003085977076,-5.3011763571962194e-05,0.01029029846083658,0.0032491108414723466,3.4778591218157153,-4.324207989892578e-05,1.1929133060330915e-05,0.11606056058031111,-0.008058813218007721,16101,238,2000,20260910,-1.7158452960684644e-05,4.548648625321174e-05,0.239,0.0
42,G_minus_B,osi_target_t24h,v18_rule,all_counties,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,G_minus_A,osi_target_t24h,v18_rule,all_counties,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,G_minus_C,osi_target_t24h,v18_rule,all_counties,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,G_minus_B,osi_target_t48h,v18_rule,all_counties,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,G_minus_A,osi_target_t48h,v18_rule,all_counties,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
42,G_minus_C,osi_target_t48h,v18_rule,all_counties,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_B,osi_target_t01h,v18_rule,all_counties,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00015291956958619554,-1.2257706439332994,0.12960177050817112,623,239,2000,20260910,-0.00039501047775782874,-1.5778773124513963e-05,0.999,0.0
20260917,G_minus_B,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.012061590737062951,0.00350904146708353,4.95133340470338,-9.954197652700971e-05,0.012006397641710511,0.003496473192441027,4.906123089116888,-0.00010153151881047483,-5.519309535243974e-05,-0.45759383281710475,0.04521031558649202,619,238,2000,20260910,-0.00011792074243272967,-7.006195744903869e-06,0.9935,0.0
20260917,G_minus_A,osi_target_t01h,v18_rule,all_counties,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00018123006231166548,-1.4494123494402489,0.15377071630130956,643,239,2000,20260910,-0.00048752381665931137,-1.5769481955514588e-05,0.999,0.0
20260917,G_minus_A,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.012061664835432874,0.0035093787048679596,4.951394240271289,-0.0001006400772525506,0.012006397641710511,0.003496473192441027,4.906123089116888,-0.00010153151881047483,-5.526719372236227e-05,-0.45820535122155226,0.04527115115440061,639,238,2000,20260910,-0.00011795473839107421,-7.060026178122711e-06,0.9935,0.0
20260917,G_minus_C,osi_target_t01h,v18_rule,all_counties,34177,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-5.7782714325717646e-05,-0.4667332020672377,0.048783890544950026,16101,239,2000,20260910,-9.72874672782981e-05,-1.528666389503144e-05,0.9945,0.0
20260917,G_minus_C,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.012053783139175397,0.0035064727095352665,4.944925376244003,-9.685283783761816e-05,0.012006397641710511,0.003496473192441027,4.906123089116888,-0.00010153151881047483,-4.738549746488574e-05,-0.39311722235055857,0.03880228712711453,15962,238,2000,20260910,-8.277255554278305e-05,-8.64856208091555e-06,0.9935,0.0
20260917,G_minus_B,osi_target_t06h,v18_rule,all_counties,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_B,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.010737054113727091,0.0033081393719993795,3.7863985687140147,-0.0001336901586613114,0.010737054113727091,0.0033081393719993795,3.7863985687140147,-0.0001336901586613114,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_A,osi_target_t06h,v18_rule,all_counties,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_A,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.010737054113727091,0.0033081393719993795,3.7863985687140147,-0.0001336901586613114,0.010737054113727091,0.0033081393719993795,3.7863985687140147,-0.0001336901586613114,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_C,osi_target_t06h,v18_rule,all_counties,32982,0.010925830680753895,0.0033605251256584472,3.937185882159442,-0.0001701044928329484,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,-5.5200454367611285e-05,-0.5052289018614209,0.039683102865617936,15886,239,2000,20260910,-9.547241185889612e-05,-1.413909378898403e-05,0.9965,0.0
20260917,G_minus_C,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.010785324295768608,0.00331821272871431,3.8205198430958642,-0.00012615062687521125,0.010737054113727091,0.0033081393719993795,3.7863985687140147,-0.0001336901586613114,-4.827018204151684e-05,-0.44755429431504457,0.03412127438184953,15748,238,2000,20260910,-8.571111125542643e-05,-1.1014880674473365e-05,0.9965,0.0
20260917,G_minus_B,osi_target_t24h,v18_rule,all_counties,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_A,osi_target_t24h,v18_rule,all_counties,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_C,osi_target_t24h,v18_rule,all_counties,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_B,osi_target_t48h,v18_rule,all_counties,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_A,osi_target_t48h,v18_rule,all_counties,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260917,G_minus_C,osi_target_t48h,v18_rule,all_counties,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t01h,v18_rule,all_counties,34177,0.01142626207696064,0.0034624957737206244,4.462130837061318,-8.166218850940635e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.00012131539764089795,-1.0617242701400298,0.09424805466665376,618,239,2000,20260910,-0.0003110174055054002,-1.8822091351491073e-05,0.998,0.0
20260918,G_minus_B,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.01107276993460616,0.003399571493495693,4.172780568797256,-1.9093660633983375e-05,0.011029203558779201,0.0033913419864137406,4.140009132052379,-1.824750268746802e-05,-4.356637582695819e-05,-0.3934550802035419,0.032771436744877036,614,238,2000,20260910,-8.099724715415514e-05,-8.288764950316942e-06,0.9975,0.0
20260918,G_minus_A,osi_target_t01h,v18_rule,all_counties,34177,0.01144658086857706,0.0034632316437298036,4.478014547553544,-8.397762543157155e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.000141634189257318,-1.2373493087890486,0.11013176515887935,626,239,2000,20260910,-0.00037886941247778147,-1.8744800763480063e-05,0.998,0.0
20260918,G_minus_A,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.011072698786800929,0.0033992627070996016,4.172726944775963,-2.0371077986646358e-05,0.011029203558779201,0.0033913419864137406,4.140009132052379,-1.824750268746802e-05,-4.349522802172753e-05,-0.39281505673735007,0.032717812723584316,622,238,2000,20260910,-8.093752261575859e-05,-8.24146404725595e-06,0.997,0.0
20260918,G_minus_C,osi_target_t01h,v18_rule,all_counties,34177,0.01132776337201061,0.003457308704214013,4.385531907890186,-9.286991608291708e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-2.2816692690866627e-05,-0.20142275170792479,0.017649125495522,16252,239,2000,20260910,-7.825425415818885e-05,1.7208232925345602e-05,0.832,0.0
20260918,G_minus_C,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.011033089089285275,0.0033959578855281827,4.142926652836568,-3.132294225855357e-05,0.011029203558779201,0.0033913419864137406,4.140009132052379,-1.824750268746802e-05,-3.885530506073445e-06,-0.03521706817219972,0.002917520784189165,16113,238,2000,20260910,-3.632702485373003e-05,2.509173901140754e-05,0.6125,0.0
20260918,G_minus_B,osi_target_t06h,v18_rule,all_counties,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t06h,v18_rule,all_counties,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.0,0.0,0.0,0,238,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t06h,v18_rule,all_counties,32982,0.010029440966010272,0.0032534330044916918,3.317649026642975,-6.92050905314834e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,-1.8945214675781738e-05,-0.1888960186314126,0.012521975909314698,16031,239,2000,20260910,-6.369208302759283e-05,1.909352101676767e-05,0.8225,0.0
20260918,G_minus_C,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.009904294698501279,0.003214438008261294,3.221833936325035,-3.127620532871388e-05,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,-5.6528212134289435e-06,-0.057074444829319226,0.0036766381550510374,15893,238,2000,20260910,-3.7522840871608485e-05,2.621115943487391e-05,0.643,0.0
20260918,G_minus_B,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
