domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
OSI,v18_rule,osi_target_t01h,E2_minus_E1,all_counties,34177,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005260921782391653,-4.524518837336499,0.4086744796681412,17502,239,2000,20260910,-0.0012606936680550581,-0.0001286261549896489,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.011303186095308228,0.0034124715390276986,4.348252449316531,-4.0045284012888234e-05,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,-0.00024603123773972967,-2.176653871441192,0.18723268591150521,17359,238,2000,20260910,-0.0004283627437170489,-0.00010935007000167361,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E0,all_counties,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005273235758244347,-4.534628920276729,0.40965323619657035,17526,239,2000,20260910,-0.001254048490815045,-0.00012601380901941303,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.011304794811298029,0.003410803695334322,4.349490259783398,-3.56774704702224e-05,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,-0.00024763995372953027,-2.1905745116403086,0.18847049637837188,17383,238,2000,20260910,-0.0004306531407105564,-0.00010892490983077322,1.0,0.0
OSI,v18_rule,osi_target_t01h,E1_minus_E0,all_counties,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,-1.2313975852693698e-06,-0.010589192970922312,0.0009787565284291588,13658,239,2000,20260910,-1.2001395567701927e-05,9.873138062898354e-06,0.6145,0.0
OSI,v18_rule,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.011304794811298029,0.003410803695334322,4.349490259783398,-3.56774704702224e-05,0.011303186095308228,0.0034124715390276986,4.348252449316531,-4.0045284012888234e-05,-1.6087159898005993e-06,-0.014230386456837163,0.0012378104668666623,13515,238,2000,20260910,-1.2435475255870992e-05,1.0041478955299321e-05,0.627,0.0
P,raw,osi_target_t01h,E2_minus_E1,all_counties,34177,0.01907265642854099,0.005585630126014259,12.432438211713329,1.1129423772326119e-05,0.018300833411434417,0.005417962454181663,11.446578049933418,-1.733629975472648e-05,-0.0007718230171065744,-4.0467515366742095,0.985860161779911,32824,239,2000,20260910,-0.0018862679738561995,0.00012131297115147107,0.9495,0.0
P,raw,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.01845948563420298,0.005476134885993714,11.597174324633668,0.00010846915582588453,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,-0.00040950188016406625,-2.218381856779983,0.5088319998576143,32681,238,2000,20260910,-0.0011248816946696349,0.00027640883796395535,0.8825,0.0
P,raw,osi_target_t01h,E2_minus_E0,all_counties,34177,0.019068034173322153,0.005580312490658063,12.426412943109963,3.2163378533270006e-05,0.018300833411434417,0.005417962454181663,11.446578049933418,-1.733629975472648e-05,-0.0007672007618877361,-4.023491645306143,0.9798348931765446,32841,239,2000,20260910,-0.0018880274652645574,0.00014953595442813216,0.9495,0.0
P,raw,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.01845460283041834,0.005469622041329858,11.591039891799845,0.00013412682491194204,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,-0.0004046190763794255,-2.192510346050369,0.502697567023791,32698,238,2000,20260910,-0.001132852534099974,0.0002816068474821418,0.877,0.0
P,raw,osi_target_t01h,E1_minus_E0,all_counties,34177,0.019068034173322153,0.005580312490658063,12.426412943109963,3.2163378533270006e-05,0.01907265642854099,0.005585630126014259,12.432438211713329,1.1129423772326119e-05,4.622255218838384e-06,0.024240858689594802,-0.006025268603366385,23968,239,2000,20260910,-4.9785795307673646e-05,6.684346087137895e-05,0.438,0.0
P,raw,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.01845460283041834,0.005469622041329858,11.591039891799845,0.00013412682491194204,0.01845948563420298,0.005476134885993714,11.597174324633668,0.00010846915582588453,4.882803784640732e-06,0.026458460415046403,-0.006134432833823311,23825,238,2000,20260910,-5.184434759109386e-05,7.011478679222566e-05,0.426,0.0
P,aligned,osi_target_t01h,E2_minus_E1,all_counties,34177,0.018853461527029904,0.005528399875558037,12.148317575785255,6.089711921862385e-05,0.017743635207965833,0.0052621054643028605,10.760170149874025,3.485601429963956e-05,-0.0011098263190640716,-5.886591793623319,1.3881474259112299,32824,239,2000,20260910,-0.0026190386648933363,-0.00026032879141420624,1.0,0.0
P,aligned,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.01822463826365265,0.005421807511512024,11.30396562754833,0.00016744932950640633,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,-0.0005289095321658194,-2.902167519125365,0.6465991863222964,32681,238,2000,20260910,-0.0009540155757385083,-0.000205208496821486,0.9995,0.0
