domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
P,aligned,osi_target_t01h,E2_minus_E0,all_counties,34177,0.018855660503392473,0.005527788252912357,12.151151582797024,7.069046637517977e-05,0.017743635207965833,0.0052621054643028605,10.760170149874025,3.485601429963956e-05,-0.0011120252954266406,-5.897567445205998,1.3909814329229988,32841,239,2000,20260910,-0.0026182556890792016,-0.0002580415292919209,1.0,0.0
P,aligned,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.01823043232382325,0.005420474027747644,11.311154386791245,0.00017887118252232217,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,-0.0005347035923364205,-2.9330274940198686,0.6537879455652114,32698,238,2000,20260910,-0.0009654342396828347,-0.00020593650901661303,0.9995,0.0
P,aligned,osi_target_t01h,E1_minus_E0,all_counties,34177,0.018855660503392473,0.005527788252912357,12.151151582797024,7.069046637517977e-05,0.018853461527029904,0.005528399875558037,12.148317575785255,6.089711921862385e-05,-2.1989763625690495e-06,-0.01166215504448953,0.0028340070117689464,23968,239,2000,20260910,-2.7783075129070735e-05,2.4285976981890254e-05,0.576,0.0
P,aligned,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.01823043232382325,0.005420474027747644,11.311154386791245,0.00017887118252232217,0.01822463826365265,0.005421807511512024,11.30396562754833,0.00016744932950640633,-5.794060170601079e-06,-0.03178235199079449,0.007188759242914955,23825,238,2000,20260910,-3.2147453659944804e-05,2.1881624144462716e-05,0.681,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E1,all_counties,32982,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00027853560884932155,-2.6717140150173235,0.18898955894342517,16620,239,2000,20260910,-0.0005478493694850089,-8.640197377932508e-05,1.0,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E1,exclude_Morrow,32844,0.010290254186267278,0.003250731750987096,3.4778291945237045,-4.5136915375811564e-05,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,-0.00018252385467218066,-1.773754577566855,0.12228211261071031,16482,238,2000,20260910,-0.0003222957248354512,-6.611086392877318e-05,1.0,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E0,all_counties,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00028069462793039665,-2.69186586260054,0.19047446571217597,16647,239,2000,20260910,-0.0005526493552620558,-8.541243488869643e-05,1.0,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E0,exclude_Morrow,32844,0.01029029846083658,0.0032491108414723466,3.4778591218157153,-4.324207989892578e-05,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,-0.0001825681292414831,-1.7741772013349477,0.1223120399027211,16509,238,2000,20260910,-0.00032592570881383404,-6.588291389083694e-05,1.0,0.0
OSI,v18_rule,osi_target_t06h,E1_minus_E0,all_counties,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,-2.159019081075103e-06,-0.020705026682910077,0.0014849067687507933,12964,239,2000,20260910,-1.252682474307508e-05,8.297573526887466e-06,0.667,0.0
OSI,v18_rule,osi_target_t06h,E1_minus_E0,exclude_Morrow,32844,0.01029029846083658,0.0032491108414723466,3.4778591218157153,-4.324207989892578e-05,0.010290254186267278,0.003250731750987096,3.4778291945237045,-4.5136915375811564e-05,-4.427456930244933e-08,-0.0004302554437174422,2.9927292010789586e-05,12826,238,2000,20260910,-9.152339464242686e-06,9.872329611541835e-06,0.5045,0.0
