domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42065,1,Jefferson County,143,0.010834767239052181,0.0051644445780631675,0.016787081900794695,0.003748095794753584,0.01035117358386094,0.0050224034650941975,0.015321991622540538,0.0035330435673061114,-0.0004835936551912407,-4.463350661084853,0.0014650902782541563,89,1.4968894057904123
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39119,1,Muskingum County,143,0.028681984583838076,0.019531048707302583,0.11763984227245608,0.01950727248352636,0.028529161104556663,0.01941326610679801,0.11638956376615407,0.019389489883021787,-0.00015282347928141302,-0.5328204498357025,0.0012502785063020078,121,1.2774152406506334
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42125,1,Washington County,143,0.01573342881247182,0.008225190082938228,0.035398331854187934,0.007726526289510404,0.015512297805948894,0.008109129484264958,0.0344102878005239,0.007651878206127756,-0.0002211310065229257,-1.4054851562148696,0.000988044053664032,98,1.0094891068052907
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39125,1,Paulding County,143,0.021776105823366396,0.011989090043835509,0.06781042623075462,0.003673519601090961,0.02163916960799763,0.011944624708003792,0.06696027356928744,0.003520607472930712,-0.00013693621536876519,-0.6288370220070671,0.0008501526614671795,129,0.8686048437719429
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39089,1,Licking County,143,0.02541602365876247,0.01155326498248329,0.09237431898305665,-0.011268892279672413,0.025315565808960747,0.011523755679330998,0.0916455357285786,-0.011302158367593603,-0.00010045784980172376,-0.3952539986210257,0.0007287832544780465,79,0.7446011682267136
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39039,1,Defiance County,143,0.00919949336319374,0.004926433131050244,0.01210218697394073,-0.004799237950105643,0.008947315569243601,0.004818183712751452,0.011447787193074939,-0.004706403484795777,-0.00025217779395013927,-2.741213934226827,0.0006543997808657904,70,0.6686032346735968
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39031,1,Coshocton County,143,0.012798220865947695,0.008341470864374291,0.023422607398701792,0.005767675510303841,0.01264068475867153,0.008301539425588624,0.02284952829703983,0.005601972448566458,-0.00015753610727616517,-1.2309219299013852,0.0005730791016619607,121,0.5855175265922163
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54099,1,Wayne County,143,0.009495009669910768,0.007577083228871885,0.012892194834332956,0.007565399479452829,0.009288811518834204,0.007388610891954056,0.012338328778837058,0.007375748678765626,-0.0002061981510765639,-2.1716476153783804,0.0005538660554958979,143,0.5658874698743378
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39055,1,Geauga County,143,0.013155490124669733,0.0055838232925126035,0.02474856962010045,-0.0021906058783058894,0.013014819023230866,0.005530697715389456,0.024222128531665638,-0.0022194382407971537,-0.00014067110143886792,-1.0692957853016494,0.000526441088434814,111,0.5378672562006751
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39173,1,Wood County,143,0.006898941112323323,0.004609571589927153,0.006806140551396611,0.004609571589927153,0.0066555492114256445,0.004472266674993529,0.006334375948716319,0.004472266674993529,-0.00024339190089767843,-3.527960261364116,0.00047176460268029234,134,0.48200404184004036
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39081,1,Jefferson County,143,0.011551696995767337,0.006539339886601949,0.019082163597928872,0.0005283603408699578,0.011408781001837589,0.006458330377057391,0.018612920604548316,0.00027750667552991923,-0.00014291599392974794,-1.2371861379511073,0.00046924299338055656,100,0.47942770214115504
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54091,1,Taylor County,143,0.0076583700411242345,0.004924280129757796,0.008387040331210856,0.004907496912974579,0.0075094594065235375,0.004908178445025554,0.008064053222686152,0.004891395228242337,-0.000148910634600697,-1.9444168119465477,0.0003229871085247034,102,0.3299973988863202
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54013,1,Calhoun County,143,0.04323241938410713,0.02173013286073092,0.26727301826987504,-0.020299937083866078,0.04320677581767739,0.021767162864810737,0.2669560431479415,-0.020236099457478635,-2.5643566429742193e-05,-0.05931559416535448,0.00031697512193351596,111,0.3238549248219736
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39097,1,Madison County,143,0.009318787911451699,0.003495346134671228,0.012418092563822421,0.000943672251060618,0.009226986978425054,0.003439144181352759,0.012174632284103648,0.000916837955060301,-9.180093302664505e-05,-0.9851166685941215,0.00024346027971877335,77,0.24874447592135493
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42121,1,Venango County,143,0.022216584408298042,0.008725543350163505,0.07058145705625751,-0.006961247064745996,0.022181403355548926,0.008748583677378194,0.07035809563948267,-0.00697041945401187,-3.518105274911629e-05,-0.15835491226984244,0.00022336141677484211,107,0.2282093761696487
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39077,1,Huron County,143,0.004955653037757841,0.003010294586090379,0.0035118650753813083,0.0028255650406218834,0.004806934755479427,0.00292979512621725,0.0033042469093113565,0.0026804168589438736,-0.00014871828227841413,-3.00098253742358,0.00020761816606995175,86,0.21212442526755504
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39049,1,Franklin County,143,0.005614417539500351,0.00292424161910063,0.0045076008560224305,-0.0011057858922227173,0.005491875551029213,0.002874873686843471,0.004312979680722916,-0.0010233257339461851,-0.00012254198847113772,-2.182630479635528,0.00019462117529951434,88,0.198845340640356
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42049,1,Erie County,143,0.007934973212440112,0.004314672616371464,0.009003823383146328,-0.0024266372252103583,0.007861934541712445,0.004293167828655345,0.008838832107558491,-0.0023888469598990067,-7.303867072766708e-05,-0.9204652463496665,0.00016499127558783702,105,0.16857233724162068
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39157,1,Tuscarawas County,143,0.024078182580325177,0.017148520442715743,0.08290551932112089,-0.017112166216941962,0.02405459104671138,0.017121757047093955,0.08274313911070741,-0.017082032916308953,-2.35915336137954e-05,-0.09797887998852506,0.00016238021041348194,87,0.1659046000684699
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39121,1,Noble County,143,0.007986454310472114,0.004662229774539192,0.009121033700815982,-0.002992553678636514,0.007915259519669513,0.0045927144494309685,0.008959140656711795,-0.0029936625817384376,-7.11947908026006e-05,-0.8914442884778939,0.00016189304410418708,92,0.1654068600328794
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54093,1,Tucker County,143,0.005075503004714727,0.0037898939813019498,0.003683784497374156,0.003688026790792885,0.004984789607398555,0.0037002564898328664,0.003553282222494095,0.0035946157565074697,-9.071339731617223e-05,-1.787278959975136,0.0001305022748800612,92,0.13333476823850987
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,18125,1,Pike County,143,0.0031038536765017923,0.0010357412618606074,0.0013776487932541182,0.0009549612532443203,0.0029534246258256535,0.000984783820293916,0.0012473485339219764,0.0008903744324594285,-0.00015042905067613873,-4.846525202363283,0.00013030025933214178,25,0.13312836803370756
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39045,1,Fairfield County,143,0.004304635454169604,0.002536587186508548,0.0026497737542410357,0.002254271072385528,0.004198302920810643,0.0024820318019762536,0.002520481880328866,0.002194752124158704,-0.00010633253335896094,-2.4701867205959127,0.00012929187391216975,78,0.13209809606035972
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,18135,1,Randolph County,143,0.004003887206960415,0.0024652064225849576,0.0022924491255467624,0.0018498615660150356,0.003903120213797651,0.0023866708254498474,0.0021785116786798824,0.001828796155183841,-0.00010076699316276423,-2.516729067382051,0.00011393744686688002,68,0.116410408061048
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54101,1,Webster County,143,0.00581154598864821,0.0039946628322814004,0.004829691549278753,0.0033111710603153707,0.005746166269167576,0.0039395536706647236,0.004721635031387448,0.0032424602537295087,-6.537971948063388e-05,-1.124997025031571,0.00010805651789130497,80,0.11040183615909382
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54073,1,Pleasants County,143,0.005664528677738988,0.003606162221651249,0.004588424575152619,0.002583628835888311,0.005600078559874683,0.0035669986338188442,0.004484605822377839,0.0025051083255931777,-6.445011786430487e-05,-1.137784298234501,0.00010381875277478032,105,0.10607209225094846
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,18155,1,Switzerland County,143,0.0032318534906286625,0.0011212325032938987,0.0014936174088390796,0.0010429108249722203,0.0031257921404189764,0.0010900155589008652,0.0013971924402300215,0.001011693880579187,-0.00010606135020968608,-3.2817499468100864,9.64249686090581e-05,25,0.09851782931531623
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42015,1,Bradford County,143,0.003914256869108157,0.0025167527591920466,0.002190961177742536,-9.509398945019184e-05,0.003833547761492294,0.002469074475788948,0.002101540646868888,-0.000149011471988625,-8.070910761586282e-05,-2.06192670319697,8.942053087364777e-05,80,0.09136136339968107
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,18101,1,Martin County,143,0.0037072511133093766,0.002133896020570128,0.0019653506468501067,0.0007233672721760544,0.003623713419878073,0.0020608378758826588,0.001877775749764835,0.0006722497155093455,-8.353769343130354e-05,-2.2533594536230717,8.757489708527172e-05,90,0.08947567095751903
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42019,1,Butler County,143,0.0036806112040302414,0.002289505833834383,0.0019372065334383106,-0.0006361529429168589,0.0036062173230489913,0.002247718798101086,0.0018596868834913846,-0.0005251007775833117,-7.439388098125005e-05,-2.0212371494112036,7.751964994692599e-05,90,0.07920217918885479
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,18131,1,Pulaski County,143,0.01757449706901433,0.004476868301907394,0.04416740145371744,-0.0029922151155073536,0.01755984223142903,0.004458786679391293,0.044093772464553024,-0.0030047939546764928,-1.4654837585299091e-05,-0.08338695285418085,7.362898916441624e-05,59,0.07522707335865093
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42039,1,Crawford County,143,0.01419392401002041,0.00725764861242142,0.028809849468719444,-0.00678549100416915,0.01417587133411702,0.00724940168046007,0.028736611915646016,-0.006762418863550899,-1.8052675903389853e-05,-0.12718594160885388,7.323755307342764e-05,83,0.07482714132282918
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39169,1,Wayne County,143,0.010904937698995495,0.005561484551375665,0.017005226269313164,-0.005089054986459711,0.01088160195009745,0.0055765066969067105,0.01693252432305214,-0.005126119499505637,-2.3335748898045336e-05,-0.2139925008484478,7.270194626102233e-05,89,0.07427990940472919
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,39151,1,Stark County,143,0.002800667400148753,0.0015015647967115359,0.0011216545177346042,-0.001176997825945418,0.002718569462950824,0.0014326505591245203,0.0010568586492590887,-0.001182095201769181,-8.20979371979288e-05,-2.9313704723941236,6.479586847551555e-05,88,0.06620223374600978
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54087,1,Roane County,143,0.009073210331572353,0.00410670265697382,0.011772209838096034,-0.0018434141262276384,0.009048675534959758,0.004121006684295978,0.011708629637988032,-0.001852824568321873,-2.4534796612595e-05,-0.270409212571876,6.358020010800193e-05,117,0.0649601798416906
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,42067,1,Juniata County,143,0.0024509963139930264,0.0012205178222200565,0.0008590557591626584,0.0008065318082340425,0.002373919301067676,0.0011834384959725668,0.0008058754772613751,0.0007694524819865527,-7.707701292535051e-05,-3.144721698898878,5.3180281901283244e-05,36,0.054334536073666465
OSI,v18_rule,osi_target_t01h,E1_minus_E0,county,54009,1,Brooke County,143,0.02292553590717991,0.011272552247373455,0.07515796811828956,-0.0031643639825018944,0.022917522412928108,0.011151352545132324,0.07510543519722988,-0.0032641964206517144,-8.013494251803838e-06,-0.03495444679787463,5.253292105968088e-05,108,0.053673124555276716
