domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,0,48,,6864,0.006605947248240588,0.002672733160784243,0.2995349320154327,0.0001668659211109019,0.006495998526207189,0.0026613318203336424,0.28964705039546373,0.00019380006626945482,-0.00010994872203339869,-1.6643899489612535,0.009887881619968952,3580
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,1,47,,6721,0.010467449862058269,0.0036413525285454666,0.7364032119574233,-0.00042342853117793524,0.010111066189592207,0.0035327203840596873,0.6871124254344049,-0.0004614544924612368,-0.00035638367246606205,-3.4046847815135783,0.04929078652301844,3309
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,2,48,,6864,0.01297161952426227,0.00403156841827347,1.1549566353963723,-0.0004514762270056652,0.012653508333761113,0.003882736596129473,1.0990037789191853,-0.0006108615468146506,-0.0003181111905011559,-2.4523629443968575,0.05595285647718695,3496
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,3,48,,6864,0.015842786994115662,0.0038837293617479066,1.7228221278216778,0.0005045469238415974,0.015550153609753732,0.0036887806304246097,1.659765151297536,0.00045190372710593007,-0.0002926333843619299,-1.8471079897155684,0.06305697652414177,3473
OSI,v18_rule,osi_target_t01h,E2_minus_E1,fold,4,48,,6864,0.010149213587633429,0.003154676609460301,0.7070368661749743,-0.0003323232760674824,0.008332321217539188,0.0029402440501855205,0.4765508876511496,-0.00016189826126335996,-0.0018168923700942405,-17.901804454170524,0.23048597852382469,3644
OSI,v18_rule,osi_target_t01h,E2_minus_E0,fold,0,48,,6864,0.006613629391056501,0.002666556465825112,0.3002320033094992,0.0001817120635496489,0.006495998526207189,0.0026613318203336424,0.28964705039546373,0.00019380006626945482,-0.0001176308648493116,-1.7786128900476594,0.01058495291403544,3579
OSI,v18_rule,osi_target_t01h,E2_minus_E0,fold,1,47,,6721,0.010499168837400048,0.0036567516701321973,0.7408729435225571,-0.00040536324629899726,0.010111066189592207,0.0035327203840596873,0.6871124254344049,-0.0004614544924612368,-0.00038810264780784164,-3.6965083028796086,0.05376051808815219,3300
OSI,v18_rule,osi_target_t01h,E2_minus_E0,fold,2,48,,6864,0.012953471738703173,0.004019953835882285,1.1517272401060608,-0.00046603191407301324,0.012653508333761113,0.003882736596129473,1.0990037789191853,-0.0006108615468146506,-0.00029996340494205936,-2.3156989183510612,0.05272346118687543,3511
OSI,v18_rule,osi_target_t01h,E2_minus_E0,fold,3,48,,6864,0.015842786994115662,0.0038837293617479066,1.7228221278216778,0.0005045469238415974,0.015550153609753732,0.0036887806304246097,1.659765151297536,0.00045190372710593007,-0.0002926333843619299,-1.8471079897155684,0.06305697652414177,3473
OSI,v18_rule,osi_target_t01h,E2_minus_E0,fold,4,48,,6864,0.010142330739740373,0.003150634477129997,0.7060782151345151,-0.0003317938394618829,0.008332321217539188,0.0029402440501855205,0.4765508876511496,-0.00016189826126335996,-0.0018100095222011846,-17.84609049583723,0.22952732748336546,3663
OSI,v18_rule,osi_target_t01h,E1_minus_E0,fold,0,48,,6864,0.006613629391056501,0.002666556465825112,0.3002320033094992,0.0001817120635496489,0.006605947248240588,0.002672733160784243,0.2995349320154327,0.0001668659211109019,-7.682142815912917e-06,-0.1161562337663069,0.0006970712940664869,3460
OSI,v18_rule,osi_target_t01h,E1_minus_E0,fold,1,47,,6721,0.010499168837400048,0.0036567516701321973,0.7408729435225571,-0.00040536324629899726,0.010467449862058269,0.0036413525285454666,0.7364032119574233,-0.00042342853117793524,-3.171897534177959e-05,-0.302109393924499,0.00446973156513375,3217
OSI,v18_rule,osi_target_t01h,E1_minus_E0,fold,2,48,,6864,0.012953471738703173,0.004019953835882285,1.1517272401060608,-0.00046603191407301324,0.01297161952426227,0.00403156841827347,1.1549566353963723,-0.0004514762270056652,1.8147785559096546e-05,0.14009978116424904,-0.003229395290311521,3433
OSI,v18_rule,osi_target_t01h,E1_minus_E0,fold,3,48,,6864,0.015842786994115662,0.0038837293617479066,1.7228221278216778,0.0005045469238415974,0.015842786994115662,0.0038837293617479066,1.7228221278216778,0.0005045469238415974,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t01h,E1_minus_E0,fold,4,48,,6864,0.010142330739740373,0.003150634477129997,0.7060782151345151,-0.0003317938394618829,0.010149213587633429,0.003154676609460301,0.7070368661749743,-0.0003323232760674824,6.882847893055835e-06,0.06786258572781811,-0.0009586510404592241,3548
P,raw,osi_target_t01h,E2_minus_E1,fold,0,48,,6864,0.011177964500662628,0.004440201861355427,0.8576354555550993,0.0002479800306289615,0.011801216101864954,0.004772427247714059,0.95594036697874,0.0005547766471864943,0.0006232516012023258,5.575716412101506,-0.09830491142364062,6646
P,raw,osi_target_t01h,E2_minus_E1,fold,1,47,,6721,0.0165287775932123,0.005698972003989159,1.8361804847266192,-0.0004103194733172722,0.015222758110891278,0.005407698261327431,1.5574732218226885,-0.0004976547406040338,-0.001306019482321022,-7.901488630697962,0.27870726290393066,6515
P,raw,osi_target_t01h,E2_minus_E1,fold,2,48,,6864,0.021091608162487868,0.006328661582127989,3.0534911370158047,-0.00048072149044779797,0.021061792138947648,0.006323683414715851,3.0448641407474826,-0.0012376805408719884,-2.9816023540220338e-05,-0.14136439151780644,0.008626996268322085,6780
P,raw,osi_target_t01h,E2_minus_E1,fold,3,48,,6864,0.02574819247952914,0.006201467627351779,4.550622071169216,0.000853618699249735,0.024831948361008577,0.005474826481622702,4.232518526147659,0.0005266100501646207,-0.000916244118520565,-3.558479373839607,0.3181035450215566,6490
P,raw,osi_target_t01h,E2_minus_E1,fold,4,48,,6864,0.01763438686553455,0.005261208844371418,2.134509063246588,-0.00016369083260802937,0.015531482587790258,0.00511096302817714,1.6557817942368467,0.0005572604511669142,-0.0021029042777442903,-11.925020664337938,0.4787272690097413,6393
P,raw,osi_target_t01h,E2_minus_E0,fold,0,48,,6864,0.011171867439860076,0.004417013166216567,0.8567001100518824,0.00029320138093682954,0.011801216101864954,0.004772427247714059,0.95594036697874,0.0005547766471864943,0.0006293486620048781,5.633334493026898,-0.09924025692685756,6622
P,raw,osi_target_t01h,E2_minus_E0,fold,1,47,,6721,0.016689171904231644,0.005805637007873229,1.871989771924094,-0.00026598972807158236,0.015222758110891278,0.005407698261327431,1.5574732218226885,-0.0004976547406040338,-0.0014664137933403654,-8.786618064426232,0.31451655010140556,6527
P,raw,osi_target_t01h,E2_minus_E0,fold,2,48,,6864,0.02100888418488242,0.00626967475790612,3.0295857456582613,-0.0005650352417808812,0.021061792138947648,0.006323683414715851,3.0448641407474826,-0.0012376805408719884,5.290795406522747e-05,0.2518360975272582,-0.015278395089221242,6776
P,raw,osi_target_t01h,E2_minus_E0,fold,3,48,,6864,0.02574819247952914,0.006201467627351779,4.550622071169216,0.000853618699249735,0.024831948361008577,0.005474826481622702,4.232518526147659,0.0005266100501646207,-0.000916244118520565,-3.558479373839607,0.3181035450215566,6490
P,raw,osi_target_t01h,E2_minus_E0,fold,4,48,,6864,0.017564048811441944,0.005212464154717942,2.117515244306509,-0.00016118974072201956,0.015531482587790258,0.00511096302817714,1.6557817942368467,0.0005572604511669142,-0.0020325662236516853,-11.572310265544171,0.46173345006966215,6426
P,raw,osi_target_t01h,E1_minus_E0,fold,0,48,,6864,0.011171867439860076,0.004417013166216567,0.8567001100518824,0.00029320138093682954,0.011177964500662628,0.004440201861355427,0.8576354555550993,0.0002479800306289615,6.097060802552276e-06,0.05457512663280539,-0.0009353455032169444,5893
P,raw,osi_target_t01h,E1_minus_E0,fold,1,47,,6721,0.016689171904231644,0.005805637007873229,1.871989771924094,-0.00026598972807158236,0.0165287775932123,0.005698972003989159,1.8361804847266192,-0.0004103194733172722,-0.00016039431101934343,-0.9610681221317807,0.03580928719747489,5667
