domain,mode,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,v18_rule,osi_target_t01h,E2_minus_E1,34177,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005260921782391653,-4.524518837336499,0.4086744796681412,17502
OSI,v18_rule,osi_target_t01h,E2_minus_E0,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005273235758244347,-4.534628920276729,0.40965323619657035,17526
OSI,v18_rule,osi_target_t01h,E1_minus_E0,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,-1.2313975852693698e-06,-0.010589192970922312,0.0009787565284291588,13658
OSI,v18_rule,osi_target_t06h,E2_minus_E1,32982,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00027853560884932155,-2.6717140150173235,0.18898955894342517,16620
OSI,v18_rule,osi_target_t06h,E2_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00028069462793039665,-2.69186586260054,0.19047446571217597,16647
OSI,v18_rule,osi_target_t06h,E1_minus_E0,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,-2.159019081075103e-06,-0.020705026682910077,0.0014849067687507933,12964
OSI,v18_rule,osi_target_t24h,E2_minus_E1,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t24h,E2_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t24h,E1_minus_E0,28680,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.008492701524253245,0.0028144565793908724,2.0685730828839315,-8.299437331765771e-05,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,E2_minus_E1,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,E2_minus_E0,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
OSI,v18_rule,osi_target_t48h,E1_minus_E0,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.0,0.0,0.0,0
