horizon,rank,feature,importance,importance_fraction
osi_target_t01h,1,storm_phase,0.3684183359146118,0.3684183657169342
osi_target_t01h,2,days_since_onset,0.10854848474264145,0.10854849964380264
osi_target_t01h,3,hours_since_obs,0.09271612018346786,0.09271612763404846
osi_target_t01h,4,gust_x_hso,0.05570588260889053,0.05570589005947113
osi_target_t01h,5,last_P_t,0.025546293705701828,0.025546297430992126
osi_target_t01h,6,last_osi,0.022809233516454697,0.022809235379099846
osi_target_t01h,7,last_outage_pct,0.0150853106752038,0.01508531253784895
osi_target_t01h,8,gust_mean_next_48h,0.01498174387961626,0.01498174574226141
osi_target_t01h,9,cumul_gust_since_onset,0.01146705262362957,0.011467053554952145
osi_target_t01h,10,t2m_at_t48h,0.01094467006623745,0.010944670997560024
osi_target_t01h,11,cumul_tp_since_onset,0.009210292249917984,0.009210293181240559
osi_target_t01h,12,last_D_t,0.007644908968359232,0.0076449098996818066
osi_target_t01h,13,gust_peak4h_mean_next_48h,0.007562529295682907,0.007562530227005482
osi_target_t01h,14,gust_max_next_48h,0.007523385342210531,0.007523386273533106
osi_target_t01h,15,tree_canopy_std,0.0069695040583610535,0.006969504989683628
osi_target_t01h,16,min_t2m_next_48h,0.006625057198107243,0.006625058129429817
osi_target_t01h,17,osi_mean_72h,0.00638780789449811,0.006387808825820684
osi_target_t01h,18,outage_pct_max_72h,0.006295901723206043,0.006295902654528618
osi_target_t01h,19,gust_mean_next_24h,0.0059022195637226105,0.005902220495045185
osi_target_t01h,20,t2m_at_t24h,0.005866122432053089,0.005866123363375664
osi_target_t01h,21,gust_x_phase,0.005620131269097328,0.0056201317347586155
osi_target_t01h,22,storm_onset_mean_osi,0.005489221308380365,0.005489221774041653
osi_target_t01h,23,sdwe_t,0.005313450004905462,0.00531345047056675
osi_target_t01h,24,soil_gust_x_phase,0.004870332311838865,0.004870332777500153
osi_target_t01h,25,storm_onset_max_osi,0.004601526074111462,0.004601526539772749
osi_target_t01h,26,wind_speed_at_t48h,0.004514556843787432,0.004514557309448719
osi_target_t01h,27,gust_at_t48h,0.0044134221971035,0.004413422662764788
osi_target_t01h,28,gust_gt40_next_48h,0.004398588556796312,0.0043985890224576
osi_target_t01h,29,csnow_t,0.004183114971965551,0.004183115437626839
osi_target_t01h,30,gust_last_obs,0.00402643159031868,0.004026432055979967
osi_target_t01h,31,pct_wetland,0.004014209378510714,0.004014209844172001
osi_target_t01h,32,gust_gt30_next_48h,0.0038949456065893173,0.0038949460722506046
osi_target_t01h,33,osi_max_72h,0.0038940145168453455,0.003894014982506633
osi_target_t01h,34,osi_std_72h,0.0038863897789269686,0.003886390244588256
osi_target_t01h,35,pressure_change_6h,0.0038618806283921003,0.0038618810940533876
osi_target_t01h,36,pct_forest,0.003443070687353611,0.0034430711530148983
osi_target_t01h,37,total_tp_next_48h,0.0033376149367541075,0.0033376154024153948
osi_target_t01h,38,min_t2m_next_1h,0.0033165595959872007,0.003316560061648488
osi_target_t01h,39,N_t_mean_72h,0.0031809129286557436,0.003180913394317031
osi_target_t01h,40,gust_max_last6h_obs,0.003077717265114188,0.0030777177307754755
osi_target_t01h,41,total_tp_next_24h,0.0030630307737737894,0.0030630312394350767
osi_target_t01h,42,log_customers,0.0030466460157185793,0.0030466464813798666
osi_target_t01h,43,frac_zero_72h,0.0029056414496153593,0.002905641682446003
osi_target_t01h,44,gust_gt30_since_onset,0.002851933939382434,0.0028519341722130775
osi_target_t01h,45,pop_density,0.002809159690514207,0.0028091599233448505
osi_target_t01h,46,last_N_t,0.0026965923607349396,0.0026965925935655832
osi_target_t01h,47,soil_moist_x_gust,0.0026858842466026545,0.002685884479433298
osi_target_t01h,48,mslma_t,0.0026429968420416117,0.0026429970748722553
osi_target_t01h,49,tree_canopy_pct,0.002624975983053446,0.0026249762158840895
osi_target_t01h,50,t2m_t,0.0024546897038817406,0.0024546899367123842
osi_target_t01h,51,forest_x_customers,0.00243951054289937,0.002439510775730014
osi_target_t01h,52,gust_mean_obs,0.002415789756923914,0.0024157899897545576
osi_target_t01h,53,dewpoint_c_t,0.002389706438407302,0.0023897066712379456
osi_target_t01h,54,outage_pct_mean_72h,0.002349382732063532,0.0023493829648941755
osi_target_t01h,55,d2m_t,0.0022981944493949413,0.002298194682225585
osi_target_t01h,56,wind_sin_t,0.0021409764885902405,0.002140976721420884
osi_target_t01h,57,N_t_max_72h,0.002040141960605979,0.0020401421934366226
osi_target_t01h,58,gust_max_next_1h,0.0018951285164803267,0.0018951287493109703
osi_target_t01h,59,gust_max_obs,0.0018041067523881793,0.001804106985218823
osi_target_t01h,60,sp_t,0.0017760106129571795,0.0017760108457878232
osi_target_t01h,61,wind_speed_max_next_48h,0.0017468761652708054,0.001746876398101449
osi_target_t01h,62,pre_event_max_outage_pct,0.0017442412208765745,0.0017442414537072182
osi_target_t01h,63,wind_speed_max_next_24h,0.0016931528225541115,0.0016931530553847551
osi_target_t01h,64,osi_trend_last6h,0.0016430563991889358,0.0016430566320195794
osi_target_t01h,65,temp_c_t,0.0016374984988942742,0.0016374987317249179
osi_target_t01h,66,min_t2m_next_24h,0.001602312084287405,0.0016023123171180487
osi_target_t01h,67,wind_cos_t,0.0015704551478847861,0.0015704553807154298
osi_target_t01h,68,gust_gt40_obs,0.0015669437125325203,0.001566943945363164
osi_target_t01h,69,gust_gt30_obs,0.001517062191851437,0.0015170624246820807
osi_target_t01h,70,pre_event_mean_osi,0.001439799671061337,0.0014397997874766588
osi_target_t01h,71,gust_mean_next_1h,0.0014304730575531721,0.001430473173968494
osi_target_t01h,72,hcc_t,0.0014116005040705204,0.0014116006204858422
osi_target_t01h,73,min_t2m_next_6h,0.0013997438363730907,0.0013997439527884126
osi_target_t01h,74,soil_moist_t,0.001286542508751154,0.0012865426251664758
osi_target_t01h,75,hours_since_peak,0.0012572709238156676,0.0012572710402309895
osi_target_t01h,76,last_R_t,0.0012468358036130667,0.0012468359200283885
osi_target_t01h,77,pressure_change_3h,0.0012249579885974526,0.0012249581050127745
osi_target_t01h,78,total_tp_next_1h,0.0011784976813942194,0.0011784977978095412
osi_target_t01h,79,R_t_mean_72h,0.0011758842738345265,0.0011758843902498484
osi_target_t01h,80,gust_exceed_30,0.0011610434157773852,0.001161043532192707
osi_target_t01h,81,pct_agriculture,0.001160004292614758,0.0011600044090300798
osi_target_t01h,82,cumul_gust_obs,0.0011468600714579225,0.0011468601878732443
osi_target_t01h,83,gust_peak4h_mean_next_24h,0.0011217010905966163,0.001121701207011938
osi_target_t01h,84,t2m_at_t1h,0.0010940325446426868,0.0010940326610580087
osi_target_t01h,85,wind_speed_max_next_6h,0.0010845414362847805,0.0010845415527001023
osi_target_t01h,86,pct_water,0.0010737169068306684,0.0010737170232459903
osi_target_t01h,87,gust_exceed30_x_hso,0.001072797691449523,0.0010727978078648448
osi_target_t01h,88,gust_gt40_next_6h,0.001064527197740972,0.0010645273141562939
