horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
osi_target_t01h,C0_direct_osi,18067,Howard County,3,143,0.0015631846155425237,0.0006312118722944679,0.00034942709834444237,0.00022518357028670827,0.0015631846155425237,0.0006312118722944679,0.00034942709834444237,0.00022518357028670827,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18069,Huntington County,0,143,0.0010072013610376784,0.0005506601238854937,0.00014506700517968966,3.512330867817141e-05,0.0010072013610376784,0.0005506601238854937,0.00014506700517968966,3.512330867817141e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18071,Jackson County,3,143,0.004306966717068398,0.0016021829961112557,0.0026526446091766956,0.0015703945670049297,0.004306966717068398,0.0016021829961112557,0.0026526446091766956,0.0015703945670049297,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18073,Jasper County,3,143,0.0038156440480486367,0.0027836068166148553,0.0020819569487014853,0.0026537411916538367,0.0038156440480486367,0.0027836068166148553,0.0020819569487014853,0.0026537411916538367,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18077,Jefferson County,2,143,0.0055782000460142395,0.0017020441762527103,0.004449633152729517,-0.0012045465609312684,0.0055782000460142395,0.0017020441762527103,0.004449633152729517,-0.0012045465609312684,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18083,Knox County,2,143,0.0014846077951194898,0.0005595870168363056,0.0003151806236621261,0.00036713767348401294,0.0014846077951194898,0.0005595870168363056,0.0003151806236621261,0.00036713767348401294,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18085,Kosciusko County,1,143,0.001768623511721528,0.001058834166879277,0.0004473081650486291,5.680460626011279e-05,0.001768623511721528,0.001058834166879277,0.0004473081650486291,5.680460626011279e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18087,LaGrange County,3,143,0.0013164073723472192,0.0009683579913851054,0.0002478087569057258,0.0006450694103334379,0.0013164073723472192,0.0009683579913851054,0.0002478087569057258,0.0006450694103334379,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18089,Lake County,0,143,0.002588797263789807,0.0015564255129083952,0.0009583675920397998,0.00041761975259604667,0.002588797263789807,0.0015564255129083952,0.0009583675920397998,0.00041761975259604667,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18091,LaPorte County,4,143,0.0016691769928854818,0.0010061098984939277,0.00039841971220168544,0.000279440316694729,0.0016691769928854818,0.0010061098984939277,0.00039841971220168544,0.000279440316694729,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18093,Lawrence County,3,143,0.007462800340324916,0.002463578055916789,0.007964154615496178,-0.001801123067360826,0.007462800340324916,0.002463578055916789,0.007964154615496178,-0.001801123067360826,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18095,Madison County,3,143,0.0015467257612107061,0.0007536438943782142,0.0003421075629961759,4.931205309789975e-05,0.0015467257612107061,0.0007536438943782142,0.0003421075629961759,4.931205309789975e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18097,Marion County,4,143,0.0010792746142491514,0.00047827315067103677,0.00016657121809365963,0.0002957446170211411,0.0010792746142491514,0.00047827315067103677,0.00016657121809365963,0.0002957446170211411,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18099,Marshall County,0,143,0.008758583776038062,0.0025288520387652664,0.010969928935948435,-0.002014703810615379,0.008758583776038062,0.0025288520387652664,0.010969928935948435,-0.002014703810615379,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18101,Martin County,0,143,0.0026672872835409893,0.0012881912030702901,0.001017362267770344,0.000623700925610619,0.0026672872835409893,0.0012881912030702901,0.001017362267770344,0.000623700925610619,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18103,Miami County,3,143,0.0034703116813264295,0.0019341891859411403,0.0017221580326737458,0.001888770859982249,0.0034703116813264295,0.0019341891859411403,0.0017221580326737458,0.001888770859982249,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18105,Monroe County,1,143,0.002154548091095339,0.0008266565425809749,0.0006638170791884872,0.00013445277607073447,0.002154548091095339,0.0008266565425809749,0.0006638170791884872,0.00013445277607073447,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18107,Montgomery County,4,143,0.0009854301923385863,0.00048429583187333534,0.00013886339094806226,4.912964703355774e-05,0.0009854301923385863,0.00048429583187333534,0.00013886339094806226,4.912964703355774e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18109,Morgan County,0,143,0.0020313401597682446,0.0009849202943670416,0.0005900670267902806,0.0007052000146467621,0.0020313401597682446,0.0009849202943670416,0.0005900670267902806,0.0007052000146467621,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18111,Newton County,1,143,0.004412145464999219,0.0028970903495153227,0.0027837849474167836,0.001942808386865625,0.004412145464999219,0.0028970903495153227,0.0027837849474167836,0.001942808386865625,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18113,Noble County,4,143,0.001333644822500471,0.0006807585085187539,0.0002543410172992708,0.0003410387191778694,0.001333644822500471,0.0006807585085187539,0.0002543410172992708,0.0003410387191778694,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18117,Orange County,4,143,0.012598564043226202,0.003494271446714664,0.022697505681031918,-0.002922692494564803,0.012598564043226202,0.003494271446714664,0.022697505681031918,-0.002922692494564803,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18121,Parke County,2,143,0.023024465361552542,0.00955399864784311,0.0758080187415026,-0.004104279742661275,0.023024465361552542,0.00955399864784311,0.0758080187415026,-0.004104279742661275,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18123,Perry County,2,143,0.005167416574990761,0.002122038793915018,0.0038184137505069627,0.0020688919407681645,0.005167416574990761,0.002122038793915018,0.0038184137505069627,0.0020688919407681645,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18125,Pike County,0,143,0.0024895741709793496,0.0008243262886191218,0.0008863110760514749,0.0006342753358071204,0.0024895741709793496,0.0008243262886191218,0.0008863110760514749,0.0006342753358071204,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18127,Porter County,3,143,0.0037453851496460342,0.0028106008734067357,0.0020059911184440336,0.002675025076862822,0.0037453851496460342,0.0028106008734067357,0.0020059911184440336,0.002675025076862822,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18129,Posey County,1,143,0.0009360529142928525,0.0004401318819850972,0.00012529589334492835,0.00010948560674831018,0.0009360529142928525,0.0004401318819850972,0.00012529589334492835,0.00010948560674831018,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18131,Pulaski County,0,143,0.017800433171468285,0.004545788521705259,0.04531032521614292,-0.003087305690658495,0.017800433171468285,0.004545788521705259,0.04531032521614292,-0.003087305690658495,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18133,Putnam County,1,143,0.0014628066786281074,0.0005663793269013807,0.0003059918832025763,-0.0003120355205575567,0.0014628066786281074,0.0005663793269013807,0.0003059918832025763,-0.0003120355205575567,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18135,Randolph County,2,143,0.0032532964539659284,0.0018933638893200964,0.0015135031078863815,0.0013013558322588488,0.0032532964539659284,0.0018933638893200964,0.0015135031078863815,0.0013013558322588488,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18137,Ripley County,4,143,0.003223934206781503,0.001231129360298114,0.0014863065030607907,-4.557717356864127e-06,0.003223934206781503,0.001231129360298114,0.0014863065030607907,-4.557717356864127e-06,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18139,Rush County,2,143,0.0029520944764509804,0.0009910216179510357,0.0012462252370986113,-4.4255039828871737e-05,0.0029520944764509804,0.0009910216179510357,0.0012462252370986113,-4.4255039828871737e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18141,St. Joseph County,4,143,0.0018221461029514139,0.0011936646366097583,0.0004747909481316465,0.000856419235417152,0.0018221461029514139,0.0011936646366097583,0.0004747909481316465,0.000856419235417152,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18143,Scott County,1,143,0.003125390170269035,0.0013999643847233084,0.0013968331114472458,-0.0008611091771214783,0.003125390170269035,0.0013999643847233084,0.0013968331114472458,-0.0008611091771214783,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18145,Shelby County,2,143,0.001515622204475965,0.0005556680839242882,0.00032848682533818344,-0.00014881854986731913,0.001515622204475965,0.0005556680839242882,0.00032848682533818344,-0.00014881854986731913,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18147,Spencer County,0,143,0.0018148480944733196,0.0006479968427243639,0.0004709953256599217,0.0006424024371299583,0.0018148480944733196,0.0006479968427243639,0.0004709953256599217,0.0006424024371299583,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18149,Starke County,4,143,0.0025596668712013016,0.0014066174070418741,0.0009369209122881407,0.0008328842252679449,0.0025596668712013016,0.0014066174070418741,0.0009369209122881407,0.0008328842252679449,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18151,Steuben County,4,143,0.010743555870514775,0.008190720678610527,0.016505630962230768,-0.00812460458265587,0.010743555870514775,0.008190720678610527,0.016505630962230768,-0.00812460458265587,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18153,Sullivan County,1,143,0.0035760827613342512,0.0017687137537635352,0.0018287366119754164,0.0016079786551987858,0.0035760827613342512,0.0017687137537635352,0.0018287366119754164,0.0016079786551987858,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18155,Switzerland County,1,143,0.006293592307462341,0.002462894843396097,0.0056641304909545295,0.0023845731650744186,0.006293592307462341,0.002462894843396097,0.0056641304909545295,0.0023845731650744186,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18157,Tippecanoe County,3,143,0.0013208694595750478,0.0005294640180950786,0.00024949154648104527,0.0004749185635496241,0.0013208694595750478,0.0005294640180950786,0.00024949154648104527,0.0004749185635496241,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18159,Tipton County,3,143,0.004111481018669722,0.0012966198006351417,0.0024173114918640427,0.0002945541247374104,0.004111481018669722,0.0012966198006351417,0.0024173114918640427,0.0002945541247374104,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18161,Union County,0,143,0.0022102279476978793,0.0010549247037365457,0.0006985703840522233,0.0008455120764937048,0.0022102279476978793,0.0010549247037365457,0.0006985703840522233,0.0008455120764937048,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18163,Vanderburgh County,0,143,0.0007537799579366773,0.00034017020415030126,8.125034417314373e-05,0.00021495572561227108,0.0007537799579366773,0.00034017020415030126,8.125034417314373e-05,0.00021495572561227108,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18165,Vermillion County,2,143,0.013785283277762173,0.0029550650200575864,0.027174867011885366,-0.0023727078668332,0.013785283277762173,0.0029550650200575864,0.027174867011885366,-0.0023727078668332,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18167,Vigo County,0,143,0.002027359659296445,0.0008109760123171072,0.0005877567679043915,0.00026974805691790273,0.002027359659296445,0.0008109760123171072,0.0005877567679043915,0.00026974805691790273,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18169,Wabash County,4,143,0.0016306752213913745,0.0005819519943371487,0.0003802515399053526,0.0003068477052893854,0.0016306752213913745,0.0005819519943371487,0.0003802515399053526,0.0003068477052893854,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18171,Warren County,2,143,0.0032969563940842333,0.0012046605638328755,0.0015543987694224862,0.00038489644750392196,0.0032969563940842333,0.0012046605638328755,0.0015543987694224862,0.00038489644750392196,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18173,Warrick County,1,143,0.0014961116496296995,0.0004572372695800604,0.0003200840597465511,-0.0002474080320449743,0.0014961116496296995,0.0004572372695800604,0.0003200840597465511,-0.0002474080320449743,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18175,Washington County,2,143,0.003810551040263009,0.0013606421540659625,0.002076402789954279,-0.00025193646834951035,0.003810551040263009,0.0013606421540659625,0.002076402789954279,-0.00025193646834951035,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18177,Wayne County,2,143,0.0034545532910124984,0.002171510217018935,0.0017065531969836757,0.002045636091144809,0.0034545532910124984,0.002171510217018935,0.0017065531969836757,0.002045636091144809,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18179,Wells County,0,143,0.004747329787469453,0.0015498734115151516,0.0032228110358722513,-0.0013105106203989017,0.004747329787469453,0.0015498734115151516,0.0032228110358722513,-0.0013105106203989017,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18181,White County,3,143,0.0027733874622128817,0.0012164117830256902,0.001099909956225024,0.0007286615513540134,0.0027733874622128817,0.0012164117830256902,0.001099909956225024,0.0007286615513540134,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18183,Whitley County,2,143,0.0027745712880859834,0.0013522220807252359,0.0011008491540719693,0.0008272765336871879,0.0027745712880859834,0.0013522220807252359,0.0011008491540719693,0.0008272765336871879,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39017,Butler County,3,143,0.0007505795668984013,0.00032100114494974395,8.0561865133091e-05,-3.793059751682901e-05,0.0007505795668984013,0.00032100114494974395,8.0561865133091e-05,-3.793059751682901e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39023,Clark County,1,143,0.003395713541929623,0.0017192130293139287,0.0016489144756147245,0.0007711636042918806,0.003395713541929623,0.0017192130293139287,0.0016489144756147245,0.0007711636042918806,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39025,Clermont County,4,143,0.0018891836828816842,0.0006568626608400567,0.0005103691432362958,-0.00028162788086543556,0.0018891836828816842,0.0006568626608400567,0.0005103691432362958,-0.00028162788086543556,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39027,Clinton County,4,143,0.0012009720475090035,0.0006394432032680121,0.00020625374182240948,4.941360307146795e-05,0.0012009720475090035,0.0006394432032680121,0.00020625374182240948,4.941360307146795e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39029,Columbiana County,1,143,0.011737474766218897,0.007267773824330639,0.019700868885930423,0.0067128039940423535,0.011737474766218897,0.007267773824330639,0.019700868885930423,0.0067128039940423535,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39031,Coshocton County,2,143,0.012944610857315244,0.007518941805703095,0.02396150188536729,0.00663118647736454,0.012944610857315244,0.007518941805703095,0.02396150188536729,0.00663118647736454,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39033,Crawford County,2,143,0.004892059561009483,0.002234533861192841,0.0034223112850303937,-0.00023705859526092183,0.004892059561009483,0.002234533861192841,0.0034223112850303937,-0.00023705859526092183,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39035,Cuyahoga County,0,143,0.0064560816506910096,0.004523581098868599,0.005960381610095648,-0.004523581098868599,0.0064560816506910096,0.004523581098868599,0.005960381610095648,-0.004523581098868599,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39037,Darke County,1,143,0.0029591201363778977,0.00156412667265491,0.0012521640533569522,0.0015363203987446424,0.0029591201363778977,0.00156412667265491,0.0012521640533569522,0.0015363203987446424,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39039,Defiance County,0,143,0.009322990634347175,0.005093007637931238,0.012429296074641894,-0.004914059789976566,0.009322990634347175,0.005093007637931238,0.012429296074641894,-0.004914059789976566,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39045,Fairfield County,0,143,0.003643956404367112,0.0022721755191827176,0.001898813813600717,0.0015941877713133534,0.003643956404367112,0.0022721755191827176,0.001898813813600717,0.0015941877713133534,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39049,Franklin County,2,143,0.00743254099821737,0.0039041472795561367,0.007899701193696035,-0.0013395533460495773,0.00743254099821737,0.0039041472795561367,0.007899701193696035,-0.0013395533460495773,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39051,Fulton County,4,143,0.004870177776054642,0.0024257341719773093,0.003391764314563846,-0.002025978244613955,0.004870177776054642,0.0024257341719773093,0.003391764314563846,-0.002025978244613955,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39053,Gallia County,0,143,0.0026156634139130864,0.0011879524468277345,0.000978362398568335,-0.00012437724040949505,0.0026156634139130864,0.0011879524468277345,0.000978362398568335,-0.00012437724040949505,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39055,Geauga County,4,143,0.01622216606917111,0.008300090936001656,0.03763169009253461,-0.001938035231264999,0.01622216606917111,0.008300090936001656,0.03763169009253461,-0.001938035231264999,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39059,Guernsey County,1,143,0.025968204173120655,0.015349454822442491,0.09643171080069397,-0.013953589794995854,0.025968204173120655,0.015349454822442491,0.09643171080069397,-0.013953589794995854,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39061,Hamilton County,1,143,0.0008854695687281739,0.0004085631320331072,0.00011212005907154314,0.0002295421530121282,0.0008854695687281739,0.0004085631320331072,0.00011212005907154314,0.0002295421530121282,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39063,Hancock County,1,143,0.0023460872023006057,0.0012090624773698501,0.0007870898979942117,0.0011212059013482787,0.0023460872023006057,0.0012090624773698501,0.0007870898979942117,0.0011212059013482787,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39065,Hardin County,0,143,0.0027136034968160312,0.001334408009421959,0.0010530010831243035,0.0003425941097487155,0.0027136034968160312,0.001334408009421959,0.0010530010831243035,0.0003425941097487155,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39069,Henry County,0,143,0.0030686640567617485,0.0016922944907201282,0.0013465879703363907,-0.0012350797145140881,0.0030686640567617485,0.0016922944907201282,0.0013465879703363907,-0.0012350797145140881,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39073,Hocking County,3,143,0.0038523316425121755,0.0028720358781702112,0.0021221856489977795,0.0016796315762113486,0.0038523316425121755,0.0028720358781702112,0.0021221856489977795,0.0016796315762113486,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39075,Holmes County,0,143,0.011493567178603396,0.006151653763363337,0.018890598367936898,-0.0036271890660577386,0.011493567178603396,0.006151653763363337,0.018890598367936898,-0.0036271890660577386,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39077,Huron County,3,143,0.004051215031435736,0.0025923154317409286,0.0023469650820231117,0.0013093582597377737,0.004051215031435736,0.0025923154317409286,0.0023469650820231117,0.0013093582597377737,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39081,Jefferson County,3,143,0.010722347708104594,0.005586243191460778,0.016440529873409906,-0.0033274939783755363,0.010722347708104594,0.005586243191460778,0.016440529873409906,-0.0033274939783755363,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39085,Lake County,4,143,0.0028951672642000435,0.0014157800951414305,0.0011986250687404656,-0.001153708343739596,0.0028951672642000435,0.0014157800951414305,0.0011986250687404656,-0.001153708343739596,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39087,Lawrence County,2,143,0.0037043889319248427,0.0013236428323920328,0.0019623171223323204,0.00014110823644425825,0.0037043889319248427,0.0013236428323920328,0.0019623171223323204,0.00014110823644425825,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39089,Licking County,0,143,0.024704427905216344,0.01159131541519014,0.08727415241173657,-0.011378408074976048,0.024704427905216344,0.01159131541519014,0.08727415241173657,-0.011378408074976048,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39091,Logan County,1,143,0.04707916321026382,0.023057422993707742,0.31695200802674817,0.023019660755945505,0.04707916321026382,0.023057422993707742,0.31695200802674817,0.023019660755945505,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39093,Lorain County,1,143,0.003194745161591155,0.0017451847944895032,0.0014595147205939438,-3.2199863023332887e-05,0.003194745161591155,0.0017451847944895032,0.0014595147205939438,-3.2199863023332887e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39095,Lucas County,2,143,0.00141094948794683,0.0010103273340260756,0.0002846813194278513,0.00032725876476305977,0.00141094948794683,0.0010103273340260756,0.0002846813194278513,0.00032725876476305977,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39097,Madison County,2,143,0.00922869373375016,0.004077401482172711,0.012179136688484402,-0.0003942518585824305,0.00922869373375016,0.004077401482172711,0.012179136688484402,-0.0003942518585824305,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39099,Mahoning County,3,143,0.002878637332802122,0.0018762546560337672,0.0011849770638137024,0.0015422941234887614,0.002878637332802122,0.0018762546560337672,0.0011849770638137024,0.0015422941234887614,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39101,Marion County,0,143,0.007323148242233779,0.005388112923456659,0.007668875525415631,-0.005134216681080984,0.007323148242233779,0.005388112923456659,0.007668875525415631,-0.005134216681080984,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39103,Medina County,2,143,0.007518979673760987,0.004885403408367921,0.008084512912823616,0.004565446877899797,0.007518979673760987,0.004885403408367921,0.008084512912823616,0.004565446877899797,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39105,Meigs County,2,143,0.003957618337058212,0.0017918863081435232,0.0022397722349601747,-0.0004540249314545809,0.003957618337058212,0.0017918863081435232,0.0022397722349601747,-0.0004540249314545809,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39107,Mercer County,1,143,0.03437306107368847,0.016253516342344773,0.16895554784329897,0.016152255330208073,0.03437306107368847,0.016253516342344773,0.16895554784329897,0.016152255330208073,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39109,Miami County,3,143,0.00390569429035002,0.002657144453333894,0.0021813860482232028,0.002536196304766196,0.00390569429035002,0.002657144453333894,0.0021813860482232028,0.002536196304766196,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39111,Monroe County,4,143,0.01663206953145766,0.009101563139070472,0.03955748037659164,0.008127706142384113,0.01663206953145766,0.009101563139070472,0.03955748037659164,0.008127706142384113,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,39113,Montgomery County,2,143,0.0014481578762218167,0.0007893938262459129,0.00029989405652824946,-0.0007243109361106998,0.0014481578762218167,0.0007893938262459129,0.00029989405652824946,-0.0007243109361106998,0.0,0.0,0.0,0
