horizon,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,exact_projection_rows,material_projection_rows
osi_target_t01h,34177,0.018025750397208582,0.005347997349015246,11.10505322990052,-8.599560044246262e-05,0.017916634952049714,0.005337988882091109,10.971015500187207,-7.598713290387676e-05,-0.00010911544515886801,-0.6053309446455324,0.13403772971331307,90,90,89
osi_target_t06h,32982,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.01760725470280226,0.005390201631973443,10.224928522061576,3.4362233117243405e-05,0.0,0.0,0.0,0,0,0
osi_target_t24h,28680,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.0,0.0,0.0,0,0,0
osi_target_t48h,22944,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.0,0.0,0.0,0,0,0
