horizon,model,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
osi_target_t01h,C0_direct_osi,0,6864,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,1,6864,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,2,6864,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,3,6721,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,4,6864,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.0,0.0,0.0,0
osi_target_t01h,C1_component_osi,0,6864,0.010888843199015686,0.003555715533171556,0.8138432442443171,-0.0015947996242682409,0.010889120881593908,0.003555458192686297,0.8138847533316922,-0.0015930154316979802,2.776825782212916e-07,0.0025501568269969965,-4.150908737510228e-05,10
osi_target_t01h,C1_component_osi,1,6864,0.012331581396880972,0.0037859031380746634,1.0437940638695915,0.0015449355055599419,0.012331604562617081,0.003785887182186191,1.0437979855532378,0.0015454781564062557,2.3165736108901602e-08,0.00018785697766254827,-3.921683646268548e-06,9
osi_target_t01h,C1_component_osi,2,6864,0.008328077249583704,0.0031860074523444347,0.47606556031343106,0.0007776767135399661,0.008327972437791905,0.003185479287122632,0.476053577482603,0.0007790025728693326,-1.0481179179948341e-07,-0.0012585352976213215,1.198283082803897e-05,18
osi_target_t01h,C1_component_osi,3,6721,0.01565026307842955,0.0034003676642629845,1.646179466064075,-0.00030789002603360985,0.015650260263230024,0.0034002811518639296,1.64617887382825,-0.0003077384786201366,-2.8151995248859585e-09,-1.798819297960108e-05,5.922358250476378e-07,1
osi_target_t01h,C1_component_osi,4,6864,0.014333656907398299,0.004136927139450059,1.4102343364069436,-0.0011937438358059665,0.014210130782559161,0.0041291590206346636,1.386032534909437,-0.0011851180261762532,-0.00012352612483913783,-0.8617907184270579,0.024201801497506725,17
osi_target_t01h,C2_equal_blend,0,6864,0.010878740784183825,0.003558948625262769,0.8123338152035244,-0.0016148017943606642,0.010878840234275789,0.0035587701909221966,0.8123486674816498,-0.0016139096980755338,9.945009196363208e-08,0.0009141691482250636,-1.4852278125365714e-05,10
osi_target_t01h,C2_equal_blend,1,6864,0.012619607654337615,0.003847484455917468,1.0931228698063948,0.0016032228132661936,0.012619632877820848,0.0038475391235986323,1.0931272395767855,0.0016034548029627707,2.5223483232639232e-08,0.00019987533625975828,-4.369770390644234e-06,7
osi_target_t01h,C2_equal_blend,2,6864,0.008314406302993472,0.0031551372195983154,0.474503873303512,0.0007480922893504732,0.008314279936646223,0.0031547132712080937,0.47448944993679665,0.0007487438083631418,-1.2636634724901008e-07,-0.0015198481123523955,1.4423366715365926e-05,16
osi_target_t01h,C2_equal_blend,3,6721,0.01562877221771289,0.003398476956672737,1.6416615198638294,-0.0002842635147140182,0.01562877221771289,0.003398476956672737,1.6416615198638294,-0.0002842635147140182,0.0,0.0,0.0,0
osi_target_t01h,C2_equal_blend,4,6864,0.014458247353232359,0.004179872258159729,1.4348568510430475,-0.001234197538009013,0.014394429444010036,0.004175734474046697,1.4222180476635542,-0.0012298846331941563,-6.381790922232317e-05,-0.44139450421046833,0.012638803379493302,17
osi_target_t01h,C3_aligned_component,0,6864,0.010838144774828778,0.0035167961658113325,0.8062823831472583,-0.0016223761784951397,0.010838423756310818,0.0035165388253260736,0.8063238922346334,-0.0016205919859248786,2.789814820391284e-07,0.002574070450567234,-4.150908737510228e-05,10
osi_target_t01h,C3_aligned_component,1,6864,0.012082683304091806,0.003824802640950612,1.0020838427163832,0.0016380142928942116,0.01208270694703122,0.003824786685062139,1.0020877644000297,0.0016385569437405258,2.3642939413551223e-08,0.00019567623199545636,-3.921683646490592e-06,9
