horizon,model,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
osi_target_t01h,C3_aligned_component,2,6864,0.008182971186894053,0.003107635882790988,0.4596204237461747,0.0007603520293638586,0.008182864516483592,0.003107107717569186,0.4596084409153466,0.0007616778886932254,-1.066704104612376e-07,-0.0013035657590032557,1.1982830828094482e-05,18
osi_target_t01h,C3_aligned_component,3,6721,0.01574868019971668,0.0033170478226930457,1.6669486573094454,-0.0004263555423345123,0.01574867740210999,0.0033169613102939912,1.6669480650736206,-0.00042620399492103905,-2.7976066914459086e-09,-1.7764070736614457e-05,5.922358248255932e-07,1
osi_target_t01h,C3_aligned_component,4,6864,0.014324211328444903,0.004132185248263724,1.4083763191688998,-0.0012343458509883145,0.014200603040025368,0.0041244171294483305,1.3841745176713927,-0.001225720041358601,-0.00012360828841953553,-0.8629325942299926,0.02420180149750717,17
osi_target_t01h,v18_rule,0,6864,0.010838144774828778,0.0035167961658113325,0.8062823831472583,-0.0016223761784951397,0.010838423756310818,0.0035165388253260736,0.8063238922346334,-0.0016205919859248786,2.789814820391284e-07,0.002574070450567234,-4.150908737510228e-05,10
osi_target_t01h,v18_rule,1,6864,0.012082683304091806,0.003824802640950612,1.0020838427163832,0.0016380142928942116,0.01208270694703122,0.003824786685062139,1.0020877644000297,0.0016385569437405258,2.3642939413551223e-08,0.00019567623199545636,-3.921683646490592e-06,9
osi_target_t01h,v18_rule,2,6864,0.008182971186894053,0.003107635882790988,0.4596204237461747,0.0007603520293638586,0.008182864516483592,0.003107107717569186,0.4596084409153466,0.0007616778886932254,-1.066704104612376e-07,-0.0013035657590032557,1.1982830828094482e-05,18
osi_target_t01h,v18_rule,3,6721,0.01574868019971668,0.0033170478226930457,1.6669486573094454,-0.0004263555423345123,0.01574867740210999,0.0033169613102939912,1.6669480650736206,-0.00042620399492103905,-2.7976066914459086e-09,-1.7764070736614457e-05,5.922358248255932e-07,1
osi_target_t01h,v18_rule,4,6864,0.014324211328444903,0.004132185248263724,1.4083763191688998,-0.0012343458509883145,0.014200603040025368,0.0041244171294483305,1.3841745176713927,-0.001225720041358601,-0.00012360828841953553,-0.8629325942299926,0.02420180149750717,17
osi_target_t06h,C0_direct_osi,0,6624,0.010779337044870246,0.0035118342019280764,0.7696697656086651,-0.0016275405019277396,0.010779337044870246,0.0035118342019280764,0.7696697656086651,-0.0016275405019277396,0.0,0.0,0.0,0
osi_target_t06h,C0_direct_osi,1,6624,0.009779188058040433,0.0034533487900328245,0.6334698063496246,0.0011921275794547726,0.009779188058040433,0.0034533487900328245,0.6334698063496246,0.0011921275794547726,0.0,0.0,0.0,0
osi_target_t06h,C0_direct_osi,2,6624,0.008348428919322935,0.0031168931450609493,0.4616680621486212,0.0007374456302386756,0.008348428919322935,0.0031168931450609493,0.4616680621486212,0.0007374456302386756,0.0,0.0,0.0,0
osi_target_t06h,C0_direct_osi,3,6486,0.01246187874309007,0.0031824222520885613,1.0072655638433161,-5.121409732186129e-05,0.01246187874309007,0.0031824222520885613,1.0072655638433161,-5.121409732186129e-05,0.0,0.0,0.0,0
osi_target_t06h,C0_direct_osi,4,6624,0.012795235297321184,0.00392059621640109,1.0844683387827034,-0.0010229630888452497,0.012795235297321184,0.00392059621640109,1.0844683387827034,-0.0010229630888452497,0.0,0.0,0.0,0
osi_target_t06h,C1_component_osi,0,6624,0.010765737615779052,0.0034722181504880357,0.7677289288717635,-0.0016365346228735512,0.010765737615779052,0.0034722181504880357,0.7677289288717635,-0.0016365346228735512,0.0,0.0,0.0,0
osi_target_t06h,C1_component_osi,1,6624,0.009992639296131268,0.0034706791282645053,0.661425212839535,0.0012420242330062137,0.009992639296131268,0.0034706791282645053,0.661425212839535,0.0012420242330062137,0.0,0.0,0.0,0
osi_target_t06h,C1_component_osi,2,6624,0.008091569974790297,0.003039069703009673,0.43369649484749007,0.0007110791986169448,0.008091569974790297,0.003039069703009673,0.43369649484749007,0.0007110791986169448,0.0,0.0,0.0,0
osi_target_t06h,C1_component_osi,3,6486,0.01247924931184,0.00317893150109257,1.0100755687284653,1.4509327619052551e-05,0.01247924931184,0.00317893150109257,1.0100755687284653,1.4509327619052551e-05,0.0,0.0,0.0,0
osi_target_t06h,C1_component_osi,4,6624,0.012848494191058164,0.003946835935460448,1.0935151109239891,-0.0010630704380662154,0.012848494191058164,0.003946835935460448,1.0935151109239891,-0.0010630704380662154,0.0,0.0,0.0,0
osi_target_t06h,C2_equal_blend,0,6624,0.01075493975693417,0.003479020765954522,0.7661896620570761,-0.001641404276627496,0.01075493975693417,0.003479020765954522,0.7661896620570761,-0.001641404276627496,0.0,0.0,0.0,0
osi_target_t06h,C2_equal_blend,1,6624,0.009859787229232973,0.003436317199582971,0.643954837458859,0.0012001424899469482,0.009859787229232973,0.003436317199582971,0.643954837458859,0.0012001424899469482,0.0,0.0,0.0,0
osi_target_t06h,C2_equal_blend,2,6624,0.008197439914632346,0.003052256371073403,0.44511969212414604,0.0007069402430151148,0.008197439914632346,0.003052256371073403,0.44511969212414604,0.0007069402430151148,0.0,0.0,0.0,0
osi_target_t06h,C2_equal_blend,3,6486,0.01245183728132079,0.003146190684030411,1.0056429603996602,-3.844533506997386e-05,0.01245183728132079,0.003146190684030411,1.0056429603996602,-3.844533506997386e-05,0.0,0.0,0.0,0
osi_target_t06h,C2_equal_blend,4,6624,0.012803602981938517,0.003909802185144252,1.0858872194897506,-0.0010567375940474558,0.012803602981938517,0.003909802185144252,1.0858872194897506,-0.0010567375940474558,0.0,0.0,0.0,0
osi_target_t06h,C3_aligned_component,0,6624,0.010723390356987775,0.0034077458746063116,0.7617010513569935,-0.001713791123410591,0.010723390356987775,0.0034077458746063116,0.7617010513569935,-0.001713791123410591,0.0,0.0,0.0,0
osi_target_t06h,C3_aligned_component,1,6624,0.010196129731409403,0.003506812852592925,0.6886380713742167,0.0013793012784902295,0.010196129731409403,0.003506812852592925,0.6886380713742167,0.0013793012784902295,0.0,0.0,0.0,0
osi_target_t06h,C3_aligned_component,2,6624,0.007951117331852454,0.0029690987184223428,0.4187710474480349,0.0007314835930202467,0.007951117331852454,0.0029690987184223428,0.4187710474480349,0.0007314835930202467,0.0,0.0,0.0,0
osi_target_t06h,C3_aligned_component,3,6486,0.012282956146469072,0.0030081051084324736,0.9785493818607902,-0.00016122717960783577,0.012282956146469072,0.0030081051084324736,0.9785493818607902,-0.00016122717960783577,0.0,0.0,0.0,0
osi_target_t06h,C3_aligned_component,4,6624,0.012589313935653487,0.0038415687803896427,1.0498432272537885,-0.0011160598051309929,0.012589313935653487,0.0038415687803896427,1.0498432272537885,-0.0011160598051309929,0.0,0.0,0.0,0
osi_target_t06h,v18_rule,0,6624,0.010723390356987775,0.0034077458746063116,0.7617010513569935,-0.001713791123410591,0.010723390356987775,0.0034077458746063116,0.7617010513569935,-0.001713791123410591,0.0,0.0,0.0,0
osi_target_t06h,v18_rule,1,6624,0.010196129731409403,0.003506812852592925,0.6886380713742167,0.0013793012784902295,0.010196129731409403,0.003506812852592925,0.6886380713742167,0.0013793012784902295,0.0,0.0,0.0,0
osi_target_t06h,v18_rule,2,6624,0.007951117331852454,0.0029690987184223428,0.4187710474480349,0.0007314835930202467,0.007951117331852454,0.0029690987184223428,0.4187710474480349,0.0007314835930202467,0.0,0.0,0.0,0
osi_target_t06h,v18_rule,3,6486,0.012282956146469072,0.0030081051084324736,0.9785493818607902,-0.00016122717960783577,0.012282956146469072,0.0030081051084324736,0.9785493818607902,-0.00016122717960783577,0.0,0.0,0.0,0
osi_target_t06h,v18_rule,4,6624,0.012589313935653487,0.0038415687803896427,1.0498432272537885,-0.0011160598051309929,0.012589313935653487,0.0038415687803896427,1.0498432272537885,-0.0011160598051309929,0.0,0.0,0.0,0
osi_target_t24h,C0_direct_osi,0,5760,0.010290455315923663,0.0031042074407358028,0.6099463907079642,-0.0017987261930705243,0.010290455315923663,0.0031042074407358028,0.6099463907079642,-0.0017987261930705243,0.0,0.0,0.0,0
osi_target_t24h,C0_direct_osi,1,5760,0.006812670234150754,0.002986193938703156,0.2673358601430741,0.0012435904729898599,0.006812670234150754,0.002986193938703156,0.2673358601430741,0.0012435904729898599,0.0,0.0,0.0,0
osi_target_t24h,C0_direct_osi,2,5760,0.006519909437512913,0.0025533709372624436,0.2448531018626109,0.0008888918863937018,0.006519909437512913,0.0025533709372624436,0.2448531018626109,0.0008888918863937018,0.0,0.0,0.0,0
osi_target_t24h,C0_direct_osi,3,5640,0.006345165978525091,0.002433146408991875,0.22707278050398202,9.641351183503274e-05,0.006345165978525091,0.002433146408991875,0.22707278050398202,9.641351183503274e-05,0.0,0.0,0.0,0
osi_target_t24h,C0_direct_osi,4,5760,0.011795262173916243,0.003500913721705824,0.8013784881681755,-0.0010727527497384423,0.011795262173916243,0.003500913721705824,0.8013784881681755,-0.0010727527497384423,0.0,0.0,0.0,0
osi_target_t24h,C1_component_osi,0,5760,0.010292288527218797,0.0031032469357711425,0.6101637300145132,-0.0017906865553814994,0.010292288527218797,0.0031032469357711425,0.6101637300145132,-0.0017906865553814994,0.0,0.0,0.0,0
osi_target_t24h,C1_component_osi,1,5760,0.006936390394075493,0.0030706789773871325,0.27713382738637116,0.001262688593886408,0.006936390394075493,0.0030706789773871325,0.27713382738637116,0.001262688593886408,0.0,0.0,0.0,0
osi_target_t24h,C1_component_osi,2,5760,0.006425406407371111,0.0026138385184966677,0.23780648159934176,0.0009502102313741534,0.006425406407371111,0.0026138385184966677,0.23780648159934176,0.0009502102313741534,0.0,0.0,0.0,0
osi_target_t24h,C1_component_osi,3,5640,0.006297646551881186,0.002443474538539895,0.22368438580125438,0.00016454696512030516,0.006297646551881186,0.002443474538539895,0.22368438580125438,0.00016454696512030516,0.0,0.0,0.0,0
osi_target_t24h,C1_component_osi,4,5760,0.011983782189686838,0.003539471774807722,0.8271995648823676,-0.001058430198192056,0.011983782189686838,0.003539471774807722,0.8271995648823676,-0.001058430198192056,0.0,0.0,0.0,0
osi_target_t24h,C2_equal_blend,0,5760,0.010282149988300899,0.0030927848452329933,0.6089622242798371,-0.0018025946614151182,0.010282149988300899,0.0030927848452329933,0.6089622242798371,-0.0018025946614151182,0.0,0.0,0.0,0
osi_target_t24h,C2_equal_blend,1,5760,0.00682409886564358,0.0030043491530148954,0.26823355388972925,0.0012427857483219109,0.00682409886564358,0.0030043491530148954,0.26823355388972925,0.0012427857483219109,0.0,0.0,0.0,0
osi_target_t24h,C2_equal_blend,2,5760,0.0064449923987191,0.0025584518360476705,0.23925845963259063,0.0009063580513586653,0.0064449923987191,0.0025584518360476705,0.23925845963259063,0.0009063580513586653,0.0,0.0,0.0,0
osi_target_t24h,C2_equal_blend,3,5640,0.0062965659229153245,0.002416567428593796,0.2236076272579284,0.00011789175708103942,0.0062965659229153245,0.002416567428593796,0.2236076272579284,0.00011789175708103942,0.0,0.0,0.0,0
osi_target_t24h,C2_equal_blend,4,5760,0.011876973785822448,0.0035036964051365247,0.8125200363404943,-0.0010717340606418246,0.011876973785822448,0.0035036964051365247,0.8125200363404943,-0.0010717340606418246,0.0,0.0,0.0,0
osi_target_t24h,C3_aligned_component,0,5760,0.010196384867554765,0.002988252279226939,0.598845682755647,-0.0017465343999896307,0.010196384867554765,0.002988252279226939,0.598845682755647,-0.0017465343999896307,0.0,0.0,0.0,0
osi_target_t24h,C3_aligned_component,1,5760,0.006228864439023002,0.0026768805195402064,0.22348081267041794,0.0008361753544583096,0.006228864439023002,0.0026768805195402064,0.22348081267041794,0.0008361753544583096,0.0,0.0,0.0,0
osi_target_t24h,C3_aligned_component,2,5760,0.006172696798658949,0.002435114905943261,0.21946859002468477,0.0007972863487127544,0.006172696798658949,0.002435114905943261,0.21946859002468477,0.0007972863487127544,0.0,0.0,0.0,0
osi_target_t24h,C3_aligned_component,3,5640,0.005717072595921635,0.002319014989325695,0.1843429435380951,0.0002443736371179197,0.005717072595921635,0.002319014989325695,0.1843429435380951,0.0002443736371179197,0.0,0.0,0.0,0
osi_target_t24h,C3_aligned_component,4,5760,0.011802965289661772,0.0033689201305406183,0.8024255402628132,-0.0010632808785299786,0.011802965289661772,0.0033689201305406183,0.8024255402628132,-0.0010632808785299786,0.0,0.0,0.0,0
osi_target_t24h,v18_rule,0,5760,0.010292288527218797,0.0031032469357711425,0.6101637300145132,-0.0017906865553814994,0.010292288527218797,0.0031032469357711425,0.6101637300145132,-0.0017906865553814994,0.0,0.0,0.0,0
osi_target_t24h,v18_rule,1,5760,0.006936390394075493,0.0030706789773871325,0.27713382738637116,0.001262688593886408,0.006936390394075493,0.0030706789773871325,0.27713382738637116,0.001262688593886408,0.0,0.0,0.0,0
osi_target_t24h,v18_rule,2,5760,0.006425406407371111,0.0026138385184966677,0.23780648159934176,0.0009502102313741534,0.006425406407371111,0.0026138385184966677,0.23780648159934176,0.0009502102313741534,0.0,0.0,0.0,0
osi_target_t24h,v18_rule,3,5640,0.006297646551881186,0.002443474538539895,0.22368438580125438,0.00016454696512030516,0.006297646551881186,0.002443474538539895,0.22368438580125438,0.00016454696512030516,0.0,0.0,0.0,0
osi_target_t24h,v18_rule,4,5760,0.011983782189686838,0.003539471774807722,0.8271995648823676,-0.001058430198192056,0.011983782189686838,0.003539471774807722,0.8271995648823676,-0.001058430198192056,0.0,0.0,0.0,0
osi_target_t48h,C0_direct_osi,0,4608,0.009664330154120583,0.002411557766789881,0.4303838699267069,-0.0014953830139772062,0.009664330154120583,0.002411557766789881,0.4303838699267069,-0.0014953830139772062,0.0,0.0,0.0,0
osi_target_t48h,C0_direct_osi,1,4608,0.0052749159112082215,0.0022069786538473943,0.12821639210642377,0.0006144996430813925,0.0052749159112082215,0.0022069786538473943,0.12821639210642377,0.0006144996430813925,0.0,0.0,0.0,0
osi_target_t48h,C0_direct_osi,2,4608,0.004494443067801714,0.0017625824164417517,0.09308168520058774,0.0006466516269935123,0.004494443067801714,0.0017625824164417517,0.09308168520058774,0.0006466516269935123,0.0,0.0,0.0,0
osi_target_t48h,C0_direct_osi,3,4512,0.003972133933574378,0.0016507768092298286,0.0711896501139738,0.00027623196726124147,0.003972133933574378,0.0016507768092298286,0.0711896501139738,0.00027623196726124147,0.0,0.0,0.0,0
osi_target_t48h,C0_direct_osi,4,4608,0.012534400083516589,0.0032880146672145463,0.7239683425704683,-0.0014375921191809105,0.012534400083516589,0.0032880146672145463,0.7239683425704683,-0.0014375921191809105,0.0,0.0,0.0,0
osi_target_t48h,C1_component_osi,0,4608,0.009747827678557438,0.0024350176144370735,0.43785282562951905,-0.0014853907878811885,0.009747827678557438,0.0024350176144370735,0.43785282562951905,-0.0014853907878811885,0.0,0.0,0.0,0
osi_target_t48h,C1_component_osi,1,4608,0.005400262868545189,0.0022557715794543267,0.1343823623395795,0.0006667636521539717,0.005400262868545189,0.0022557715794543267,0.1343823623395795,0.0006667636521539717,0.0,0.0,0.0,0
osi_target_t48h,C1_component_osi,2,4608,0.004382269551473135,0.0017654079598535012,0.08849335183150948,0.0006658304568994628,0.004382269551473135,0.0017654079598535012,0.08849335183150948,0.0006658304568994628,0.0,0.0,0.0,0
osi_target_t48h,C1_component_osi,3,4512,0.003945728344992405,0.0015838545188318462,0.070246300042214,0.00019026635052231554,0.003945728344992405,0.0015838545188318462,0.070246300042214,0.00019026635052231554,0.0,0.0,0.0,0
osi_target_t48h,C1_component_osi,4,4608,0.012320193244812688,0.0031957518067621967,0.6994352406045459,-0.0014532217372648887,0.012320193244812688,0.0031957518067621967,0.6994352406045459,-0.0014532217372648887,0.0,0.0,0.0,0
osi_target_t48h,C2_equal_blend,0,4608,0.009699595753804462,0.0024128246324638205,0.4335305830835169,-0.001500995149489842,0.009699595753804462,0.0024128246324638205,0.4335305830835169,-0.001500995149489842,0.0,0.0,0.0,0
osi_target_t48h,C2_equal_blend,1,4608,0.0053132031729229345,0.0022102411943953314,0.13008442962474243,0.0006275450167119891,0.0053132031729229345,0.0022102411943953314,0.13008442962474243,0.0006275450167119891,0.0,0.0,0.0,0
osi_target_t48h,C2_equal_blend,2,4608,0.004413767573974799,0.0017464839479369963,0.08977003406010492,0.0006458447548875726,0.004413767573974799,0.0017464839479369963,0.08977003406010492,0.0006458447548875726,0.0,0.0,0.0,0
osi_target_t48h,C2_equal_blend,3,4512,0.003928717847334212,0.0016068964943324465,0.0696419255449182,0.00022725567491155532,0.003928717847334212,0.0016068964943324465,0.0696419255449182,0.00022725567491155532,0.0,0.0,0.0,0
osi_target_t48h,C2_equal_blend,4,4608,0.012416866770338753,0.0032272326537697267,0.7104548984479154,-0.0014579903318302976,0.012416866770338753,0.0032272326537697267,0.7104548984479154,-0.0014579903318302976,0.0,0.0,0.0,0
osi_target_t48h,C3_aligned_component,0,4608,0.009667846935638616,0.0024173825587697783,0.43069715422127763,-0.0014503859485275885,0.009667846935638616,0.0024173825587697783,0.43069715422127763,-0.0014503859485275885,0.0,0.0,0.0,0
osi_target_t48h,C3_aligned_component,1,4608,0.005295100539470819,0.0022556348780400047,0.129199517444064,0.0007382232496404296,0.005295100539470819,0.0022556348780400047,0.129199517444064,0.0007382232496404296,0.0,0.0,0.0,0
osi_target_t48h,C3_aligned_component,2,4608,0.00449730239665799,0.0018790111393886116,0.09320015852691013,0.0007757200267193629,0.00449730239665799,0.0018790111393886116,0.09320015852691013,0.0007757200267193629,0.0,0.0,0.0,0
osi_target_t48h,C3_aligned_component,3,4512,0.003957510325993286,0.0016333489973268775,0.07066643856730982,0.0003752667966506733,0.003957510325993286,0.0016333489973268775,0.07066643856730982,0.0003752667966506733,0.0,0.0,0.0,0
osi_target_t48h,C3_aligned_component,4,4608,0.012509200539812384,0.0031867624039262996,0.7210602922532772,-0.0014204073454915733,0.012509200539812384,0.0031867624039262996,0.7210602922532772,-0.0014204073454915733,0.0,0.0,0.0,0
osi_target_t48h,v18_rule,0,4608,0.009747827678557438,0.0024350176144370735,0.43785282562951905,-0.0014853907878811885,0.009747827678557438,0.0024350176144370735,0.43785282562951905,-0.0014853907878811885,0.0,0.0,0.0,0
osi_target_t48h,v18_rule,1,4608,0.005400262868545189,0.0022557715794543267,0.1343823623395795,0.0006667636521539717,0.005400262868545189,0.0022557715794543267,0.1343823623395795,0.0006667636521539717,0.0,0.0,0.0,0
osi_target_t48h,v18_rule,2,4608,0.004382269551473135,0.0017654079598535012,0.08849335183150948,0.0006658304568994628,0.004382269551473135,0.0017654079598535012,0.08849335183150948,0.0006658304568994628,0.0,0.0,0.0,0
osi_target_t48h,v18_rule,3,4512,0.003945728344992405,0.0015838545188318462,0.070246300042214,0.00019026635052231554,0.003945728344992405,0.0015838545188318462,0.070246300042214,0.00019026635052231554,0.0,0.0,0.0,0
osi_target_t48h,v18_rule,4,4608,0.012320193244812688,0.0031957518067621967,0.6994352406045459,-0.0014532217372648887,0.012320193244812688,0.0031957518067621967,0.6994352406045459,-0.0014532217372648887,0.0,0.0,0.0,0
