target_kind,target,rank,feature,importance_gain,importance_fraction
direct_osi,osi_target_t48h,128,gust_gt40_next_24h,0.00030510101350955665,2.1381596697743903e-05
direct_osi,osi_target_t48h,129,gust_peak4h_mean_next_1h,0.00027605099603533745,1.9345760269174607e-05
direct_osi,osi_target_t48h,130,gust_t,0.00024561499594710767,1.7212793644471333e-05
direct_osi,osi_target_t48h,131,gust_exceed30_x_hso,7.035190355964005e-05,4.930288534697641e-06
direct_osi,osi_target_t48h,132,gust_gt40_next_6h,0.0,0.0
direct_osi,osi_target_t48h,133,total_tp_next_1h,0.0,0.0
direct_osi,osi_target_t48h,134,gust_gt30_next_6h,0.0,0.0
direct_osi,osi_target_t48h,135,gust_gt30_next_1h,0.0,0.0
direct_osi,osi_target_t48h,136,gust_gt40_next_1h,0.0,0.0
direct_osi,osi_target_t48h,137,is_worsening,0.0,0.0
direct_osi,osi_target_t48h,138,tp_t,0.0,0.0
direct_osi,osi_target_t48h,139,rain_t,0.0,0.0
direct_osi,osi_target_t48h,140,csnow_t,0.0,0.0
direct_osi,osi_target_t48h,141,sdwe_t,0.0,0.0
direct_osi,osi_target_t48h,142,icing_risk_t,0.0,0.0
direct_osi,osi_target_t48h,143,gust_exceed_30,0.0,0.0
direct_osi,osi_target_t48h,144,is_snowing,0.0,0.0
direct_osi,osi_target_t48h,145,storm_phase,0.0,0.0
direct_osi,osi_target_t48h,146,days_since_onset,0.0,0.0
direct_osi,osi_target_t48h,147,tp_at_t1h,0.0,0.0
direct_osi,osi_target_t48h,148,is_metro,0.0,0.0
direct_osi,osi_target_t48h,149,has_weather_at_t1h,0.0,0.0
direct_osi,osi_target_t48h,150,window_len_next_6h,0.0,0.0
direct_osi,osi_target_t48h,151,window_len_next_1h,0.0,0.0
direct_osi,osi_target_t48h,152,is_full_next_1h,0.0,0.0
direct_osi,osi_target_t48h,153,gust_gt30_frac_next_6h,0.0,0.0
direct_osi,osi_target_t48h,154,is_full_next_6h,0.0,0.0
direct_osi,osi_target_t48h,155,window_len_next_24h,0.0,0.0
direct_osi,osi_target_t48h,156,has_weather_at_t6h,0.0,0.0
direct_osi,osi_target_t48h,157,is_full_next_24h,0.0,0.0
direct_osi,osi_target_t48h,158,has_weather_at_t24h,0.0,0.0
direct_osi,osi_target_t48h,159,gust_gt30_frac_next_1h,0.0,0.0
direct_osi,osi_target_t48h,160,tp_rate_next_1h,0.0,0.0
direct_osi,osi_target_t48h,161,is_full_next_48h,0.0,0.0
direct_osi,osi_target_t48h,162,window_len_next_48h,0.0,0.0
direct_osi,osi_target_t48h,163,has_weather_at_t48h,0.0,0.0
component,P_t_target_t01h,1,hours_since_obs,90.31779653017293,0.288863837505226
component,P_t_target_t01h,2,last_P_t,39.57631732840673,0.12657712363464205
component,P_t_target_t01h,3,last_osi,28.319659448228776,0.09057490128563517
component,P_t_target_t01h,4,last_outage_pct,26.36460642592283,0.08432204592106902
component,P_t_target_t01h,5,gust_x_hso,14.246616883116076,0.04556502242555067
component,P_t_target_t01h,6,N_t_mean_72h,13.054873450193554,0.04175346374518975
component,P_t_target_t01h,7,last_D_t,9.070509269076865,0.029010252865468676
component,P_t_target_t01h,8,last_N_t,6.487177402188536,0.02074797028897108
component,P_t_target_t01h,9,t2m_at_t48h,6.37249605281977,0.020381184384734897
component,P_t_target_t01h,10,cumul_gust_since_onset,6.347963129228447,0.020302720618721244
component,P_t_target_t01h,11,pct_forest,4.6977354066912085,0.01502478945783021
component,P_t_target_t01h,12,min_t2m_next_24h,3.041546416206984,0.009727792345357991
component,P_t_target_t01h,13,gust_gt30_since_onset,2.8978813349676784,0.009268307633854628
component,P_t_target_t01h,14,osi_trend_last6h,2.753240320365876,0.008805701590043895
component,P_t_target_t01h,15,log_customers,2.2004800848080777,0.007037805903946464
component,P_t_target_t01h,16,min_t2m_next_48h,2.1576795372820925,0.006900916709561052
component,P_t_target_t01h,17,wind_sin_t,2.0311379507475067,0.0064961981524805715
component,P_t_target_t01h,18,pressure_change_6h,2.0120188815053552,0.006435049542538886
component,P_t_target_t01h,19,pct_unmapped,1.9059365053253714,0.006095765775083533
component,P_t_target_t01h,20,pressure_change_3h,1.641453344549518,0.005249868026108872
component,P_t_target_t01h,21,pop_density,1.6059651749092154,0.005136366044637152
component,P_t_target_t01h,22,last_R_t,1.5524780450505204,0.004965297903233135
component,P_t_target_t01h,23,t2m_at_t6h,1.5482784370251466,0.004951866276944267
component,P_t_target_t01h,24,cumul_tp_since_onset,1.3773839319474064,0.0044052935698829215
component,P_t_target_t01h,25,t2m_at_t24h,1.2946628618810792,0.00414072637869912
component,P_t_target_t01h,26,gust_max_last6h_obs,1.27330332249403,0.004072412062454417
component,P_t_target_t01h,27,total_tp_next_24h,1.2650685913977213,0.0040460748828875
component,P_t_target_t01h,28,gust_peak4h_mean_next_48h,1.189189929573331,0.0038033917984742066
component,P_t_target_t01h,29,total_tp_next_6h,1.1665431275905576,0.0037309604241571918
component,P_t_target_t01h,30,wind_speed_max_next_6h,1.130722500034608,0.0036163951409552233
component,P_t_target_t01h,31,mcc_t,1.0997806350933388,0.003517433627389982
component,P_t_target_t01h,32,min_t2m_next_6h,1.0595284988521598,0.0033886950289175786
component,P_t_target_t01h,33,gust_last_obs,1.029489209788153,0.003292620228066354
component,P_t_target_t01h,34,sp_t,0.98845948925009,0.003161394678044965
component,P_t_target_t01h,35,mslma_t,0.9571507434011437,0.0030612597675306113
component,P_t_target_t01h,36,outage_pct_max_72h,0.9156647024210542,0.0029285747656727086
component,P_t_target_t01h,37,soil_moist_x_gust,0.8389285868906882,0.00268314928300008
component,P_t_target_t01h,38,R_t_max_72h,0.8153579166391864,0.002607763096412319
component,P_t_target_t01h,39,pct_wetland,0.8038386366679333,0.0025709209285823985
component,P_t_target_t01h,40,gust_gt40_next_48h,0.7589532667188905,0.0024273638367418027
component,P_t_target_t01h,41,pre_event_mean_osi,0.7246647863357794,0.0023176988271179327
component,P_t_target_t01h,42,wind_speed_max_next_48h,0.7233450558851473,0.002313477926951101
component,P_t_target_t01h,43,tree_canopy_std,0.6532603204250336,0.0020893255847404084
component,P_t_target_t01h,44,soil_moist_t,0.642613991338294,0.0020552753798695252
component,P_t_target_t01h,45,gust_mean_next_48h,0.6168291882204358,0.001972807721621763
component,P_t_target_t01h,46,gust_mean_next_24h,0.6015099140931852,0.0019238120144389182
component,P_t_target_t01h,47,temp_change_6h,0.587401163764298,0.0018786879312683996
component,P_t_target_t01h,48,total_tp_next_48h,0.5844358678150456,0.0018692040111535685
component,P_t_target_t01h,49,osi_mean_72h,0.5763255674974062,0.0018432647991369143
component,P_t_target_t01h,50,wind_speed_at_t48h,0.5598888488020748,0.0017906951636859306
component,P_t_target_t01h,51,t2m_at_t1h,0.5532524952141102,0.0017694700824936475
component,P_t_target_t01h,52,gust_max_next_6h,0.5516771852271631,0.001764431761082232
component,P_t_target_t01h,53,pct_developed,0.524044288235018,0.0016760533354208949
component,P_t_target_t01h,54,sdwe_t,0.4904815856134519,0.0015687095842580395
component,P_t_target_t01h,55,d2m_t,0.48615666534169577,0.0015548771712165382
component,P_t_target_t01h,56,pre_event_max_outage_pct,0.47869737981818616,0.001531020102907212
component,P_t_target_t01h,57,wind_speed_at_t24h,0.46278474904829636,0.001480126660356734
component,P_t_target_t01h,58,wind_speed_max_next_24h,0.4596478795283474,0.0014700939956760481
component,P_t_target_t01h,59,frac_zero_72h,0.4579156209365465,0.0014645537047964779
component,P_t_target_t01h,60,gust_trend_last6h_obs,0.4571330183825921,0.0014620507033320752
component,P_t_target_t01h,61,gust_at_t48h,0.43978528666775674,0.0014065673706149802
component,P_t_target_t01h,62,dewpoint_c_t,0.434376627788879,0.0013892688312403245
component,P_t_target_t01h,63,gust_mean_next_1h,0.42203061768668704,0.0013497825285069974
component,P_t_target_t01h,64,t2m_t,0.4073558714007959,0.0013028482177796321
component,P_t_target_t01h,65,rural_urban_code,0.39860731817316264,0.0012748676784502806
component,P_t_target_t01h,66,gust_max_obs,0.3969236843113322,0.0012694829042754633
component,P_t_target_t01h,67,gust_gt30_next_48h,0.36876964033581316,0.0011794376917426
component,P_t_target_t01h,68,gust_mean_next_6h,0.3629054874763824,0.0011606823438070854
component,P_t_target_t01h,69,gust_mean_obs,0.3478175755881239,0.0011124266035718033
component,P_t_target_t01h,70,R_t_mean_72h,0.3418021983234212,0.0010931875939028373
component,P_t_target_t01h,71,forest_x_customers,0.29538274463266134,0.0009447240347467032
component,P_t_target_t01h,72,blh_t,0.2920868881046772,0.0009341828811632885
component,P_t_target_t01h,73,pct_forest_classified,0.28578960325103253,0.0009140422451140064
component,P_t_target_t01h,74,gust_peak4h_mean_next_6h,0.272747460170649,0.0008723294969710285
component,P_t_target_t01h,75,storm_onset_mean_osi,0.272081496543251,0.0008701995423392763
component,P_t_target_t01h,76,hours_since_peak,0.2697563311085105,0.0008627629546885883
component,P_t_target_t01h,77,direct_rad_t,0.26365374485612847,0.0008432450241002263
component,P_t_target_t01h,78,pct_water,0.2630520761886146,0.0008413207043439682
component,P_t_target_t01h,79,gust_max_next_1h,0.2608734180685133,0.0008343526917333622
component,P_t_target_t01h,80,tp_rate_next_6h,0.25986994022969157,0.0008311432637965697
component,P_t_target_t01h,81,min_t2m_next_1h,0.25897369236918166,0.0008282767900085798
component,P_t_target_t01h,82,pct_agriculture,0.2430181764648296,0.0007772461877289165
component,P_t_target_t01h,83,tp_rate_next_24h,0.24085303890751675,0.0007703214179984777
component,P_t_target_t01h,84,hour_sin,0.23354602497420274,0.0007469513606391166
component,P_t_target_t01h,85,outage_pct_mean_72h,0.23050595546374097,0.0007372282918884165
component,P_t_target_t01h,86,wind_speed_t,0.22689007257577032,0.0007256635964782518
component,P_t_target_t01h,87,hcc_t,0.2156814697664231,0.0006898150688904663
component,P_t_target_t01h,88,gust_change_3h,0.2071839403361082,0.0006626373801640333
component,P_t_target_t01h,89,wind_speed_max_next_1h,0.2064173919497989,0.000660185724820241
component,P_t_target_t01h,90,gust_t,0.19967098312918097,0.0006386086534547791
component,P_t_target_t01h,91,gust_max_next_48h,0.18454510916490108,0.0005902314989314998
component,P_t_target_t01h,92,wind_speed_at_t1h,0.17407770414138213,0.000556753547741614
component,P_t_target_t01h,93,gust_at_t6h,0.16840977146057412,0.0005386257717351155
component,P_t_target_t01h,94,n_utilities,0.16366467927582562,0.0005234495208691569
component,P_t_target_t01h,95,tree_canopy_pct,0.16310935697401874,0.0005216734309144094
component,P_t_target_t01h,96,wind_cos_t,0.1625587805174291,0.0005199125196189553
component,P_t_target_t01h,97,gust_max_next_24h,0.16233047167770565,0.0005191823183727717
component,P_t_target_t01h,98,wind_speed_at_t6h,0.16102854971541092,0.0005150183751787507
component,P_t_target_t01h,99,lcc_t,0.1594972857274115,0.0005101209262949164
component,P_t_target_t01h,100,soil_gust_x_phase,0.15260632714489475,0.00048808154073959705
component,P_t_target_t01h,101,wind_change_1h,0.14101506359293126,0.0004510091474816853
component,P_t_target_t01h,102,diffuse_rad_t,0.14055978175019845,0.00044955301740222403
component,P_t_target_t01h,103,tp_at_t24h,0.13930102187441662,0.00044552711971444694
component,P_t_target_t01h,104,tp_rate_next_48h,0.13688189841923304,0.00043779002568082777
component,P_t_target_t01h,105,gust_change_1h,0.13616253560758196,0.00043548928418451967
component,P_t_target_t01h,106,gust_at_t24h,0.13214525306830183,0.00042264079036357575
component,P_t_target_t01h,107,osi_max_72h,0.1305904822947923,0.0004176681596160255
component,P_t_target_t01h,108,osi_std_72h,0.12917285825824365,0.00041313416592852125
component,P_t_target_t01h,109,temp_c_t,0.12832177750533447,0.0004104121503152412
component,P_t_target_t01h,110,gust_x_phase,0.11833932949230075,0.0003784852394347481
component,P_t_target_t01h,111,gust_peak4h_mean_next_24h,0.11780595590244047,0.00037677934814964013
component,P_t_target_t01h,112,N_t_max_72h,0.11159016925375909,0.0003568993681962761
component,P_t_target_t01h,113,gust_gt30_obs,0.10744194645667449,0.00034363208752704265
component,P_t_target_t01h,114,gust_gt30_next_24h,0.09590395900886506,0.00030673008748602175
component,P_t_target_t01h,115,days_since_onset,0.09569130092859268,0.00030604994213810627
component,P_t_target_t01h,116,storm_onset_max_osi,0.09147089975886047,0.000292551813036904
component,P_t_target_t01h,117,hour_of_day,0.07159744956879877,0.0002289904629274341
component,P_t_target_t01h,118,gust_gt40_obs,0.07125627959612757,0.00022789929738383682
component,P_t_target_t01h,119,sdswrf_t,0.07081369368825108,0.00022648377277311154
component,P_t_target_t01h,120,gust_exceed30_x_hso,0.06717853352893144,0.00021485742277445565
component,P_t_target_t01h,121,gust_gt30_frac_next_48h,0.06371955014765263,0.00020379453980156115
component,P_t_target_t01h,122,et0_t,0.06001845153514296,0.00019195729853496707
component,P_t_target_t01h,123,total_tp_next_1h,0.04743621445959434,0.000151715469951059
component,P_t_target_t01h,124,gust_exceed_30,0.04248708568047732,0.0001358866478764893
component,P_t_target_t01h,125,hour_cos,0.03312526270747185,0.00010594468500847902
component,P_t_target_t01h,126,gust_at_t1h,0.02829985404969193,9.051155758545131e-05
component,P_t_target_t01h,127,r2_t,0.027599405613727868,8.827131002671556e-05
component,P_t_target_t01h,128,cumul_gust_obs,0.027439670404419303,8.776042814830129e-05
component,P_t_target_t01h,129,tp_rate_next_1h,0.023136500094551593,7.399757811318474e-05
component,P_t_target_t01h,130,csnow_t,0.0180040200939402,5.7582342956289214e-05
component,P_t_target_t01h,131,tp_t,0.017848112911451608,5.708370427423017e-05
component,P_t_target_t01h,132,tcc_t,0.01535630744183436,4.911415100872635e-05
component,P_t_target_t01h,133,gust_gt30_next_6h,0.013037543976679444,4.1698038807762735e-05
component,P_t_target_t01h,134,tp_at_t48h,0.012632130063138902,4.0401401563028694e-05
component,P_t_target_t01h,135,rain_t,0.011924749851459637,3.813898407310833e-05
component,P_t_target_t01h,136,vpd_t,0.010828745260369033,3.463362738518237e-05
component,P_t_target_t01h,137,tp_at_t6h,0.010426959081087261,3.3348592740154004e-05
component,P_t_target_t01h,138,gust_gt30_frac_next_24h,0.009998760418966413,3.197908292584504e-05
component,P_t_target_t01h,139,storm_phase,0.007772089913487434,2.4857512075104893e-05
component,P_t_target_t01h,140,gust_gt40_next_24h,0.005545725114643574,1.7736918967347454e-05
component,P_t_target_t01h,141,gust_gt30_frac_next_6h,0.004292086872737855,1.372740182551581e-05
component,P_t_target_t01h,142,gust_gt30_next_1h,0.003460594976786524,1.1068037346459275e-05
component,P_t_target_t01h,143,tp_at_t1h,0.002658421959495172,8.502443576237982e-06
component,P_t_target_t01h,144,gust_peak4h_mean_next_1h,0.002596440026536584,8.304206465743064e-06
component,P_t_target_t01h,145,is_snowing,0.0013642699923366308,4.363351194555874e-06
component,P_t_target_t01h,146,gust_gt40_next_6h,0.001214850984979421,3.88546367382782e-06
component,P_t_target_t01h,147,is_worsening,0.0,0.0
component,P_t_target_t01h,148,icing_risk_t,0.0,0.0
component,P_t_target_t01h,149,gust_gt40_next_1h,0.0,0.0
component,P_t_target_t01h,150,gust_gt30_frac_next_1h,0.0,0.0
component,P_t_target_t01h,151,window_len_next_1h,0.0,0.0
component,P_t_target_t01h,152,is_metro,0.0,0.0
component,P_t_target_t01h,153,window_len_next_6h,0.0,0.0
component,P_t_target_t01h,154,is_full_next_6h,0.0,0.0
component,P_t_target_t01h,155,window_len_next_24h,0.0,0.0
component,P_t_target_t01h,156,has_weather_at_t6h,0.0,0.0
component,P_t_target_t01h,157,is_full_next_24h,0.0,0.0
component,P_t_target_t01h,158,has_weather_at_t24h,0.0,0.0
component,P_t_target_t01h,159,has_weather_at_t1h,0.0,0.0
component,P_t_target_t01h,160,is_full_next_1h,0.0,0.0
component,P_t_target_t01h,161,is_full_next_48h,0.0,0.0
component,P_t_target_t01h,162,window_len_next_48h,0.0,0.0
component,P_t_target_t01h,163,has_weather_at_t48h,0.0,0.0
component,N_t_target_t01h,1,last_N_t,0.151245470293361,0.05318488034424152
component,N_t_target_t01h,2,wind_speed_at_t48h,0.10776412571976834,0.03789483493747491
component,N_t_target_t01h,3,mslma_t,0.08970757204770052,0.03154531819085366
component,N_t_target_t01h,4,pct_developed,0.0841302511307731,0.029584075020840914
component,N_t_target_t01h,5,gust_gt30_since_onset,0.08098767368574045,0.028478999906443186
component,N_t_target_t01h,6,log_customers,0.07805134972113592,0.027446453024830723
component,N_t_target_t01h,7,sp_t,0.07457694898675982,0.026224693543589257
component,N_t_target_t01h,8,pre_event_max_outage_pct,0.06803975101865944,0.023925913348416043
component,N_t_target_t01h,9,t2m_at_t48h,0.06625653725313896,0.023298853175549666
component,N_t_target_t01h,10,cumul_gust_since_onset,0.06430554664075316,0.02261279492817727
component,N_t_target_t01h,11,pct_forest,0.061055945696352865,0.021470085417213156
component,N_t_target_t01h,12,pct_unmapped,0.06066187779106258,0.021331512973689935
component,N_t_target_t01h,13,gust_at_t48h,0.05994929384905845,0.0210809356068623
component,N_t_target_t01h,14,R_t_max_72h,0.05971381739436765,0.020998131229036474
component,N_t_target_t01h,15,gust_exceed_30,0.05798186237370828,0.02038909599408557
component,N_t_target_t01h,16,pop_density,0.056549718584392394,0.019885488210508482
component,N_t_target_t01h,17,gust_change_3h,0.053373830087366514,0.018768699394464256
component,N_t_target_t01h,18,wind_speed_at_t6h,0.05122159601160092,0.018011874667281557
component,N_t_target_t01h,19,total_tp_next_6h,0.04865914066067489,0.017110797226997747
component,N_t_target_t01h,20,soil_moist_x_gust,0.04080503316981776,0.014348930929105826
component,N_t_target_t01h,21,min_t2m_next_24h,0.03907949625499896,0.013742152596067458
component,N_t_target_t01h,22,osi_trend_last6h,0.038236418296946795,0.013445687516928886
component,N_t_target_t01h,23,soil_moist_t,0.03472536400477111,0.012211038954897231
component,N_t_target_t01h,24,pre_event_mean_osi,0.03143385350267636,0.011053592111258384
component,N_t_target_t01h,25,temp_change_6h,0.03093836282278062,0.010879354744209788
component,N_t_target_t01h,26,t2m_at_t6h,0.03027002928138245,0.010644337858346299
component,N_t_target_t01h,27,forest_x_customers,0.029184781098592794,0.010262714563225327
component,N_t_target_t01h,28,min_t2m_next_48h,0.027953583401540527,0.00982976869006416
component,N_t_target_t01h,29,wind_cos_t,0.027888829054063535,0.009806998076070543
component,N_t_target_t01h,30,osi_mean_72h,0.02765809281845577,0.009725860577816365
component,N_t_target_t01h,31,outage_pct_mean_72h,0.026556640259514097,0.009338539076957223
component,N_t_target_t01h,32,cumul_tp_since_onset,0.026363196243437415,0.009270515242402758
component,N_t_target_t01h,33,wind_speed_at_t24h,0.025692624736620928,0.009034711384719504
component,N_t_target_t01h,34,gust_last_obs,0.025419706500542816,0.008938740750349946
component,N_t_target_t01h,35,csnow_t,0.023985053991054883,0.008434250785098862
component,N_t_target_t01h,36,pct_wetland,0.023536274800790125,0.008276439331381134
component,N_t_target_t01h,37,pct_forest_classified,0.02267071567621315,0.007972068837625503
component,N_t_target_t01h,38,wind_speed_max_next_1h,0.02187723109818762,0.007693043077346974
component,N_t_target_t01h,39,wind_sin_t,0.021838169672264485,0.007679307279112701
component,N_t_target_t01h,40,total_tp_next_48h,0.021593549507088028,0.007593287551120426
component,N_t_target_t01h,41,pct_water,0.02154057523875963,0.007574659356061726
component,N_t_target_t01h,42,pressure_change_3h,0.020449295743674156,0.007190915173471202
component,N_t_target_t01h,43,gust_at_t24h,0.019843306406983174,0.006977821384286754
component,N_t_target_t01h,44,gust_mean_obs,0.01966947487926518,0.006916694204849209
component,N_t_target_t01h,45,total_tp_next_24h,0.019605475157732144,0.006894188952128601
component,N_t_target_t01h,46,r2_t,0.01951337953687471,0.006861803885878148
component,N_t_target_t01h,47,gust_max_last6h_obs,0.019467072905172245,0.006845520339260431
component,N_t_target_t01h,48,d2m_t,0.018816579418853507,0.0066167768392569855
component,N_t_target_t01h,49,R_t_mean_72h,0.01871079297234246,0.0065795774475078
component,N_t_target_t01h,50,t2m_at_t24h,0.01869899863777391,0.006575430015709998
component,N_t_target_t01h,51,n_utilities,0.018678993063076632,0.006568395133313661
component,N_t_target_t01h,52,wind_speed_max_next_24h,0.018562334082162124,0.006527372457203197
component,N_t_target_t01h,53,gust_max_next_6h,0.01823898763723264,0.006413668939670048
component,N_t_target_t01h,54,gust_x_phase,0.017628057557885768,0.006198837757580837
component,N_t_target_t01h,55,gust_mean_next_48h,0.01726581326511223,0.006071455963407589
component,N_t_target_t01h,56,total_tp_next_1h,0.0166459974116151,0.0058535001334593
component,N_t_target_t01h,57,wind_speed_t,0.016522849271495943,0.005810195569797662
component,N_t_target_t01h,58,gust_exceed30_x_hso,0.01620227781313588,0.005697467865479714
component,N_t_target_t01h,59,gust_gt30_next_48h,0.015961161927407375,0.005612680403701897
component,N_t_target_t01h,60,mcc_t,0.015068703909491887,0.00529885101890757
component,N_t_target_t01h,61,tree_canopy_pct,0.014406861233510426,0.005066116620578077
component,N_t_target_t01h,62,tree_canopy_std,0.013661567783856299,0.004804037082828497
component,N_t_target_t01h,63,soil_gust_x_phase,0.012798029849363957,0.004500377332691143
component,N_t_target_t01h,64,hour_of_day,0.012758873992424924,0.004486608328158052
component,N_t_target_t01h,65,wind_speed_max_next_48h,0.012583676980284508,0.004425000981443579
component,N_t_target_t01h,66,gust_at_t1h,0.01256422638107324,0.004418161254014595
component,N_t_target_t01h,67,wind_speed_max_next_6h,0.012308651885177824,0.004328289478305394
component,N_t_target_t01h,68,gust_t,0.011803437668277184,0.004150632867353987
component,N_t_target_t01h,69,hcc_t,0.011666177455481375,0.004102365848319231
component,N_t_target_t01h,70,min_t2m_next_6h,0.01155552198542864,0.00406345428341236
component,N_t_target_t01h,71,gust_mean_next_6h,0.011348934969646507,0.003990808764219386
component,N_t_target_t01h,72,wind_change_1h,0.011337518781147082,0.003986794306013453
component,N_t_target_t01h,73,gust_peak4h_mean_next_6h,0.011013670136890141,0.00387291419204348
component,N_t_target_t01h,74,t2m_at_t1h,0.010973959027978708,0.003858949935317674
component,N_t_target_t01h,75,rural_urban_code,0.01064856297307415,0.0037445256804225055
component,N_t_target_t01h,76,gust_max_next_24h,0.010101165293235681,0.0035520354190847264
component,N_t_target_t01h,77,gust_mean_next_24h,0.010066142767755082,0.003539719884454658
component,N_t_target_t01h,78,frac_zero_72h,0.00966024880654004,0.0033969888544423178
component,N_t_target_t01h,79,gust_max_next_48h,0.009568706904246937,0.0033647985011676083
component,N_t_target_t01h,80,t2m_t,0.009383914260070014,0.003299816887834114
component,N_t_target_t01h,81,gust_at_t6h,0.00915739760876022,0.0032201631899579242
component,N_t_target_t01h,82,gust_mean_next_1h,0.009131305743721896,0.0032109880872766353
component,N_t_target_t01h,83,pressure_change_6h,0.008930764875913155,0.0031404686724614307
component,N_t_target_t01h,84,blh_t,0.008893227864973596,0.003127268928816688
component,N_t_target_t01h,85,tp_rate_next_48h,0.00881609921088966,0.003100146938117661
component,N_t_target_t01h,86,gust_peak4h_mean_next_24h,0.008509839834005106,0.002992452021487672
component,N_t_target_t01h,87,last_P_t,0.008397668978432193,0.0029530075771668925
component,N_t_target_t01h,88,hours_since_peak,0.008267072114904295,0.002907083698940376
component,N_t_target_t01h,89,gust_x_hso,0.008115949494822416,0.002853942018394352
component,N_t_target_t01h,90,last_R_t,0.007942486949104932,0.0027929445900396538
component,N_t_target_t01h,91,gust_trend_last6h_obs,0.007835529928343021,0.002755333570415957
component,N_t_target_t01h,92,gust_gt40_obs,0.007768270770611707,0.0027316821496556794
component,N_t_target_t01h,93,vpd_t,0.0077308025774982525,0.002718506605531357
component,N_t_target_t01h,94,gust_peak4h_mean_next_48h,0.007540043794506346,0.002651427022728916
component,N_t_target_t01h,95,gust_gt30_next_24h,0.007110888243914815,0.0025005161454444173
component,N_t_target_t01h,96,hours_since_obs,0.007038563504465856,0.0024750834326097097
component,N_t_target_t01h,97,dewpoint_c_t,0.006981906150031136,0.002455160094671806
component,N_t_target_t01h,98,gust_max_obs,0.006664402513706591,0.002343511178019763
component,N_t_target_t01h,99,last_osi,0.006525974898977438,0.002294833646643592
component,N_t_target_t01h,100,pct_agriculture,0.0064945934755087364,0.0022837984913495024
component,N_t_target_t01h,101,tcc_t,0.006321068934084906,0.002222779262446216
component,N_t_target_t01h,102,gust_change_1h,0.00586656158338883,0.0020629535234309424
component,N_t_target_t01h,103,sdswrf_t,0.005748006451540277,0.0020212640732323282
component,N_t_target_t01h,104,rain_t,0.005744518198298465,0.002020037442570819
component,N_t_target_t01h,105,N_t_mean_72h,0.005387329849327216,0.001894433551336617
component,N_t_target_t01h,106,lcc_t,0.004920648607367184,0.001730326910890435
component,N_t_target_t01h,107,cumul_gust_obs,0.0047912976715451805,0.001684841158287298
component,N_t_target_t01h,108,hour_cos,0.004600930404194514,0.001617899250434671
component,N_t_target_t01h,109,tp_rate_next_1h,0.00457485727747553,0.0016087307370103699
component,N_t_target_t01h,110,hour_sin,0.00450396857013402,0.0015838029992711613
component,N_t_target_t01h,111,tp_at_t24h,0.004341652911534766,0.001526725330340953
component,N_t_target_t01h,112,gust_peak4h_mean_next_1h,0.0042096418892469956,0.00148030416869639
component,N_t_target_t01h,113,last_D_t,0.004000486000222736,0.0014067553152366974
component,N_t_target_t01h,114,tp_rate_next_6h,0.0037336156565288547,0.001312911398660184
component,N_t_target_t01h,115,gust_gt30_frac_next_48h,0.0035026296609430574,0.0012316860732828501
component,N_t_target_t01h,116,gust_max_next_1h,0.0034171058468928095,0.0012016119572909926
component,N_t_target_t01h,117,wind_speed_at_t1h,0.0030401236272155074,0.0010690476285441237
component,N_t_target_t01h,118,et0_t,0.0028160864167148247,0.0009902658163680304
component,N_t_target_t01h,119,tp_at_t6h,0.002795193986457889,0.000982919074669517
component,N_t_target_t01h,120,diffuse_rad_t,0.002572493536717957,0.0009046073292066382
component,N_t_target_t01h,121,gust_gt30_obs,0.002552778307290282,0.0008976745455931102
component,N_t_target_t01h,122,storm_onset_max_osi,0.0024744721667957492,0.0008701384963855333
component,N_t_target_t01h,123,direct_rad_t,0.0023329777650360484,0.0008203825412989229
component,N_t_target_t01h,124,osi_std_72h,0.002312155496838386,0.0008130604718151866
component,N_t_target_t01h,125,outage_pct_max_72h,0.0022636659850832075,0.0007960093239318965
component,N_t_target_t01h,126,min_t2m_next_1h,0.002119091486747493,0.0007451702648850402
component,N_t_target_t01h,127,tp_rate_next_24h,0.001918451109304442,0.000674615857894641
component,N_t_target_t01h,128,tp_at_t1h,0.001775164089849568,0.0006242295357799416
component,N_t_target_t01h,129,N_t_max_72h,0.0017532197143736994,0.0006165128816437919
component,N_t_target_t01h,130,temp_c_t,0.0017172222651424818,0.0006038545188753285
component,N_t_target_t01h,131,storm_onset_mean_osi,0.0015570715950161684,0.0005475381597063758
component,N_t_target_t01h,132,gust_gt40_next_48h,0.0015013695956440642,0.0005279507686539747
component,N_t_target_t01h,133,tp_t,0.0013474387742462568,0.00047382159505655186
component,N_t_target_t01h,134,osi_max_72h,0.0011839499020425137,0.00041633137013341413
component,N_t_target_t01h,135,days_since_onset,0.0006643208253080957,0.00023360582988480916
component,N_t_target_t01h,136,last_outage_pct,0.00055508098739665,0.00019519206650481848
component,N_t_target_t01h,137,gust_gt30_next_6h,0.0005105994932819158,0.0001795503224087041
component,N_t_target_t01h,138,gust_gt30_next_1h,0.0003870389919029549,0.00013610075351670278
component,N_t_target_t01h,139,gust_gt30_frac_next_1h,0.0001988809963222593,6.993572747419467e-05
component,N_t_target_t01h,140,gust_gt30_frac_next_24h,0.00018326349891140126,6.444389535874752e-05
component,N_t_target_t01h,141,sdwe_t,0.00018004960293183103,6.331374135955179e-05
component,N_t_target_t01h,142,tp_at_t48h,0.0001547305000713095,5.441037748724222e-05
component,N_t_target_t01h,143,gust_gt40_next_1h,7.01315002515912e-05,2.4661468816277998e-05
